   W                 M3+_p1/2
 (MeV)      Re       DRe      Im       DIm
1125.893   -0.099    0.024   -0.068    0.035
1127.891   -0.043    0.024   -0.075    0.040
1129.903   -0.126    0.022   -0.098    0.059
1131.911   -0.100    0.021   -0.021    0.041
1133.915   -0.251    0.020   -0.164    0.042
1135.841   -0.035    0.021   -0.110    0.047
1135.916   -0.052    0.022   -0.106    0.049
1137.913    0.007    0.020   -0.124    0.050
1139.396   -0.283    0.022   -0.100    0.060
1139.923   -0.069    0.019   -0.018    0.048
1141.905    0.052    0.021   -0.302    0.036
1142.931   -0.328    0.022   -0.010    0.049
1143.916    0.060    0.019   -0.202    0.041
1145.916   -0.087    0.021   -0.070    0.040
1146.464   -0.016    0.023   -0.195    0.055
1147.855   -0.011    0.021   -0.039    0.040
1149.905   -0.067    0.020   -0.051    0.038
1149.986   -0.053    0.023   -0.072    0.045
1151.886   -0.165    0.020   -0.158    0.040
1153.497   -0.135    0.023   -0.011    0.030
1153.880   -0.073    0.019   -0.079    0.031
1155.862   -0.106    0.023    0.001    0.034
1157.006   -0.149    0.024   -0.010    0.034
1157.849   -0.113    0.022   -0.027    0.026
1159.841   -0.126    0.023   -0.014    0.032
1160.504   -0.111    0.025   -0.026    0.032
1161.821   -0.229    0.023   -0.042    0.031
1163.798   -0.144    0.029   -0.074    0.044
1163.991   -0.153    0.027   -0.040    0.041
1165.780   -0.067    0.026   -0.054    0.040
1167.468   -0.046    0.028   -0.038    0.046
1167.758   -0.097    0.024   -0.000    0.037
1169.733   -0.098    0.023   -0.003    0.027
1170.951   -0.125    0.030   -0.026    0.036
1171.680   -0.136    0.035   -0.012    0.046
1173.680   -0.022    0.021   -0.011    0.028
1174.336   -0.103    0.031   -0.216    0.049
1175.653   -0.079    0.023   -0.264    0.031
1177.631   -0.066    0.024   -0.026    0.030
1177.870   -0.217    0.037    0.055    0.033
1179.597   -0.112    0.026    0.018    0.029
1181.306   -0.067    0.031    0.127    0.039
1181.560   -0.060    0.021    0.143    0.026
1183.528   -0.185    0.028    0.018    0.029
1184.748   -0.077    0.035    0.048    0.041
1185.493   -0.224    0.027    0.042    0.026
1187.454   -0.218    0.028    0.013    0.026
1188.180   -0.054    0.042    0.005    0.041
1189.412   -0.102    0.026    0.117    0.027
1191.366   -0.286    0.030    0.064    0.025
1191.603   -0.029    0.035   -0.156    0.041
1193.334   -0.268    0.030    0.039    0.024
1195.015   -0.026    0.037   -0.206    0.042
1195.235    0.084    0.025   -0.072    0.025
1197.235    0.077    0.024   -0.179    0.025
1198.426   -0.058    0.038   -0.243    0.041
1199.193    0.032    0.028    0.047    0.023
1201.038   -0.163    0.033   -0.104    0.024
1201.819   -0.025    0.040   -0.208    0.040
1202.950   -0.154    0.036   -0.168    0.024
1204.852    0.057    0.024   -0.128    0.024
1205.210   -0.054    0.044   -0.239    0.039
1206.751    0.106    0.031   -0.064    0.023
1208.600    0.065    0.043   -0.197    0.038
1208.646    0.119    0.029   -0.129    0.022
1210.539    0.091    0.032   -0.043    0.022
1211.987    0.103    0.044   -0.287    0.036
1212.429   -0.318    0.035    0.082    0.023
1214.315    0.038    0.037   -0.036    0.023
1215.273   -0.182    0.065   -0.034    0.036
1216.207    0.055    0.035   -0.091    0.022
1218.049    0.096    0.035    0.003    0.020
1218.712   -0.062    0.044    0.021    0.032
1219.951    0.102    0.039    0.018    0.020
1221.826    0.193    0.027   -0.088    0.021
1222.048    0.099    0.039   -0.216    0.030
1223.690    0.213    0.028    0.006    0.021
1225.399   -0.234    0.072   -0.258    0.036
1225.560    0.183    0.028    0.091    0.020
1227.419    0.184    0.027    0.071    0.020
1228.733    0.119    0.037   -0.235    0.030
1229.275    0.229    0.022    0.071    0.019
1231.128    0.196    0.034    0.126    0.069
1232.065    0.019    0.042    0.147    0.029
1232.979    0.146    0.039    0.146    0.057
1234.819    0.183    0.026    0.062    0.020
1235.389    0.031    0.042    0.166    0.027
1236.664    0.093    0.037    0.090    0.023
1238.514    0.074    0.039    0.056    0.024
1238.696   -0.166    0.045    0.107    0.026
1240.301    0.154    0.031   -0.014    0.021
1242.009   -0.090    0.054   -0.104    0.032
1242.183    0.134    0.031    0.061    0.023
1244.002    0.095    0.029    0.122    0.022
1245.306   -0.113    0.048    0.150    0.026
1245.826    0.075    0.032    0.079    0.023
1247.647   -0.197    0.045   -0.076    0.025
1248.594   -0.171    0.044    0.155    0.023
1249.466    0.036    0.033    0.100    0.025
1251.274    0.029    0.034    0.098    0.022
1251.896   -0.097    0.047    0.148    0.030
1253.095    0.083    0.036    0.065    0.023
1254.883    0.040    0.030    0.127    0.023
1255.085   -0.047    0.045    0.142    0.028
1256.684    0.012    0.027    0.137    0.023
1258.437   -0.120    0.040    0.161    0.028
1258.482    0.044    0.025    0.151    0.021
1260.285    0.100    0.025    0.166    0.022
1261.691   -0.045    0.035    0.173    0.027
1262.026    0.087    0.025    0.140    0.022
1263.861    0.227    0.052    0.090    0.048
1264.944   -0.067    0.035    0.161    0.026
1265.649    0.190    0.030    0.064    0.022
1267.412   -0.059    0.033    0.110    0.022
1268.189   -0.182    0.041    0.112    0.026
1269.187    0.033    0.030    0.099    0.022
1270.960    0.046    0.033    0.083    0.022
1271.433   -0.208    0.030    0.155    0.022
1272.731   -0.261    0.025    0.028    0.020
1274.477    0.004    0.031    0.066    0.022
1274.661   -0.167    0.032    0.091    0.025
1276.250   -0.012    0.031    0.111    0.023
1278.006   -0.027    0.037    0.115    0.029
1279.752   -0.228    0.031   -0.035    0.029
1281.108   -0.143    0.031    0.092    0.024
1281.510    0.059    0.030    0.086    0.023
1283.215   -0.060    0.047    0.121    0.058
1284.319   -0.147    0.027    0.095    0.023
1284.991    0.011    0.034    0.122    0.026
1286.720   -0.020    0.041    0.109    0.032
1287.522    0.035    0.036    0.040    0.024
1288.447    0.041    0.035    0.084    0.025
1290.179    0.036    0.036    0.111    0.025
1290.724    0.119    0.036    0.038    0.022
1291.902    0.082    0.034    0.145    0.027
1293.614    0.079    0.035    0.140    0.027
1293.846    0.016    0.029    0.045    0.024
1295.332    0.009    0.030    0.063    0.026
1297.041    0.039    0.031    0.067    0.027
1297.098    0.110    0.026   -0.010    0.019
1298.754    0.018    0.031    0.068    0.027
1300.263    0.091    0.026   -0.008    0.019
1300.450    0.012    0.029    0.081    0.027
1302.152    0.027    0.031    0.034    0.025
1303.434   -0.011    0.024   -0.029    0.017
1303.816   -0.032    0.022    0.087    0.022
1305.542   -0.048    0.021    0.074    0.021
1306.590   -0.092    0.019    0.068    0.019
1307.222   -0.074    0.022    0.039    0.024
1308.901   -0.080    0.021    0.072    0.022
1309.746   -0.140    0.020    0.100    0.019
1310.577   -0.046    0.027    0.048    0.026
1312.251   -0.059    0.028    0.040    0.027
1312.895   -0.139    0.019    0.099    0.019
1313.916   -0.129    0.020    0.089    0.023
1315.579   -0.131    0.020    0.089    0.023
1316.035   -0.143    0.019    0.095    0.020
1317.240   -0.066    0.049    0.001    0.052
1318.898   -0.086    0.032   -0.025    0.029
1320.548   -0.057    0.027    0.018    0.032
1322.174   -0.055    0.030   -0.010    0.030
1323.847   -0.044    0.030   -0.017    0.028
1325.406   -0.027    0.019   -0.058    0.025
1325.477   -0.073    0.028   -0.023    0.035
1327.118   -0.128    0.025   -0.072    0.029
1328.531   -0.032    0.019   -0.048    0.026
1328.743   -0.123    0.028   -0.055    0.030
1330.373   -0.082    0.029   -0.027    0.038
1331.557   -0.053    0.020   -0.022    0.029
1331.987   -0.099    0.026   -0.018    0.037
1333.606   -0.119    0.026   -0.056    0.029
1334.732   -0.098    0.018    0.061    0.024
1335.217   -0.108    0.024   -0.076    0.026
1336.825   -0.131    0.043   -0.092    0.033
1337.807   -0.106    0.030    0.064    0.046
1338.438   -0.158    0.056   -0.035    0.044
1340.000   -0.219    0.026   -0.052    0.025
1340.896   -0.154    0.018    0.087    0.020
1341.631   -0.204    0.050   -0.037    0.033
1343.211   -0.149    0.028    0.003    0.029
1343.972   -0.019    0.017   -0.013    0.023
1344.809   -0.187    0.025   -0.022    0.023
1346.378   -0.211    0.023   -0.023    0.025
1347.040   -0.153    0.018    0.050    0.024
1347.959   -0.175    0.024   -0.009    0.023
1349.531   -0.204    0.022   -0.042    0.022
1350.101   -0.219    0.042   -0.037    0.026
1351.095   -0.203    0.022   -0.029    0.020
1352.663   -0.213    0.044   -0.051    0.031
1353.156   -0.211    0.047   -0.024    0.031
1354.223   -0.206    0.020   -0.039    0.021
1355.767   -0.205    0.044   -0.012    0.028
1356.203   -0.145    0.015    0.103    0.021
1357.296   -0.198    0.048   -0.032    0.023
1358.864   -0.204    0.043   -0.028    0.024
1359.244   -0.213    0.038   -0.008    0.026
1360.410   -0.214    0.030   -0.014    0.028
1361.954   -0.216    0.038   -0.017    0.025
1362.285   -0.214    0.037   -0.016    0.022
1363.469   -0.215    0.036   -0.020    0.023
1364.996   -0.217    0.020   -0.004    0.019
1366.528   -0.061    0.037   -0.038    0.041
1368.030   -0.155    0.023    0.061    0.029
1368.264   -0.084    0.030   -0.026    0.031
1369.545   -0.031    0.039   -0.066    0.040
1371.065   -0.106    0.036   -0.040    0.031
1371.353   -0.046    0.015   -0.051    0.022
1372.556   -0.111    0.044   -0.027    0.032
1374.032   -0.100    0.036   -0.035    0.032
1374.353   -0.159    0.027    0.056    0.047
1375.561   -0.065    0.035   -0.038    0.031
1377.034   -0.087    0.039   -0.021    0.029
1377.347   -0.047    0.015   -0.017    0.021
1378.518   -0.094    0.038   -0.034    0.028
1379.994   -0.168    0.023   -0.003    0.033
1380.341   -0.144    0.010    0.041    0.021
1381.483   -0.195    0.019   -0.007    0.022
1382.928   -0.060    0.024    0.095    0.025
1383.329   -0.166    0.013    0.026    0.013
1384.413   -0.147    0.019   -0.043    0.027
1385.863   -0.156    0.019   -0.037    0.025
1386.310   -0.162    0.014    0.024    0.014
