   W                 M1-_p1/2
 (MeV)      Re       DRe      Im       DIm
1125.893    0.941    0.509    0.083    0.680
1127.891    0.769    0.512    0.026    0.639
1129.903    0.750    0.513    0.005    0.712
1131.911    0.986    0.783   -0.052    0.874
1133.915    0.981    0.779   -0.049    0.899
1135.841    1.152    0.319   -0.026    0.443
1135.916    1.157    0.324   -0.026    0.443
1137.913    1.135    0.337   -0.029    0.524
1139.396    1.081    0.316   -0.029    0.462
1139.923    1.258    0.327   -0.061    0.511
1141.905    1.027    0.642   -0.021    0.785
1142.931    1.013    0.627   -0.100    0.791
1143.916    1.053    0.636   -0.074    0.853
1145.916    1.049    0.633   -0.053    0.778
1146.464    1.076    0.636   -0.092    0.841
1147.855    1.037    0.636   -0.078    0.778
1149.905    1.325    0.343    0.194    0.441
1149.986    1.348    0.349    0.210    0.464
1151.886    1.076    0.342    0.118    0.423
1153.497    1.276    0.351    0.100    0.449
1153.880    1.366    0.342    0.212    0.414
1155.862    1.952    0.718    0.266    0.614
1157.006    0.594    0.446    0.188    0.473
1157.849    0.653    0.447    0.269    0.485
1159.841    0.626    0.448    0.257    0.480
1160.504    0.874    0.332    0.428    0.424
1161.821    0.607    0.328    0.252    0.416
1163.798    0.649    0.337    0.322    0.420
1163.991    0.634    0.329    0.307    0.406
1165.780    0.963    0.302    0.518    0.400
1167.468    0.910    0.308    0.593    0.436
1167.758    0.843    0.295    0.523    0.406
1169.733    0.921    0.296    0.590    0.383
1170.951    0.448    0.475    0.484    0.497
1171.680    0.466    0.482    0.461    0.523
1173.680    0.597    0.466    0.635    0.467
1174.336    1.028    0.320   -0.362    0.415
1175.653    1.172    0.308   -0.477    0.383
1177.631    1.323    0.304   -0.321    0.388
1177.870    1.186    0.322   -0.521    0.421
1179.597    1.223    0.306   -0.227    0.386
1181.306    1.516    0.342   -0.095    0.422
1181.560    1.422    0.310    0.001    0.388
1183.528    0.533    0.229   -0.410    0.378
1184.748    0.822    0.290   -0.237    0.405
1185.493    0.749    0.224   -0.679    0.370
1187.454    0.567    0.307   -0.601    0.437
1188.180    0.717    0.360   -0.242    0.464
1189.412    0.688    0.319   -0.066    0.440
1191.366    0.173    0.237   -0.591    0.407
1191.603    0.196    0.302   -0.477    0.420
1193.334    0.158    0.241   -0.660    0.405
1195.015    0.264    0.319   -0.756    0.417
1195.235    0.579    0.269   -0.350    0.397
1197.235    1.820    0.333   -1.031    0.460
1198.426    1.685    0.368   -0.954    0.487
1199.193    2.179    0.349   -0.397    0.465
1201.038    1.039    0.280   -0.477    0.287
1201.819    0.944    0.316   -0.310    0.323
1202.950    0.966    0.354   -0.591    0.378
1204.852    1.727    0.363   -0.038    0.383
1205.210    1.345    0.396   -0.548    0.407
1206.751    0.246    0.291    0.575    0.220
1208.600    0.256    0.349    0.201    0.244
1208.646    0.177    0.287    0.432    0.215
1210.539    0.156    0.308    0.543    0.216
1211.987    0.312    0.358   -0.175    0.234
1212.429    0.417    0.302    0.496    0.209
1214.315    0.525    0.315    0.500    0.182
1215.273    0.834    0.355    0.253    0.207
1216.207    0.364    0.311    0.387    0.180
1218.049    1.050    0.344    0.473    0.172
1218.712    1.214    0.383    0.319    0.195
1219.951    1.191    0.344    0.764    0.202
1221.826    1.167    0.306    0.753    0.200
1222.048    1.285    0.310    0.317    0.210
1223.690    0.926    0.315    0.397    0.172
1225.399    0.637    0.343   -0.744    0.211
1225.560    0.938    0.354    0.557    0.172
1227.419    0.815    0.332    0.544    0.172
1228.733    1.400    0.319   -0.583    0.175
1229.275    0.987    0.338    0.445    0.171
1231.128    0.933    0.377    0.375    0.308
1232.065    1.642    0.378    0.365    0.183
1232.979    0.918    0.379    0.364    0.278
