   W                 M1-_3/2
 (MeV)      Re       DRe      Im       DIm
1125.893   -4.843    0.841    0.360    1.279
1127.891   -5.359    0.856    0.191    1.070
1129.903   -5.415    0.862    0.126    1.424
1131.911   -5.479    1.232    0.131    1.414
1133.915   -5.493    1.206    0.138    1.545
1135.841   -6.084    0.585    0.281    0.857
1135.916   -6.069    0.607    0.282    0.860
1137.913   -6.135    0.671    0.273    1.200
1139.396   -6.296    0.569    0.273    0.944
1139.923   -5.766    0.625    0.175    1.147
1141.905   -6.064    1.070    0.485    1.363
1142.931   -6.107    0.990    0.250    1.396
1143.916   -5.986    1.040    0.327    1.691
1145.916   -5.999    1.024    0.390    1.326
1146.464   -5.917    1.040    0.274    1.640
1147.855   -6.034    1.040    0.314    1.329
1149.905   -5.645    0.592    0.430    0.987
1149.986   -5.576    0.622    0.478    1.077
1151.886   -6.393    0.585    0.202    0.914
1153.497   -5.792    0.633    0.148    1.021
1153.880   -5.523    0.588    0.482    0.875
1155.862   -6.664    1.149   -0.183    1.292
1157.006   -5.111    0.762    0.123    1.033
1157.849   -4.932    0.764    0.365    1.083
1159.841   -5.013    0.769    0.331    1.062
1160.504   -5.446    0.628    0.145    0.978
1161.821   -6.246    0.605   -0.382    0.949
1163.798   -6.120    0.650   -0.172    0.963
1163.991   -6.165    0.611   -0.219    0.907
1165.780   -5.270    0.612   -0.376    0.922
1167.468   -5.430    0.640   -0.151    1.059
1167.758   -5.629    0.579   -0.360    0.948
1169.733   -5.396    0.588   -0.160    0.856
1170.951   -5.352    0.851   -0.494    1.080
1171.680   -5.300    0.883   -0.563    1.187
1173.680   -4.905    0.805   -0.041    0.953
1174.336   -6.732    0.683    0.954    0.907
1175.653   -6.300    0.630    0.609    0.772
1177.631   -5.849    0.612    1.077    0.793
1177.870   -6.259    0.688    0.476    0.933
1179.597   -6.147    0.622    1.357    0.784
1181.306   -5.268    0.770    1.755    0.935
1181.560   -5.550    0.637    2.041    0.793
1183.528   -5.469    0.537    0.865    0.776
1184.748   -4.601    0.759    1.385    0.889
1185.493   -4.821    0.518    0.058    0.740
1187.454   -5.286    0.612    0.411    0.817
1188.180   -4.836    0.834    1.487    0.943
1189.412   -4.922    0.666    2.016    0.828
1191.366   -5.658    0.551    0.954    0.779
1191.603   -5.589    0.785    1.297    0.839
1193.334   -5.702    0.563    0.749    0.766
1195.015   -5.386    0.844    0.460    0.822
1195.235   -4.441    0.669    1.677    0.729
1197.235   -7.579    0.729    1.663    0.793
1198.426   -7.986    0.865    1.893    0.928
1199.193   -6.503    0.791    3.565    0.817
1201.038   -6.137    0.686    0.370    0.579
1201.819   -6.423    0.814    0.871    0.732
1202.950   -7.810    0.728   -0.268    0.667
