   W                 E0+_p1/2
 (MeV)      Re       DRe      Im       DIm
1125.893    9.503    0.464    0.786    0.601
1127.891    9.322    0.456    0.800    0.601
1129.903    9.197    0.457    0.845    0.628
1131.911    8.947    0.653    0.867    0.824
1133.915    8.799    0.653    0.851    0.841
1135.841    8.876    0.283    0.900    0.385
1135.916    8.881    0.283    0.906    0.388
1137.913    8.817    0.284    0.856    0.394
1139.396    8.757    0.290    0.843    0.421
1139.923    8.912    0.286    0.911    0.384
1141.905    8.499    0.678    0.997    0.672
1142.931    8.528    0.676    1.153    0.684
1143.916    8.311    0.676    1.136    0.686
1145.916    8.560    0.675    1.162    0.679
1146.464    8.613    0.677    1.115    0.710
1147.855    8.594    0.675    1.166    0.676
1149.905    8.650    0.346    0.716    0.384
1149.986    8.639    0.348    0.713    0.391
1151.886    8.733    0.346    0.872    0.390
1153.497    8.742    0.349    0.776    0.378
1153.880    8.738    0.344    0.864    0.379
1155.862    8.358    0.715    0.591    0.658
1157.006    7.881    0.518    0.777    0.466
1157.849    8.055    0.517    0.721    0.464
1159.841    7.832    0.518    0.744    0.464
1160.504    8.213    0.346    0.754    0.346
1161.821    8.375    0.345    0.804    0.343
1163.798    8.458    0.349    0.826    0.354
1163.991    8.457    0.347    0.794    0.352
1165.780    8.131    0.332    0.344    0.349
1167.468    8.114    0.334    0.399    0.359
1167.758    8.108    0.330    0.373    0.350
1169.733    8.317    0.329    0.335    0.344
1170.951    8.481    0.522    0.363    0.546
1171.680    8.461    0.525    0.484    0.556
1173.680    8.388    0.519    0.250    0.539
1174.336    7.694    0.374    0.901    0.329
1175.653    7.722    0.369    0.982    0.315
1177.631    7.851    0.368    0.951    0.307
1177.870    7.687    0.373    0.753    0.317
1179.597    7.630    0.368    0.874    0.308
1181.306    7.760    0.374    0.807    0.315
1181.560    7.814    0.367    0.856    0.307
1183.528    7.383    0.377    0.967    0.271
1184.748    7.499    0.385    0.779    0.285
1185.493    7.479    0.377    0.948    0.270
1187.454    8.033    0.507    0.602    0.378
1188.180    7.913    0.511    0.650    0.391
1189.412    8.045    0.506    0.564    0.380
1191.366    7.327    0.432    0.811    0.323
1191.603    7.199    0.435    1.145    0.340
1193.334    7.297    0.432    0.763    0.324
1195.015    7.091    0.437    1.195    0.340
1195.235    7.061    0.431    0.891    0.326
1197.235    6.738    0.449    1.281    0.488
1198.426    6.533    0.456    1.327    0.499
1199.193    6.532    0.452    1.019    0.488
1201.038    6.216    0.258    0.910    0.259
1201.819    6.369    0.264    0.944    0.285
1202.950    6.165    0.346    1.256    0.414
1204.852    5.859    0.343    1.345    0.420
1205.210    5.990    0.353    1.105    0.433
1206.751    6.225    0.289    1.237    0.315
1208.600    5.895    0.304    1.379    0.327
1208.646    6.038    0.285    1.279    0.311
1210.539    6.227    0.294    1.164    0.319
1211.987    6.159    0.302    1.395    0.332
1212.429    6.197    0.298    1.203    0.307
1214.315    6.208    0.217    1.200    0.270
1215.273    6.032    0.277    1.184    0.281
1216.207    6.258    0.215    1.159    0.268
1218.049    6.310    0.212    1.269    0.266
1218.712    6.122    0.255    1.203    0.286
1219.951    6.263    0.250    1.519    0.358
1221.826    5.903    0.245    1.525    0.360
1222.048    5.684    0.263    1.567    0.366
1223.690    5.335    0.208    1.464    0.293
1225.399    5.860    0.330    1.074    0.296
1225.560    5.621    0.228    1.383    0.294
1227.419    5.536    0.221    1.251    0.294
1228.733    5.223    0.217    1.097    0.245
1229.275    5.451    0.202    0.806    0.240
1231.128    5.629    0.255    1.012    0.285
1232.065    5.447    0.245    0.939    0.248
1232.979    5.706    0.254    1.013    0.275
1234.819    5.088    0.280    1.582    0.383
1235.389    5.277    0.322    1.493    0.387
1236.664    5.560    0.287    1.332    0.381
1238.514    5.593    0.231    1.783    0.230
1238.696    5.115    0.283    1.494    0.252
1240.301    4.897    0.273    1.665    0.297
1242.009    4.755    0.340    1.535    0.306
1242.183    4.898    0.263    1.725    0.295
1244.002    5.327    0.257    1.360    0.234
1245.306    5.232    0.284    1.229    0.248
1245.826    5.378    0.252    1.538    0.244
1247.647    5.577    0.247    1.405    0.229
1248.594    5.469    0.276    1.254    0.242
1249.466    5.075    0.240    1.325    0.236
1251.274    5.013    0.368    1.555    0.387
1251.896    5.200    0.384    1.374    0.397
1253.095    4.944    0.371    1.643    0.388
1254.883    4.924    0.262    1.126    0.281
1255.085    5.189    0.274    1.150    0.288
1256.684    4.911    0.250    1.191    0.280
1258.437    5.808    0.297    1.372    0.316
1258.482    5.679    0.281    1.508    0.308
1260.285    5.719    0.273    1.675    0.306
1261.691    5.584    0.251    1.193    0.247
1262.026    5.536    0.239    1.369    0.236
1263.861    5.723    0.286    1.486    0.253
1264.944    5.673    0.262    1.320    0.251
