   W                 M3+_3/2
 (MeV)      Re       DRe      Im       DIm
1125.893   -0.164    0.073   -0.204    0.105
1127.891    0.003    0.072   -0.225    0.119
1129.903   -0.247    0.066   -0.293    0.177
1131.911   -0.165    0.062   -0.064    0.124
1133.915   -0.617    0.061   -0.491    0.127
1135.841    0.048    0.062   -0.331    0.140
1135.916   -0.003    0.067   -0.317    0.146
1137.913    0.175    0.059   -0.372    0.151
1139.396   -0.697    0.066   -0.300    0.180
1139.923   -0.054    0.056   -0.055    0.143
1141.905    0.329    0.063   -0.905    0.109
1142.931   -0.809    0.065   -0.031    0.147
1143.916    0.353    0.057   -0.606    0.123
1145.916   -0.088    0.062   -0.210    0.119
1146.464    0.126    0.069   -0.584    0.164
1147.855    0.140    0.064   -0.118    0.120
1149.905   -0.002    0.059   -0.152    0.114
1149.986    0.040    0.068   -0.215    0.135
1151.886   -0.296    0.060   -0.473    0.119
1153.497   -0.207    0.070   -0.034    0.090
1153.880   -0.019    0.058   -0.236    0.094
1155.862   -0.118    0.068    0.003    0.103
1157.006   -0.236    0.073   -0.030    0.103
1157.849   -0.127    0.065   -0.082    0.079
1159.841   -0.165    0.068   -0.043    0.095
1160.504   -0.114    0.075   -0.077    0.097
1161.821   -0.467    0.069   -0.127    0.093
1163.798   -0.214    0.087   -0.223    0.132
1163.991   -0.241    0.080   -0.119    0.122
1165.780    0.038    0.077   -0.163    0.119
1167.468    0.102    0.085   -0.113    0.138
1167.758   -0.051    0.071   -0.001    0.112
1169.733   -0.053    0.069   -0.010    0.082
1170.951   -0.133    0.091   -0.079    0.108
1171.680   -0.165    0.106   -0.037    0.139
1173.680    0.177    0.062   -0.033    0.085
1174.336   -0.049    0.094   -0.647    0.146
1175.653    0.023    0.070   -0.792    0.093
1177.631    0.061    0.072   -0.078    0.091
1177.870   -0.391    0.111    0.164    0.100
1179.597   -0.078    0.077    0.053    0.087
1181.306    0.058    0.092    0.380    0.117
1181.560    0.079    0.064    0.430    0.079
1183.528   -0.277    0.084    0.055    0.086
1184.748    0.046    0.105    0.143    0.124
1185.493   -0.395    0.082    0.127    0.079
1187.454   -0.373    0.085    0.040    0.079
1188.180    0.118    0.127    0.015    0.124
1189.412   -0.025    0.078    0.351    0.080
1191.366   -0.560    0.089    0.193    0.075
1191.603    0.210    0.105   -0.467    0.123
1193.334   -0.508    0.089    0.117    0.072
1195.015    0.218    0.110   -0.618    0.126
1195.235    0.548    0.074   -0.217    0.074
1197.235    0.539    0.072   -0.537    0.076
