   W                 E3-_p1/2
 (MeV)      Re       DRe      Im       DIm
1125.893    0.363    0.054    0.133    0.046
1127.891    0.154    0.053    0.214    0.046
1129.903    0.411    0.043    0.106    0.072
1131.911    0.290    0.043    0.143    0.082
1133.915    0.507    0.042    0.308    0.066
1135.841    0.247    0.043    0.173    0.041
1135.916    0.288    0.047    0.154    0.043
1137.913    0.213    0.047    0.054    0.042
1139.396    0.628    0.038    0.032    0.086
1139.923    0.418    0.035    0.158    0.100
1141.905    0.153    0.044   -0.036    0.046
1142.931    0.711    0.034   -0.078    0.113
1143.916   -0.050    0.046    0.106    0.090
1145.916    0.338    0.049    0.091    0.079
1146.464    0.155    0.045    0.228    0.058
1147.855    0.132    0.053    0.162    0.058
1149.905    0.459    0.042   -0.172    0.071
1149.986    0.428    0.047   -0.119    0.091
1151.886    0.626    0.036    0.030    0.093
1153.497    0.420    0.053    0.251    0.062
1153.880    0.520    0.039   -0.209    0.066
1155.862    0.381    0.055    0.217    0.074
1157.006    0.480    0.053    0.206    0.062
1157.849    0.330    0.056    0.199    0.060
1159.841    0.334    0.055    0.197    0.052
1160.504    0.319    0.058    0.213    0.052
1161.821    0.631    0.049    0.185    0.062
1163.798    0.537    0.055   -0.069    0.075
1163.991    0.547    0.050   -0.123    0.065
1165.780    0.476    0.053   -0.030    0.087
1167.468    0.420    0.065   -0.176    0.141
1167.758    0.499    0.052   -0.172    0.120
1169.733    0.456    0.057    0.155    0.066
1170.951    0.288    0.072    0.137    0.065
1171.680    0.595    0.066   -0.183    0.122
1173.680    0.236    0.058    0.111    0.062
1174.336    0.477    0.072    0.265    0.086
1175.653    0.256    0.066    0.512    0.051
1177.631    0.451    0.047   -0.074    0.066
1177.870    0.482    0.070    0.144    0.071
1179.597    0.361    0.060    0.125    0.059
1181.306    0.155    0.079   -0.014    0.082
1181.560    0.141    0.060   -0.056    0.068
1183.528    0.532    0.058   -0.020    0.055
1184.748    0.266    0.083    0.006    0.080
1185.493    0.612    0.053   -0.070    0.056
1187.454    0.640    0.054    0.011    0.055
1188.180    0.313    0.078   -0.017    0.080
1189.412    0.273    0.066   -0.116    0.066
1191.366    0.511    0.058    0.146    0.055
1191.603    0.527    0.073    0.039    0.067
1193.334    0.534    0.059    0.113    0.056
1195.015    0.563    0.079    0.097    0.075
1195.235    0.336    0.066   -0.184    0.062
1197.235    0.363    0.067   -0.017    0.056
1198.426    0.766    0.084    0.039    0.069
1199.193    0.106    0.069   -0.092    0.060
1201.038    0.310    0.069    0.280    0.052
1201.819    0.669    0.086   -0.000    0.073
1202.950    0.269    0.079    0.402    0.050
1204.852    0.516    0.067   -0.186    0.055
1205.210    0.706    0.090    0.099    0.073
1206.751    0.231    0.079   -0.075    0.058
1208.600    0.287    0.117    0.135    0.069
1208.646    0.219    0.080   -0.003    0.053
1210.539    0.158    0.070   -0.140    0.062
1211.987    0.441    0.073    0.178    0.065
1212.429   -0.029    0.088    0.099    0.055
1214.315    0.132    0.076   -0.030    0.058
1215.273    0.070    0.100    0.142    0.073
1216.207    0.134    0.068    0.020    0.053
1218.049    0.267    0.066   -0.211    0.051
1218.712    0.547    0.083   -0.225    0.069
1219.951    0.288    0.068   -0.300    0.053
1221.826    0.506    0.068   -0.136    0.049
1222.048    0.551    0.066    0.157    0.059
1223.690    0.357    0.067   -0.294    0.051
1225.399    0.464    0.092    0.408    0.066
1225.560    0.373    0.075   -0.412    0.051
1227.419    0.481    0.076   -0.387    0.047
1228.733    0.662    0.076    0.274    0.054
1229.275    0.655    0.081   -0.411    0.049
1231.128    0.604    0.119   -0.394    0.161
1232.065    0.662    0.093   -0.363    0.067
1232.979    0.472    0.087   -0.505    0.135
1234.819    0.706    0.079   -0.267    0.051
1235.389    0.617    0.099   -0.392    0.066
1236.664    0.460    0.063   -0.356    0.058
1238.514    0.463    0.067   -0.199    0.057
1238.696    0.563    0.086   -0.378    0.064
1240.301    0.732    0.075   -0.145    0.053
1242.009    0.480    0.079    0.112    0.067
1242.183    0.713    0.073   -0.116    0.057
1244.002    0.695    0.095   -0.302    0.061
1245.306    0.703    0.089   -0.434    0.070
1245.826    0.642    0.075   -0.070    0.064
1247.647    0.657    0.083   -0.077    0.065
1248.594    0.824    0.115   -0.494    0.063
1249.466    0.738    0.098   -0.283    0.060
1251.274    0.530    0.081   -0.334    0.060
1251.896    0.687    0.090   -0.481    0.063
1253.095    0.585    0.071   -0.321    0.059
1254.883    0.680    0.078   -0.379    0.058
1255.085    0.737    0.080   -0.388    0.062
1256.684    0.690    0.072   -0.279    0.055
1258.437    0.689    0.080   -0.448    0.059
1258.482    0.669    0.072   -0.358    0.055
1260.285    0.743    0.059   -0.295    0.055
1261.691    0.776    0.068   -0.337    0.059
1262.026    0.690    0.060   -0.208    0.054
1263.861    0.738    0.094   -0.093    0.095
1264.944    0.744    0.082   -0.277    0.075
1265.649    0.646    0.062   -0.033    0.056
1267.412    0.624    0.065   -0.436    0.057
1268.189    0.776    0.082   -0.442    0.071
1269.187    0.644    0.077   -0.223    0.067
1270.960    0.568    0.070   -0.222    0.066
1271.433    0.736    0.083   -0.570    0.058
1272.731    0.641    0.071   -0.453    0.059
1274.477    0.578    0.066   -0.233    0.061
1274.661    0.648    0.071   -0.390    0.062
1276.250    0.680    0.065   -0.284    0.060
1278.006    0.603    0.077   -0.314    0.071
1279.752    0.689    0.079   -0.356    0.070
1281.108    0.752    0.072   -0.325    0.060
1281.510    0.637    0.062   -0.064    0.063
1283.215    0.770    0.118   -0.340    0.088
1284.319    0.682    0.066   -0.304    0.062
1284.991    0.535    0.069   -0.236    0.077
1286.720    0.451    0.074   -0.209    0.091
1287.522    0.489    0.069   -0.126    0.066
1288.447    0.599    0.070   -0.178    0.073
1290.179    0.560    0.072   -0.160    0.076
1290.724    0.568    0.072   -0.035    0.065
1291.902    0.611    0.069   -0.190    0.088
1293.614    0.622    0.070   -0.165    0.090
1293.846    0.392    0.058    0.010    0.066
1295.332    0.422    0.063   -0.024    0.076
1297.041    0.536    0.048    0.077    0.064
1297.098    0.406    0.040    0.106    0.056
1298.754    0.551    0.051    0.033    0.065
1300.263    0.406    0.041    0.080    0.055
1300.450    0.556    0.051    0.020    0.064
1302.152    0.474    0.045    0.031    0.068
1303.434    0.543    0.053    0.110    0.039
1303.816    0.727    0.064    0.110    0.048
1305.542    0.704    0.066    0.073    0.048
1306.590    0.813    0.061    0.076    0.040
1307.222    0.763    0.064    0.123    0.050
1308.901    0.780    0.062    0.103    0.049
1309.746    0.911    0.074    0.002    0.045
1310.577    0.687    0.073    0.113    0.061
1312.251    0.692    0.072    0.099    0.062
1312.895    0.903    0.072   -0.005    0.045
1313.916    0.849    0.073    0.006    0.054
1315.579    0.842    0.071   -0.005    0.055
1316.035    0.900    0.070   -0.025    0.046
1317.240    0.680    0.085    0.081    0.099
1318.898    0.675    0.060    0.095    0.066
1320.548    0.724    0.070    0.100    0.079
1322.174    0.722    0.069    0.156    0.075
1323.847    0.695    0.067    0.172    0.071
