   W                 M2+_p1/2
 (MeV)      Re       DRe      Im       DIm
1125.893   -0.153    0.123    0.021    0.077
1127.891   -0.081    0.121    0.001    0.076
1129.903    0.031    0.121    0.045    0.125
1131.911   -0.268    0.297    0.026    0.080
1133.915   -0.141    0.298   -0.000    0.093
1135.841   -0.361    0.063   -0.068    0.098
1135.916   -0.367    0.064   -0.060    0.100
1137.913   -0.307    0.063    0.115    0.110
1139.396   -0.162    0.068    0.016    0.097
1139.923   -0.322    0.064    0.106    0.088
1141.905   -0.229    0.221   -0.041    0.092
1142.931   -0.217    0.223    0.076    0.070
1143.916   -0.127    0.221    0.080    0.100
1145.916   -0.227    0.222    0.031    0.076
1146.464   -0.213    0.222   -0.051    0.145
1147.855   -0.259    0.222   -0.022    0.070
1149.905   -0.123    0.081   -0.023    0.068
1149.986   -0.126    0.083   -0.017    0.082
1151.886   -0.217    0.082    0.046    0.081
1153.497   -0.197    0.084   -0.003    0.054
1153.880   -0.121    0.081   -0.001    0.055
1155.862   -0.376    0.281    0.015    0.064
1157.006   -0.179    0.086    0.055    0.062
1157.849   -0.192    0.084   -0.025    0.048
1159.841   -0.175    0.084    0.056    0.055
1160.504   -0.239    0.085    0.021    0.056
1161.821   -0.283    0.085   -0.059    0.057
1163.798   -0.231    0.088    0.027    0.069
1163.991   -0.213    0.086   -0.005    0.062
1165.780   -0.259    0.074    0.021    0.065
1167.468   -0.215    0.075    0.001    0.077
1167.758   -0.200    0.072   -0.003    0.058
1169.733   -0.259    0.072    0.025    0.048
1170.951   -0.072    0.129    0.012    0.061
1171.680   -0.046    0.133    0.004    0.082
1173.680   -0.090    0.124    0.066    0.048
1174.336   -0.291    0.095    0.062    0.087
1175.653   -0.298    0.089   -0.004    0.062
1177.631   -0.365    0.089   -0.022    0.047
1177.870   -0.258    0.101    0.020    0.056
1179.597   -0.272    0.091    0.004    0.046
1181.306   -0.222    0.099   -0.101    0.059
1181.560   -0.242    0.090   -0.093    0.038
1183.528   -0.223    0.093   -0.020    0.042
1184.748   -0.065    0.105   -0.089    0.066
1185.493   -0.197    0.093   -0.026    0.038
1187.454   -0.194    0.134   -0.017    0.039
1188.180   -0.128    0.143   -0.014    0.068
1189.412   -0.094    0.134   -0.011    0.038
1191.366   -0.049    0.120   -0.076    0.037
1191.603   -0.136    0.123    0.003    0.071
1193.334   -0.019    0.119   -0.009    0.036
1195.015   -0.112    0.124    0.073    0.072
1195.235   -0.079    0.115    0.104    0.038
1197.235   -0.129    0.104   -0.039    0.040
1198.426   -0.240    0.119    0.094    0.072
1199.193   -0.151    0.107    0.127    0.034
1201.038   -0.268    0.072    0.069    0.036
1201.819   -0.209    0.090    0.045    0.067
1202.950   -0.133    0.053   -0.226    0.037
1204.852   -0.375    0.049    0.198    0.038
1205.210   -0.187    0.079   -0.001    0.065
1206.751   -0.212    0.074   -0.077    0.034
1208.600   -0.276    0.093    0.035    0.062
1208.646   -0.235    0.072    0.022    0.034
1210.539   -0.257    0.076   -0.047    0.032
1211.987   -0.251    0.093   -0.139    0.061
