   W                 E0+_3/2
 (MeV)      Re       DRe      Im       DIm
1125.893  -14.979    0.766    1.820    0.983
1127.891  -15.520    0.722    1.864    0.982
1129.903  -15.896    0.731    1.999    1.123
1131.911  -14.772    1.010    2.443    1.295
1133.915  -15.217    1.010    2.395    1.391
1135.841  -15.139    0.474    2.285    0.697
1135.916  -15.124    0.478    2.303    0.708
1137.913  -15.315    0.482    2.154    0.739
1139.396  -15.494    0.510    2.115    0.862
1139.923  -15.029    0.494    2.320    0.691
1141.905  -14.552    1.048    1.595    1.053
1142.931  -14.466    1.041    2.062    1.120
1143.916  -15.117    1.041    2.012    1.132
1145.916  -14.371    1.031    2.090    1.092
1146.464  -14.210    1.045    1.949    1.261
1147.855  -14.268    1.034    2.103    1.080
1149.905  -14.954    0.559    2.343    0.675
1149.986  -14.987    0.575    2.334    0.712
1151.886  -14.703    0.561    2.811    0.703
1153.497  -14.676    0.576    2.522    0.643
1153.880  -14.688    0.551    2.787    0.651
1155.862  -14.965    1.097    2.598    1.041
1157.006  -14.073    0.812    2.367    0.769
1157.849  -13.549    0.804    2.198    0.755
1159.841  -14.218    0.809    2.267    0.759
1160.504  -14.657    0.570    2.144    0.605
1161.821  -14.170    0.563    2.296    0.588
1163.798  -13.922    0.587    2.362    0.645
1163.991  -13.923    0.576    2.264    0.634
1165.780  -14.106    0.554    3.373    0.606
1167.468  -14.156    0.562    3.536    0.657
1167.758  -14.173    0.541    3.460    0.610
1169.733  -13.546    0.538    3.346    0.579
1170.951  -14.382    0.825    3.638    0.882
1171.680  -14.442    0.842    4.001    0.939
1173.680  -14.662    0.805    3.299    0.845
1174.336  -13.699    0.623    2.974    0.630
1175.653  -13.615    0.598    3.217    0.560
1177.631  -13.228    0.589    3.124    0.521
1177.870  -13.718    0.618    2.531    0.574
1179.597  -13.890    0.592    2.893    0.524
1181.306  -13.499    0.623    2.693    0.561
1181.560  -13.339    0.588    2.840    0.520
1183.528  -13.190    0.601    3.278    0.473
1184.748  -12.842    0.641    2.716    0.543
1185.493  -12.902    0.598    3.221    0.468
