   W                 M1+_p1/2
 (MeV)      Re       DRe      Im       DIm
1499.814   -1.005    0.138   -0.105    0.204
1500.290   -1.081    0.154   -0.064    0.224
1502.277   -1.036    0.152   -0.058    0.226
1502.515   -0.978    0.140   -0.049    0.208
1504.231   -0.927    0.146   -0.097    0.219
1505.141   -0.859    0.132   -0.071    0.200
1506.188   -0.894    0.144   -0.049    0.227
1507.882   -0.851    0.120   -0.051    0.179
1508.112   -0.900    0.137   -0.048    0.208
1510.014   -0.880    0.135   -0.038    0.214
1510.549   -0.291    0.105   -0.024    0.152
1511.921   -0.344    0.127   -0.053    0.188
1513.217   -0.322    0.107   -0.062    0.202
1513.887   -0.958    0.139   -0.117    0.235
1515.875   -0.757    0.124    0.066    0.219
1515.918   -0.798    0.133    0.075    0.233
1518.015   -0.425    0.120    0.090    0.168
1518.528   -0.366    0.111    0.053    0.150
1520.171   -0.421    0.120    0.036    0.168
1521.176   -0.396    0.111   -0.004    0.150
1522.360   -0.613    0.149    0.226    0.259
1523.814   -0.542    0.143    0.279    0.247
1524.553   -0.593    0.149    0.277    0.257
1526.724   -0.704    0.119    0.109    0.161
1528.843   -0.684    0.119    0.141    0.160
1529.070   -0.630    0.109    0.205    0.140
1530.891   -0.964    0.126    0.105    0.154
1531.681   -0.881    0.118    0.137    0.134
1532.857   -0.942    0.125    0.099    0.151
1534.307   -0.841    0.119    0.112    0.131
1534.705   -0.899    0.126    0.172    0.144
1536.452   -0.777    0.123    0.287    0.146
1536.843   -0.729    0.115    0.311    0.132
1538.069   -0.770    0.124    0.280    0.151
1539.502   -0.717    0.114    0.274    0.133
1539.911   -0.773    0.124    0.239    0.147
1542.078   -0.606    0.107    0.228    0.139
1544.662   -0.524    0.125    0.187    0.161
1547.235   -0.530    0.116    0.142    0.144
1549.804   -0.665    0.128    0.091    0.163
1552.363   -0.680    0.127    0.216    0.154
1554.912   -0.640    0.123    0.205    0.152
1557.462   -0.700    0.101    0.469    0.098
1559.996   -0.695    0.100    0.465    0.097
1562.532   -0.820    0.108    0.275    0.115
1565.004   -0.802    0.106    0.228    0.115
1567.574   -0.826    0.105    0.251    0.114
1570.074   -0.660    0.133    0.260    0.122
1573.823   -0.716    0.132    0.288    0.123
1577.556   -0.856    0.127    0.164    0.117
1580.035   -0.851    0.125    0.182    0.116
1582.509   -0.886    0.125    0.209    0.117
1584.973   -0.945    0.108    0.328    0.124
1587.428   -0.946    0.106    0.352    0.123
1589.891   -0.675    0.101    0.179    0.110
1592.273   -0.816    0.099    0.130    0.109
1594.764   -0.781    0.097    0.106    0.109
1597.186   -0.788    0.093    0.146    0.101
1599.605   -0.784    0.092    0.145    0.101
1602.020   -0.775    0.091    0.158    0.100
1604.425   -0.760    0.085    0.119    0.096
1606.821   -0.611    0.093    0.141    0.101
1609.213   -0.615    0.093    0.132    0.101
1611.596   -0.472    0.084   -0.004    0.092
1613.970   -0.460    0.086   -0.046    0.088
1616.346   -0.425    0.085   -0.015    0.087
1618.654   -0.464    0.101    0.047    0.100
1621.058   -0.446    0.101    0.047    0.101
1623.395   -0.453    0.096    0.086    0.097
1625.734   -0.522    0.089    0.147    0.087
1628.064   -0.511    0.090    0.165    0.087
1630.385   -0.465    0.089    0.160    0.086
1632.702   -0.475    0.089    0.138    0.092
1635.011   -0.446    0.089    0.197    0.092
1637.311   -0.451    0.089    0.119    0.094
1639.601   -0.696    0.095   -0.065    0.063
1641.894   -0.610    0.096   -0.096    0.062
1644.121   -0.595    0.097   -0.067    0.063
1646.442   -0.616    0.097   -0.052    0.062
1648.692   -0.413    0.085    0.047    0.061
1650.950   -0.398    0.084    0.063    0.061
1653.193   -0.426    0.087    0.069    0.063
1655.433   -0.384    0.085    0.016    0.055
1657.665   -0.317    0.088   -0.023    0.055
1659.888   -0.338    0.089   -0.015    0.055
1662.102   -0.350    0.091   -0.002    0.055
1664.308   -0.321    0.089   -0.008    0.055
1666.517   -0.362    0.085    0.010    0.054
1668.660   -0.560    0.134   -0.124    0.072
1670.891   -0.554    0.134   -0.127    0.072
1673.063   -0.576    0.134   -0.123    0.072
1675.232   -0.549    0.141   -0.090    0.072
1677.392   -0.569    0.115    0.058    0.077
1679.545   -0.565    0.118    0.062    0.077
1681.694   -0.613    0.106    0.063    0.076
1683.829   -0.692    0.101    0.043    0.076
1685.957   -0.547    0.090    0.054    0.079
1688.087   -0.559    0.090    0.042    0.079
1690.159   -0.481    0.096    0.026    0.078
1692.306   -0.519    0.092    0.011    0.079
1694.400   -0.522    0.091    0.007    0.079
1696.492   -0.461    0.093   -0.005    0.080
1698.576   -0.520    0.090    0.160    0.069
1700.646   -0.577    0.089    0.147    0.070
1702.714   -0.379    0.085    0.132    0.063
1704.773   -0.381    0.085    0.120    0.064
1706.825   -0.395    0.084    0.118    0.063
1708.874   -0.345    0.090    0.174    0.063
1710.872   -0.502    0.081    0.297    0.052
1712.938   -0.507    0.078    0.293    0.052
1714.953   -0.496    0.077    0.289    0.052
1716.965   -0.357    0.074    0.222    0.060
1718.969   -0.413    0.074    0.235    0.059
1724.930   -0.294    0.063    0.001    0.049
1726.904   -0.310    0.064    0.009    0.049
1730.827   -0.284    0.062   -0.017    0.052
1735.678   -0.426    0.063    0.084    0.054
1739.528   -0.415    0.067    0.048    0.052
1745.241   -0.035    0.084    0.001    0.061
1749.001   -0.028    0.079    0.032    0.061
1753.678   -0.144    0.086    0.055    0.057
1759.212   -0.031    0.071   -0.076    0.056
1763.766   -0.060    0.065   -0.063    0.056
1767.385   -0.009    0.068    0.019    0.057
1770.965   -0.004    0.067    0.038    0.058
1774.511   -0.002    0.071    0.136    0.059
1778.029   -0.110    0.071   -0.185    0.053
1781.509   -0.144    0.060   -0.070    0.051
1784.971   -0.119    0.056   -0.149    0.052
1790.094   -0.031    0.066   -0.074    0.053
1793.471   -0.022    0.063   -0.061    0.052
1796.806   -0.045    0.063   -0.085    0.051
1800.129    0.197    0.058   -0.073    0.056
1803.415    0.199    0.057   -0.092    0.057
1806.669    0.121    0.052   -0.203    0.049
1809.896   -0.075    0.061   -0.017    0.057
1813.082   -0.081    0.053   -0.020    0.059
1816.251   -0.012    0.055   -0.006    0.060
1819.390    0.007    0.056   -0.007    0.060
1822.497    0.053    0.052   -0.042    0.061
1825.562    0.031    0.056    0.036    0.066
1828.623    0.034    0.056    0.026    0.067
1831.643    0.037    0.055    0.035    0.065
1834.637    0.044    0.056    0.038    0.066
1838.336    0.091    0.068    0.034    0.067
1841.997    0.077    0.065    0.027    0.065
1844.898    0.094    0.063    0.043    0.064
1847.754    0.114    0.065    0.225    0.055
1852.035    0.112    0.068    0.233    0.056
1854.976    0.095    0.067    0.218    0.054
1858.008    0.095    0.066    0.213    0.054
1861.147    0.090    0.066    0.215    0.054
1864.365    0.105    0.067    0.238    0.055
1869.276    0.134    0.077    0.195    0.048
1872.541    0.117    0.063    0.180    0.054
1875.750    0.056    0.063    0.182    0.040
1878.864    0.061    0.061    0.196    0.039
1887.394    0.063    0.069    0.187    0.039
1889.902    0.107    0.071    0.201    0.045
1894.385   -0.022    0.061    0.244    0.038
