   W                 E3+_p1/2
 (MeV)      Re       DRe      Im       DIm
1125.893    0.076    0.015    0.132    0.027
1127.891    0.084    0.021    0.135    0.019
1129.903    0.073    0.016    0.076    0.029
1131.911    0.173    0.016    0.054    0.035
1133.915    0.081    0.013    0.038    0.026
1135.841    0.036    0.017    0.134    0.020
1135.916    0.060    0.019    0.138    0.020
1137.913    0.063    0.018    0.081    0.024
1139.396    0.093    0.013    0.055    0.028
1139.923    0.202    0.014   -0.017    0.028
1141.905   -0.017    0.019    0.117    0.020
1142.931    0.130    0.018    0.089    0.030
1143.916    0.039    0.016    0.018    0.021
1145.916    0.163    0.018    0.058    0.032
1146.464   -0.048    0.013    0.125    0.028
1147.855    0.077    0.020    0.116    0.021
1149.905    0.109    0.013   -0.072    0.026
1149.986    0.102    0.015   -0.070    0.029
1151.886    0.121    0.012   -0.033    0.032
1153.497    0.076    0.011    0.098    0.026
1153.880    0.125    0.015   -0.100    0.023
1155.862    0.084    0.012    0.062    0.026
1157.006    0.079    0.012    0.093    0.026
1157.849    0.081    0.009    0.100    0.024
1159.841    0.071    0.010    0.117    0.024
1160.504    0.071    0.010    0.120    0.024
1161.821    0.089    0.012    0.120    0.025
1163.798    0.173    0.016   -0.137    0.026
1163.991    0.168    0.015   -0.131    0.025
1165.780    0.168    0.014   -0.079    0.025
1167.468    0.117    0.013    0.002    0.024
1167.758    0.127    0.011    0.003    0.018
1169.733    0.120    0.012    0.068    0.021
1170.951    0.079    0.013    0.104    0.025
1171.680    0.159    0.014   -0.018    0.022
1173.680    0.104    0.012    0.070    0.021
1174.336    0.164    0.014   -0.044    0.023
1175.653    0.172    0.011    0.030    0.013
1177.631    0.190    0.015   -0.088    0.020
1177.870    0.122    0.016    0.009    0.022
1179.597    0.130    0.010    0.019    0.015
1181.306    0.112    0.013    0.018    0.017
1181.560    0.109    0.011    0.040    0.015
1183.528    0.087    0.012    0.061    0.016
1184.748    0.120    0.013    0.009    0.017
1185.493    0.068    0.011    0.065    0.013
1187.454    0.080    0.012    0.071    0.014
1188.180    0.148    0.016   -0.028    0.019
1189.412    0.088    0.013    0.050    0.014
1191.366    0.084    0.014    0.071    0.015
1191.603    0.173    0.017   -0.029    0.020
1193.334    0.095    0.014    0.059    0.014
1195.015    0.173    0.022   -0.032    0.019
1195.235    0.156    0.016   -0.026    0.014
1197.235    0.151    0.016   -0.009    0.015
1198.426    0.060    0.019    0.051    0.018
1199.193    0.201    0.014   -0.025    0.013
1201.038    0.219    0.017   -0.029    0.012
1201.819    0.047    0.021    0.042    0.017
1202.950    0.201    0.018   -0.003    0.012
1204.852    0.019    0.017    0.041    0.013
1205.210    0.037    0.022    0.043    0.017
1206.751    0.194    0.019   -0.040    0.015
1208.600    0.135    0.020    0.002    0.017
1208.646    0.163    0.018   -0.018    0.014
1210.539    0.188    0.019   -0.026    0.013
1211.987    0.168    0.021   -0.017    0.017
1212.429    0.132    0.019   -0.029    0.011
1214.315    0.183    0.016   -0.013    0.010
1215.273    0.148    0.019   -0.008    0.012
1216.207    0.211    0.016   -0.018    0.010
1218.049    0.218    0.019   -0.014    0.009
1218.712    0.096    0.023    0.001    0.009
1219.951    0.205    0.020   -0.002    0.009
1221.826    0.161    0.022   -0.029    0.010
1222.048    0.188    0.020   -0.019    0.011
1223.690    0.184    0.023   -0.018    0.010
1225.399    0.045    0.028    0.037    0.013
1225.560    0.157    0.024    0.002    0.010
1227.419    0.152    0.023   -0.006    0.010
1228.733    0.177    0.018   -0.008    0.011
1229.275    0.129    0.021   -0.029    0.010
1231.128    0.140    0.032   -0.022    0.014
1232.065    0.178    0.024   -0.005    0.010
1232.979    0.177    0.026    0.000    0.014
1234.819    0.125    0.019   -0.029    0.011
1235.389    0.163    0.029   -0.009    0.011
