   W         E3-(eta_p)
 1686.0   -0.003   0.036
 1687.0   -0.003   0.036
 1688.0   -0.004   0.036
 1689.0   -0.005   0.036
 1690.0   -0.005   0.036
 1691.0   -0.006   0.036
 1692.0   -0.007   0.036
 1693.0   -0.007   0.035
 1694.0   -0.008   0.035
 1695.0   -0.008   0.035
 1696.0   -0.009   0.035
 1697.0   -0.010   0.034
 1698.0   -0.010   0.034
 1699.0   -0.011   0.034
 1700.0   -0.011   0.034
 1701.0   -0.012   0.033
 1702.0   -0.012   0.033
 1703.0   -0.013   0.033
 1704.0   -0.013   0.032
 1705.0   -0.014   0.032
 1706.0   -0.014   0.032
 1707.0   -0.014   0.031
 1708.0   -0.015   0.031
 1709.0   -0.015   0.031
 1710.0   -0.016   0.030
 1711.0   -0.016   0.030
 1712.0   -0.017   0.030
 1713.0   -0.017   0.029
 1714.0   -0.017   0.029
 1715.0   -0.018   0.029
 1716.0   -0.018   0.028
 1717.0   -0.018   0.028
 1718.0   -0.019   0.027
 1719.0   -0.019   0.027
 1720.0   -0.019   0.027
 1721.0   -0.019   0.026
 1722.0   -0.020   0.026
 1723.0   -0.020   0.025
 1724.0   -0.020   0.025
 1725.0   -0.020   0.025
 1726.0   -0.021   0.024
 1727.0   -0.021   0.024
 1728.0   -0.021   0.023
 1729.0   -0.021   0.023
 1730.0   -0.022   0.023
 1731.0   -0.022   0.022
 1732.0   -0.022   0.022
 1733.0   -0.022   0.021
 1734.0   -0.022   0.021
 1735.0   -0.022   0.021
 1736.0   -0.023   0.020
 1737.0   -0.023   0.020
 1738.0   -0.023   0.019
 1739.0   -0.023   0.019
 1740.0   -0.023   0.019
 1741.0   -0.023   0.018
 1742.0   -0.023   0.018
 1743.0   -0.023   0.018
 1744.0   -0.024   0.017
 1745.0   -0.024   0.017
 1746.0   -0.024   0.016
 1747.0   -0.024   0.016
 1748.0   -0.024   0.016
 1749.0   -0.024   0.015
 1750.0   -0.024   0.015
 1751.0   -0.024   0.015
 1752.0   -0.024   0.014
 1753.0   -0.024   0.014
 1754.0   -0.024   0.014
 1755.0   -0.024   0.013
 1756.0   -0.025   0.013
 1757.0   -0.025   0.013
 1758.0   -0.025   0.012
 1759.0   -0.025   0.012
 1760.0   -0.025   0.012
 1761.0   -0.025   0.011
 1762.0   -0.025   0.011
 1763.0   -0.025   0.011
 1764.0   -0.025   0.010
 1765.0   -0.025   0.010
 1766.0   -0.025   0.010
 1767.0   -0.025   0.009
 1768.0   -0.025   0.009
 1769.0   -0.025   0.009
 1770.0   -0.025   0.008
 1771.0   -0.025   0.008
 1772.0   -0.025   0.008
 1773.0   -0.025   0.007
 1774.0   -0.025   0.007
 1775.0   -0.025   0.007
 1776.0   -0.025   0.006
 1777.0   -0.025   0.006
 1778.0   -0.025   0.006
 1779.0   -0.025   0.006
 1780.0   -0.025   0.005
 1781.0   -0.025   0.005
 1782.0   -0.025   0.005
 1783.0   -0.025   0.004
 1784.0   -0.025   0.004
 1785.0   -0.025   0.004
 1786.0   -0.025   0.004
 1787.0   -0.025   0.003
 1788.0   -0.025   0.003
 1789.0   -0.025   0.003
 1790.0   -0.025   0.003
 1791.0   -0.025   0.002
 1792.0   -0.025   0.002
 1793.0   -0.025   0.002
 1794.0   -0.025   0.001
 1795.0   -0.025   0.001
 1796.0   -0.025   0.001
 1797.0   -0.025   0.001
 1798.0   -0.025   0.000
 1799.0   -0.025   0.000
 1800.0   -0.025   0.000
 1801.0   -0.025   0.000
 1802.0   -0.025  -0.001
 1803.0   -0.025  -0.001
 1804.0   -0.025  -0.001
 1805.0   -0.025  -0.001
 1806.0   -0.025  -0.002
 1807.0   -0.025  -0.002
 1808.0   -0.025  -0.002
 1809.0   -0.025  -0.002
 1810.0   -0.025  -0.003
 1811.0   -0.025  -0.003
 1812.0   -0.025  -0.003
 1813.0   -0.025  -0.003
 1814.0   -0.025  -0.004
 1815.0   -0.025  -0.004
 1816.0   -0.025  -0.004
 1817.0   -0.025  -0.004
 1818.0   -0.025  -0.005
 1819.0   -0.025  -0.005
 1820.0   -0.025  -0.005
 1821.0   -0.025  -0.005
 1822.0   -0.025  -0.006
 1823.0   -0.025  -0.006
 1824.0   -0.025  -0.006
 1825.0   -0.025  -0.006
 1826.0   -0.025  -0.007
 1827.0   -0.025  -0.007
 1828.0   -0.025  -0.007
 1829.0   -0.025  -0.007
 1830.0   -0.025  -0.008
 1831.0   -0.025  -0.008
 1832.0   -0.025  -0.008
 1833.0   -0.026  -0.008
 1834.0   -0.026  -0.009
 1835.0   -0.026  -0.009
 1836.0   -0.026  -0.009
 1837.0   -0.026  -0.009
 1838.0   -0.026  -0.010
 1839.0   -0.026  -0.010
 1840.0   -0.026  -0.010
 1841.0   -0.026  -0.010
 1842.0   -0.026  -0.011
 1843.0   -0.026  -0.011
 1844.0   -0.026  -0.011
 1845.0   -0.026  -0.012
 1846.0   -0.026  -0.012
 1847.0   -0.026  -0.012
 1848.0   -0.026  -0.012
 1849.0   -0.026  -0.013
 1850.0   -0.026  -0.013
 1851.0   -0.026  -0.013
 1852.0   -0.026  -0.013
 1853.0   -0.026  -0.014
 1854.0   -0.026  -0.014
 1855.0   -0.026  -0.014
 1856.0   -0.027  -0.015
 1857.0   -0.027  -0.015
 1858.0   -0.027  -0.015
 1859.0   -0.027  -0.015
 1860.0   -0.027  -0.016
 1861.0   -0.027  -0.016
 1862.0   -0.027  -0.016
 1863.0   -0.027  -0.017
 1864.0   -0.027  -0.017
 1865.0   -0.027  -0.017
 1866.0   -0.027  -0.018
 1867.0   -0.027  -0.018
 1868.0   -0.027  -0.018
 1869.0   -0.027  -0.019
 1870.0   -0.027  -0.019
 1871.0   -0.028  -0.019
 1872.0   -0.028  -0.020
 1873.0   -0.028  -0.020
 1874.0   -0.028  -0.020
 1875.0   -0.028  -0.021
 1876.0   -0.028  -0.021
 1877.0   -0.028  -0.021
 1878.0   -0.028  -0.022
 1879.0   -0.028  -0.022
 1880.0   -0.028  -0.022
 1881.0   -0.028  -0.023
 1882.0   -0.028  -0.023
 1883.0   -0.029  -0.024
 1884.0   -0.029  -0.024
 1885.0   -0.029  -0.024
 1886.0   -0.029  -0.025
 1887.0   -0.029  -0.025
 1888.0   -0.029  -0.026
 1889.0   -0.029  -0.026
 1890.0   -0.029  -0.026
 1891.0   -0.029  -0.027
 1892.0   -0.029  -0.027
 1893.0   -0.029  -0.028
 1894.0   -0.029  -0.028
 1895.0   -0.030  -0.029
 1896.0   -0.030  -0.029
 1897.0   -0.030  -0.029
 1898.0   -0.030  -0.030
 1899.0   -0.030  -0.030
 1900.0   -0.030  -0.031
 1901.0   -0.030  -0.031
 1902.0   -0.030  -0.032
 1903.0   -0.030  -0.032
 1904.0   -0.030  -0.033
 1905.0   -0.030  -0.033
 1906.0   -0.030  -0.034
 1907.0   -0.030  -0.034
 1908.0   -0.030  -0.035
 1909.0   -0.031  -0.035
 1910.0   -0.031  -0.036
 1911.0   -0.031  -0.037
 1912.0   -0.031  -0.037
 1913.0   -0.031  -0.038
 1914.0   -0.031  -0.038
 1915.0   -0.031  -0.039
 1916.0   -0.031  -0.039
 1917.0   -0.031  -0.040
 1918.0   -0.031  -0.041
 1919.0   -0.031  -0.041
 1920.0   -0.031  -0.042
 1921.0   -0.031  -0.043
 1922.0   -0.031  -0.043
 1923.0   -0.031  -0.044
 1924.0   -0.031  -0.044
 1925.0   -0.031  -0.045
 1926.0   -0.031  -0.046
 1927.0   -0.031  -0.047
 1928.0   -0.031  -0.047
 1929.0   -0.031  -0.048
 1930.0   -0.031  -0.049
 1931.0   -0.031  -0.049
 1932.0   -0.031  -0.050
 1933.0   -0.031  -0.051
 1934.0   -0.031  -0.051
 1935.0   -0.030  -0.052
 1936.0   -0.030  -0.053
 1937.0   -0.030  -0.054
 1938.0   -0.030  -0.055
 1939.0   -0.030  -0.055
 1940.0   -0.030  -0.056
 1941.0   -0.030  -0.057
 1942.0   -0.030  -0.058
 1943.0   -0.029  -0.058
 1944.0   -0.029  -0.059
 1945.0   -0.029  -0.060
 1946.0   -0.029  -0.061
 1947.0   -0.029  -0.062
 1948.0   -0.028  -0.063
 1949.0   -0.028  -0.063
 1950.0   -0.028  -0.064
 1951.0   -0.028  -0.065
 1952.0   -0.027  -0.066
 1953.0   -0.027  -0.067
 1954.0   -0.027  -0.068
 1955.0   -0.026  -0.069
 1956.0   -0.026  -0.069
 1957.0   -0.026  -0.070
 1958.0   -0.025  -0.071
 1959.0   -0.025  -0.072
 1960.0   -0.025  -0.073
 1961.0   -0.024  -0.074
 1962.0   -0.024  -0.075
 1963.0   -0.023  -0.076
 1964.0   -0.023  -0.077
 1965.0   -0.022  -0.077
 1966.0   -0.022  -0.078
 1967.0   -0.021  -0.079
 1968.0   -0.021  -0.080
 1969.0   -0.020  -0.081
 1970.0   -0.019  -0.082
 1971.0   -0.019  -0.083
 1972.0   -0.018  -0.084
 1973.0   -0.018  -0.085
 1974.0   -0.017  -0.085
 1975.0   -0.016  -0.086
 1976.0   -0.016  -0.087
 1977.0   -0.015  -0.088
 1978.0   -0.014  -0.089
 1979.0   -0.013  -0.090
 1980.0   -0.013  -0.091
 1981.0   -0.012  -0.091
 1982.0   -0.011  -0.092
 1983.0   -0.010  -0.093
 1984.0   -0.009  -0.094
 1985.0   -0.008  -0.095
 1986.0   -0.007  -0.095
 1987.0   -0.006  -0.096
 1988.0   -0.006  -0.097
 1989.0   -0.005  -0.098
 1990.0   -0.004  -0.098
 1991.0   -0.003  -0.099
 1992.0   -0.002  -0.100
 1993.0   -0.001  -0.100
 1994.0    0.000  -0.101
 1995.0    0.002  -0.102
 1996.0    0.003  -0.102
 1997.0    0.004  -0.103
 1998.0    0.005  -0.104
 1999.0    0.006  -0.104
 2000.0    0.007  -0.105
 2001.0    0.008  -0.105
 2002.0    0.009  -0.106
 2003.0    0.011  -0.106
 2004.0    0.012  -0.107
 2005.0    0.013  -0.107
 2006.0    0.014  -0.108
 2007.0    0.015  -0.108
 2008.0    0.017  -0.108
 2009.0    0.018  -0.109
 2010.0    0.019  -0.109
 2011.0    0.020  -0.109
 2012.0    0.021  -0.110
 2013.0    0.023  -0.110
 2014.0    0.024  -0.110
 2015.0    0.025  -0.110
 2016.0    0.026  -0.110
 2017.0    0.028  -0.111
 2018.0    0.029  -0.111
 2019.0    0.030  -0.111
 2020.0    0.031  -0.111
 2021.0    0.033  -0.111
 2022.0    0.034  -0.111
 2023.0    0.035  -0.111
 2024.0    0.036  -0.111
 2025.0    0.038  -0.111
 2026.0    0.039  -0.111
 2027.0    0.040  -0.111
 2028.0    0.041  -0.111
 2029.0    0.043  -0.111
 2030.0    0.044  -0.110
 2031.0    0.045  -0.110
 2032.0    0.046  -0.110
 2033.0    0.047  -0.110
 2034.0    0.048  -0.110
 2035.0    0.050  -0.109
 2036.0    0.051  -0.109
 2037.0    0.052  -0.109
 2038.0    0.053  -0.109
 2039.0    0.054  -0.108
 2040.0    0.055  -0.108
 2041.0    0.056  -0.108
 2042.0    0.057  -0.107
 2043.0    0.058  -0.107
 2044.0    0.060  -0.106
 2045.0    0.061  -0.106
 2046.0    0.062  -0.106
 2047.0    0.063  -0.105
 2048.0    0.064  -0.105
 2049.0    0.065  -0.104
 2050.0    0.065  -0.104
 2051.0    0.066  -0.103
 2052.0    0.067  -0.103
 2053.0    0.068  -0.102
 2054.0    0.069  -0.102
 2055.0    0.070  -0.101
 2056.0    0.071  -0.101
 2057.0    0.072  -0.100
 2058.0    0.073  -0.099
 2059.0    0.073  -0.099
 2060.0    0.074  -0.098
 2061.0    0.075  -0.098
 2062.0    0.076  -0.097
 2063.0    0.076  -0.097
 2064.0    0.077  -0.096
 2065.0    0.078  -0.095
 2066.0    0.079  -0.095
 2067.0    0.079  -0.094
 2068.0    0.080  -0.094
 2069.0    0.081  -0.093
 2070.0    0.081  -0.092
 2071.0    0.082  -0.092
 2072.0    0.083  -0.091
 2073.0    0.083  -0.090
 2074.0    0.084  -0.090
 2075.0    0.084  -0.089
 2076.0    0.085  -0.089
 2077.0    0.085  -0.088
 2078.0    0.086  -0.087
 2079.0    0.087  -0.087
 2080.0    0.087  -0.086
 2081.0    0.088  -0.085
 2082.0    0.088  -0.085
 2083.0    0.089  -0.084
 2084.0    0.089  -0.084
 2085.0    0.089  -0.083
 2086.0    0.090  -0.082
