   W         M3-(eta_p)
 (MeV)      Re      Im
 1487.0    0.000   0.000
 1488.0    0.000   0.000
 1489.0    0.000   0.000
 1490.0    0.000   0.000
 1491.0    0.000   0.000
 1492.0    0.000   0.000
 1493.0    0.000   0.000
 1494.0    0.000   0.000
 1495.0    0.000   0.000
 1496.0    0.000   0.000
 1497.0    0.000   0.000
 1498.0    0.000   0.000
 1499.0    0.000   0.000
 1500.0    0.000   0.000
 1501.0    0.000   0.000
 1502.0    0.000   0.000
 1503.0    0.000   0.000
 1504.0    0.000   0.000
 1505.0    0.000   0.000
 1506.0    0.000   0.000
 1507.0    0.000   0.000
 1508.0    0.000   0.000
 1509.0    0.000   0.000
 1510.0    0.000   0.000
 1511.0    0.000   0.000
 1512.0    0.000   0.000
 1513.0    0.000   0.000
 1514.0    0.000   0.000
 1515.0    0.000   0.000
 1516.0    0.000   0.000
 1517.0    0.000   0.000
 1518.0    0.000   0.000
 1519.0    0.000   0.000
 1520.0    0.000   0.000
 1521.0    0.000   0.000
 1522.0    0.000   0.000
 1523.0    0.000   0.000
 1524.0    0.000   0.000
 1525.0    0.000   0.000
 1526.0    0.000   0.000
 1527.0    0.000   0.000
 1528.0    0.000   0.000
 1529.0    0.000   0.000
 1530.0    0.000   0.000
 1531.0    0.000   0.000
 1532.0    0.000   0.000
 1533.0    0.000   0.000
 1534.0    0.000   0.000
 1535.0    0.000   0.000
 1536.0    0.000   0.000
 1537.0    0.000   0.000
 1538.0    0.000   0.000
 1539.0    0.000   0.000
 1540.0    0.000   0.000
 1541.0    0.000   0.000
 1542.0    0.000   0.000
 1543.0    0.000   0.000
 1544.0    0.000   0.000
 1545.0    0.000   0.000
 1546.0    0.000   0.000
 1547.0    0.000   0.000
 1548.0    0.000   0.000
 1549.0    0.000   0.000
 1550.0    0.000   0.000
 1551.0    0.000   0.000
 1552.0    0.001   0.000
 1553.0    0.001   0.000
 1554.0    0.001   0.000
 1555.0    0.001   0.000
 1556.0    0.001   0.000
 1557.0    0.001   0.000
 1558.0    0.001   0.000
 1559.0    0.001   0.000
 1560.0    0.001   0.000
 1561.0    0.001   0.000
 1562.0    0.001   0.000
 1563.0    0.001   0.000
 1564.0    0.001   0.000
 1565.0    0.001   0.000
 1566.0    0.001   0.000
 1567.0    0.001   0.000
 1568.0    0.001   0.000
 1569.0    0.001   0.000
 1570.0    0.001   0.000
 1571.0    0.001   0.000
 1572.0    0.001   0.000
 1573.0    0.001   0.000
 1574.0    0.001   0.000
 1575.0    0.001   0.000
 1576.0    0.001   0.000
 1577.0    0.001   0.000
 1578.0    0.001   0.000
 1579.0    0.001   0.000
 1580.0    0.001   0.000
 1581.0    0.002   0.000
 1582.0    0.002   0.000
 1583.0    0.002   0.000
 1584.0    0.002   0.000
 1585.0    0.002   0.000
 1586.0    0.002   0.000
 1587.0    0.002   0.000
 1588.0    0.002   0.000
 1589.0    0.002   0.000
 1590.0    0.002   0.000
 1591.0    0.002   0.000
 1592.0    0.002   0.000
 1593.0    0.002   0.000
 1594.0    0.002   0.000
 1595.0    0.002   0.000
 1596.0    0.002   0.000
 1597.0    0.002   0.000
 1598.0    0.002   0.000
 1599.0    0.002   0.000
 1600.0    0.002   0.000
 1601.0    0.002   0.000
 1602.0    0.002   0.000
 1603.0    0.003   0.000
 1604.0    0.003   0.001
 1605.0    0.003   0.001
 1606.0    0.003   0.001
 1607.0    0.003   0.001
 1608.0    0.003   0.001
 1609.0    0.003   0.001
 1610.0    0.003   0.001
 1611.0    0.003   0.001
 1612.0    0.003   0.001
 1613.0    0.003   0.001
 1614.0    0.003   0.001
 1615.0    0.003   0.001
 1616.0    0.003   0.001
 1617.0    0.003   0.001
 1618.0    0.003   0.002
 1619.0    0.003   0.002
 1620.0    0.003   0.002
 1621.0    0.003   0.002
 1622.0    0.003   0.002
 1623.0    0.003   0.002
 1624.0    0.003   0.002
 1625.0    0.003   0.002
 1626.0    0.003   0.003
 1627.0    0.003   0.003
 1628.0    0.003   0.003
 1629.0    0.003   0.003
 1630.0    0.003   0.003
 1631.0    0.003   0.003
 1632.0    0.003   0.003
 1633.0    0.003   0.004
 1634.0    0.003   0.004
 1635.0    0.003   0.004
 1636.0    0.003   0.004
 1637.0    0.002   0.004
 1638.0    0.002   0.004
 1639.0    0.002   0.004
 1640.0    0.002   0.005
 1641.0    0.002   0.005
 1642.0    0.002   0.005
 1643.0    0.002   0.005
 1644.0    0.002   0.005
 1645.0    0.001   0.005
 1646.0    0.001   0.006
 1647.0    0.001   0.006
 1648.0    0.001   0.006
 1649.0    0.001   0.006
 1650.0    0.000   0.006
 1651.0    0.000   0.006
 1652.0    0.000   0.007
 1653.0    0.000   0.007
 1654.0   -0.001   0.007
 1655.0   -0.001   0.007
 1656.0   -0.001   0.007
 1657.0   -0.002   0.007
 1658.0   -0.002   0.007
 1659.0   -0.002   0.007
 1660.0   -0.003   0.007
 1661.0   -0.003   0.007
 1662.0   -0.004   0.007
 1663.0   -0.004   0.008
 1664.0   -0.004   0.008
 1665.0   -0.005   0.008
 1666.0   -0.005   0.008
 1667.0   -0.006   0.008
 1668.0   -0.006   0.007
 1669.0   -0.006   0.007
 1670.0   -0.007   0.007
 1671.0   -0.007   0.007
 1672.0   -0.008   0.007
 1673.0   -0.008   0.007
 1674.0   -0.009   0.007
 1675.0   -0.009   0.007
 1676.0   -0.010   0.007
 1677.0   -0.010   0.006
 1678.0   -0.011   0.006
 1679.0   -0.011   0.006
 1680.0   -0.012   0.006
 1681.0   -0.012   0.005
 1682.0   -0.013   0.005
 1683.0   -0.013   0.005
