   W         M1-(eta_p)
 1600.0   -0.024  -0.192
 1601.0   -0.030  -0.197
 1602.0   -0.035  -0.202
 1603.0   -0.040  -0.208
 1604.0   -0.046  -0.213
 1605.0   -0.052  -0.219
 1606.0   -0.057  -0.224
 1607.0   -0.063  -0.230
 1608.0   -0.069  -0.236
 1609.0   -0.075  -0.243
 1610.0   -0.081  -0.249
 1611.0   -0.087  -0.256
 1612.0   -0.093  -0.263
 1613.0   -0.099  -0.269
 1614.0   -0.105  -0.277
 1615.0   -0.111  -0.284
 1616.0   -0.117  -0.292
 1617.0   -0.124  -0.299
 1618.0   -0.130  -0.307
 1619.0   -0.137  -0.315
 1620.0   -0.143  -0.324
 1621.0   -0.150  -0.333
 1622.0   -0.156  -0.341
 1623.0   -0.163  -0.351
 1624.0   -0.169  -0.360
 1625.0   -0.176  -0.370
 1626.0   -0.183  -0.380
 1627.0   -0.189  -0.390
 1628.0   -0.196  -0.400
 1629.0   -0.203  -0.411
 1630.0   -0.209  -0.422
 1631.0   -0.216  -0.433
 1632.0   -0.223  -0.445
 1633.0   -0.229  -0.457
 1634.0   -0.236  -0.469
 1635.0   -0.242  -0.482
 1636.0   -0.249  -0.495
 1637.0   -0.255  -0.509
 1638.0   -0.262  -0.522
 1639.0   -0.268  -0.536
 1640.0   -0.274  -0.551
 1641.0   -0.280  -0.566
 1642.0   -0.286  -0.581
 1643.0   -0.292  -0.597
 1644.0   -0.297  -0.613
 1645.0   -0.303  -0.629
 1646.0   -0.308  -0.646
 1647.0   -0.313  -0.663
 1648.0   -0.317  -0.681
 1649.0   -0.322  -0.699
 1650.0   -0.326  -0.718
 1651.0   -0.330  -0.737
 1652.0   -0.334  -0.757
 1653.0   -0.337  -0.777
 1654.0   -0.340  -0.797
 1655.0   -0.343  -0.818
 1656.0   -0.345  -0.839
 1657.0   -0.347  -0.861
 1658.0   -0.348  -0.884
 1659.0   -0.348  -0.906
 1660.0   -0.349  -0.929
 1661.0   -0.348  -0.953
 1662.0   -0.347  -0.977
 1663.0   -0.346  -1.001
 1664.0   -0.343  -1.026
 1665.0   -0.340  -1.051
 1666.0   -0.337  -1.077
 1667.0   -0.332  -1.102
 1668.0   -0.327  -1.128
 1669.0   -0.321  -1.155
 1670.0   -0.314  -1.181
 1671.0   -0.306  -1.208
 1672.0   -0.298  -1.235
 1673.0   -0.288  -1.262
 1674.0   -0.277  -1.290
 1675.0   -0.266  -1.317
 1676.0   -0.253  -1.344
 1677.0   -0.239  -1.371
 1678.0   -0.224  -1.399
 1679.0   -0.208  -1.426
 1680.0   -0.191  -1.452
 1681.0   -0.173  -1.479
 1682.0   -0.154  -1.505
 1683.0   -0.134  -1.531
 1684.0   -0.112  -1.556
 1685.0   -0.090  -1.581
 1686.0   -0.066  -1.605
 1687.0   -0.042  -1.628
 1688.0   -0.016  -1.651
 1689.0    0.011  -1.673
 1690.0    0.038  -1.694
 1691.0    0.067  -1.714
 1692.0    0.096  -1.733
 1693.0    0.126  -1.751
 1694.0    0.157  -1.768
 1695.0    0.189  -1.784
 1696.0    0.222  -1.799
 1697.0    0.255  -1.812
 1698.0    0.288  -1.824
 1699.0    0.322  -1.835
 1700.0    0.356  -1.845
 1701.0    0.391  -1.853
 1702.0    0.425  -1.860
 1703.0    0.460  -1.865
 1704.0    0.495  -1.870
 1705.0    0.530  -1.873
 1706.0    0.565  -1.874
 1707.0    0.600  -1.874
 1708.0    0.634  -1.873
 1709.0    0.668  -1.871
 1710.0    0.702  -1.867
 1711.0    0.735  -1.862
 1712.0    0.768  -1.856
 1713.0    0.800  -1.849
 1714.0    0.832  -1.841
 1715.0    0.863  -1.832
 1716.0    0.893  -1.822
 1717.0    0.923  -1.811
 1718.0    0.951  -1.799
 1719.0    0.979  -1.786
 1720.0    1.007  -1.773
 1721.0    1.033  -1.759
 1722.0    1.058  -1.744
 1723.0    1.083  -1.729
 1724.0    1.107  -1.713
 1725.0    1.130  -1.696
 1726.0    1.152  -1.680
 1727.0    1.173  -1.662
 1728.0    1.193  -1.645
 1729.0    1.213  -1.627
 1730.0    1.231  -1.609
 1731.0    1.249  -1.591
 1732.0    1.266  -1.572
 1733.0    1.282  -1.554
 1734.0    1.297  -1.535
 1735.0    1.312  -1.516
 1736.0    1.325  -1.498
 1737.0    1.338  -1.479
 1738.0    1.351  -1.460
 1739.0    1.362  -1.441
 1740.0    1.373  -1.423
 1741.0    1.383  -1.404
 1742.0    1.393  -1.386
 1743.0    1.402  -1.368
 1744.0    1.410  -1.350
 1745.0    1.418  -1.332
 1746.0    1.425  -1.314
 1747.0    1.432  -1.297
 1748.0    1.438  -1.279
 1749.0    1.444  -1.262
 1750.0    1.449  -1.245
 1751.0    1.454  -1.229
 1752.0    1.459  -1.212
 1753.0    1.463  -1.196
 1754.0    1.466  -1.180
 1755.0    1.470  -1.164
 1756.0    1.472  -1.149
 1757.0    1.475  -1.134
 1758.0    1.477  -1.119
 1759.0    1.479  -1.104
 1760.0    1.481  -1.090
 1761.0    1.482  -1.075
 1762.0    1.483  -1.061
 1763.0    1.484  -1.048
 1764.0    1.485  -1.034
 1765.0    1.485  -1.021
 1766.0    1.485  -1.008
 1767.0    1.485  -0.996
 1768.0    1.485  -0.983
 1769.0    1.485  -0.971
 1770.0    1.484  -0.959
 1771.0    1.483  -0.947
 1772.0    1.482  -0.936
 1773.0    1.481  -0.925
 1774.0    1.480  -0.914
 1775.0    1.479  -0.903
 1776.0    1.478  -0.892
 1777.0    1.476  -0.882
 1778.0    1.474  -0.872
 1779.0    1.473  -0.862
 1780.0    1.471  -0.852
 1781.0    1.469  -0.842
 1782.0    1.467  -0.833
 1783.0    1.465  -0.824
 1784.0    1.463  -0.815
 1785.0    1.460  -0.806
 1786.0    1.458  -0.797
 1787.0    1.456  -0.789
 1788.0    1.453  -0.781
 1789.0    1.451  -0.773
 1790.0    1.448  -0.765
 1791.0    1.446  -0.757
 1792.0    1.443  -0.749
 1793.0    1.441  -0.742
 1794.0    1.438  -0.735
 1795.0    1.435  -0.728
 1796.0    1.433  -0.721
 1797.0    1.430  -0.714
 1798.0    1.427  -0.707
 1799.0    1.425  -0.701
 1800.0    1.422  -0.694
 1801.0    1.419  -0.688
 1802.0    1.416  -0.682
 1803.0    1.413  -0.676
 1804.0    1.411  -0.670
 1805.0    1.408  -0.664
 1806.0    1.405  -0.658
 1807.0    1.402  -0.653
 1808.0    1.399  -0.647
 1809.0    1.397  -0.642
 1810.0    1.394  -0.637
 1811.0    1.391  -0.632
 1812.0    1.388  -0.627
 1813.0    1.385  -0.622
 1814.0    1.383  -0.617
 1815.0    1.380  -0.612
 1816.0    1.377  -0.608
 1817.0    1.374  -0.603
 1818.0    1.372  -0.599
 1819.0    1.369  -0.595
 1820.0    1.366  -0.590
 1821.0    1.363  -0.586
 1822.0    1.361  -0.582
 1823.0    1.358  -0.578
 1824.0    1.355  -0.574
 1825.0    1.353  -0.570
 1826.0    1.350  -0.566
 1827.0    1.348  -0.563
 1828.0    1.345  -0.559
 1829.0    1.342  -0.555
 1830.0    1.340  -0.552
 1831.0    1.337  -0.548
 1832.0    1.335  -0.545
 1833.0    1.332  -0.542
 1834.0    1.330  -0.538
 1835.0    1.328  -0.535
 1836.0    1.325  -0.532
 1837.0    1.323  -0.529
 1838.0    1.320  -0.526
 1839.0    1.318  -0.523
 1840.0    1.316  -0.520
 1841.0    1.313  -0.517
 1842.0    1.311  -0.514
 1843.0    1.309  -0.511
 1844.0    1.307  -0.509
 1845.0    1.304  -0.506
 1846.0    1.302  -0.503
 1847.0    1.300  -0.501
 1848.0    1.298  -0.498
 1849.0    1.296  -0.496
 1850.0    1.294  -0.493
 1851.0    1.291  -0.491
 1852.0    1.289  -0.488
 1853.0    1.287  -0.486
 1854.0    1.285  -0.483
 1855.0    1.283  -0.481
 1856.0    1.281  -0.479
 1857.0    1.279  -0.476
 1858.0    1.277  -0.474
 1859.0    1.275  -0.472
 1860.0    1.274  -0.470
 1861.0    1.272  -0.467
 1862.0    1.270  -0.465
 1863.0    1.268  -0.463
 1864.0    1.266  -0.461
 1865.0    1.264  -0.459
 1866.0    1.263  -0.457
 1867.0    1.261  -0.455
 1868.0    1.259  -0.453
 1869.0    1.257  -0.451
 1870.0    1.256  -0.449
 1871.0    1.254  -0.447
 1872.0    1.252  -0.445
 1873.0    1.251  -0.443
 1874.0    1.249  -0.441
 1875.0    1.247  -0.439
 1876.0    1.246  -0.437
 1877.0    1.244  -0.435
 1878.0    1.243  -0.434
 1879.0    1.241  -0.432
 1880.0    1.240  -0.430
 1881.0    1.238  -0.428
 1882.0    1.236  -0.426
 1883.0    1.235  -0.424
 1884.0    1.233  -0.423
 1885.0    1.232  -0.421
 1886.0    1.231  -0.419
 1887.0    1.229  -0.417
 1888.0    1.228  -0.415
 1889.0    1.226  -0.414
 1890.0    1.225  -0.412
 1891.0    1.223  -0.410
 1892.0    1.222  -0.408
 1893.0    1.221  -0.407
 1894.0    1.219  -0.405
 1895.0    1.218  -0.403
 1896.0    1.216  -0.402
 1897.0    1.215  -0.400
 1898.0    1.214  -0.398
 1899.0    1.212  -0.396
 1900.0    1.211  -0.395
 1901.0    1.210  -0.393
 1902.0    1.208  -0.391
 1903.0    1.207  -0.390
 1904.0    1.206  -0.388
 1905.0    1.204  -0.386
 1906.0    1.203  -0.385
 1907.0    1.202  -0.383
 1908.0    1.200  -0.381
 1909.0    1.199  -0.380
 1910.0    1.198  -0.378
 1911.0    1.197  -0.376
 1912.0    1.195  -0.375
 1913.0    1.194  -0.373
 1914.0    1.193  -0.371
 1915.0    1.191  -0.370
 1916.0    1.190  -0.368
 1917.0    1.189  -0.366
 1918.0    1.188  -0.365
 1919.0    1.186  -0.363
 1920.0    1.185  -0.361
 1921.0    1.184  -0.360
 1922.0    1.182  -0.358
 1923.0    1.181  -0.356
 1924.0    1.180  -0.355
 1925.0    1.179  -0.353
 1926.0    1.177  -0.351
 1927.0    1.176  -0.350
 1928.0    1.175  -0.348
 1929.0    1.173  -0.347
 1930.0    1.172  -0.345
 1931.0    1.171  -0.343
 1932.0    1.170  -0.342
 1933.0    1.168  -0.340
 1934.0    1.167  -0.339
 1935.0    1.166  -0.337
 1936.0    1.164  -0.335
 1937.0    1.163  -0.334
 1938.0    1.162  -0.332
 1939.0    1.160  -0.331
 1940.0    1.159  -0.329
 1941.0    1.158  -0.327
 1942.0    1.156  -0.326
 1943.0    1.155  -0.324
 1944.0    1.154  -0.323
 1945.0    1.153  -0.321
 1946.0    1.151  -0.319
 1947.0    1.150  -0.318
 1948.0    1.148  -0.316
 1949.0    1.147  -0.315
 1950.0    1.146  -0.313
 1951.0    1.144  -0.312
 1952.0    1.143  -0.310
 1953.0    1.142  -0.309
 1954.0    1.140  -0.307
 1955.0    1.139  -0.306
 1956.0    1.138  -0.304
 1957.0    1.136  -0.302
 1958.0    1.135  -0.301
 1959.0    1.133  -0.299
 1960.0    1.132  -0.298
 1961.0    1.131  -0.296
 1962.0    1.129  -0.295
 1963.0    1.128  -0.293
 1964.0    1.126  -0.292
 1965.0    1.125  -0.290
 1966.0    1.124  -0.289
 1967.0    1.122  -0.288
 1968.0    1.121  -0.286
 1969.0    1.119  -0.285
 1970.0    1.118  -0.283
 1971.0    1.116  -0.282
 1972.0    1.115  -0.280
 1973.0    1.113  -0.279
 1974.0    1.112  -0.277
 1975.0    1.111  -0.276
 1976.0    1.109  -0.275
 1977.0    1.108  -0.273
 1978.0    1.106  -0.272
 1979.0    1.105  -0.270
 1980.0    1.103  -0.269
 1981.0    1.102  -0.268
 1982.0    1.100  -0.266
 1983.0    1.099  -0.265
 1984.0    1.097  -0.264
 1985.0    1.096  -0.262
 1986.0    1.094  -0.261
 1987.0    1.093  -0.259
 1988.0    1.091  -0.258
 1989.0    1.090  -0.257
 1990.0    1.088  -0.256
 1991.0    1.087  -0.254
 1992.0    1.085  -0.253
 1993.0    1.084  -0.252
 1994.0    1.082  -0.250
 1995.0    1.081  -0.249
 1996.0    1.079  -0.248
 1997.0    1.077  -0.246
 1998.0    1.076  -0.245
 1999.0    1.074  -0.244
 2000.0    1.073  -0.243
 2001.0    1.071  -0.241
 2002.0    1.070  -0.240
 2003.0    1.068  -0.239
 2004.0    1.067  -0.238
 2005.0    1.065  -0.237
 2006.0    1.063  -0.235
 2007.0    1.062  -0.234
 2008.0    1.060  -0.233
 2009.0    1.059  -0.232
 2010.0    1.057  -0.231
 2011.0    1.056  -0.229
 2012.0    1.054  -0.228
 2013.0    1.053  -0.227
 2014.0    1.051  -0.226
 2015.0    1.049  -0.225
 2016.0    1.048  -0.224
 2017.0    1.046  -0.222
 2018.0    1.045  -0.221
 2019.0    1.043  -0.220
 2020.0    1.041  -0.219
 2021.0    1.040  -0.218
 2022.0    1.038  -0.217
 2023.0    1.037  -0.216
 2024.0    1.035  -0.215
 2025.0    1.034  -0.214
 2026.0    1.032  -0.213
 2027.0    1.030  -0.212
 2028.0    1.029  -0.210
 2029.0    1.027  -0.209
 2030.0    1.026  -0.208
 2031.0    1.024  -0.207
 2032.0    1.022  -0.206
 2033.0    1.021  -0.205
 2034.0    1.019  -0.204
 2035.0    1.018  -0.203
 2036.0    1.016  -0.202
 2037.0    1.014  -0.201
 2038.0    1.013  -0.200
 2039.0    1.011  -0.199
 2040.0    1.010  -0.198
 2041.0    1.008  -0.197
 2042.0    1.006  -0.196
 2043.0    1.005  -0.195
 2044.0    1.003  -0.194
 2045.0    1.002  -0.193
 2046.0    1.000  -0.192
 2047.0    0.998  -0.192
 2048.0    0.997  -0.191
 2049.0    0.995  -0.190
 2050.0    0.994  -0.189
 2051.0    0.992  -0.188
 2052.0    0.990  -0.187
 2053.0    0.989  -0.186
 2054.0    0.987  -0.185
 2055.0    0.986  -0.184
 2056.0    0.984  -0.183
 2057.0    0.982  -0.183
 2058.0    0.981  -0.182
 2059.0    0.979  -0.181
 2060.0    0.978  -0.180
 2061.0    0.976  -0.179
 2062.0    0.974  -0.178
 2063.0    0.973  -0.177
 2064.0    0.971  -0.177
 2065.0    0.970  -0.176
 2066.0    0.968  -0.175
 2067.0    0.966  -0.174
 2068.0    0.965  -0.173
 2069.0    0.963  -0.172
 2070.0    0.962  -0.172
 2071.0    0.960  -0.171
 2072.0    0.958  -0.170
 2073.0    0.957  -0.169
 2074.0    0.955  -0.168
 2075.0    0.954  -0.168
 2076.0    0.952  -0.167
 2077.0    0.950  -0.166
 2078.0    0.949  -0.165
 2079.0    0.947  -0.165
 2080.0    0.946  -0.164
 2081.0    0.944  -0.163
 2082.0    0.943  -0.162
 2083.0    0.941  -0.162
 2084.0    0.939  -0.161
 2085.0    0.938  -0.160
 2086.0    0.936  -0.159
