   W         E1+(eta_p)
 1551.0   -0.032  -0.055
 1552.0   -0.032  -0.056
 1553.0   -0.032  -0.057
 1554.0   -0.032  -0.058
 1555.0   -0.032  -0.059
 1556.0   -0.031  -0.060
 1557.0   -0.031  -0.061
 1558.0   -0.031  -0.062
 1559.0   -0.031  -0.063
 1560.0   -0.031  -0.064
 1561.0   -0.030  -0.065
 1562.0   -0.030  -0.066
 1563.0   -0.030  -0.068
 1564.0   -0.030  -0.069
 1565.0   -0.029  -0.070
 1566.0   -0.029  -0.071
 1567.0   -0.029  -0.072
 1568.0   -0.028  -0.073
 1569.0   -0.028  -0.074
 1570.0   -0.028  -0.075
 1571.0   -0.027  -0.076
 1572.0   -0.027  -0.077
 1573.0   -0.027  -0.078
 1574.0   -0.026  -0.079
 1575.0   -0.026  -0.081
 1576.0   -0.025  -0.082
 1577.0   -0.025  -0.083
 1578.0   -0.024  -0.084
 1579.0   -0.024  -0.085
 1580.0   -0.023  -0.086
 1581.0   -0.023  -0.087
 1582.0   -0.022  -0.088
 1583.0   -0.021  -0.090
 1584.0   -0.021  -0.091
 1585.0   -0.020  -0.092
 1586.0   -0.019  -0.093
 1587.0   -0.019  -0.094
 1588.0   -0.018  -0.095
 1589.0   -0.017  -0.096
 1590.0   -0.017  -0.098
 1591.0   -0.016  -0.099
 1592.0   -0.015  -0.100
 1593.0   -0.014  -0.101
 1594.0   -0.013  -0.102
 1595.0   -0.013  -0.103
 1596.0   -0.012  -0.104
 1597.0   -0.011  -0.105
 1598.0   -0.010  -0.107
 1599.0   -0.009  -0.108
 1600.0   -0.008  -0.109
 1601.0   -0.007  -0.110
 1602.0   -0.006  -0.111
 1603.0   -0.005  -0.112
 1604.0   -0.004  -0.113
 1605.0   -0.003  -0.114
 1606.0   -0.002  -0.115
 1607.0   -0.001  -0.116
 1608.0    0.000  -0.117
 1609.0    0.002  -0.118
 1610.0    0.003  -0.119
 1611.0    0.004  -0.120
 1612.0    0.005  -0.121
 1613.0    0.006  -0.122
 1614.0    0.008  -0.123
 1615.0    0.009  -0.124
 1616.0    0.010  -0.125
 1617.0    0.011  -0.126
 1618.0    0.013  -0.127
 1619.0    0.014  -0.128
 1620.0    0.015  -0.129
 1621.0    0.017  -0.130
 1622.0    0.018  -0.131
 1623.0    0.020  -0.132
 1624.0    0.021  -0.133
 1625.0    0.023  -0.134
 1626.0    0.024  -0.134
 1627.0    0.025  -0.135
 1628.0    0.027  -0.136
 1629.0    0.028  -0.137
 1630.0    0.030  -0.138
 1631.0    0.032  -0.138
 1632.0    0.033  -0.139
 1633.0    0.035  -0.140
 1634.0    0.036  -0.141
 1635.0    0.038  -0.141
 1636.0    0.040  -0.142
 1637.0    0.041  -0.143
 1638.0    0.043  -0.143
 1639.0    0.045  -0.144
 1640.0    0.046  -0.144
 1641.0    0.048  -0.145
 1642.0    0.050  -0.145
 1643.0    0.051  -0.146
 1644.0    0.053  -0.146
 1645.0    0.055  -0.147
 1646.0    0.057  -0.147
 1647.0    0.058  -0.148
 1648.0    0.060  -0.148
 1649.0    0.062  -0.149
 1650.0    0.064  -0.149
 1651.0    0.065  -0.149
 1652.0    0.067  -0.150
 1653.0    0.069  -0.150
 1654.0    0.071  -0.150
 1655.0    0.073  -0.151
 1656.0    0.075  -0.151
 1657.0    0.076  -0.151
 1658.0    0.078  -0.151
 1659.0    0.080  -0.151
 1660.0    0.082  -0.152
 1661.0    0.084  -0.152
 1662.0    0.086  -0.152
 1663.0    0.088  -0.152
 1664.0    0.089  -0.152
 1665.0    0.091  -0.152
 1666.0    0.093  -0.152
 1667.0    0.095  -0.152
 1668.0    0.097  -0.152
 1669.0    0.099  -0.152
 1670.0    0.101  -0.152
 1671.0    0.103  -0.152
 1672.0    0.104  -0.151
 1673.0    0.106  -0.151
 1674.0    0.108  -0.151
 1675.0    0.110  -0.151
 1676.0    0.112  -0.151
 1677.0    0.114  -0.150
 1678.0    0.116  -0.150
 1679.0    0.118  -0.150
 1680.0    0.119  -0.149
 1681.0    0.121  -0.149
 1682.0    0.123  -0.149
 1683.0    0.125  -0.148
 1684.0    0.127  -0.148
 1685.0    0.129  -0.148
 1686.0    0.130  -0.147
 1687.0    0.132  -0.147
 1688.0    0.134  -0.146
 1689.0    0.136  -0.146
 1690.0    0.138  -0.145
 1691.0    0.139  -0.144
 1692.0    0.141  -0.144
 1693.0    0.143  -0.143
 1694.0    0.145  -0.143
 1695.0    0.147  -0.142
 1696.0    0.148  -0.141
 1697.0    0.150  -0.141
 1698.0    0.152  -0.140
 1699.0    0.153  -0.139
 1700.0    0.155  -0.138
 1701.0    0.157  -0.138
 1702.0    0.159  -0.137
 1703.0    0.160  -0.136
 1704.0    0.162  -0.135
 1705.0    0.164  -0.135
 1706.0    0.165  -0.134
 1707.0    0.167  -0.133
 1708.0    0.168  -0.132
 1709.0    0.170  -0.131
 1710.0    0.172  -0.130
 1711.0    0.173  -0.129
 1712.0    0.175  -0.128
 1713.0    0.176  -0.127
 1714.0    0.178  -0.126
 1715.0    0.179  -0.125
 1716.0    0.181  -0.124
 1717.0    0.182  -0.123
 1718.0    0.184  -0.122
 1719.0    0.185  -0.121
 1720.0    0.187  -0.120
 1721.0    0.188  -0.119
 1722.0    0.189  -0.118
 1723.0    0.191  -0.117
 1724.0    0.192  -0.116
 1725.0    0.194  -0.114
 1726.0    0.195  -0.113
 1727.0    0.196  -0.112
 1728.0    0.198  -0.111
 1729.0    0.199  -0.110
 1730.0    0.200  -0.109
 1731.0    0.201  -0.107
 1732.0    0.203  -0.106
 1733.0    0.204  -0.105
 1734.0    0.205  -0.104
 1735.0    0.206  -0.102
 1736.0    0.208  -0.101
 1737.0    0.209  -0.100
 1738.0    0.210  -0.099
 1739.0    0.211  -0.097
 1740.0    0.212  -0.096
 1741.0    0.213  -0.095
 1742.0    0.214  -0.093
 1743.0    0.215  -0.092
 1744.0    0.216  -0.091
 1745.0    0.217  -0.089
 1746.0    0.218  -0.088
 1747.0    0.219  -0.087
 1748.0    0.220  -0.085
 1749.0    0.221  -0.084
 1750.0    0.222  -0.082
 1751.0    0.223  -0.081
 1752.0    0.224  -0.080
 1753.0    0.225  -0.078
 1754.0    0.226  -0.077
 1755.0    0.227  -0.075
 1756.0    0.227  -0.074
 1757.0    0.228  -0.073
 1758.0    0.229  -0.071
 1759.0    0.230  -0.070
 1760.0    0.230  -0.068
 1761.0    0.231  -0.067
 1762.0    0.232  -0.065
 1763.0    0.233  -0.064
 1764.0    0.233  -0.063
 1765.0    0.234  -0.061
 1766.0    0.235  -0.060
 1767.0    0.235  -0.058
 1768.0    0.236  -0.057
 1769.0    0.236  -0.055
 1770.0    0.237  -0.054
 1771.0    0.237  -0.052
 1772.0    0.238  -0.051
 1773.0    0.238  -0.049
 1774.0    0.239  -0.048
 1775.0    0.239  -0.046
 1776.0    0.240  -0.045
 1777.0    0.240  -0.043
 1778.0    0.241  -0.042
 1779.0    0.241  -0.041
 1780.0    0.241  -0.039
 1781.0    0.242  -0.038
 1782.0    0.242  -0.036
 1783.0    0.242  -0.035
 1784.0    0.243  -0.033
 1785.0    0.243  -0.032
 1786.0    0.243  -0.030
 1787.0    0.243  -0.029
 1788.0    0.244  -0.027
 1789.0    0.244  -0.026
 1790.0    0.244  -0.025
 1791.0    0.244  -0.023
 1792.0    0.244  -0.022
 1793.0    0.244  -0.020
 1794.0    0.244  -0.019
 1795.0    0.245  -0.017
 1796.0    0.245  -0.016
 1797.0    0.245  -0.015
 1798.0    0.245  -0.013
 1799.0    0.245  -0.012
 1800.0    0.245  -0.011
 1801.0    0.245  -0.009
 1802.0    0.245  -0.008
 1803.0    0.245  -0.006
 1804.0    0.244  -0.005
 1805.0    0.244  -0.004
 1806.0    0.244  -0.002
 1807.0    0.244  -0.001
 1808.0    0.244   0.000
 1809.0    0.244   0.002
 1810.0    0.244   0.003
 1811.0    0.244   0.004
 1812.0    0.243   0.005
 1813.0    0.243   0.007
 1814.0    0.243   0.008
 1815.0    0.243   0.009
 1816.0    0.242   0.011
 1817.0    0.242   0.012
 1818.0    0.242   0.013
 1819.0    0.241   0.014
 1820.0    0.241   0.015
 1821.0    0.241   0.017
 1822.0    0.240   0.018
 1823.0    0.240   0.019
 1824.0    0.240   0.020
 1825.0    0.239   0.021
 1826.0    0.239   0.022
 1827.0    0.238   0.023
 1828.0    0.238   0.025
 1829.0    0.238   0.026
 1830.0    0.237   0.027
 1831.0    0.237   0.028
 1832.0    0.236   0.029
 1833.0    0.236   0.030
 1834.0    0.235   0.031
 1835.0    0.235   0.032
 1836.0    0.234   0.033
 1837.0    0.234   0.034
 1838.0    0.233   0.035
 1839.0    0.233   0.036
 1840.0    0.232   0.037
 1841.0    0.231   0.038
 1842.0    0.231   0.039
 1843.0    0.230   0.040
 1844.0    0.230   0.040
 1845.0    0.229   0.041
 1846.0    0.228   0.042
 1847.0    0.228   0.043
 1848.0    0.227   0.044
 1849.0    0.227   0.045
 1850.0    0.226   0.045
 1851.0    0.225   0.046
 1852.0    0.225   0.047
 1853.0    0.224   0.048
 1854.0    0.223   0.049
 1855.0    0.223   0.049
 1856.0    0.222   0.050
 1857.0    0.221   0.051
 1858.0    0.221   0.051
 1859.0    0.220   0.052
 1860.0    0.219   0.053
 1861.0    0.219   0.053
 1862.0    0.218   0.054
 1863.0    0.217   0.054
 1864.0    0.216   0.055
 1865.0    0.216   0.056
 1866.0    0.215   0.056
 1867.0    0.214   0.057
 1868.0    0.214   0.057
 1869.0    0.213   0.058
 1870.0    0.212   0.058
 1871.0    0.211   0.059
 1872.0    0.211   0.059
 1873.0    0.210   0.060
 1874.0    0.209   0.060
 1875.0    0.208   0.061
 1876.0    0.208   0.061
 1877.0    0.207   0.061
 1878.0    0.206   0.062
 1879.0    0.206   0.062
 1880.0    0.205   0.062
 1881.0    0.204   0.063
 1882.0    0.203   0.063
 1883.0    0.203   0.063
 1884.0    0.202   0.064
 1885.0    0.201   0.064
 1886.0    0.201   0.064
 1887.0    0.200   0.065
 1888.0    0.199   0.065
 1889.0    0.198   0.065
 1890.0    0.198   0.065
 1891.0    0.197   0.065
 1892.0    0.196   0.066
 1893.0    0.196   0.066
 1894.0    0.195   0.066
 1895.0    0.194   0.066
 1896.0    0.194   0.066
 1897.0    0.193   0.066
 1898.0    0.192   0.067
 1899.0    0.192   0.067
 1900.0    0.191   0.067
 1901.0    0.190   0.067
 1902.0    0.190   0.067
 1903.0    0.189   0.067
 1904.0    0.188   0.067
 1905.0    0.188   0.067
 1906.0    0.187   0.067
 1907.0    0.186   0.067
 1908.0    0.186   0.067
 1909.0    0.185   0.067
 1910.0    0.185   0.067
 1911.0    0.184   0.067
 1912.0    0.183   0.067
 1913.0    0.183   0.067
 1914.0    0.182   0.067
 1915.0    0.182   0.067
 1916.0    0.181   0.067
 1917.0    0.180   0.067
 1918.0    0.180   0.067
 1919.0    0.179   0.067
 1920.0    0.179   0.067
 1921.0    0.178   0.067
 1922.0    0.178   0.067
 1923.0    0.177   0.066
 1924.0    0.177   0.066
 1925.0    0.176   0.066
 1926.0    0.176   0.066
 1927.0    0.175   0.066
 1928.0    0.175   0.066
 1929.0    0.174   0.066
 1930.0    0.174   0.066
 1931.0    0.173   0.065
 1932.0    0.173   0.065
 1933.0    0.172   0.065
 1934.0    0.172   0.065
 1935.0    0.171   0.065
 1936.0    0.171   0.065
 1937.0    0.170   0.064
 1938.0    0.170   0.064
 1939.0    0.169   0.064
 1940.0    0.169   0.064
 1941.0    0.169   0.063
 1942.0    0.168   0.063
 1943.0    0.168   0.063
 1944.0    0.167   0.063
 1945.0    0.167   0.063
 1946.0    0.167   0.062
 1947.0    0.166   0.062
 1948.0    0.166   0.062
 1949.0    0.165   0.062
 1950.0    0.165   0.061
 1951.0    0.165   0.061
 1952.0    0.164   0.061
 1953.0    0.164   0.061
 1954.0    0.164   0.060
 1955.0    0.163   0.060
 1956.0    0.163   0.060
 1957.0    0.163   0.060
 1958.0    0.162   0.059
 1959.0    0.162   0.059
 1960.0    0.162   0.059
 1961.0    0.162   0.058
 1962.0    0.161   0.058
 1963.0    0.161   0.058
 1964.0    0.161   0.058
 1965.0    0.160   0.057
 1966.0    0.160   0.057
 1967.0    0.160   0.057
 1968.0    0.160   0.056
 1969.0    0.159   0.056
 1970.0    0.159   0.056
 1971.0    0.159   0.056
 1972.0    0.159   0.055
 1973.0    0.159   0.055
 1974.0    0.158   0.055
 1975.0    0.158   0.054
 1976.0    0.158   0.054
 1977.0    0.158   0.054
 1978.0    0.157   0.053
 1979.0    0.157   0.053
 1980.0    0.157   0.053
 1981.0    0.157   0.052
 1982.0    0.157   0.052
 1983.0    0.157   0.052
 1984.0    0.156   0.052
 1985.0    0.156   0.051
 1986.0    0.156   0.051
 1987.0    0.156   0.051
 1988.0    0.156   0.050
 1989.0    0.156   0.050
 1990.0    0.156   0.050
 1991.0    0.155   0.049
 1992.0    0.155   0.049
 1993.0    0.155   0.049
 1994.0    0.155   0.048
 1995.0    0.155   0.048
 1996.0    0.155   0.048
 1997.0    0.155   0.048
 1998.0    0.155   0.047
 1999.0    0.155   0.047
 2000.0    0.154   0.047
 2001.0    0.154   0.046
 2002.0    0.154   0.046
 2003.0    0.154   0.046
 2004.0    0.154   0.045
 2005.0    0.154   0.045
 2006.0    0.154   0.045
 2007.0    0.154   0.044
 2008.0    0.154   0.044
 2009.0    0.154   0.044
 2010.0    0.154   0.043
 2011.0    0.154   0.043
 2012.0    0.154   0.043
 2013.0    0.154   0.043
 2014.0    0.154   0.042
 2015.0    0.154   0.042
 2016.0    0.154   0.042
 2017.0    0.154   0.041
 2018.0    0.154   0.041
 2019.0    0.154   0.041
 2020.0    0.154   0.040
 2021.0    0.154   0.040
 2022.0    0.154   0.040
 2023.0    0.154   0.040
 2024.0    0.154   0.039
 2025.0    0.154   0.039
 2026.0    0.154   0.039
 2027.0    0.154   0.038
 2028.0    0.154   0.038
 2029.0    0.154   0.038
 2030.0    0.154   0.038
 2031.0    0.154   0.037
 2032.0    0.154   0.037
 2033.0    0.154   0.037
 2034.0    0.154   0.036
 2035.0    0.154   0.036
 2036.0    0.154   0.036
 2037.0    0.154   0.036
 2038.0    0.154   0.035
 2039.0    0.154   0.035
 2040.0    0.154   0.035
 2041.0    0.154   0.035
 2042.0    0.154   0.034
 2043.0    0.154   0.034
 2044.0    0.154   0.034
 2045.0    0.154   0.033
 2046.0    0.154   0.033
 2047.0    0.154   0.033
 2048.0    0.154   0.033
 2049.0    0.154   0.032
 2050.0    0.154   0.032
 2051.0    0.155   0.032
 2052.0    0.155   0.032
 2053.0    0.155   0.031
 2054.0    0.155   0.031
 2055.0    0.155   0.031
 2056.0    0.155   0.031
 2057.0    0.155   0.030
 2058.0    0.155   0.030
 2059.0    0.155   0.030
 2060.0    0.155   0.030
 2061.0    0.155   0.029
 2062.0    0.155   0.029
 2063.0    0.155   0.029
 2064.0    0.156   0.029
 2065.0    0.156   0.028
 2066.0    0.156   0.028
 2067.0    0.156   0.028
 2068.0    0.156   0.028
 2069.0    0.156   0.027
 2070.0    0.156   0.027
 2071.0    0.156   0.027
 2072.0    0.156   0.027
 2073.0    0.156   0.026
 2074.0    0.157   0.026
 2075.0    0.157   0.026
 2076.0    0.157   0.026
 2077.0    0.157   0.026
 2078.0    0.157   0.025
 2079.0    0.157   0.025
 2080.0    0.157   0.025
 2081.0    0.157   0.025
 2082.0    0.157   0.024
 2083.0    0.158   0.024
 2084.0    0.158   0.024
 2085.0    0.158   0.024
 2086.0    0.158   0.024
