   W         E2+(eta_p)
 1686.0    0.060   0.037
 1687.0    0.060   0.037
 1688.0    0.060   0.037
 1689.0    0.061   0.037
 1690.0    0.061   0.037
 1691.0    0.061   0.037
 1692.0    0.061   0.038
 1693.0    0.061   0.038
 1694.0    0.062   0.038
 1695.0    0.062   0.038
 1696.0    0.062   0.038
 1697.0    0.062   0.038
 1698.0    0.062   0.038
 1699.0    0.063   0.038
 1700.0    0.063   0.039
 1701.0    0.063   0.039
 1702.0    0.063   0.039
 1703.0    0.063   0.039
 1704.0    0.064   0.039
 1705.0    0.064   0.039
 1706.0    0.064   0.039
 1707.0    0.064   0.040
 1708.0    0.065   0.040
 1709.0    0.065   0.040
 1710.0    0.065   0.040
 1711.0    0.065   0.040
 1712.0    0.066   0.040
 1713.0    0.066   0.040
 1714.0    0.066   0.041
 1715.0    0.067   0.041
 1716.0    0.067   0.041
 1717.0    0.067   0.041
 1718.0    0.067   0.041
 1719.0    0.068   0.041
 1720.0    0.068   0.042
 1721.0    0.068   0.042
 1722.0    0.069   0.042
 1723.0    0.069   0.042
 1724.0    0.069   0.042
 1725.0    0.069   0.042
 1726.0    0.070   0.043
 1727.0    0.070   0.043
 1728.0    0.070   0.043
 1729.0    0.071   0.043
 1730.0    0.071   0.043
 1731.0    0.071   0.044
 1732.0    0.072   0.044
 1733.0    0.072   0.044
 1734.0    0.072   0.044
 1735.0    0.073   0.044
 1736.0    0.073   0.045
 1737.0    0.073   0.045
 1738.0    0.074   0.045
 1739.0    0.074   0.045
 1740.0    0.074   0.046
 1741.0    0.075   0.046
 1742.0    0.075   0.046
 1743.0    0.075   0.046
 1744.0    0.076   0.047
 1745.0    0.076   0.047
 1746.0    0.076   0.047
 1747.0    0.077   0.048
 1748.0    0.077   0.048
 1749.0    0.077   0.048
 1750.0    0.078   0.048
 1751.0    0.078   0.049
 1752.0    0.079   0.049
 1753.0    0.079   0.049
 1754.0    0.079   0.050
 1755.0    0.080   0.050
 1756.0    0.080   0.050
 1757.0    0.080   0.051
 1758.0    0.081   0.051
 1759.0    0.081   0.051
 1760.0    0.081   0.052
 1761.0    0.082   0.052
 1762.0    0.082   0.052
 1763.0    0.082   0.053
 1764.0    0.083   0.053
 1765.0    0.083   0.053
 1766.0    0.083   0.054
 1767.0    0.084   0.054
 1768.0    0.084   0.054
 1769.0    0.084   0.055
 1770.0    0.085   0.055
 1771.0    0.085   0.055
 1772.0    0.085   0.056
 1773.0    0.086   0.056
 1774.0    0.086   0.057
 1775.0    0.086   0.057
 1776.0    0.087   0.057
 1777.0    0.087   0.058
 1778.0    0.087   0.058
 1779.0    0.088   0.059
 1780.0    0.088   0.059
 1781.0    0.088   0.060
 1782.0    0.089   0.060
 1783.0    0.089   0.060
 1784.0    0.089   0.061
 1785.0    0.090   0.061
 1786.0    0.090   0.062
 1787.0    0.090   0.062
 1788.0    0.091   0.063
 1789.0    0.091   0.063
 1790.0    0.091   0.064
 1791.0    0.092   0.064
 1792.0    0.092   0.065
 1793.0    0.092   0.065
 1794.0    0.093   0.066
 1795.0    0.093   0.066
 1796.0    0.093   0.067
 1797.0    0.094   0.067
 1798.0    0.094   0.068
 1799.0    0.094   0.068
 1800.0    0.094   0.069
 1801.0    0.095   0.069
 1802.0    0.095   0.070
 1803.0    0.095   0.070
 1804.0    0.096   0.071
 1805.0    0.096   0.071
 1806.0    0.096   0.072
 1807.0    0.096   0.072
 1808.0    0.097   0.073
 1809.0    0.097   0.073
 1810.0    0.097   0.074
 1811.0    0.097   0.075
 1812.0    0.098   0.075
 1813.0    0.098   0.076
 1814.0    0.098   0.076
 1815.0    0.098   0.077
 1816.0    0.099   0.077
 1817.0    0.099   0.078
 1818.0    0.099   0.079
 1819.0    0.099   0.079
 1820.0    0.100   0.080
 1821.0    0.100   0.080
 1822.0    0.100   0.081
 1823.0    0.100   0.082
 1824.0    0.100   0.082
 1825.0    0.101   0.083
 1826.0    0.101   0.084
 1827.0    0.101   0.084
 1828.0    0.101   0.085
 1829.0    0.101   0.086
 1830.0    0.102   0.086
 1831.0    0.102   0.087
 1832.0    0.102   0.087
 1833.0    0.102   0.088
 1834.0    0.102   0.089
 1835.0    0.102   0.089
 1836.0    0.103   0.090
 1837.0    0.103   0.091
 1838.0    0.103   0.091
 1839.0    0.103   0.092
 1840.0    0.103   0.093
 1841.0    0.103   0.094
 1842.0    0.103   0.094
 1843.0    0.104   0.095
 1844.0    0.104   0.096
 1845.0    0.104   0.096
 1846.0    0.104   0.097
 1847.0    0.104   0.098
 1848.0    0.104   0.098
 1849.0    0.104   0.099
 1850.0    0.104   0.100
 1851.0    0.104   0.101
 1852.0    0.104   0.101
 1853.0    0.104   0.102
 1854.0    0.104   0.103
 1855.0    0.104   0.104
 1856.0    0.104   0.104
 1857.0    0.104   0.105
 1858.0    0.104   0.106
 1859.0    0.104   0.107
 1860.0    0.104   0.107
 1861.0    0.104   0.108
 1862.0    0.104   0.109
 1863.0    0.104   0.110
 1864.0    0.104   0.110
 1865.0    0.104   0.111
 1866.0    0.104   0.112
 1867.0    0.104   0.113
 1868.0    0.104   0.113
 1869.0    0.104   0.114
 1870.0    0.104   0.115
 1871.0    0.104   0.116
 1872.0    0.104   0.116
 1873.0    0.104   0.117
 1874.0    0.104   0.118
 1875.0    0.104   0.119
 1876.0    0.103   0.120
 1877.0    0.103   0.120
 1878.0    0.103   0.121
 1879.0    0.103   0.122
 1880.0    0.103   0.123
 1881.0    0.103   0.123
 1882.0    0.103   0.124
 1883.0    0.102   0.125
 1884.0    0.102   0.126
 1885.0    0.102   0.127
 1886.0    0.102   0.127
 1887.0    0.102   0.128
 1888.0    0.101   0.129
 1889.0    0.101   0.130
 1890.0    0.101   0.131
 1891.0    0.101   0.131
 1892.0    0.100   0.132
 1893.0    0.100   0.133
 1894.0    0.100   0.134
 1895.0    0.100   0.134
 1896.0    0.099   0.135
 1897.0    0.099   0.136
 1898.0    0.099   0.137
 1899.0    0.098   0.138
 1900.0    0.098   0.138
 1901.0    0.098   0.139
 1902.0    0.097   0.140
 1903.0    0.097   0.141
 1904.0    0.097   0.141
 1905.0    0.096   0.142
 1906.0    0.096   0.143
 1907.0    0.095   0.144
 1908.0    0.095   0.144
 1909.0    0.095   0.145
 1910.0    0.094   0.146
 1911.0    0.094   0.147
 1912.0    0.093   0.147
 1913.0    0.093   0.148
 1914.0    0.093   0.149
 1915.0    0.092   0.150
 1916.0    0.092   0.150
 1917.0    0.091   0.151
 1918.0    0.091   0.152
 1919.0    0.090   0.152
 1920.0    0.090   0.153
 1921.0    0.089   0.154
 1922.0    0.089   0.154
 1923.0    0.088   0.155
 1924.0    0.088   0.156
 1925.0    0.087   0.157
 1926.0    0.086   0.157
 1927.0    0.086   0.158
 1928.0    0.085   0.159
 1929.0    0.085   0.159
 1930.0    0.084   0.160
 1931.0    0.084   0.160
 1932.0    0.083   0.161
 1933.0    0.082   0.162
 1934.0    0.082   0.162
 1935.0    0.081   0.163
 1936.0    0.080   0.164
 1937.0    0.080   0.164
 1938.0    0.079   0.165
 1939.0    0.079   0.165
 1940.0    0.078   0.166
 1941.0    0.077   0.167
 1942.0    0.077   0.167
 1943.0    0.076   0.168
 1944.0    0.075   0.168
 1945.0    0.074   0.169
 1946.0    0.074   0.169
 1947.0    0.073   0.170
 1948.0    0.072   0.170
 1949.0    0.072   0.171
 1950.0    0.071   0.171
 1951.0    0.070   0.172
 1952.0    0.069   0.172
 1953.0    0.069   0.173
 1954.0    0.068   0.173
 1955.0    0.067   0.174
 1956.0    0.066   0.174
 1957.0    0.066   0.175
 1958.0    0.065   0.175
 1959.0    0.064   0.176
 1960.0    0.063   0.176
 1961.0    0.063   0.176
 1962.0    0.062   0.177
 1963.0    0.061   0.177
 1964.0    0.060   0.178
 1965.0    0.059   0.178
 1966.0    0.059   0.178
 1967.0    0.058   0.179
 1968.0    0.057   0.179
 1969.0    0.056   0.179
 1970.0    0.055   0.180
 1971.0    0.055   0.180
 1972.0    0.054   0.180
 1973.0    0.053   0.180
 1974.0    0.052   0.181
 1975.0    0.051   0.181
 1976.0    0.050   0.181
 1977.0    0.050   0.182
 1978.0    0.049   0.182
 1979.0    0.048   0.182
 1980.0    0.047   0.182
 1981.0    0.046   0.182
 1982.0    0.045   0.183
 1983.0    0.045   0.183
 1984.0    0.044   0.183
 1985.0    0.043   0.183
 1986.0    0.042   0.183
 1987.0    0.041   0.184
 1988.0    0.040   0.184
 1989.0    0.040   0.184
 1990.0    0.039   0.184
 1991.0    0.038   0.184
 1992.0    0.037   0.184
 1993.0    0.036   0.184
 1994.0    0.035   0.184
 1995.0    0.035   0.184
 1996.0    0.034   0.185
 1997.0    0.033   0.185
 1998.0    0.032   0.185
 1999.0    0.031   0.185
 2000.0    0.030   0.185
 2001.0    0.030   0.185
 2002.0    0.029   0.185
 2003.0    0.028   0.185
 2004.0    0.027   0.185
 2005.0    0.026   0.185
 2006.0    0.025   0.185
 2007.0    0.025   0.185
 2008.0    0.024   0.185
 2009.0    0.023   0.185
 2010.0    0.022   0.185
 2011.0    0.021   0.184
 2012.0    0.021   0.184
 2013.0    0.020   0.184
 2014.0    0.019   0.184
 2015.0    0.018   0.184
 2016.0    0.017   0.184
 2017.0    0.017   0.184
 2018.0    0.016   0.184
 2019.0    0.015   0.184
 2020.0    0.014   0.183
 2021.0    0.013   0.183
 2022.0    0.013   0.183
 2023.0    0.012   0.183
 2024.0    0.011   0.183
 2025.0    0.010   0.183
 2026.0    0.010   0.182
 2027.0    0.009   0.182
 2028.0    0.008   0.182
 2029.0    0.007   0.182
 2030.0    0.007   0.182
 2031.0    0.006   0.181
 2032.0    0.005   0.181
 2033.0    0.004   0.181
 2034.0    0.004   0.181
 2035.0    0.003   0.180
 2036.0    0.002   0.180
 2037.0    0.002   0.180
 2038.0    0.001   0.180
 2039.0    0.000   0.179
 2040.0   -0.001   0.179
 2041.0   -0.001   0.179
 2042.0   -0.002   0.178
 2043.0   -0.003   0.178
 2044.0   -0.003   0.178
 2045.0   -0.004   0.178
 2046.0   -0.005   0.177
 2047.0   -0.005   0.177
 2048.0   -0.006   0.177
 2049.0   -0.007   0.176
 2050.0   -0.007   0.176
 2051.0   -0.008   0.176
 2052.0   -0.008   0.175
 2053.0   -0.009   0.175
 2054.0   -0.010   0.175
 2055.0   -0.010   0.174
 2056.0   -0.011   0.174
 2057.0   -0.011   0.173
 2058.0   -0.012   0.173
 2059.0   -0.013   0.173
 2060.0   -0.013   0.172
 2061.0   -0.014   0.172
 2062.0   -0.014   0.171
 2063.0   -0.015   0.171
 2064.0   -0.015   0.171
 2065.0   -0.016   0.170
 2066.0   -0.017   0.170
 2067.0   -0.017   0.169
 2068.0   -0.018   0.169
 2069.0   -0.018   0.169
 2070.0   -0.019   0.168
 2071.0   -0.019   0.168
 2072.0   -0.020   0.167
 2073.0   -0.020   0.167
 2074.0   -0.021   0.167
 2075.0   -0.021   0.166
 2076.0   -0.022   0.166
 2077.0   -0.022   0.165
 2078.0   -0.023   0.165
 2079.0   -0.023   0.164
 2080.0   -0.024   0.164
 2081.0   -0.024   0.163
 2082.0   -0.024   0.163
 2083.0   -0.025   0.163
 2084.0   -0.025   0.162
 2085.0   -0.026   0.162
 2086.0   -0.026   0.161
