   W                 E3+(pip_n)
 (MeV)      Re       DRe      Im       DIm
1128.906    0.135    0.000    0.000    0.000
1131.397    0.139    0.000    0.000    0.000
1137.187    0.152    0.000    0.000    0.000
1145.408    0.168    0.000    0.000    0.000
1153.571    0.184    0.000    0.000    0.000
1154.384    0.184    0.000    0.000    0.000
1159.250    0.192    0.000    0.000    0.000
1161.676    0.197    0.000    0.000    0.000
1169.725    0.209    0.000    0.000    0.000
1170.527    0.210    0.000    0.000    0.000
1177.719    0.220    0.000    0.000    0.000
1185.659    0.229    0.000    0.000    0.000
1187.240    0.230    0.000    0.000    0.000
1193.546    0.238    0.000    0.000    0.000
1199.819    0.244    0.000    0.000    0.000
1201.382    0.245    0.000    0.000    0.000
1203.722    0.248    0.000    0.000    0.000
1209.166    0.252    0.000    0.000    0.000
1216.901    0.259    0.000    0.000    0.000
1220.750    0.262    0.000    0.000    0.000
1224.587    0.265    0.000    0.000    0.000
1232.225    0.269    0.000    0.000    0.000
1236.027    0.272    0.000    0.000    0.000
1239.816    0.274    0.000    0.000    0.000
1240.573    0.275    0.000    0.000    0.000
1247.361    0.278    0.000    0.000    0.000
1251.866    0.280    0.000    0.000    0.000
1254.861    0.282    0.000    0.000    0.000
1258.594    0.284    0.000    0.000    0.000
1262.316    0.285    0.000    0.000    0.000
1268.248    0.287    0.000    0.000    0.000
1269.727    0.288    0.000    0.000    0.000
1276.360    0.290    0.000    0.000    0.000
1277.095    0.290    0.000    0.000    0.000
1283.690    0.292    0.000    0.001    0.000
1284.421    0.292    0.000    0.001    0.000
1291.705    0.294    0.000    0.001    0.000
1295.332    0.295    0.000    0.001    0.000
1298.949    0.296    0.000    0.001    0.000
1306.152    0.297    0.000    0.001    0.000
1313.316    0.299    0.000    0.001    0.000
1314.744    0.299    0.000    0.001    0.000
1320.441    0.300    0.000    0.001    0.000
1322.571    0.300    0.000    0.001    0.000
1327.528    0.300    0.000    0.001    0.000
1331.057    0.301    0.000    0.001    0.000
1336.684    0.301    0.000    0.001    0.000
1341.589    0.302    0.000    0.001    0.000
1348.565    0.302    0.000    0.001    0.000
1349.260    0.302    0.000    0.001    0.000
1350.650    0.302    0.000    0.001    0.000
1358.961    0.302    0.000    0.001    0.000
1364.473    0.302    0.000    0.001    0.000
1365.848    0.303    0.000    0.001    0.000
1376.113    0.302    0.000    0.002    0.000
1378.157    0.302    0.000    0.002    0.000
1382.915    0.302    0.000    0.002    0.000
1383.593    0.302    0.000    0.002    0.000
1391.707    0.302    0.000    0.002    0.000
1393.055    0.302    0.000    0.002    0.000
1399.774    0.302    0.000    0.002    0.000
1405.126    0.301    0.000    0.002    0.000
1409.127    0.301    0.000    0.002    0.000
1409.793    0.301    0.000    0.002    0.000
1416.432    0.301    0.000    0.002    0.000
