   W                 E3-(pip_n)
 (MeV)      Re       DRe      Im       DIm
1128.906    0.450    0.000    0.000    0.000
1131.397    0.466    0.000    0.000    0.000
1137.187    0.510    0.000    0.000    0.000
1145.408    0.566    0.000    0.000    0.000
1153.571    0.624    0.000    0.000    0.000
1154.384    0.624    0.000    0.000    0.000
1159.250    0.655    0.000    0.000    0.000
1161.676    0.672    0.000    0.000    0.000
1169.725    0.716    0.000    0.001    0.000
1170.527    0.721    0.000    0.001    0.000
1177.719    0.757    0.000    0.001    0.000
1185.659    0.794    0.000    0.001    0.000
1187.240    0.799    0.000    0.001    0.000
1193.546    0.829    0.000    0.001    0.000
1199.819    0.854    0.000    0.001    0.000
1201.382    0.858    0.000    0.001    0.000
1203.722    0.869    0.000    0.002    0.000
1209.166    0.888    0.000    0.002    0.000
1216.901    0.916    0.000    0.002    0.000
1220.750    0.929    0.000    0.003    0.000
1224.587    0.942    0.000    0.003    0.000
1232.225    0.963    0.000    0.003    0.000
1236.027    0.975    0.000    0.004    0.000
1239.816    0.986    0.000    0.004    0.000
1240.573    0.988    0.000    0.004    0.000
1247.361    1.004    0.000    0.005    0.000
1251.866    1.017    0.000    0.005    0.000
1254.861    1.025    0.000    0.006    0.000
1258.594    1.034    0.000    0.006    0.000
1262.316    1.041    0.000    0.007    0.000
1268.248    1.055    0.000    0.007    0.000
1269.727    1.059    0.000    0.008    0.000
1276.360    1.072    0.000    0.009    0.000
1277.095    1.074    0.000    0.009    0.000
1283.690    1.089    0.000    0.010    0.000
1284.421    1.089    0.000    0.010    0.000
1291.705    1.104    0.000    0.012    0.000
1295.332    1.110    0.000    0.012    0.000
1298.949    1.118    0.000    0.013    0.000
1306.152    1.131    0.000    0.015    0.000
1313.316    1.143    0.000    0.017    0.000
1314.744    1.147    0.000    0.017    0.000
1320.441    1.155    0.000    0.019    0.000
1322.571    1.161    0.000    0.019    0.000
1327.528    1.169    0.000    0.021    0.000
1331.057    1.174    0.000    0.022    0.000
1336.684    1.185    0.000    0.024    0.000
1341.589    1.193    0.000    0.026    0.000
1348.565    1.205    0.000    0.029    0.000
1349.260    1.205    0.000    0.029    0.000
1350.650    1.208    0.000    0.030    0.000
1358.961    1.222    0.000    0.034    0.000
1364.473    1.230    0.000    0.036    0.000
1365.848    1.234    0.000    0.037    0.000
1376.113    1.251    0.000    0.043    0.000
1378.157    1.255    0.000    0.044    0.000
1382.915    1.264    0.000    0.047    0.000
1383.593    1.266    0.000    0.048    0.000
1391.707    1.280    0.000    0.053    0.000
1393.055    1.282    0.000    0.054    0.000
1399.774    1.296    0.000    0.059    0.000
1405.126    1.305    0.000    0.063    0.000
1409.127    1.313    0.000    0.067    0.000
1409.793    1.316    0.000    0.068    0.000
1416.432    1.328    0.000    0.073    0.000
1418.418    1.332    0.000    0.075    0.000
1426.334    1.350    0.000    0.084    0.000
1428.306    1.354    0.000    0.086    0.000
1431.587    1.363    0.000    0.091    0.000
1432.897    1.366    0.000    0.092    0.000
1439.430    1.380    0.000    0.100    0.000
1442.686    1.390    0.000    0.105    0.000
1444.636    1.395    0.000    0.108    0.000
1447.231    1.400    0.000    0.111    0.000
1449.175    1.405    0.000    0.114    0.000
1457.568    1.429    0.000    0.128    0.000
1458.854    1.432    0.000    0.130    0.000
1465.272    1.449    0.000    0.140    0.000
1468.470    1.458    0.000    0.146    0.000
1470.386    1.464    0.000    0.150    0.000
1474.846    1.480    0.000    0.161    0.000
1479.926    1.496    0.000    0.172    0.000
1481.194    1.500    0.000    0.174    0.000
1483.093    1.506    0.000    0.179    0.000
1490.665    1.534    0.000    0.200    0.000
1495.692    1.553    0.000    0.214    0.000
1496.946    1.557    0.000    0.217    0.000
1501.952    1.576    0.000    0.233    0.000
1506.319    1.592    0.000    0.246    0.000
1508.187    1.600    0.000    0.253    0.000
1512.535    1.621    0.000    0.272    0.000
1513.155    1.621    0.000    0.272    0.000
1513.775    1.626    0.000    0.276    0.000
1520.578    1.657    0.000    0.306    0.000
1521.812    1.662    0.000    0.311    0.000
1527.965    1.690    0.000    0.340    0.000
1532.869    1.715    0.000    0.366    0.000
1537.148    1.735    0.000    0.389    0.000
1543.240    1.766    0.000    0.427    0.000
1552.333    1.816    0.000    0.493    0.000
1558.366    1.849    0.000    0.544    0.000
1563.775    1.884    0.000    0.601    0.000
1574.538    1.946    0.000    0.725    0.000
1577.515    1.962    0.000    0.764    0.000
1588.185    2.016    0.000    0.929    0.000
1591.136    2.028    0.000    0.980    0.000
1602.886    2.057    0.000    1.219    0.000
1604.056    2.057    0.000    1.241    0.000
1617.454    2.022    0.000    1.564    0.000
1618.034    2.015    0.000    1.592    0.000
1632.467    1.836    0.000    1.993    0.000
1646.203    1.462    0.000    2.366    0.000
1647.343    1.427    0.000    2.388    0.000
1661.521    0.820    0.000    2.579    0.000
1674.459    0.311    0.000    2.508    0.000
1676.139    0.233    0.000    2.477    0.000
1691.740   -0.252    0.000    2.114    0.000
1701.694   -0.423    0.000    1.843    0.000
1702.245   -0.423    0.000    1.843    0.000
1717.063   -0.530    0.000    1.471    0.000
1729.586   -0.537    0.000    1.211    0.000
1732.837   -0.533    0.000    1.160    0.000
1749.542   -0.485    0.000    0.920    0.000
1755.966   -0.464    0.000    0.853    0.000
1756.500   -0.461    0.000    0.843    0.000
1771.924   -0.410    0.000    0.705    0.000
1783.009   -0.375    0.000    0.621    0.000
1788.263   -0.360    0.000    0.585    0.000
1806.015   -0.304    0.000    0.471    0.000
1809.129   -0.294    0.000    0.453    0.000
1834.877   -0.206    0.000    0.322    0.000
1860.269   -0.116    0.000    0.232    0.000
1885.319   -0.031    0.000    0.171    0.000
1910.041    0.045    0.000    0.133    0.000
