   W                 M1-(pip_n)
 (MeV)      Re       DRe      Im       DIm
1128.906    3.614    1.040   -0.053    1.299
1131.397    3.977    1.634   -0.135    1.804
1137.187    4.497    0.618   -0.169    0.829
1145.408    4.311    1.307   -0.259    1.567
1153.571    4.535    0.687    0.072    0.719
1154.384    5.902    1.488    0.463    1.073
1159.250    3.249    0.899    0.208    0.794
1161.676    3.803    0.633    0.537    0.663
1169.725    3.846    0.545    0.909    0.626
1170.527    3.157    0.934    0.918    0.838
1177.719    4.628    0.552   -0.961    0.695
1185.659    3.332    0.350   -0.988    0.675
1187.240    3.293    0.562   -1.044    0.838
1193.546    2.912    0.369   -1.286    0.769
1199.819    6.147    0.559   -2.242    0.922
1201.382    4.363    0.396   -0.849    0.519
1203.722    5.048    0.631   -0.710    0.750
1209.166    3.702    0.380    0.032    0.368
1216.901    4.378    0.416    0.026    0.300
1220.750    4.642    0.416    0.923    0.372
1224.587    3.599    0.417   -0.077    0.309
1232.225    4.405    0.510   -0.568    0.294
1236.027    4.138    0.699    0.110    0.511
1239.816    5.215    0.461   -0.871    0.299
1240.573    6.309    0.574   -1.243    0.469
1247.361    6.729    0.455   -0.529    0.385
1251.866    6.365    0.877   -0.763    0.798
1254.861    5.809    0.555   -0.798    0.475
1258.594    5.700    0.570    0.206    0.511
1262.316    5.497    0.433    0.109    0.391
1268.248    5.444    0.783   -0.553    0.697
1269.727    5.399    0.472   -0.518    0.477
1276.360    4.523    0.551    0.102    0.449
1277.095    5.350    0.356    0.155    0.331
1283.690    4.411    0.757    0.110    0.626
1284.421    4.261    0.514    0.097    0.449
1291.705    5.430    0.367   -0.201    0.374
1295.332    5.275    0.447   -0.258    0.446
1298.949    5.127    0.488   -0.342    0.494
1306.152    5.101    0.907   -1.830    0.864
1313.316    5.204    0.493    0.036    0.476
1314.744    5.087    0.720   -0.266    0.639
1320.441    4.859    0.988   -0.689    0.825
1322.571    4.724    0.666   -0.458    0.600
1327.528    5.307    0.953    0.310    0.922
1331.057    5.087    0.678    1.060    0.672
1336.684    4.998    0.675    0.976    0.668
1341.589    5.244    0.965    0.931    0.897
1348.565    5.131    0.658    1.548    0.653
1349.260    4.753    0.691    1.341    0.665
1350.650    5.459    0.638    1.343    0.671
1358.961    4.804    0.684    2.084    0.708
1364.473    4.583    0.673    1.876    0.672
1365.848    4.318    0.605    2.054    0.667
1376.113    4.170    0.662    2.529    0.708
1378.157    4.291    0.685    2.554    0.683
1382.915    3.801    0.523    2.427    0.531
1383.593    3.749    0.726    2.587    0.695
1391.707    3.539    0.687    2.567    0.668
1393.055    3.772    0.744    2.677    0.723
1399.774    3.505    0.535    2.929    0.485
1405.126    3.236    0.765    2.694    0.592
1409.127    2.969    0.763    2.712    0.592
1409.793    3.125    0.677    3.026    0.582
1416.432    3.052    0.426    3.349    0.392
1418.418    3.173    0.461    2.911    0.448
1426.334    2.097    0.772    3.213    0.646
1428.306    2.029    0.767    2.853    0.637
1431.587    2.026    0.700    2.819    0.628
1432.897    1.939    0.667    2.853    0.563
1439.430    1.612    0.774    2.767    0.630
1442.686    1.499    0.714    3.022    0.594
1444.636    1.567    0.688    2.910    0.596
1447.231    1.843    0.746    2.750    0.612
1449.175    1.632    0.585    3.286    0.541
1457.568    0.678    0.492    3.191    0.434
1458.854    1.178    0.753    3.440    0.619
1465.272    0.417    0.694    3.312    0.582
1468.470    1.137    0.576    2.032    0.559
1470.386    0.849    0.549    1.927    0.558
1474.846    1.686    0.533    2.019    0.605
1479.926    1.071    0.545    2.103    0.600
1481.194    0.735    0.561    3.112    0.606
1483.093    0.997    0.442    2.528    0.541
1490.665    0.300    0.400    2.283    0.508
1495.692    0.278    0.429    2.100    0.598
1496.946    0.548    0.374    2.038    0.515
1501.952    1.022    0.437    1.582    0.533
1506.319    0.901    0.542    1.559    0.605
1508.187    1.014    0.438    1.458    0.515
1512.535   -0.488    0.350    2.617    0.453
1513.155   -0.382    0.336    2.497    0.456
1513.775    0.922    0.368    1.118    0.512
1520.578   -0.169    0.331    1.566    0.467
1521.812    0.364    0.431    1.073    0.555
1527.965    0.704    0.297    1.002    0.424
1532.869    0.561    0.277    1.431    0.377
1537.148    0.118    0.274    1.669    0.364
1543.240   -0.001    0.261    1.683    0.320
1552.333    0.222    0.302    1.344    0.364
1558.366    0.107    0.237    1.264    0.288
1563.775   -0.079    0.246    1.340    0.283
1574.538   -0.292    0.273    1.373    0.295
1577.515   -0.062    0.279    1.529    0.303
1588.185   -0.433    0.303    1.604    0.322
1591.136   -0.029    0.225    1.264    0.266
1602.886   -0.119    0.211    1.277    0.232
1604.056   -0.064    0.208    1.312    0.235
1617.454   -0.180    0.195    1.653    0.206
1618.034   -0.500    0.209    2.261    0.237
1632.467   -0.319    0.215    1.888    0.230
1646.203   -0.840    0.248    1.342    0.224
1647.343   -0.588    0.211    1.661    0.201
1661.521   -0.833    0.203    1.584    0.170
1674.459   -1.346    0.316    1.466    0.185
1676.139   -1.332    0.258    1.217    0.201
1691.740   -1.046    0.217    1.004    0.193
1701.694   -1.231    0.197    1.264    0.201
1702.245   -1.258    0.210    1.438    0.199
1717.063   -1.551    0.159    1.139    0.148
1729.586   -1.734    0.134    1.148    0.108
1732.837   -1.924    0.120    0.979    0.117
1749.542   -1.760    0.136    1.127    0.131
1755.966   -1.895    0.114    1.200    0.109
1756.500   -1.767    0.124    1.225    0.104
1771.924   -1.852    0.102    1.063    0.113
1783.009   -1.664    0.101    1.313    0.098
1788.263   -1.702    0.094    0.864    0.109
1806.015   -1.702    0.059    0.861    0.098
1809.129   -1.852    0.090    0.833    0.114
1834.877   -1.702    0.085    0.711    0.109
1860.269   -1.777    0.090    0.038    0.187
1885.319   -1.511    0.068   -0.184    0.080
1910.041   -1.399    0.066   -0.614    0.058
