   W                 E2-(pip_n)
 (MeV)      Re       DRe      Im       DIm
1128.906    3.114    0.764    0.009    0.002
1131.397    2.467    1.169    0.008    0.004
1137.187    3.371    0.467    0.013    0.002
1145.408    4.370    1.345    0.020    0.006
1153.571    3.029    0.585    0.019    0.004
1154.384    2.950    1.360    0.018    0.008
1159.250    4.009    0.935    0.028    0.006
1161.676    4.419    0.635    0.033    0.005
1169.725    4.018    0.579    0.036    0.005
1170.527    3.764    0.878    0.035    0.008
1177.719    4.154    0.599    0.045    0.006
1185.659    3.520    0.518    0.044    0.007
1187.240    3.023    0.730    0.039    0.010
1193.546    2.601    0.582    0.039    0.009
1199.819    4.920    0.662    0.082    0.011
1201.382    4.622    0.418    0.079    0.007
1203.722    4.958    0.643    0.089    0.012
1209.166    5.159    0.280    0.102    0.006
1216.901    5.265    0.244    0.120    0.006
1220.750    5.257    0.292    0.128    0.007
1224.587    5.037    0.245    0.132    0.006
1232.225    5.664    0.403    0.166    0.012
1236.027    5.763    0.503    0.180    0.016
1239.816    4.960    0.350    0.166    0.012
1240.573    5.341    0.385    0.181    0.013
1247.361    5.556    0.330    0.208    0.012
1251.866    5.841    0.491    0.236    0.020
1254.861    5.520    0.395    0.233    0.017
1258.594    6.287    0.378    0.282    0.017
1262.316    6.096    0.323    0.286    0.015
1268.248    6.087    0.474    0.312    0.024
1269.727    6.063    0.404    0.320    0.021
1276.360    6.696    0.458    0.384    0.026
1277.095    6.328    0.317    0.368    0.018
1283.690    7.043    0.527    0.452    0.034
1284.421    6.543    0.465    0.420    0.030
1291.705    5.975    0.355    0.428    0.025
1295.332    5.838    0.415    0.435    0.031
1298.949    5.758    0.446    0.453    0.035
1306.152    7.403    0.647    0.638    0.056
1313.316    6.071    0.439    0.574    0.042
1314.744    6.547    0.663    0.636    0.064
1320.441    6.635    0.962    0.687    0.100
1322.571    6.624    0.488    0.713    0.053
1327.528    6.634    0.890    0.761    0.102
1331.057    5.751    0.683    0.686    0.081
1336.684    6.104    0.617    0.786    0.079
1341.589    6.845    0.775    0.938    0.106
1348.565    5.509    0.660    0.825    0.099
1349.260    5.194    0.632    0.778    0.095
1350.650    5.438    0.656    0.835    0.101
1358.961    6.395    0.638    1.086    0.108
1364.473    5.859    0.624    1.059    0.113
1365.848    5.676    0.641    1.053    0.119
1376.113    6.518    0.601    1.371    0.126
1378.157    6.147    0.620    1.326    0.134
1382.915    6.270    0.459    1.443    0.106
1383.593    6.286    0.635    1.465    0.148
1391.707    6.248    0.588    1.614    0.152
1393.055    6.964    0.636    1.824    0.167
1399.774    6.479    0.472    1.859    0.135
1405.126    6.457    0.664    1.981    0.204
1409.127    6.616    0.635    2.143    0.206
1409.793    7.266    0.516    2.385    0.170
1416.432    6.466    0.370    2.308    0.132
1418.418    6.613    0.398    2.428    0.146
1426.334    6.942    0.594    2.861    0.245
1428.306    6.734    0.591    2.859    0.251
1431.587    6.628    0.483    2.990    0.218
1432.897    6.538    0.515    2.996    0.236
1439.430    6.639    0.546    3.343    0.275
1442.686    6.681    0.523    3.592    0.281
1444.636    6.428    0.493    3.573    0.274
1447.231    6.594    0.484    3.792    0.278
1449.175    6.254    0.435    3.724    0.259
1457.568    6.158    0.306    4.325    0.215
1458.854    6.213    0.508    4.448    0.364
1465.272    5.695    0.413    4.601    0.334
1468.470    6.242    0.341    5.375    0.294
1470.386    6.093    0.321    5.484    0.289
1474.846    6.380    0.412    6.450    0.417
1479.926    5.330    0.297    6.114    0.341
1481.194    5.004    0.312    5.894    0.368
1483.093    4.764    0.282    5.928    0.351
1490.665    4.086    0.242    6.482    0.384
1495.692    3.354    0.231    6.353    0.438
1496.946    3.279    0.207    6.455    0.407
1501.952    3.055    0.141    7.423    0.343
1506.319    2.567    0.142    7.596    0.419
1508.187    2.143    0.115    7.089    0.379
1512.535    1.586    0.068    7.304    0.312
1513.155    1.620    0.068    7.460    0.312
1513.775    1.504    0.062    7.484    0.306
1520.578    0.665    0.022    7.066    0.238
1521.812    0.554    0.034    6.930    0.431
1527.965    0.005    0.000    6.216    0.239
1532.869   -0.337    0.015    5.994    0.263
1537.148   -0.614    0.024    6.369    0.254
1543.240   -0.831    0.032    5.668    0.221
1552.333   -1.029    0.054    5.150    0.270
1558.366   -0.983    0.037    4.437    0.169
