   W                 E1+(pip_n)
 (MeV)      Re       DRe      Im       DIm
1128.906    2.932    0.319    0.042    0.417
1131.397    2.534    0.650   -0.080    0.478
1137.187    2.693    0.139   -0.040    0.298
1145.408    2.865    0.299    0.310    1.292
1153.571    2.966    0.180    0.397    0.261
1154.384    1.990    0.657    0.332    0.302
1159.250    3.768    0.275    0.471    0.361
1161.676    2.859    0.162    0.319    0.260
1169.725    2.731    0.124    0.698    0.231
1170.527    2.856    0.261    0.753    0.310
1177.719    2.829    0.100    0.216    0.219
1185.659    2.768    0.086    0.560    0.172
1187.240    2.610    0.150    0.372    0.227
1193.546    2.402    0.129    0.459    0.214
1199.819    2.393    0.192    0.767    0.220
1201.382    2.209    0.120    0.584    0.161
1203.722    2.297    0.206    0.440    0.228
1209.166    2.211    0.150    0.565    0.179
1216.901    1.968    0.127    0.538    0.120
1220.750    1.548    0.193    0.406    0.169
1224.587    1.577    0.169    0.553    0.158
1232.225    1.346    0.158    0.480    0.130
1236.027    1.567    0.235    0.070    0.246
1239.816    1.989    0.153   -0.297    0.162
1240.573    2.118    0.183   -0.462    0.212
1247.361    1.984    0.147   -0.275    0.145
1251.866    1.901    0.260   -0.544    0.297
1254.861    1.995    0.202   -0.275    0.229
1258.594    1.225    0.230   -0.062    0.214
1262.316    1.652    0.179   -0.031    0.166
1268.248    1.921    0.259   -0.591    0.300
1269.727    2.126    0.202   -0.279    0.244
1276.360    1.917    0.214   -0.168    0.215
1277.095    1.680    0.150   -0.426    0.176
1283.690    1.405    0.262   -0.446    0.284
1284.421    1.777    0.210   -0.433    0.245
1291.705    1.745    0.153   -0.224    0.242
1295.332    1.625    0.187   -0.284    0.283
1298.949    1.819    0.193   -0.298    0.309
1306.152    1.636    0.335    0.218    0.535
1313.316    1.529    0.187   -0.067    0.361
1314.744    1.866    0.329    0.168    0.456
1320.441    2.127    0.408    0.291    0.566
1322.571    1.595    0.223    0.066    0.433
1327.528    2.407    0.318    0.007    0.688
1331.057    1.985    0.261    0.008    0.541
1336.684    2.037    0.235   -0.033    0.537
1341.589    2.151    0.282   -0.127    0.717
1348.565    2.008    0.211   -0.433    0.478
1349.260    2.280    0.228   -0.529    0.455
1350.650    1.902    0.201   -0.508    0.509
1358.961    2.080    0.221   -0.973    0.569
1364.473    1.728    0.226   -0.723    0.508
1365.848    2.083    0.232   -0.709    0.546
1376.113    2.384    0.213   -1.375    0.502
1378.157    1.804    0.245   -0.828    0.515
1382.915    1.886    0.212   -0.422    0.383
1383.593    2.113    0.304   -0.921    0.556
1391.707    1.924    0.259   -0.748    0.534
1393.055    2.091    0.298   -1.176    0.588
1399.774    1.951    0.190   -0.802    0.318
1405.126    1.924    0.329   -0.513    0.389
1409.127    1.948    0.350   -0.506    0.392
1409.793    2.047    0.229   -0.692    0.386
1416.432    1.725    0.179    0.344    0.295
1418.418    2.201    0.146   -0.445    0.289
1426.334    1.982    0.343   -0.403    0.409
