   W                 E2+(pip_n)
 (MeV)      Re       DRe      Im       DIm
1128.906    0.556    0.129    0.000    0.000
1131.397    0.389    0.214    0.000    0.000
1137.187    0.675    0.061    0.001    0.000
1145.408    0.762    0.316    0.001    0.001
1153.571    0.582    0.097    0.001    0.000
1154.384    0.602    0.202    0.001    0.000
1159.250    0.314    0.117    0.000    0.000
1161.676    0.592    0.058    0.001    0.000
1169.725    0.635    0.039    0.002    0.000
1170.527    0.577    0.135    0.002    0.000
1177.719    0.691    0.042    0.002    0.000
1185.659    0.706    0.026    0.003    0.000
1187.240    0.690    0.092    0.003    0.000
1193.546    0.735    0.044    0.003    0.000
1199.819    0.839    0.086    0.003    0.000
1201.382    0.638    0.036    0.003    0.000
1203.722    0.453    0.110    0.002    0.000
1209.166    0.780    0.056    0.004    0.000
1216.901    0.794    0.043    0.004    0.000
1220.750    0.917    0.092    0.005    0.000
1224.587    0.749    0.071    0.005    0.000
1232.225    0.764    0.055    0.005    0.000
1236.027    0.852    0.123    0.006    0.001
1239.816    0.889    0.058    0.007    0.000
1240.573    0.786    0.089    0.006    0.001
1247.361    0.774    0.045    0.006    0.000
1251.866    0.944    0.140    0.007    0.001
1254.861    0.888    0.070    0.008    0.001
1258.594    1.105    0.089    0.010    0.001
1262.316    0.939    0.050    0.008    0.000
1268.248    1.015    0.140    0.010    0.001
1269.727    0.934    0.065    0.010    0.001
1276.360    0.691    0.093    0.007    0.001
1277.095    0.786    0.042    0.008    0.000
1283.690    0.864    0.137    0.010    0.002
1284.421    0.628    0.079    0.007    0.001
1291.705    0.819    0.045    0.010    0.001
1295.332    0.919    0.070    0.011    0.001
1298.949    0.876    0.061    0.011    0.001
1306.152    1.040    0.140    0.014    0.002
1313.316    0.859    0.080    0.012    0.001
1314.744    0.810    0.145    0.012    0.002
1320.441    0.724    0.184    0.010    0.003
1322.571    1.001    0.085    0.016    0.001
1327.528    0.769    0.110    0.012    0.002
1331.057    0.726    0.101    0.011    0.002
1336.684    0.829    0.070    0.014    0.001
1341.589    0.894    0.073    0.015    0.001
1348.565    0.752    0.091    0.014    0.002
1349.260    0.639    0.101    0.012    0.002
1350.650    0.824    0.097    0.015    0.002
1358.961    0.756    0.174    0.015    0.004
1364.473    0.711    0.143    0.014    0.003
1365.848    0.574    0.181    0.012    0.004
1376.113    0.570    0.171    0.012    0.004
1378.157    0.594    0.145    0.014    0.003
1382.915    0.711    0.123    0.017    0.003
1383.593    0.479    0.204    0.011    0.005
1391.707    0.597    0.157    0.015    0.004
1393.055    0.430    0.216    0.011    0.005
1399.774    0.576    0.132    0.015    0.003
1405.126    0.615    0.186    0.017    0.005
1409.127    0.710    0.162    0.020    0.005
1409.793    0.737    0.152    0.021    0.004
1416.432    1.041    0.090    0.031    0.003
1418.418    0.868    0.077    0.026    0.002
1426.334    0.698    0.212    0.023    0.007
1428.306    0.789    0.178    0.026    0.006
1431.587    0.710    0.148    0.023    0.005
1432.897    0.570    0.163    0.020    0.006
1439.430    0.784    0.187    0.028    0.007
1442.686    0.886    0.165    0.032    0.006
1444.636    0.884    0.143    0.032    0.005
1447.231    1.292    0.169    0.049    0.006
1449.175    1.094    0.160    0.041    0.006
1457.568    0.996    0.110    0.041    0.004
1458.854    1.109    0.204    0.045    0.008
1465.272    0.873    0.144    0.037    0.006
1468.470    1.192    0.164    0.053    0.007
1470.386    1.013    0.127    0.045    0.006
1474.846    1.042    0.136    0.048    0.006
1479.926    1.056    0.172    0.051    0.008
1481.194    1.167    0.123    0.056    0.006
1483.093    0.891    0.104    0.044    0.005
1490.665    0.685    0.141    0.036    0.007
1495.692    0.769    0.107    0.042    0.006
1496.946    0.651    0.113    0.036    0.006
1501.952    0.988    0.106    0.056    0.006
1506.319    1.011    0.142    0.061    0.009
1508.187    0.844    0.118    0.051    0.007
1512.535    1.002    0.115    0.064    0.007
1513.155    0.909    0.103    0.058    0.007
1513.775    0.815    0.097    0.052    0.006
1520.578    0.816    0.094    0.055    0.006
1521.812    1.003    0.115    0.068    0.008
1527.965    0.609    0.064    0.044    0.005
1532.869    0.598    0.063    0.045    0.005
1537.148    0.601    0.072    0.046    0.006
1543.240    0.541    0.084    0.044    0.007
1552.333    0.632    0.108    0.055    0.009
1558.366    0.388    0.040    0.036    0.004
1563.775    0.402    0.052    0.039    0.005
1574.538    0.628    0.106    0.067    0.011
1577.515    0.436    0.111    0.048    0.012
1588.185    0.423    0.090    0.050    0.011
1591.136    0.551    0.058    0.066    0.007
1602.886    0.585    0.053    0.075    0.007
1604.056    0.592    0.052    0.076    0.007
1617.454    0.597    0.040    0.080    0.005
1618.034    0.700    0.062    0.094    0.008
1632.467    0.641    0.090    0.080    0.011
1646.203    0.457    0.100    0.044    0.010
1647.343    0.622    0.088    0.057    0.008
1661.521    0.585    0.086    0.016    0.002
1674.459    0.603    0.092   -0.019    0.003
1676.139    0.581    0.088   -0.024    0.004
1691.740    0.572    0.054   -0.062    0.006
1701.694    0.601    0.046   -0.082    0.006
1702.245    0.628    0.031   -0.085    0.004
1717.063    0.586    0.031   -0.094    0.005
1729.586    0.463    0.016   -0.078    0.003
1732.837    0.408    0.015   -0.068    0.003
1749.542    0.657    0.023   -0.110    0.004
1755.966    0.508    0.019   -0.085    0.003
1756.500    0.505    0.015   -0.084    0.002
1771.924    0.719    0.023   -0.115    0.004
1783.009    0.584    0.012   -0.090    0.002
1788.263    0.682    0.021   -0.104    0.003
1806.015    0.554    0.017   -0.080    0.002
1809.129    0.607    0.015   -0.088    0.002
1834.877    0.653    0.011   -0.087    0.001
1860.269    0.669    0.010   -0.083    0.001
1885.319    0.642    0.008   -0.075    0.001
1910.041    0.637    0.009   -0.072    0.001
