   W                 M2-(pip_n)
 (MeV)      Re       DRe      Im       DIm
1364.473    1.773    0.268    0.396    0.060
1365.848    1.210    0.158    0.277    0.036
1376.113    1.470    0.229    0.384    0.060
1378.157    1.881    0.289    0.505    0.078
1382.915    1.365    0.123    0.391    0.035
1383.593    1.964    0.368    0.571    0.107
1391.707    1.840    0.276    0.596    0.089
1393.055    2.233    0.404    0.733    0.133
1399.774    1.547    0.182    0.558    0.066
1405.126    1.916    0.403    0.742    0.156
1409.127    1.830    0.299    0.750    0.122
1409.793    1.837    0.432    0.765    0.180
1416.432    1.421    0.162    0.645    0.074
1418.418    1.565    0.200    0.732    0.094
1426.334    1.822    0.484    0.963    0.256
1428.306    1.728    0.354    0.942    0.193
1431.587    1.879    0.372    1.092    0.216
1432.897    2.197    0.288    1.298    0.170
1439.430    1.722    0.349    1.127    0.228
1442.686    2.810    0.186    1.974    0.131
1444.636    2.369    0.293    1.727    0.213
1447.231    1.845    0.264    1.394    0.200
1449.175    2.212    0.298    1.738    0.234
1457.568    2.044    0.171    1.934    0.162
1458.854    2.774    0.226    2.683    0.218
1465.272    2.265    0.161    2.527    0.179
1468.470    1.985    0.160    2.390    0.193
1470.386    2.082    0.171    2.649    0.218
1474.846    2.159    0.175    3.184    0.258
1479.926    1.678    0.118    2.936    0.206
1481.194    1.787    0.116    3.245    0.210
1483.093    1.740    0.093    3.420    0.182
1490.665    1.391    0.061    4.058    0.179
1495.692    0.982    0.056    4.096    0.232
1496.946    0.930    0.048    4.245    0.219
1501.952    0.454    0.027    3.902    0.230
1506.319    0.149    0.008    4.414    0.243
1508.187   -0.031    0.002    4.021    0.203
1512.535   -0.455    0.024    4.019    0.208
1513.155   -0.457    0.024    4.041    0.209
1513.775   -0.527    0.029    3.923    0.218
1520.578   -1.032    0.052    3.623    0.182
1521.812   -1.210    0.072    3.942    0.235
1527.965   -1.411    0.061    3.194    0.138
1532.869   -1.546    0.080    2.772    0.143
1537.148   -1.863    0.095    2.847    0.145
1543.240   -2.020    0.112    2.504    0.138
1552.333   -2.295    0.192    2.173    0.182
1558.366   -1.735    0.097    1.396    0.078
1563.775   -2.027    0.141    1.396    0.097
1574.538   -1.730    0.153    0.898    0.079
1577.515   -2.035    0.156    0.977    0.075
1588.185   -1.515    0.128    0.550    0.046
1591.136   -1.762    0.159    0.584    0.053
1602.886   -1.302    0.139    0.280    0.030
1604.056   -1.601    0.133    0.330    0.027
1617.454   -1.318    0.079    0.122    0.007
1618.034   -1.278    0.129    0.108    0.011
1632.467   -1.367    0.136   -0.038    0.004
1646.203   -0.642    0.137   -0.087    0.019
1647.343   -1.175    0.128   -0.167    0.018
1661.521   -1.002    0.113   -0.250    0.028
1674.459   -0.755    0.244   -0.249    0.080
1676.139   -0.953    0.158   -0.324    0.054
1691.740   -0.653    0.138   -0.279    0.059
1701.694   -0.873    0.101   -0.405    0.047
1702.245   -0.646    0.115   -0.300    0.053
1717.063   -0.782    0.068   -0.381    0.033
1729.586   -0.712    0.054   -0.334    0.025
1732.837   -0.761    0.055   -0.353    0.025
1749.542   -0.763    0.049   -0.295    0.019
1755.966   -0.634    0.043   -0.217    0.015
1756.500   -0.731    0.041   -0.246    0.014
1771.924   -0.610    0.044   -0.135    0.010
1783.009   -0.768    0.027   -0.096    0.003
1788.263   -0.569    0.041   -0.047    0.003
1806.015   -0.365    0.029    0.022    0.002
1809.129   -0.679    0.033    0.057    0.003
1834.877   -0.642    0.039    0.160    0.010
1860.269   -0.434    0.037    0.153    0.013
1885.319   -0.265    0.034    0.106    0.014
1910.041   -0.088    0.030    0.037    0.013
