   W                 M1+(pip_n)
 (MeV)      Re       DRe      Im       DIm
1128.906   -8.282    0.930   -2.395    0.602
1131.397   -8.067    1.345   -2.252    0.831
1137.187   -9.654    0.576   -2.496    0.463
1145.408  -10.444    1.231   -2.234    1.025
1153.571  -11.886    0.567   -3.924    0.544
1154.384  -13.287    1.237   -3.948    1.038
1159.250  -12.080    0.875   -3.518    0.705
1161.676  -12.881    0.563   -3.735    0.560
1169.725  -13.954    0.482   -5.486    0.574
1170.527  -13.597    0.822   -5.297    0.835
1177.719  -14.315    0.506   -6.713    0.596
1185.659  -15.211    0.375   -9.548    0.644
1187.240  -15.078    0.544   -9.017    0.857
1193.546  -14.920    0.447  -11.407    0.920
1199.819  -12.446    0.805  -14.738    0.828
1201.382  -11.830    0.438  -15.695    0.434
1203.722  -11.160    0.803  -17.057    0.557
1209.166  -10.492    0.558  -16.825    0.502
1216.901   -7.210    0.557  -17.944    0.309
1220.750   -6.432    0.675  -18.081    0.301
1224.587   -4.587    0.599  -18.610    0.235
1232.225   -2.031    0.466  -18.111    0.221
1236.027   -1.918    0.736  -17.603    0.343
1239.816   -0.312    0.420  -16.804    0.208
1240.573   -0.202    0.714  -16.357    0.272
1247.361    2.662    0.414  -15.154    0.294
1251.866    2.993    1.055  -14.975    0.530
1254.861    3.028    0.537  -13.864    0.356
1258.594    2.611    0.495  -12.526    0.406
1262.316    3.230    0.369  -11.896    0.346
1268.248    4.219    0.685  -11.962    0.592
1269.727    4.338    0.373  -11.082    0.465
1276.360    4.287    0.477   -8.735    0.383
1277.095    4.039    0.314   -9.020    0.292
1283.690    3.891    0.617   -8.143    0.476
1284.421    4.382    0.450   -8.349    0.379
1291.705    4.375    0.363   -7.022    0.316
1295.332    4.020    0.432   -6.576    0.362
1298.949    4.117    0.484   -6.540    0.396
1306.152    4.128    0.824   -5.699    0.649
1313.316    3.909    0.480   -4.668    0.381
1314.744    4.309    0.691   -4.483    0.475
1320.441    4.419    0.961   -4.213    0.584
1322.571    3.902    0.638   -4.009    0.452
1327.528    3.929    0.913   -4.813    0.662
1331.057    3.472    0.656   -3.591    0.489
1336.684    3.499    0.664   -3.552    0.497
1341.589    3.547    0.918   -3.738    0.662
1348.565    2.458    0.615   -3.579    0.483
1349.260    2.487    0.584   -3.493    0.464
1350.650    2.266    0.582   -3.602    0.496
1358.961    3.098    0.646   -2.751    0.469
1364.473    2.604    0.611   -2.418    0.434
1365.848    3.145    0.628   -2.442    0.440
1376.113    2.827    0.634   -2.658    0.445
1378.157    2.278    0.581   -2.165    0.421
1382.915    2.366    0.513   -1.914    0.336
1383.593    2.352    0.632   -2.219    0.426
1391.707    2.071    0.576   -2.063    0.416
1393.055    2.058    0.641   -2.352    0.441
1399.774    1.913    0.530   -1.673    0.311
1405.126    1.687    0.650   -1.519    0.382
1409.127    1.772    0.632   -1.489    0.380
1409.793    1.847    0.699   -1.686    0.388
1416.432    1.510    0.415   -1.891    0.264
1418.418    0.879    0.447   -1.064    0.301
1426.334    1.354    0.731   -0.621    0.465
1428.306    1.249    0.658   -0.402    0.429
1431.587    0.997    0.591   -0.455    0.424
1432.897    0.701    0.504   -0.672    0.373
1439.430    0.927    0.666   -0.449    0.458
1442.686   -0.362    0.449   -1.147    0.382
1444.636   -0.050    0.491   -0.905    0.366
1447.231    0.567    0.657   -0.379    0.434
1449.175    0.532    0.457   -0.887    0.345
1457.568    0.154    0.389   -1.359    0.287
1458.854    0.323    0.547   -1.077    0.470
1465.272    0.270    0.381   -1.051    0.395
1468.470   -0.178    0.463   -0.319    0.438
1470.386   -0.330    0.355   -0.615    0.368
1474.846   -0.713    0.412   -0.631    0.397
1479.926   -0.134    0.373   -0.291    0.471
1481.194    0.205    0.305   -0.730    0.399
1483.093   -0.047    0.271   -0.808    0.309
1490.665    0.056    0.293   -1.375    0.353
1495.692    0.052    0.230   -1.385    0.338
1496.946    0.068    0.219   -0.921    0.256
1501.952   -0.784    0.267   -0.751    0.401
1506.319   -0.524    0.247   -0.712    0.384
1508.187   -0.486    0.224   -0.630    0.339
1512.535    0.755    0.182   -0.523    0.271
1513.155    0.710    0.181   -0.303    0.391
1513.775   -0.493    0.226   -0.466    0.430
1520.578    0.303    0.192   -0.460    0.268
1521.812   -0.059    0.267    0.155    0.491
1527.965   -0.282    0.184    0.057    0.239
1532.869   -0.870    0.206   -0.116    0.223
1537.148   -0.640    0.195    0.258    0.231
1543.240   -0.405    0.182   -0.028    0.257
1552.333   -0.726    0.216   -0.065    0.303
1558.366   -0.826    0.156    0.476    0.178
1563.775   -1.062    0.182    0.015    0.225
1574.538   -0.752    0.241    0.259    0.240
1577.515   -1.027    0.241   -0.009    0.235
1588.185   -1.194    0.202    0.275    0.251
1591.136   -0.892    0.180   -0.150    0.217
1602.886   -0.945    0.173   -0.064    0.199
1604.056   -0.899    0.163   -0.172    0.191
1617.454   -0.844    0.150   -0.550    0.155
1618.034   -0.859    0.184   -0.401    0.187
1632.467   -0.961    0.171   -0.158    0.167
1646.203   -1.412    0.186   -0.484    0.118
1647.343   -1.060    0.161   -0.223    0.114
1661.521   -0.948    0.156   -0.380    0.098
1674.459   -1.386    0.271   -0.659    0.140
1676.139   -1.175    0.195   -0.382    0.155
1691.740   -0.895    0.171   -0.365    0.161
1701.694   -0.981    0.161   -0.005    0.138
1702.245   -0.585    0.151   -0.025    0.124
1717.063   -0.930    0.127    0.247    0.098
1729.586   -0.846    0.101   -0.164    0.078
1732.837   -1.285    0.106    0.053    0.080
1749.542   -0.843    0.098    0.062    0.089
1755.966   -1.050    0.088   -0.166    0.072
1756.500   -0.890    0.073   -0.298    0.073
1771.924   -0.753    0.087   -0.056    0.081
1783.009   -0.934    0.051   -0.433    0.067
1788.263   -0.784    0.082   -0.014    0.081
1806.015   -0.390    0.050   -0.286    0.069
1809.129   -0.778    0.046    0.081    0.098
1834.877   -0.622    0.036    0.097    0.102
1860.269   -0.585    0.048    0.673    0.092
1885.319   -0.756    0.048    0.637    0.048
1910.041   -0.965    0.048    0.494    0.045
