   W          E1+(pi0_p)
 (MeV)       Re        Im
 1074.00   -0.01267   0.00008
 1075.00   -0.01940   0.00009
 1076.00   -0.02447   0.00007
 1077.00   -0.02877   0.00003
 1078.00   -0.03260  -0.00002
 1079.00   -0.03612  -0.00007
 1080.00   -0.04174  -0.00080
 1081.00   -0.04590  -0.00163
 1082.00   -0.05082  -0.00257
 1083.00   -0.05641  -0.00362
 1084.00   -0.06196  -0.00480
 1085.00   -0.06705  -0.00609
 1086.00   -0.07163  -0.00750
 1087.00   -0.07588  -0.00905
 1088.00   -0.08004  -0.01074
 1089.00   -0.08428  -0.01260
 1090.00   -0.08875  -0.01463
 1091.00   -0.09350  -0.01687
 1092.00   -0.09850  -0.01929
 1093.00   -0.10371  -0.02191
 1094.00   -0.10908  -0.02473
 1095.00   -0.11456  -0.02773
 1096.00   -0.12011  -0.03091
 1097.00   -0.12570  -0.03427
 1098.00   -0.13129  -0.03779
 1099.00   -0.13688  -0.04148
 1100.00   -0.14242  -0.04533
 1101.00   -0.14792  -0.04933
 1102.00   -0.15338  -0.05348
 1103.00   -0.15880  -0.05779
 1104.00   -0.16421  -0.06227
 1105.00   -0.16960  -0.06690
 1106.00   -0.17499  -0.07171
 1107.00   -0.18038  -0.07670
 1108.00   -0.18577  -0.08186
 1109.00   -0.19117  -0.08721
 1110.00   -0.19657  -0.09275
 1111.00   -0.20198  -0.09849
 1112.00   -0.20738  -0.10442
 1113.00   -0.21277  -0.11055
 1114.00   -0.21814  -0.11687
 1115.00   -0.22348  -0.12339
 1116.00   -0.22878  -0.13011
 1117.00   -0.23403  -0.13702
 1118.00   -0.23923  -0.14413
 1119.00   -0.24436  -0.15144
 1120.00   -0.24942  -0.15894
 1121.00   -0.25439  -0.16663
 1122.00   -0.25929  -0.17452
 1123.00   -0.26410  -0.18262
 1124.00   -0.26883  -0.19092
 1125.00   -0.27348  -0.19943
 1126.00   -0.27803  -0.20816
 1127.00   -0.28249  -0.21712
 1128.00   -0.28686  -0.22629
 1129.00   -0.29113  -0.23570
 1130.00   -0.29529  -0.24535
 1131.00   -0.29935  -0.25523
 1132.00   -0.30328  -0.26535
 1133.00   -0.30709  -0.27571
 1134.00   -0.31077  -0.28631
 1135.00   -0.31429  -0.29716
 1136.00   -0.31766  -0.30825
 1137.00   -0.32086  -0.31959
 1138.00   -0.32389  -0.33117
 1139.00   -0.32673  -0.34300
 1140.00   -0.32936  -0.35508
 1141.00   -0.33179  -0.36740
 1142.00   -0.33400  -0.37997
 1143.00   -0.33598  -0.39279
 1144.00   -0.33772  -0.40587
 1145.00   -0.33922  -0.41921
 1146.00   -0.34047  -0.43281
 1147.00   -0.34144  -0.44667
 1148.00   -0.34214  -0.46080
 1149.00   -0.34254  -0.47519
 1150.00   -0.34264  -0.48986
 1151.00   -0.34243  -0.50478
 1152.00   -0.34187  -0.51998
 1153.00   -0.34097  -0.53543
 1154.00   -0.33970  -0.55114
 1155.00   -0.33804  -0.56711
 1156.00   -0.33597  -0.58332
 1157.00   -0.33348  -0.59976
 1158.00   -0.33055  -0.61644
 1159.00   -0.32715  -0.63334
 1160.00   -0.32328  -0.65045
 1161.00   -0.31890  -0.66777
 1162.00   -0.31400  -0.68528
 1163.00   -0.30856  -0.70298
 1164.00   -0.30256  -0.72086
 1165.00   -0.29597  -0.73891
 1166.00   -0.28879  -0.75710
 1167.00   -0.28097  -0.77544
 1168.00   -0.27252  -0.79391
 1169.00   -0.26339  -0.81248
 1170.00   -0.25987  -0.83079
 1171.00   -0.24794  -0.85040
 1172.00   -0.23552  -0.86983
 1173.00   -0.22261  -0.88908
