   W          E2+(pi0_p)
 (MeV)       Re        Im
 1074.00   -0.00002   0.00000
 1075.00   -0.00004   0.00000
 1076.00   -0.00007   0.00000
 1077.00   -0.00009   0.00000
 1078.00   -0.00012   0.00000
 1079.00   -0.00015   0.00000
 1080.00   -0.00017   0.00000
 1081.00   -0.00020   0.00000
 1082.00   -0.00022   0.00000
 1083.00   -0.00025   0.00000
 1084.00   -0.00028   0.00000
 1085.00   -0.00030   0.00000
 1086.00   -0.00033   0.00000
 1087.00   -0.00036   0.00000
 1088.00   -0.00038   0.00000
 1089.00   -0.00041   0.00000
 1090.00   -0.00044   0.00000
 1091.00   -0.00047   0.00000
 1092.00   -0.00049   0.00000
 1093.00   -0.00052   0.00000
 1094.00   -0.00055   0.00000
 1095.00   -0.00058   0.00001
 1096.00   -0.00061   0.00001
 1097.00   -0.00064   0.00001
 1098.00   -0.00067   0.00002
 1099.00   -0.00070   0.00002
 1100.00   -0.00073   0.00003
 1101.00   -0.00076   0.00004
 1102.00   -0.00079   0.00004
 1103.00   -0.00082   0.00005
 1104.00   -0.00085   0.00006
 1105.00   -0.00088   0.00008
 1106.00   -0.00091   0.00009
 1107.00   -0.00095   0.00010
 1108.00   -0.00098   0.00011
 1109.00   -0.00101   0.00013
 1110.00   -0.00104   0.00014
 1111.00   -0.00108   0.00015
 1112.00   -0.00111   0.00017
 1113.00   -0.00115   0.00018
 1114.00   -0.00118   0.00020
 1115.00   -0.00121   0.00021
 1116.00   -0.00125   0.00022
 1117.00   -0.00128   0.00024
 1118.00   -0.00132   0.00025
 1119.00   -0.00136   0.00027
 1120.00   -0.00139   0.00029
 1121.00   -0.00143   0.00031
 1122.00   -0.00147   0.00032
 1123.00   -0.00150   0.00034
 1124.00   -0.00154   0.00036
 1125.00   -0.00158   0.00039
 1126.00   -0.00162   0.00041
 1127.00   -0.00166   0.00043
 1128.00   -0.00170   0.00045
 1129.00   -0.00174   0.00048
 1130.00   -0.00178   0.00050
 1131.00   -0.00182   0.00053
 1132.00   -0.00186   0.00056
 1133.00   -0.00190   0.00058
 1134.00   -0.00194   0.00061
 1135.00   -0.00198   0.00064
 1136.00   -0.00203   0.00067
 1137.00   -0.00207   0.00070
 1138.00   -0.00211   0.00073
 1139.00   -0.00216   0.00076
 1140.00   -0.00220   0.00079
 1141.00   -0.00225   0.00083
 1142.00   -0.00229   0.00086
 1143.00   -0.00234   0.00089
 1144.00   -0.00238   0.00093
 1145.00   -0.00243   0.00097
 1146.00   -0.00247   0.00100
 1147.00   -0.00252   0.00104
 1148.00   -0.00257   0.00108
 1149.00   -0.00262   0.00112
 1150.00   -0.00266   0.00116
 1151.00   -0.00271   0.00120
 1152.00   -0.00276   0.00124
 1153.00   -0.00281   0.00128
 1154.00   -0.00286   0.00132
 1155.00   -0.00291   0.00137
 1156.00   -0.00296   0.00141
