   W          M2-(pi0_p)
 (MeV)       Re        Im
 1074.00    0.00046   0.00000
 1075.00    0.00108   0.00000
 1076.00    0.00171   0.00000
 1077.00    0.00234   0.00001
 1078.00    0.00299   0.00001
 1079.00    0.00366   0.00001
 1080.00    0.00433   0.00001
 1081.00    0.00502   0.00002
 1082.00    0.00572   0.00002
 1083.00    0.00643   0.00002
 1084.00    0.00716   0.00002
 1085.00    0.00789   0.00003
 1086.00    0.00864   0.00003
 1087.00    0.00941   0.00003
 1088.00    0.01018   0.00004
 1089.00    0.01097   0.00004
 1090.00    0.01177   0.00005
 1091.00    0.01259   0.00005
 1092.00    0.01342   0.00006
 1093.00    0.01426   0.00006
 1094.00    0.01511   0.00007
 1095.00    0.01598   0.00007
 1096.00    0.01686   0.00008
 1097.00    0.01776   0.00008
 1098.00    0.01867   0.00009
 1099.00    0.01959   0.00010
 1100.00    0.02053   0.00010
 1101.00    0.02148   0.00011
 1102.00    0.02245   0.00012
 1103.00    0.02343   0.00013
 1104.00    0.02443   0.00013
 1105.00    0.02544   0.00014
 1106.00    0.02646   0.00015
 1107.00    0.02750   0.00016
 1108.00    0.02856   0.00017
 1109.00    0.02963   0.00018
 1110.00    0.03071   0.00019
 1111.00    0.03181   0.00020
 1112.00    0.03292   0.00021
 1113.00    0.03405   0.00023
 1114.00    0.03520   0.00024
 1115.00    0.03636   0.00025
 1116.00    0.03753   0.00027
 1117.00    0.03872   0.00028
 1118.00    0.03993   0.00029
 1119.00    0.04115   0.00031
 1120.00    0.04239   0.00032
 1121.00    0.04365   0.00034
 1122.00    0.04492   0.00036
 1123.00    0.04620   0.00037
 1124.00    0.04750   0.00039
 1125.00    0.04882   0.00041
 1126.00    0.05016   0.00043
 1127.00    0.05151   0.00045
 1128.00    0.05288   0.00047
 1129.00    0.05426   0.00049
 1130.00    0.05566   0.00051
 1131.00    0.05708   0.00054
 1132.00    0.05851   0.00056
 1133.00    0.05996   0.00059
 1134.00    0.06143   0.00061
 1135.00    0.06291   0.00064
 1136.00    0.06441   0.00066
 1137.00    0.06593   0.00069
 1138.00    0.06747   0.00072
 1139.00    0.06902   0.00075
 1140.00    0.07059   0.00078
 1141.00    0.07218   0.00081
 1142.00    0.07378   0.00085
 1143.00    0.07540   0.00088
 1144.00    0.07704   0.00091
 1145.00    0.07870   0.00095
 1146.00    0.08037   0.00099
 1147.00    0.08206   0.00102
 1148.00    0.08377   0.00106
 1149.00    0.08550   0.00110
 1150.00    0.08725   0.00114
 1151.00    0.08901   0.00119
 1152.00    0.09079   0.00123
 1153.00    0.09259   0.00128
 1154.00    0.09441   0.00132
 1155.00    0.09625   0.00137
 1156.00    0.09810   0.00142
 1157.00    0.09997   0.00147
 1158.00    0.10186   0.00152
 1159.00    0.10377   0.00158
 1160.00    0.10570   0.00163
 1161.00    0.10765   0.00169
 1162.00    0.10961   0.00174
 1163.00    0.11159   0.00180
 1164.00    0.11360   0.00187
 1165.00    0.11562   0.00193
 1166.00    0.11766   0.00199
 1167.00    0.11972   0.00206
 1168.00    0.12179   0.00213
 1169.00    0.12389   0.00220
 1170.00    0.12601   0.00227
 1171.00    0.12814   0.00234
 1172.00    0.13030   0.00242
 1173.00    0.13247   0.00250
 1174.00    0.13466   0.00257
 1175.00    0.13687   0.00266
 1176.00    0.13910   0.00274
 1177.00    0.14135   0.00283
 1178.00    0.14362   0.00291
 1179.00    0.14591   0.00300
 1180.00    0.14822   0.00310
 1181.00    0.15055   0.00319
 1182.00    0.15290   0.00329
 1183.00    0.15527   0.00339
 1184.00    0.15766   0.00349
 1185.00    0.16006   0.00359
 1186.00    0.16249   0.00370
 1187.00    0.16494   0.00381
 1188.00    0.16741   0.00392
 1189.00    0.16990   0.00404
 1190.00    0.17240   0.00415
 1191.00    0.17493   0.00427
 1192.00    0.17748   0.00440
 1193.00    0.18005   0.00452
 1194.00    0.18264   0.00465
 1195.00    0.18525   0.00478
 1196.00    0.18788   0.00492
 1197.00    0.19053   0.00506
 1198.00    0.19320   0.00520
 1199.00    0.19589   0.00534
 1200.00    0.19861   0.00549
 1201.00    0.20134   0.00564
 1202.00    0.20409   0.00580
 1203.00    0.20687   0.00595
 1204.00    0.20966   0.00611
 1205.00    0.21248   0.00628
 1206.00    0.21532   0.00645
 1207.00    0.21818   0.00662
 1208.00    0.22106   0.00680
 1209.00    0.22396   0.00698
 1210.00    0.22688   0.00716
 1211.00    0.22983   0.00735
 1212.00    0.23279   0.00754
 1213.00    0.23578   0.00774
 1214.00    0.23879   0.00794
 1215.00    0.24182   0.00815
 1216.00    0.24487   0.00836
 1217.00    0.24794   0.00857
 1218.00    0.25104   0.00879
 1219.00    0.25415   0.00901
 1220.00    0.25729   0.00924
 1221.00    0.26045   0.00947
 1222.00    0.26364   0.00971
 1223.00    0.26684   0.00996
 1224.00    0.27007   0.01020
 1225.00    0.27332   0.01046
 1226.00    0.27659   0.01071
 1227.00    0.27989   0.01098
 1228.00    0.28320   0.01125
 1229.00    0.28654   0.01152
 1230.00    0.28990   0.01180
 1231.00    0.29329   0.01209
 1232.00    0.29670   0.01238
 1233.00    0.30013   0.01268
 1234.00    0.30358   0.01298
 1235.00    0.30706   0.01329
 1236.00    0.31055   0.01361
 1237.00    0.31408   0.01393
 1238.00    0.31762   0.01426
 1239.00    0.32119   0.01460
 1240.00    0.32478   0.01494
 1241.00    0.32840   0.01529
 1242.00    0.33204   0.01565
 1243.00    0.33570   0.01601
 1244.00    0.33939   0.01638
 1245.00    0.34310   0.01676
 1246.00    0.34684   0.01715
 1247.00    0.35060   0.01754
 1248.00    0.35438   0.01794
 1249.00    0.35819   0.01835
 1250.00    0.36202   0.01877
 1251.00    0.36587   0.01919
 1252.00    0.36975   0.01963
 1253.00    0.37366   0.02007
 1254.00    0.37759   0.02052
 1255.00    0.38154   0.02098
 1256.00    0.38552   0.02145
 1257.00    0.38953   0.02192
 1258.00    0.39356   0.02241
 1259.00    0.39761   0.02291
 1260.00    0.40170   0.02341
 1261.00    0.40580   0.02393
 1262.00    0.40993   0.02445
 1263.00    0.41409   0.02498
 1264.00    0.41828   0.02553
 1265.00    0.42249   0.02609
 1266.00    0.42672   0.02665
 1267.00    0.43098   0.02723
 1268.00    0.43527   0.02782
 1269.00    0.43959   0.02841
 1270.00    0.44393   0.02902
 1271.00    0.44830   0.02965
 1272.00    0.45269   0.03028
 1273.00    0.45712   0.03093
 1274.00    0.46157   0.03158
 1275.00    0.46604   0.03225
 1276.00    0.47055   0.03294
 1277.00    0.47508   0.03363
 1278.00    0.47964   0.03434
 1279.00    0.48423   0.03506
 1280.00    0.48885   0.03580
 1281.00    0.49349   0.03655
 1282.00    0.49816   0.03731
 1283.00    0.50287   0.03809
 1284.00    0.50760   0.03888
 1285.00    0.51236   0.03969
 1286.00    0.51715   0.04051
 1287.00    0.52196   0.04135
 1288.00    0.52681   0.04220
 1289.00    0.53169   0.04307
 1290.00    0.53660   0.04395
 1291.00    0.54153   0.04485
 1292.00    0.54650   0.04577
 1293.00    0.55150   0.04671
 1294.00    0.55653   0.04766
 1295.00    0.56159   0.04863
 1296.00    0.56668   0.04962
 1297.00    0.57180   0.05063
 1298.00    0.57695   0.05166
 1299.00    0.58213   0.05270
 1300.00    0.58735   0.05377
 1301.00    0.59260   0.05485
 1302.00    0.59788   0.05596
 1303.00    0.60319   0.05708
 1304.00    0.60854   0.05823
 1305.00    0.61392   0.05940
 1306.00    0.61933   0.06059
 1307.00    0.62478   0.06180
 1308.00    0.63026   0.06303
 1309.00    0.63577   0.06429
 1310.00    0.64132   0.06557
 1311.00    0.64690   0.06688
 1312.00    0.65252   0.06821
 1313.00    0.65817   0.06956
 1314.00    0.66385   0.07094
 1315.00    0.66958   0.07235
 1316.00    0.67533   0.07378
 1317.00    0.68113   0.07524
 1318.00    0.68696   0.07673
 1319.00    0.69282   0.07825
 1320.00    0.69873   0.07979
 1321.00    0.70467   0.08137
 1322.00    0.71065   0.08297
 1323.00    0.71666   0.08460
 1324.00    0.72272   0.08627
 1325.00    0.72881   0.08797
 1326.00    0.73494   0.08969
 1327.00    0.74111   0.09146
 1328.00    0.74732   0.09325
 1329.00    0.75356   0.09508
 1330.00    0.75985   0.09695
 1331.00    0.76618   0.09885
 1332.00    0.77255   0.10079
 1333.00    0.77896   0.10276
 1334.00    0.78541   0.10477
 1335.00    0.79190   0.10682
 1336.00    0.79843   0.10892
 1337.00    0.80501   0.11105
 1338.00    0.81162   0.11322
 1339.00    0.81828   0.11544
 1340.00    0.82499   0.11770
 1341.00    0.83173   0.12000
 1342.00    0.83853   0.12235
 1343.00    0.84536   0.12474
 1344.00    0.85224   0.12718
 1345.00    0.85916   0.12967
 1346.00    0.86613   0.13221
 1347.00    0.87315   0.13480
 1348.00    0.88021   0.13744
 1349.00    0.88731   0.14013
 1350.00    0.89447   0.14288
 1351.00    0.90167   0.14568
 1352.00    0.90891   0.14854
 1353.00    0.91621   0.15145
 1354.00    0.92355   0.15443
 1355.00    0.93094   0.15746
 1356.00    0.93838   0.16055
 1357.00    0.94587   0.16371
 1358.00    0.95341   0.16693
 1359.00    0.96100   0.17022
 1360.00    0.96863   0.17358
 1361.00    0.97632   0.17700
 1362.00    0.98406   0.18049
 1363.00    0.99185   0.18406
 1364.00    0.99969   0.18770
 1365.00    1.00758   0.19141
 1366.00    1.01552   0.19521
 1367.00    1.02351   0.19908
 1368.00    1.03156   0.20303
 1369.00    1.03966   0.20707
 1370.00    1.04781   0.21119
 1371.00    1.05602   0.21539
 1372.00    1.06428   0.21969
 1373.00    1.07259   0.22408
 1374.00    1.08095   0.22856
 1375.00    1.08937   0.23314
 1376.00    1.09784   0.23781
 1377.00    1.10637   0.24259
 1378.00    1.11495   0.24746
 1379.00    1.12358   0.25245
 1380.00    1.13227   0.25754
 1381.00    1.14101   0.26274
 1382.00    1.14981   0.26806
 1383.00    1.15866   0.27349
 1384.00    1.16756   0.27904
 1385.00    1.17652   0.28471
 1386.00    1.18553   0.29051
 1387.00    1.19459   0.29644
 1388.00    1.20370   0.30250
 1389.00    1.21287   0.30870
 1390.00    1.22209   0.31503
 1391.00    1.23136   0.32150
 1392.00    1.24068   0.32812
 1393.00    1.25006   0.33489
 1394.00    1.25948   0.34182
 1395.00    1.26895   0.34890
 1396.00    1.27847   0.35614
 1397.00    1.28803   0.36355
 1398.00    1.29764   0.37112
 1399.00    1.30730   0.37887
 1400.00    1.31700   0.38680
 1401.00    1.32674   0.39491
 1402.00    1.33653   0.40321
 1403.00    1.34635   0.41170
 1404.00    1.35621   0.42039
 1405.00    1.36610   0.42928
 1406.00    1.37603   0.43838
 1407.00    1.38599   0.44770
 1408.00    1.39598   0.45723
 1409.00    1.40600   0.46698
 1410.00    1.41604   0.47697
 1411.00    1.42610   0.48719
 1412.00    1.43617   0.49765
 1413.00    1.44626   0.50836
 1414.00    1.45636   0.51932
 1415.00    1.46647   0.53054
 1416.00    1.47658   0.54203
 1417.00    1.48669   0.55380
 1418.00    1.49679   0.56584
 1419.00    1.50688   0.57817
 1420.00    1.51696   0.59079
 1421.00    1.52701   0.60372
 1422.00    1.53703   0.61695
 1423.00    1.54701   0.63050
 1424.00    1.55696   0.64437
 1425.00    1.56685   0.65857
 1426.00    1.57669   0.67311
 1427.00    1.58646   0.68799
 1428.00    1.59616   0.70323
 1429.00    1.60577   0.71882
 1430.00    1.61529   0.73479
 1431.00    1.62471   0.75113
 1432.00    1.63401   0.76785
 1433.00    1.64319   0.78496
 1434.00    1.65223   0.80247
 1435.00    1.66112   0.82039
 1436.00    1.66985   0.83872
 1437.00    1.67839   0.85746
 1438.00    1.68675   0.87664
 1439.00    1.69489   0.89625
 1440.00    1.70281   0.91629
 1441.00    1.71049   0.93678
 1442.00    1.71791   0.95772
 1443.00    1.72505   0.97912
 1444.00    1.73189   1.00098
 1445.00    1.73841   1.02330
 1446.00    1.74459   1.04609
 1447.00    1.75041   1.06935
 1448.00    1.75584   1.09309
 1449.00    1.76086   1.11730
 1450.00    1.76544   1.14198
 1451.00    1.76956   1.16713
 1452.00    1.77319   1.19276
 1453.00    1.77631   1.21885
 1454.00    1.77888   1.24541
 1455.00    1.78087   1.27243
 1456.00    1.78226   1.29989
 1457.00    1.78301   1.32780
 1458.00    1.78310   1.35614
 1459.00    1.78249   1.38489
 1460.00    1.78114   1.41405
 1461.00    1.77903   1.44360
 1462.00    1.77612   1.47351
 1463.00    1.77238   1.50377
 1464.00    1.76778   1.53436
 1465.00    1.76227   1.56524
 1466.00    1.75584   1.59639
 1467.00    1.74844   1.62778
 1468.00    1.74005   1.65937
 1469.00    1.73063   1.69112
 1470.00    1.72016   1.72301
 1471.00    1.70860   1.75497
 1472.00    1.69593   1.78698
 1473.00    1.68213   1.81898
 1474.00    1.66717   1.85092
 1475.00    1.65104   1.88274
 1476.00    1.63371   1.91439
