   W          E2-(pi0_p)
 (MeV)       Re        Im
 1074.00   -0.00958   0.00004
 1075.00   -0.02200   0.00010
 1076.00   -0.03425   0.00017
 1077.00   -0.04635   0.00023
 1078.00   -0.05830   0.00030
 1079.00   -0.07009   0.00037
 1080.00   -0.08174   0.00044
 1081.00   -0.09325   0.00051
 1082.00   -0.10461   0.00059
 1083.00   -0.11582   0.00067
 1084.00   -0.12691   0.00075
 1085.00   -0.13785   0.00083
 1086.00   -0.14866   0.00092
 1087.00   -0.15934   0.00101
 1088.00   -0.16988   0.00110
 1089.00   -0.18030   0.00119
 1090.00   -0.19059   0.00129
 1091.00   -0.20076   0.00139
 1092.00   -0.21080   0.00149
 1093.00   -0.22072   0.00160
 1094.00   -0.23052   0.00171
 1095.00   -0.24021   0.00182
 1096.00   -0.24977   0.00193
 1097.00   -0.25922   0.00205
 1098.00   -0.26856   0.00217
 1099.00   -0.27779   0.00229
 1100.00   -0.28690   0.00242
 1101.00   -0.29591   0.00255
 1102.00   -0.30481   0.00268
 1103.00   -0.31360   0.00281
 1104.00   -0.32228   0.00295
 1105.00   -0.33086   0.00309
 1106.00   -0.33934   0.00324
 1107.00   -0.34772   0.00339
 1108.00   -0.35600   0.00354
 1109.00   -0.36417   0.00369
 1110.00   -0.37225   0.00385
 1111.00   -0.38023   0.00401
 1112.00   -0.38812   0.00417
 1113.00   -0.39591   0.00434
 1114.00   -0.40361   0.00451
 1115.00   -0.41121   0.00469
 1116.00   -0.41872   0.00487
 1117.00   -0.42614   0.00505
 1118.00   -0.43348   0.00524
 1119.00   -0.44072   0.00543
 1120.00   -0.44787   0.00562
 1121.00   -0.45494   0.00582
 1122.00   -0.46192   0.00602
 1123.00   -0.46881   0.00622
 1124.00   -0.47562   0.00643
 1125.00   -0.48234   0.00664
 1126.00   -0.48898   0.00686
 1127.00   -0.49554   0.00708
 1128.00   -0.50202   0.00730
 1129.00   -0.50842   0.00753
 1130.00   -0.51473   0.00776
 1131.00   -0.52097   0.00800
 1132.00   -0.52712   0.00824
 1133.00   -0.53320   0.00848
 1134.00   -0.53920   0.00873
 1135.00   -0.54513   0.00899
 1136.00   -0.55097   0.00924
 1137.00   -0.55674   0.00950
 1138.00   -0.56244   0.00977
 1139.00   -0.56806   0.01004
 1140.00   -0.57361   0.01031
 1141.00   -0.57908   0.01059
 1142.00   -0.58449   0.01088
 1143.00   -0.58982   0.01116
 1144.00   -0.59507   0.01145
 1145.00   -0.60026   0.01175
 1146.00   -0.60537   0.01205
 1147.00   -0.61042   0.01236
 1148.00   -0.61539   0.01267
 1149.00   -0.62030   0.01298
 1150.00   -0.62514   0.01330
 1151.00   -0.62990   0.01363
 1152.00   -0.63460   0.01396
 1153.00   -0.63924   0.01429
 1154.00   -0.64380   0.01463
 1155.00   -0.64830   0.01498
 1156.00   -0.65274   0.01532
 1157.00   -0.65710   0.01568
 1158.00   -0.66140   0.01604
 1159.00   -0.66564   0.01640
 1160.00   -0.66981   0.01677
 1161.00   -0.67392   0.01714
 1162.00   -0.67796   0.01752
 1163.00   -0.68194   0.01791
 1164.00   -0.68586   0.01830
 1165.00   -0.68971   0.01869
 1166.00   -0.69350   0.01909
 1167.00   -0.69723   0.01950
 1168.00   -0.70090   0.01991
 1169.00   -0.70451   0.02033
 1170.00   -0.70805   0.02075
 1171.00   -0.71153   0.02118
 1172.00   -0.71495   0.02161
 1173.00   -0.71832   0.02205
 1174.00   -0.72162   0.02250
 1175.00   -0.72486   0.02295
 1176.00   -0.72804   0.02340
 1177.00   -0.73116   0.02387
 1178.00   -0.73423   0.02433
 1179.00   -0.73723   0.02481
 1180.00   -0.74018   0.02529
 1181.00   -0.74306   0.02577
 1182.00   -0.74589   0.02627
 1183.00   -0.74866   0.02677
 1184.00   -0.75138   0.02727
 1185.00   -0.75403   0.02778
 1186.00   -0.75663   0.02830
 1187.00   -0.75917   0.02882
 1188.00   -0.76165   0.02935
 1189.00   -0.76408   0.02989
 1190.00   -0.76645   0.03043
 1191.00   -0.76877   0.03098
 1192.00   -0.77102   0.03153
 1193.00   -0.77323   0.03210
 1194.00   -0.77537   0.03267
 1195.00   -0.77746   0.03324
 1196.00   -0.77950   0.03382
 1197.00   -0.78147   0.03441
 1198.00   -0.78340   0.03501
 1199.00   -0.78527   0.03562
 1200.00   -0.78708   0.03623
 1201.00   -0.78884   0.03684
 1202.00   -0.79054   0.03747
 1203.00   -0.79219   0.03810
 1204.00   -0.79378   0.03874
 1205.00   -0.79532   0.03939
 1206.00   -0.79681   0.04005
 1207.00   -0.79824   0.04071
 1208.00   -0.79962   0.04138
 1209.00   -0.80094   0.04206
 1210.00   -0.80221   0.04274
 1211.00   -0.80342   0.04344
 1212.00   -0.80458   0.04414
 1213.00   -0.80569   0.04485
 1214.00   -0.80674   0.04557
 1215.00   -0.80774   0.04629
 1216.00   -0.80868   0.04703
 1217.00   -0.80958   0.04777
 1218.00   -0.81041   0.04853
 1219.00   -0.81120   0.04929
 1220.00   -0.81193   0.05006
 1221.00   -0.81261   0.05083
 1222.00   -0.81323   0.05162
 1223.00   -0.81380   0.05242
 1224.00   -0.81432   0.05322
 1225.00   -0.81478   0.05404
 1226.00   -0.81519   0.05486
 1227.00   -0.81555   0.05569
 1228.00   -0.81585   0.05654
 1229.00   -0.81610   0.05739
 1230.00   -0.81630   0.05825
 1231.00   -0.81644   0.05913
 1232.00   -0.81653   0.06001
 1233.00   -0.81657   0.06090
 1234.00   -0.81655   0.06180
 1235.00   -0.81648   0.06272
 1236.00   -0.81636   0.06364
 1237.00   -0.81618   0.06458
 1238.00   -0.81594   0.06552
 1239.00   -0.81566   0.06648
 1240.00   -0.81532   0.06745
 1241.00   -0.81493   0.06843
 1242.00   -0.81448   0.06942
 1243.00   -0.81398   0.07042
 1244.00   -0.81342   0.07143
 1245.00   -0.81281   0.07246
 1246.00   -0.81215   0.07350
 1247.00   -0.81143   0.07455
 1248.00   -0.81066   0.07561
 1249.00   -0.80983   0.07669
 1250.00   -0.80895   0.07778
 1251.00   -0.80801   0.07888
 1252.00   -0.80702   0.08000
 1253.00   -0.80597   0.08112
 1254.00   -0.80487   0.08227
 1255.00   -0.80371   0.08342
 1256.00   -0.80250   0.08459
 1257.00   -0.80123   0.08578
 1258.00   -0.79990   0.08698
 1259.00   -0.79852   0.08819
 1260.00   -0.79709   0.08942
 1261.00   -0.79559   0.09067
 1262.00   -0.79404   0.09193
 1263.00   -0.79244   0.09320
 1264.00   -0.79077   0.09449
 1265.00   -0.78905   0.09580
 1266.00   -0.78728   0.09713
 1267.00   -0.78544   0.09847
 1268.00   -0.78355   0.09983
 1269.00   -0.78160   0.10120
 1270.00   -0.77959   0.10260
 1271.00   -0.77753   0.10401
 1272.00   -0.77540   0.10544
 1273.00   -0.77322   0.10689
 1274.00   -0.77098   0.10836
 1275.00   -0.76867   0.10984
 1276.00   -0.76631   0.11135
 1277.00   -0.76389   0.11288
 1278.00   -0.76141   0.11443
 1279.00   -0.75887   0.11600
 1280.00   -0.75627   0.11759
 1281.00   -0.75360   0.11920
 1282.00   -0.75088   0.12083
 1283.00   -0.74809   0.12249
 1284.00   -0.74525   0.12417
 1285.00   -0.74234   0.12587
 1286.00   -0.73937   0.12760
 1287.00   -0.73633   0.12935
 1288.00   -0.73323   0.13112
 1289.00   -0.73007   0.13292
 1290.00   -0.72685   0.13475
 1291.00   -0.72356   0.13660
 1292.00   -0.72020   0.13848
 1293.00   -0.71678   0.14039
 1294.00   -0.71330   0.14232
 1295.00   -0.70975   0.14429
 1296.00   -0.70613   0.14628
 1297.00   -0.70245   0.14830
 1298.00   -0.69870   0.15035
 1299.00   -0.69489   0.15244
 1300.00   -0.69100   0.15455
 1301.00   -0.68705   0.15670
 1302.00   -0.68303   0.15888
 1303.00   -0.67894   0.16109
 1304.00   -0.67478   0.16334
 1305.00   -0.67055   0.16562
 1306.00   -0.66625   0.16794
 1307.00   -0.66188   0.17029
 1308.00   -0.65744   0.17268
 1309.00   -0.65292   0.17511
 1310.00   -0.64834   0.17758
 1311.00   -0.64368   0.18009
 1312.00   -0.63895   0.18264
 1313.00   -0.63414   0.18523
 1314.00   -0.62926   0.18786
 1315.00   -0.62430   0.19053
 1316.00   -0.61927   0.19325
 1317.00   -0.61416   0.19602
