   W          M1+(pi0_p)
 (MeV)       Re        Im
 1074.00    0.60246   0.00009
 1075.00    0.91967   0.00017
 1076.00    1.15639   0.00026
 1077.00    1.35554   0.00035
 1078.00    1.53191   0.00044
 1079.00    1.69268   0.00054
 1080.00    1.85804   0.00307
 1081.00    2.00231   0.00596
 1082.00    2.14727   0.00934
 1083.00    2.29411   0.01324
 1084.00    2.43777   0.01769
 1085.00    2.57504   0.02267
 1086.00    2.70565   0.02818
 1087.00    2.83125   0.03427
 1088.00    2.95396   0.04102
 1089.00    3.07563   0.04851
 1090.00    3.19753   0.05686
 1091.00    3.32040   0.06613
 1092.00    3.44432   0.07639
 1093.00    3.56911   0.08765
 1094.00    3.69457   0.09993
 1095.00    3.82050   0.11324
 1096.00    3.94672   0.12759
 1097.00    4.07312   0.14299
 1098.00    4.19957   0.15945
 1099.00    4.32603   0.17697
 1100.00    4.45243   0.19554
 1101.00    4.57877   0.21518
 1102.00    4.70520   0.23592
 1103.00    4.83188   0.25781
 1104.00    4.95896   0.28090
 1105.00    5.08658   0.30526
 1106.00    5.21486   0.33092
 1107.00    5.34391   0.35797
 1108.00    5.47381   0.38645
 1109.00    5.60466   0.41643
 1110.00    5.73652   0.44797
 1111.00    5.86944   0.48115
 1112.00    6.00343   0.51601
 1113.00    6.13849   0.55261
 1114.00    6.27460   0.59099
 1115.00    6.41176   0.63120
 1116.00    6.54995   0.67329
 1117.00    6.68917   0.71732
 1118.00    6.82940   0.76334
 1119.00    6.97063   0.81140
 1120.00    7.11285   0.86156
 1121.00    7.25605   0.91386
 1122.00    7.40027   0.96840
 1123.00    7.54553   1.02526
 1124.00    7.69186   1.08452
 1125.00    7.83929   1.14627
 1126.00    7.98783   1.21061
 1127.00    8.13751   1.27763
 1128.00    8.28833   1.34744
 1129.00    8.44031   1.42012
 1130.00    8.59345   1.49579
 1131.00    8.74774   1.57455
 1132.00    8.90317   1.65650
 1133.00    9.05972   1.74176
 1134.00    9.21737   1.83042
 1135.00    9.37608   1.92261
 1136.00    9.53583   2.01842
 1137.00    9.69658   2.11798
 1138.00    9.85827   2.22140
 1139.00   10.02086   2.32880
 1140.00   10.18430   2.44030
 1141.00   10.34852   2.55603
 1142.00   10.51347   2.67613
 1143.00   10.67910   2.80075
 1144.00   10.84535   2.93003
 1145.00   11.01213   3.06414
 1146.00   11.17937   3.20322
 1147.00   11.34698   3.34744
 1148.00   11.51484   3.49695
 1149.00   11.68286   3.65191
 1150.00   11.85090   3.81250
 1151.00   12.01883   3.97886
 1152.00   12.18650   4.15116
 1153.00   12.35375   4.32955
 1154.00   12.52040   4.51421
 1155.00   12.68628   4.70527
 1156.00   12.85117   4.90290
 1157.00   13.01486   5.10726
 1158.00   13.17713   5.31849
 1159.00   13.33774   5.53674
 1160.00   13.49644   5.76216
 1161.00   13.65294   5.99489
 1162.00   13.80698   6.23509
 1163.00   13.95824   6.48294
 1164.00   14.10643   6.73857
 1165.00   14.25119   7.00214
 1166.00   14.39217   7.27379
 1167.00   14.52898   7.55365
 1168.00   14.66122   7.84184
 1169.00   14.78846   8.13845
 1170.00   14.92171   8.44291
 1171.00   15.02545   8.77522
 1172.00   15.12480   9.11198
 1173.00   15.21946   9.45315
 1174.00   15.30915   9.79865
 1175.00   15.39357  10.14840
 1176.00   15.47239  10.50228
 1177.00   15.54530  10.86018
 1178.00   15.61197  11.22194
 1179.00   15.67207  11.58741
 1180.00   15.72526  11.95640
 1181.00   15.72775  12.36657
 1182.00   15.72267  12.77979
 1183.00   15.70969  13.19577
 1184.00   15.68851  13.61421
 1185.00   15.65881  14.03478
 1186.00   15.62028  14.45711
 1187.00   15.57263  14.88082
 1188.00   15.51557  15.30550
 1189.00   15.44881  15.73072
 1190.00   15.37209  16.15600
 1191.00   15.21496  16.59927
 1192.00   15.04748  17.04157
 1193.00   14.86954  17.48232
 1194.00   14.68105  17.92093
 1195.00   14.48195  18.35680
 1196.00   14.27222  18.78932
 1197.00   14.05188  19.21785
 1198.00   13.82098  19.64178
 1199.00   13.57960  20.06046
 1200.00   13.32787  20.47325
 1201.00   12.98349  20.85714
 1202.00   12.62926  21.23387
 1203.00   12.26553  21.60283
 1204.00   11.89272  21.96340
 1205.00   11.51128  22.31502
 1206.00   11.12171  22.65716
 1207.00   10.72455  22.98932
 1208.00   10.32036  23.31105
 1209.00    9.90975  23.62192
 1210.00    9.49336  23.92157
 1211.00    9.01015  24.14195
 1212.00    8.52250  24.35052
 1213.00    8.03114  24.54709
 1214.00    7.53680  24.73149
 1215.00    7.04020  24.90364
 1216.00    6.54210  25.06349
 1217.00    6.04324  25.21106
 1218.00    5.54435  25.34645
 1219.00    5.04618  25.46978
 1220.00    4.54943  25.58125
 1221.00    4.03996  25.59377
 1222.00    3.53323  25.59495
 1223.00    3.02981  25.58510
 1224.00    2.53025  25.56457
 1225.00    2.03509  25.53376
 1226.00    1.54483  25.49309
 1227.00    1.05994  25.44300
 1228.00    0.58084  25.38398
 1229.00    0.10796  25.31652
 1230.00   -0.35836  25.24116
 1231.00   -0.78953  25.08633
 1232.00   -1.21363  24.92461
 1233.00   -1.63051  24.75649
 1234.00   -2.04004  24.58246
 1235.00   -2.44215  24.40300
 1236.00   -2.83677  24.21857
 1237.00   -3.22385  24.02964
 1238.00   -3.60339  23.83668
 1239.00   -3.97538  23.64012
 1240.00   -4.33987  23.44041
 1241.00   -4.64992  23.19757
 1242.00   -4.95259  22.95238
 1243.00   -5.24796  22.70519
 1244.00   -5.53612  22.45635
 1245.00   -5.81720  22.20621
 1246.00   -6.09131  21.95509
 1247.00   -6.35858  21.70329
 1248.00   -6.61915  21.45111
 1249.00   -6.87316  21.19884
 1250.00   -7.12078  20.94674
 1251.00   -7.31606  20.68051
 1252.00   -7.50532  20.41491
 1253.00   -7.68874  20.15010
 1254.00   -7.86656  19.88625
 1255.00   -8.03896  19.62350
 1256.00   -8.20615  19.36197
 1257.00   -8.36834  19.10179
 1258.00   -8.52573  18.84306
 1259.00   -8.67850  18.58586
 1260.00   -8.82686  18.33028
 1261.00   -8.93497  18.07808
 1262.00   -9.03901  17.82763
 1263.00   -9.13915  17.57900
 1264.00   -9.23555  17.33224
 1265.00   -9.32835  17.08741
 1266.00   -9.41773  16.84455
 1267.00   -9.50381  16.60368
 1268.00   -9.58675  16.36485
 1269.00   -9.66669  16.12807
 1270.00   -9.74376  15.89336
 1271.00   -9.79241  15.66937
 1272.00   -9.83844  15.44748
 1273.00   -9.88198  15.22768
 1274.00   -9.92315  15.00996
 1275.00   -9.96205  14.79433
 1276.00   -9.99879  14.58076
 1277.00  -10.03348  14.36925
 1278.00  -10.06621  14.15978
 1279.00  -10.09708  13.95233
 1280.00  -10.12619  13.74687
 1281.00  -10.13632  13.55418
 1282.00  -10.14486  13.36344
 1283.00  -10.15189  13.17460
 1284.00  -10.15750  12.98765
 1285.00  -10.16175  12.80254
 1286.00  -10.16472  12.61924
 1287.00  -10.16647  12.43771
 1288.00  -10.16709  12.25792
 1289.00  -10.16662  12.07982
 1290.00  -10.16514  11.90337
 1291.00  -10.15157  11.73927
 1292.00  -10.13709  11.57678
 1293.00  -10.12173  11.41589
 1294.00  -10.10554  11.25659
 1295.00  -10.08856  11.09887
 1296.00  -10.07084  10.94273
 1297.00  -10.05240  10.78816
 1298.00  -10.03330  10.63515
 1299.00  -10.01357  10.48368
 1300.00  -10.00250  10.32586
 1301.00   -9.97380  10.18732
 1302.00   -9.94466  10.05019
 1303.00   -9.91508   9.91445
 1304.00   -9.88509   9.78004
 1305.00   -9.85468   9.64693
 1306.00   -9.82387   9.51508
 1307.00   -9.79266   9.38445
 1308.00   -9.76108   9.25500
 1309.00   -9.72911   9.12668
 1310.00   -9.69676   8.99946
 1311.00   -9.65967   8.88133
 1312.00   -9.62224   8.76424
 1313.00   -9.58451   8.64819
 1314.00   -9.54651   8.53317
 1315.00   -9.50828   8.41917
 1316.00   -9.46985   8.30618
 1317.00   -9.43126   8.19421
 1318.00   -9.39253   8.08323
 1319.00   -9.35369   7.97325
 1320.00   -9.31479   7.86425
 1321.00   -9.27272   7.76336
 1322.00   -9.23061   7.66341
 1323.00   -9.18844   7.56439
 1324.00   -9.14621   7.46626
 1325.00   -9.10391   7.36900
 1326.00   -9.06154   7.27258
 1327.00   -9.01908   7.17696
 1328.00   -8.97652   7.08213
 1329.00   -8.93386   6.98804
 1330.00   -8.89108   6.89467
 1331.00   -8.84665   6.80776
 1332.00   -8.80212   6.72152
 1333.00   -8.75750   6.63597
 1334.00   -8.71282   6.55109
 1335.00   -8.66810   6.46688
 1336.00   -8.62336   6.38333
 1337.00   -8.57863   6.30044
 1338.00   -8.53392   6.21820
 1339.00   -8.48926   6.13661
 1340.00   -8.44466   6.05567
 1341.00   -8.39894   5.98032
 1342.00   -8.35330   5.90559
 1343.00   -8.30772   5.83147
 1344.00   -8.26220   5.75793
 1345.00   -8.21671   5.68496
 1346.00   -8.17125   5.61254
 1347.00   -8.12580   5.54065
 1348.00   -8.08035   5.46928
 1349.00   -8.03489   5.39839
 1350.00   -7.98940   5.32798
 1351.00   -7.94357   5.26204
 1352.00   -7.89771   5.19656
 1353.00   -7.85185   5.13152
 1354.00   -7.80599   5.06694
 1355.00   -7.76015   5.00280
 1356.00   -7.71436   4.93911
 1357.00   -7.66862   4.87587
 1358.00   -7.62295   4.81307
 1359.00   -7.57737   4.75072
 1360.00   -7.53190   4.68881
 1361.00   -7.48621   4.63096
 1362.00   -7.44064   4.57355
 1363.00   -7.39517   4.51657
 1364.00   -7.34980   4.46000
 1365.00   -7.30452   4.40384
 1366.00   -7.25932   4.34807
 1367.00   -7.21419   4.29269
 1368.00   -7.16912   4.23769
 1369.00   -7.12411   4.18305
 1370.00   -7.07914   4.12877
 1371.00   -7.03433   4.07791
 1372.00   -6.98956   4.02740
 1373.00   -6.94483   3.97722
 1374.00   -6.90016   3.92736
 1375.00   -6.85554   3.87781
 1376.00   -6.81099   3.82858
 1377.00   -6.76651   3.77965
 1378.00   -6.72210   3.73101
 1379.00   -6.67778   3.68267
 1380.00   -6.63353   3.63460
 1381.00   -6.58935   3.58930
 1382.00   -6.54525   3.54427
 1383.00   -6.50123   3.49952
 1384.00   -6.45730   3.45505
 1385.00   -6.41345   3.41086
 1386.00   -6.36967   3.36694
 1387.00   -6.32596   3.32330
 1388.00   -6.28232   3.27994
 1389.00   -6.23875   3.23685
 1390.00   -6.19524   3.19404
 1391.00   -6.15221   3.15387
 1392.00   -6.10925   3.11396
 1393.00   -6.06634   3.07431
 1394.00   -6.02349   3.03491
 1395.00   -5.98069   2.99575
 1396.00   -5.93794   2.95682
 1397.00   -5.89524   2.91812
 1398.00   -5.85259   2.87964
 1399.00   -5.80999   2.84137
 1400.00   -5.76744   2.80331
 1401.00   -5.72540   2.76743
 1402.00   -5.68341   2.73175
 1403.00   -5.64148   2.69628
 1404.00   -5.59962   2.66101
 1405.00   -5.55784   2.62596
 1406.00   -5.51615   2.59112
 1407.00   -5.47454   2.55649
 1408.00   -5.43305   2.52208
 1409.00   -5.39166   2.48789
 1410.00   -5.35039   2.45393
 1411.00   -5.30947   2.42219
 1412.00   -5.26866   2.39068
 1413.00   -5.22798   2.35939
 1414.00   -5.18742   2.32830
 1415.00   -5.14698   2.29743
 1416.00   -5.10664   2.26677
 1417.00   -5.06642   2.23630
 1418.00   -5.02629   2.20603
 1419.00   -4.98627   2.17595
 1420.00   -4.94634   2.14606
 1421.00   -4.90702   2.11815
 1422.00   -4.86779   2.09042
 1423.00   -4.82865   2.06286
 1424.00   -4.78959   2.03548
 1425.00   -4.75061   2.00826
 1426.00   -4.71171   1.98122
 1427.00   -4.67289   1.95433
 1428.00   -4.63414   1.92761
 1429.00   -4.59547   1.90105
 1430.00   -4.55686   1.87464
 1431.00   -4.51879   1.84990
 1432.00   -4.48080   1.82532
 1433.00   -4.44288   1.80089
 1434.00   -4.40504   1.77662
 1435.00   -4.36728   1.75251
 1436.00   -4.32961   1.72855
 1437.00   -4.29203   1.70474
 1438.00   -4.25454   1.68110
 1439.00   -4.21715   1.65760
 1440.00   -4.17986   1.63426
 1441.00   -4.14334   1.61264
 1442.00   -4.10693   1.59116
 1443.00   -4.07060   1.56983
 1444.00   -4.03437   1.54864
 1445.00   -3.99823   1.52759
 1446.00   -3.96216   1.50668
 1447.00   -3.92618   1.48590
 1448.00   -3.89026   1.46524
 1449.00   -3.85442   1.44472
 1450.00   -3.81864   1.42431
 1451.00   -3.78350   1.40534
 1452.00   -3.74843   1.38648
 1453.00   -3.71343   1.36775
 1454.00   -3.67851   1.34915
 1455.00   -3.64368   1.33068
 1456.00   -3.60895   1.31234
 1457.00   -3.57432   1.29413
 1458.00   -3.53981   1.27605
 1459.00   -3.50541   1.25812
 1460.00   -3.47114   1.24032
 1461.00   -3.43762   1.22418
 1462.00   -3.40424   1.20819
 1463.00   -3.37100   1.19233
 1464.00   -3.33790   1.17662
 1465.00   -3.30494   1.16103
 1466.00   -3.27212   1.14559
 1467.00   -3.23944   1.13028
 1468.00   -3.20690   1.11510
 1469.00   -3.17452   1.10006
 1470.00   -3.14228   1.08515
 1471.00   -3.11091   1.07189
 1472.00   -3.07969   1.05877
 1473.00   -3.04860   1.04577
 1474.00   -3.01763   1.03289
 1475.00   -2.98678   1.02012
 1476.00   -2.95604   1.00746
 1477.00   -2.92540   0.99492
 1478.00   -2.89485   0.98247
 1479.00   -2.86438   0.97012
 1480.00   -2.83399   0.95787
 1481.00   -2.80461   0.94707
 1482.00   -2.77531   0.93636
 1483.00   -2.74609   0.92575
 1484.00   -2.71697   0.91524
 1485.00   -2.68796   0.90482
 1486.00   -2.65906   0.89451
 1487.00   -2.63029   0.88429
 1488.00   -2.60167   0.87419
 1489.00   -2.57319   0.86419
 1490.00   -2.54487   0.85431
 1491.00   -2.51750   0.84602
 1492.00   -2.49029   0.83785
 1493.00   -2.46324   0.82977
 1494.00   -2.43632   0.82180
 1495.00   -2.40953   0.81393
 1496.00   -2.38285   0.80615
 1497.00   -2.35628   0.79846
 1498.00   -2.32979   0.79085
 1499.00   -2.30339   0.78332
 1500.00   -2.27705   0.77587
 1501.00   -2.25188   0.76996
 1502.00   -2.22678   0.76412
 1503.00   -2.20176   0.75836
 1504.00   -2.17686   0.75269
