   W          M3+(pi0_p)
 (MeV)       Re        Im
 1074.00    0.00000   0.00000
 1075.00    0.00001   0.00000
 1076.00    0.00003   0.00000
 1077.00    0.00004   0.00000
 1078.00    0.00006   0.00000
 1079.00    0.00008   0.00000
 1080.00    0.00011   0.00000
 1081.00    0.00013   0.00000
 1082.00    0.00016   0.00000
 1083.00    0.00019   0.00000
 1084.00    0.00022   0.00000
 1085.00    0.00025   0.00000
 1086.00    0.00028   0.00000
 1087.00    0.00032   0.00000
 1088.00    0.00035   0.00000
 1089.00    0.00039   0.00000
 1090.00    0.00043   0.00000
 1091.00    0.00047   0.00000
 1092.00    0.00052   0.00000
 1093.00    0.00056   0.00000
 1094.00    0.00061   0.00000
 1095.00    0.00066   0.00000
 1096.00    0.00071   0.00000
 1097.00    0.00076   0.00000
 1098.00    0.00081   0.00000
 1099.00    0.00086   0.00000
 1100.00    0.00092   0.00000
 1101.00    0.00097   0.00000
 1102.00    0.00103   0.00000
 1103.00    0.00109   0.00000
 1104.00    0.00115   0.00000
 1105.00    0.00122   0.00000
 1106.00    0.00128   0.00000
 1107.00    0.00135   0.00000
 1108.00    0.00142   0.00000
 1109.00    0.00149   0.00000
 1110.00    0.00156   0.00000
 1111.00    0.00163   0.00000
 1112.00    0.00170   0.00000
 1113.00    0.00178   0.00000
 1114.00    0.00185   0.00000
 1115.00    0.00193   0.00000
 1116.00    0.00201   0.00000
 1117.00    0.00210   0.00000
 1118.00    0.00218   0.00000
 1119.00    0.00226   0.00000
 1120.00    0.00235   0.00000
 1121.00    0.00244   0.00000
 1122.00    0.00253   0.00000
 1123.00    0.00262   0.00000
 1124.00    0.00271   0.00000
 1125.00    0.00281   0.00000
 1126.00    0.00290   0.00000
 1127.00    0.00300   0.00000
 1128.00    0.00310   0.00000
 1129.00    0.00320   0.00001
 1130.00    0.00331   0.00001
 1131.00    0.00341   0.00001
 1132.00    0.00352   0.00001
 1133.00    0.00362   0.00001
 1134.00    0.00373   0.00001
 1135.00    0.00385   0.00001
 1136.00    0.00396   0.00001
 1137.00    0.00408   0.00001
 1138.00    0.00419   0.00001
 1139.00    0.00431   0.00001
 1140.00    0.00443   0.00001
 1141.00    0.00455   0.00001
 1142.00    0.00468   0.00001
 1143.00    0.00480   0.00001
 1144.00    0.00493   0.00001
 1145.00    0.00506   0.00001
 1146.00    0.00519   0.00001
 1147.00    0.00533   0.00001
 1148.00    0.00546   0.00001
 1149.00    0.00560   0.00001
 1150.00    0.00574   0.00002
 1151.00    0.00588   0.00002
 1152.00    0.00602   0.00002
 1153.00    0.00617   0.00002
 1154.00    0.00632   0.00002
 1155.00    0.00646   0.00002
 1156.00    0.00662   0.00002
 1157.00    0.00677   0.00002
 1158.00    0.00692   0.00002
 1159.00    0.00708   0.00003
 1160.00    0.00724   0.00003
 1161.00    0.00740   0.00003
 1162.00    0.00756   0.00003
 1163.00    0.00773   0.00003
 1164.00    0.00789   0.00003
 1165.00    0.00806   0.00003
 1166.00    0.00823   0.00003
 1167.00    0.00841   0.00004
 1168.00    0.00858   0.00004
 1169.00    0.00876   0.00004
 1170.00    0.00894   0.00004
 1171.00    0.00912   0.00004
