!           [syst = 5%]
!--------------------------------------------------------#001
!Tagger channel 308, Eg=146.95+/-1.17, W=1075.23+/- 1.02 MeV, Pol=0.5132
! 5 bins in cos(theta) from -1 to 1.
! bin     asymmetry      error
6   0.0000    4.66519e-01   1.61955e-02
7   0.1819    4.22430e-01   1.61476e-02
8   0.3637    4.53567e-01   1.68915e-02
9   0.5455    4.33006e-01   1.90301e-02
10  0.7273    3.20209e-01   2.40431e-02
11  0.9091    7.93015e-02   4.19632e-02
!--------------------------------------------------------#043
! Tagger channel 249, Eg=289.73+/-1.23, W=1193.33+/-0.97 MeV, Pol=0.2707
! 11 bins in cos(theta) from -1 to 1.
! bin     asymmetry      error
1  -0.9091    1.79080e-01   2.28203e-02
2  -0.7273    3.19672e-01   1.88627e-02
3  -0.5455    4.11764e-01   1.60925e-02
4  -0.3637    4.43567e-01   1.45818e-02
5  -0.1819    4.44871e-01   1.38568e-02
6   0.0000    4.53195e-01   1.45482e-02
7   0.1819    4.57187e-01   1.47325e-02
8   0.3637    4.24132e-01   1.51856e-02
9   0.5455    4.03778e-01   1.72631e-02
10  0.7273    3.62720e-01   2.17089e-02
11  0.9091    1.58237e-01   3.61378e-02
!--------------------------------------------------------#044
! Tagger channel 248, Eg=292.15+/-1.24, W=1195.24+/-0.98 MeV, Pol=0.2778
! 11 bins in cos(theta) from -1 to 1.
! bin     asymmetry      error
1  -0.9091    1.35290e-01   2.13427e-02
2  -0.7273    2.89470e-01   1.70946e-02
3  -0.5455    4.06256e-01   1.48618e-02
4  -0.3637    4.61436e-01   1.33176e-02
5  -0.1819    4.47587e-01   1.26195e-02
6   0.0000    4.55732e-01   1.30969e-02
7   0.1819    4.59118e-01   1.34399e-02
8   0.3637    4.29241e-01   1.39654e-02
9   0.5455    4.18156e-01   1.54408e-02
10  0.7273    3.23609e-01   1.97207e-02
11  0.9091    2.02291e-01   3.44564e-02
!--------------------------------------------------------#045
! Tagger channel 247, Eg=294.70+/-1.25, W=1197.23+/-0.98 MeV, Pol=0.2847
! 11 bins in cos(theta) from -1 to 1.
! bin     asymmetry      error
1  -0.9091    1.36891e-01   2.04284e-02
2  -0.7273    2.96477e-01   1.63554e-02
3  -0.5455    3.83091e-01   1.41174e-02
4  -0.3637    4.30767e-01   1.26926e-02
5  -0.1819    4.68007e-01   1.21255e-02
6   0.0000    4.65027e-01   1.24272e-02
7   0.1819    4.74437e-01   1.28198e-02
8   0.3637    4.13634e-01   1.32355e-02
9   0.5455    4.16523e-01   1.48444e-02
10  0.7273    3.32519e-01   1.86820e-02
11  0.9091    1.37790e-01   3.24648e-02
!--------------------------------------------------------#046
! Tagger channel 246, Eg=297.20+/-1.22, W=1199.20+/-0.95 MeV, Pol=0.2887
! 11 bins in cos(theta) from -1 to 1.
! bin     asymmetry      error
1  -0.9091    1.61743e-01   1.99531e-02
2  -0.7273    3.40644e-01   1.60935e-02
3  -0.5455    4.07904e-01   1.38181e-02
4  -0.3637    4.47264e-01   1.23861e-02
5  -0.1819    4.51618e-01   1.19238e-02
6   0.0000    4.73530e-01   1.20163e-02
7   0.1819    4.70507e-01   1.24753e-02
8   0.3637    4.21969e-01   1.28563e-02
9   0.5455    3.92057e-01   1.44267e-02
10  0.7273    3.23308e-01   1.82692e-02
11  0.9091    1.38059e-01   3.15031e-02
!--------------------------------------------------------#047
! Tagger channel 245, Eg=299.56+/-1.21, W=1201.04+/-0.94 MeV, Pol=0.2904
! 11 bins in cos(theta) from -1 to 1.
! bin     asymmetry      error
1  -0.9091    2.06119e-01   1.97037e-02
2  -0.7273    3.01484e-01   1.59097e-02
3  -0.5455    3.82071e-01   1.36623e-02
4  -0.3637    4.37267e-01   1.23511e-02
5  -0.1819    4.53700e-01   1.17607e-02
6   0.0000    4.88814e-01   1.17593e-02
7   0.1819    4.64715e-01   1.23523e-02
8   0.3637    4.46048e-01   1.27830e-02
9   0.5455    4.17423e-01   1.41600e-02
10  0.7273    3.22818e-01   1.79678e-02
11  0.9091    1.91466e-01   3.13158e-02
!--------------------------------------------------------#048
! Tagger channel 244, Eg=302.01+/-1.22, W=1202.95+/-0.95 MeV, Pol=0.2900
! 11 bins in cos(theta) from -1 to 1.
! bin     asymmetry      error
1  -0.9091    1.97758e-01   2.00125e-02
2  -0.7273    3.36814e-01   1.59236e-02
3  -0.5455    4.22456e-01   1.37625e-02
4  -0.3637    4.57601e-01   1.23001e-02
5  -0.1819    4.76723e-01   1.18077e-02
6   0.0000    4.81831e-01   1.17500e-02
7   0.1819    4.57387e-01   1.24105e-02
8   0.3637    4.39554e-01   1.26734e-02
9   0.5455    3.92850e-01   1.41093e-02
10  0.7273    3.46349e-01   1.81613e-02
11  0.9091    1.85131e-01   3.15167e-02
!--------------------------------------------------------#049
! Tagger channel 243, Eg=304.45+/-1.22, W=1204.85+/-0.95 MeV, Pol=0.2866
! 11 bins in cos(theta) from -1 to 1.
! bin     asymmetry      error
1  -0.9091    1.74388e-01   2.01622e-02
2  -0.7273    3.31929e-01   1.61632e-02
3  -0.5455    4.21613e-01   1.36837e-02
4  -0.3637    4.60391e-01   1.23201e-02
5  -0.1819    4.68001e-01   1.19645e-02
6   0.0000    4.85428e-01   1.16493e-02
7   0.1819    4.81299e-01   1.24114e-02
8   0.3637    4.41776e-01   1.27597e-02
9   0.5455    4.41311e-01   1.43143e-02
10  0.7273    3.54894e-01   1.79707e-02
11  0.9091    2.39981e-01   3.14790e-02
!--------------------------------------------------------#050
! Tagger channel 242, Eg=306.89+/-1.22, W=1206.75+/-0.95 MeV, Pol=0.2806
! 11 bins in cos(theta) from -1 to 1.
! bin     asymmetry      error
1  -0.9091    1.84064e-01   2.04102e-02
2  -0.7273    3.34371e-01   1.64436e-02
3  -0.5455    4.49745e-01   1.39984e-02
4  -0.3637    4.81118e-01   1.25851e-02
5  -0.1819    4.61801e-01   1.21367e-02
6   0.0000    4.87586e-01   1.17715e-02
7   0.1819    4.68081e-01   1.25846e-02
8   0.3637    4.52633e-01   1.28598e-02
9   0.5455    4.32263e-01   1.43791e-02
10  0.7273    3.85828e-01   1.81142e-02
11  0.9091    2.21957e-01   3.23728e-02
!--------------------------------------------------------#051
! Tagger channel 241, Eg=309.33+/-1.22, W=1208.65+/-0.95 MeV, Pol=0.2710
! 11 bins in cos(theta) from -1 to 1.
! bin     asymmetry      error
1  -0.9091    1.91772e-01   2.11802e-02
2  -0.7273    3.42883e-01   1.68298e-02
3  -0.5455    4.35666e-01   1.42689e-02
4  -0.3637    4.90341e-01   1.29125e-02
5  -0.1819    4.91337e-01   1.24133e-02
6   0.0000    4.89012e-01   1.19758e-02
7   0.1819    4.73145e-01   1.28495e-02
8   0.3637    4.38943e-01   1.32234e-02
9   0.5455    4.13337e-01   1.46386e-02
10  0.7273    3.53400e-01   1.86687e-02
11  0.9091    1.69805e-01   3.26759e-02
!--------------------------------------------------------#052
! Tagger channel 240, Eg=311.77+/-1.22, W=1210.54+/-0.95 MeV, Pol=0.2577
! 11 bins in cos(theta) from -1 to 1.
! bin     asymmetry      error
1  -0.9091    1.89775e-01   2.31302e-02
2  -0.7273    3.51664e-01   1.81620e-02
3  -0.5455    4.51014e-01   1.54102e-02
4  -0.3637    4.72564e-01   1.38051e-02
5  -0.1819    5.15938e-01   1.33701e-02
6   0.0000    4.87006e-01   1.28513e-02
7   0.1819    5.01518e-01   1.37894e-02
8   0.3637    4.57751e-01   1.42111e-02
9   0.5455    4.45653e-01   1.57131e-02
10  0.7273    3.21311e-01   1.98308e-02
11  0.9091    2.35227e-01   3.61627e-02
!--------------------------------------------------------#053
! Tagger channel 239, Eg=314.21+/-1.22, W=1212.43+/-0.94 MeV, Pol=0.2408
! 11 bins in cos(theta) from -1 to 1.
! bin     asymmetry      error
1  -0.9091    2.05719e-01   2.68518e-02
2  -0.7273    3.86719e-01   2.07717e-02
3  -0.5455    4.30709e-01   1.75602e-02
4  -0.3637    4.92997e-01   1.57486e-02
5  -0.1819    4.84393e-01   1.52300e-02
6   0.0000    4.68539e-01   1.46392e-02
7   0.1819    4.77431e-01   1.56641e-02
8   0.3637    4.83453e-01   1.61706e-02
9   0.5455    3.94915e-01   1.78165e-02
10  0.7273    3.53251e-01   2.25508e-02
11  0.9091    2.69369e-01   4.09668e-02
!--------------------------------------------------------#054
! Tagger channel 238, Eg=316.65+/-1.22, W=1214.32+/-0.94 MeV, Pol=0.2210
! 11 bins in cos(theta) from -1 to 1.
! bin     asymmetry      error
1  -0.9091    1.91855e-01   3.09330e-02
2  -0.7273    3.81773e-01   2.40544e-02
3  -0.5455    4.00160e-01   2.03774e-02
4  -0.3637    4.66609e-01   1.83979e-02
5  -0.1819    4.81927e-01   1.77284e-02
6   0.0000    4.80391e-01   1.69546e-02
7   0.1819    5.02501e-01   1.81269e-02
8   0.3637    4.22750e-01   1.87768e-02
9   0.5455    3.95019e-01   2.06155e-02
10  0.7273    3.50697e-01   2.59162e-02
11  0.9091    1.94181e-01   4.88254e-02















