   W          E0+(pi0_p)
 (MeV)       Re        Im
1073.524   -1.0630    0.0000
1073.961   -1.0387    0.0000
1074.397   -1.0130    0.0000
1074.834   -0.9858    0.0000
1075.270   -0.9567    0.0000
1075.707   -0.9256    0.0000
1076.143   -0.8918    0.0000
1076.578   -0.8549    0.0000
1077.014   -0.8140    0.0000
1077.450   -0.7678    0.0000
1077.885   -0.7140    0.0000
1078.320   -0.6480    0.0000
1078.755   -0.5575    0.0000
1079.190   -0.3526    0.0808
1079.624   -0.3615    0.2423
1080.059   -0.3705    0.3327
1080.493   -0.3795    0.4032
1080.927   -0.3885    0.4629
1081.361   -0.3975    0.5156
1081.795   -0.4065    0.5633
1082.229   -0.4155    0.6071
1082.662   -0.4245    0.6478
1083.095   -0.4335    0.6860
1083.528   -0.4425    0.7221
1083.961   -0.4515    0.7564
1084.394   -0.4605    0.7890
1084.826   -0.4694    0.8203
1085.259   -0.4784    0.8503
1085.691   -0.4874    0.8792
1086.123   -0.4964    0.9071
1086.555   -0.5054    0.9341
1086.987   -0.5144    0.9602
1087.418   -0.5234    0.9856
1087.849   -0.5324    1.0102
1088.281   -0.5414    1.0342
1088.712   -0.5504    1.0575
1089.142   -0.5594    1.0803
1089.573   -0.5684    1.1025
1090.003   -0.5774    1.1242
1090.434   -0.5863    1.1454
1090.864   -0.5953    1.1661
1091.294   -0.6043    1.1864
1091.724   -0.6133    1.2063
1092.153   -0.6223    1.2258
1092.583   -0.6313    1.2450
1093.012   -0.6403    1.2637
1093.441   -0.6493    1.2821
1093.870   -0.6583    1.3002
1094.299   -0.6673    1.3180
1094.728   -0.6763    1.3354
1095.156   -0.6853    1.3526
1095.584   -0.6942    1.3695
1096.012   -0.7032    1.3861
1096.440   -0.7122    1.4024
1096.868   -0.7212    1.4185
1097.296   -0.7302    1.4344
1097.723   -0.7392    1.4500
1098.151   -0.7482    1.4653
1098.578   -0.7572    1.4805
1099.005   -0.7662    1.4954
1099.431   -0.7752    1.5101
1099.858   -0.7842    1.5246
1100.285   -0.7932    1.5389
1100.711   -0.8021    1.5530
1101.137   -0.8111    1.5669
1101.563   -0.8201    1.5807
1101.989   -0.8291    1.5942
1102.414   -0.8381    1.6076
1102.840   -0.8471    1.6208
1103.265   -0.8561    1.6338
1103.690   -0.8651    1.6467
1104.115   -0.8741    1.6594
1104.540   -0.8831    1.6720
1104.965   -0.8921    1.6844
1105.389   -0.9011    1.6966
1105.814   -0.9101    1.7087
1106.238   -0.9190    1.7206
1106.662   -0.9280    1.7324
1107.086   -0.9370    1.7441
1107.509   -0.9460    1.7556
1107.933   -0.9550    1.7670
1108.356   -0.9640    1.7783
1108.779   -0.9730    1.7894
1109.202   -0.9820    1.8004
1109.625   -0.9910    1.8113
1110.048   -1.0000    1.8220
1110.470   -1.0090    1.8327
1110.893   -1.0180    1.8432
1111.315   -1.0269    1.8536
1111.737   -1.0359    1.8638
1112.159   -1.0449    1.8740
1112.581   -1.0539    1.8840
1113.002   -1.0629    1.8940
1113.424   -1.0719    1.9038
1113.845   -1.0809    1.9135
1114.266   -1.0899    1.9231
1114.687   -1.0989    1.9326
1115.108   -1.1079    1.9420
1115.529   -1.1169    1.9513
1115.949   -1.1259    1.9605
1116.369   -1.1348    1.9696
1116.789   -1.1438    1.9786
1117.209   -1.1528    1.9875
1117.629   -1.1618    1.9963
1118.049   -1.1708    2.0050
1118.469   -1.1798    2.0136
1118.888   -1.1888    2.0221
1119.307   -1.1978    2.0305
1119.726   -1.2068    2.0389
1120.145   -1.2158    2.0471
1120.564   -1.2248    2.0552
