   W         E2-(pi+_n)
 1184.0    4.638   0.057
 1185.0    4.653   0.058
 1186.0    4.667   0.059
 1187.0    4.682   0.061
 1188.0    4.696   0.062
 1189.0    4.710   0.063
 1190.0    4.724   0.065
 1191.0    4.738   0.066
 1192.0    4.751   0.068
 1193.0    4.765   0.070
 1194.0    4.778   0.071
 1195.0    4.791   0.073
 1196.0    4.804   0.074
 1197.0    4.816   0.076
 1198.0    4.829   0.078
 1199.0    4.841   0.080
 1200.0    4.853   0.081
 1201.0    4.865   0.083
 1202.0    4.877   0.085
 1203.0    4.889   0.087
 1204.0    4.900   0.088
 1205.0    4.912   0.090
 1206.0    4.923   0.092
 1207.0    4.934   0.094
 1208.0    4.945   0.096
 1209.0    4.956   0.098
 1210.0    4.967   0.100
 1211.0    4.977   0.102
 1212.0    4.988   0.104
 1213.0    4.998   0.106
 1214.0    5.008   0.108
 1215.0    5.018   0.110
 1216.0    5.028   0.113
 1217.0    5.038   0.115
 1218.0    5.048   0.117
 1219.0    5.058   0.119
 1220.0    5.067   0.122
 1221.0    5.076   0.124
 1222.0    5.086   0.127
 1223.0    5.095   0.129
 1224.0    5.104   0.131
 1225.0    5.113   0.134
 1226.0    5.122   0.137
 1227.0    5.130   0.139
 1228.0    5.139   0.142
 1229.0    5.148   0.144
 1230.0    5.156   0.147
 1231.0    5.165   0.150
 1232.0    5.173   0.152
 1233.0    5.181   0.155
 1234.0    5.189   0.158
 1235.0    5.197   0.161
 1236.0    5.205   0.163
 1237.0    5.213   0.166
 1238.0    5.221   0.169
 1239.0    5.229   0.172
 1240.0    5.237   0.175
 1241.0    5.244   0.178
 1242.0    5.252   0.182
 1243.0    5.259   0.185
 1244.0    5.267   0.188
 1245.0    5.274   0.191
 1246.0    5.281   0.195
 1247.0    5.289   0.198
 1248.0    5.296   0.201
 1249.0    5.303   0.205
 1250.0    5.310   0.208
 1251.0    5.317   0.212
 1252.0    5.324   0.215
 1253.0    5.331   0.219
 1254.0    5.338   0.223
 1255.0    5.345   0.226
 1256.0    5.352   0.230
 1257.0    5.358   0.234
 1258.0    5.365   0.238
 1259.0    5.372   0.241
 1260.0    5.378   0.245
 1261.0    5.385   0.249
 1262.0    5.391   0.253
 1263.0    5.398   0.257
 1264.0    5.404   0.261
 1265.0    5.411   0.265
 1266.0    5.417   0.270
 1267.0    5.423   0.274
 1268.0    5.429   0.278
 1269.0    5.436   0.282
 1270.0    5.442   0.287
 1271.0    5.448   0.291
 1272.0    5.454   0.296
 1273.0    5.461   0.300
 1274.0    5.467   0.305
 1275.0    5.473   0.310
 1276.0    5.479   0.314
 1277.0    5.485   0.319
 1278.0    5.491   0.324
 1279.0    5.497   0.329
 1280.0    5.503   0.334
 1281.0    5.509   0.339
 1282.0    5.515   0.344
 1283.0    5.521   0.350
 1284.0    5.527   0.355
 1285.0    5.533   0.360
 1286.0    5.539   0.366
 1287.0    5.545   0.371
 1288.0    5.551   0.377
 1289.0    5.557   0.382
 1290.0    5.563   0.388
 1291.0    5.569   0.394
 1292.0    5.575   0.399
 1293.0    5.581   0.405
 1294.0    5.587   0.411
 1295.0    5.593   0.417
 1296.0    5.599   0.423
 1297.0    5.605   0.429
 1298.0    5.611   0.436
 1299.0    5.617   0.442
 1300.0    5.623   0.448
 1301.0    5.629   0.455
 1302.0    5.635   0.461
 1303.0    5.641   0.468
 1304.0    5.647   0.475
 1305.0    5.653   0.481
 1306.0    5.659   0.488
 1307.0    5.664   0.495
 1308.0    5.670   0.502
 1309.0    5.676   0.510
 1310.0    5.682   0.517
 1311.0    5.688   0.524
 1312.0    5.695   0.532
 1313.0    5.701   0.539
 1314.0    5.707   0.547
 1315.0    5.713   0.555
 1316.0    5.719   0.562
 1317.0    5.725   0.570
 1318.0    5.731   0.578
 1319.0    5.738   0.586
 1320.0    5.744   0.595
 1321.0    5.750   0.603
 1322.0    5.756   0.612
 1323.0    5.763   0.620
 1324.0    5.769   0.629
 1325.0    5.775   0.638
 1326.0    5.782   0.647
 1327.0    5.788   0.656
 1328.0    5.795   0.665
 1329.0    5.801   0.674
 1330.0    5.807   0.684
 1331.0    5.814   0.693
 1332.0    5.821   0.703
 1333.0    5.827   0.713
 1334.0    5.834   0.723
 1335.0    5.840   0.733
 1336.0    5.847   0.743
 1337.0    5.854   0.754
 1338.0    5.861   0.764
 1339.0    5.867   0.775
 1340.0    5.874   0.785
 1341.0    5.881   0.796
 1342.0    5.888   0.807
 1343.0    5.895   0.819
 1344.0    5.902   0.830
 1345.0    5.909   0.842
 1346.0    5.916   0.853
 1347.0    5.923   0.865
 1348.0    5.930   0.877
 1349.0    5.937   0.889
 1350.0    5.945   0.902
 1351.0    5.952   0.914
 1352.0    5.959   0.927
 1353.0    5.966   0.940
 1354.0    5.974   0.953
 1355.0    5.981   0.966
 1356.0    5.989   0.980
 1357.0    5.996   0.993
 1358.0    6.004   1.007
 1359.0    6.011   1.021
 1360.0    6.019   1.035
 1361.0    6.026   1.050
 1362.0    6.034   1.064
 1363.0    6.042   1.079
 1364.0    6.050   1.094
 1365.0    6.058   1.109
 1366.0    6.065   1.125
 1367.0    6.073   1.141
 1368.0    6.081   1.157
 1369.0    6.089   1.173
 1370.0    6.097   1.189
 1371.0    6.106   1.206
 1372.0    6.114   1.223
 1373.0    6.122   1.240
 1374.0    6.130   1.257
 1375.0    6.139   1.275
 1376.0    6.147   1.293
 1377.0    6.156   1.312
 1378.0    6.164   1.330
 1379.0    6.173   1.349
 1380.0    6.181   1.368
 1381.0    6.189   1.388
 1382.0    6.198   1.408
 1383.0    6.207   1.428
 1384.0    6.215   1.448
 1385.0    6.224   1.469
 1386.0    6.232   1.490
 1387.0    6.241   1.511
 1388.0    6.250   1.533
 1389.0    6.258   1.555
 1390.0    6.267   1.578
 1391.0    6.276   1.601
 1392.0    6.285   1.624
 1393.0    6.294   1.648
 1394.0    6.303   1.671
 1395.0    6.312   1.696
 1396.0    6.321   1.721
 1397.0    6.330   1.746
 1398.0    6.339   1.771
 1399.0    6.348   1.798
 1400.0    6.357   1.824
 1401.0    6.366   1.851
 1402.0    6.375   1.879
 1403.0    6.384   1.907
 1404.0    6.393   1.935
 1405.0    6.402   1.964
 1406.0    6.410   1.993
 1407.0    6.419   2.023
 1408.0    6.428   2.054
 1409.0    6.436   2.085
 1410.0    6.445   2.116
 1411.0    6.453   2.149
 1412.0    6.462   2.181
 1413.0    6.470   2.215
 1414.0    6.478   2.249
 1415.0    6.486   2.283
 1416.0    6.495   2.318
 1417.0    6.502   2.354
 1418.0    6.510   2.390
 1419.0    6.518   2.427
 1420.0    6.525   2.465
 1421.0    6.533   2.503
 1422.0    6.540   2.543
 1423.0    6.547   2.582
 1424.0    6.553   2.623
 1425.0    6.560   2.664
 1426.0    6.566   2.706
 1427.0    6.572   2.749
 1428.0    6.578   2.793
 1429.0    6.583   2.837
 1430.0    6.588   2.883
 1431.0    6.592   2.929
 1432.0    6.596   2.976
 1433.0    6.600   3.024
 1434.0    6.603   3.072
 1435.0    6.606   3.122
 1436.0    6.608   3.173
 1437.0    6.610   3.224
 1438.0    6.611   3.276
 1439.0    6.612   3.330
 1440.0    6.612   3.384
 1441.0    6.611   3.439
 1442.0    6.610   3.495
 1443.0    6.608   3.553
 1444.0    6.605   3.611
 1445.0    6.602   3.670
 1446.0    6.597   3.730
 1447.0    6.592   3.791
 1448.0    6.586   3.854
 1449.0    6.578   3.917
 1450.0    6.570   3.981
 1451.0    6.560   4.047
 1452.0    6.550   4.113
 1453.0    6.538   4.181
 1454.0    6.525   4.250
 1455.0    6.510   4.319
 1456.0    6.494   4.390
 1457.0    6.476   4.462
 1458.0    6.457   4.535
 1459.0    6.437   4.608
 1460.0    6.414   4.683
 1461.0    6.390   4.758
 1462.0    6.364   4.834
 1463.0    6.336   4.912
 1464.0    6.306   4.990
 1465.0    6.274   5.068
 1466.0    6.239   5.148
 1467.0    6.203   5.228
 1468.0    6.164   5.308
 1469.0    6.122   5.390
 1470.0    6.079   5.471
 1471.0    6.032   5.553
 1472.0    5.983   5.636
 1473.0    5.932   5.719
 1474.0    5.877   5.801
 1475.0    5.820   5.884
 1476.0    5.760   5.967
 1477.0    5.696   6.049
 1478.0    5.630   6.131
 1479.0    5.560   6.213
 1480.0    5.487   6.294
 1481.0    5.411   6.374
 1482.0    5.332   6.453
 1483.0    5.249   6.531
 1484.0    5.164   6.607
 1485.0    5.074   6.682
 1486.0    4.982   6.756
 1487.0    4.886   6.827
 1488.0    4.786   6.897
 1489.0    4.684   6.964
 1490.0    4.578   7.028
 1491.0    4.470   7.090
 1492.0    4.358   7.150
 1493.0    4.243   7.206
 1494.0    4.125   7.258
 1495.0    4.005   7.308
 1496.0    3.882   7.353
 1497.0    3.757   7.395
 1498.0    3.630   7.433
 1499.0    3.500   7.466
 1500.0    3.369   7.496
 1501.0    3.236   7.520
 1502.0    3.103   7.540
 1503.0    2.968   7.556
 1504.0    2.832   7.566
 1505.0    2.696   7.572
 1506.0    2.559   7.573
 1507.0    2.422   7.569
 1508.0    2.286   7.560
 1509.0    2.150   7.546
 1510.0    2.014   7.527
 1511.0    1.880   7.503
 1512.0    1.747   7.474
 1513.0    1.616   7.441
 1514.0    1.487   7.402
 1515.0    1.360   7.360
 1516.0    1.236   7.313
 1517.0    1.115   7.263
 1518.0    0.997   7.208
 1519.0    0.882   7.151
 1520.0    0.770   7.090
 1521.0    0.661   7.025
 1522.0    0.556   6.958
 1523.0    0.454   6.888
 1524.0    0.356   6.815
 1525.0    0.262   6.739
 1526.0    0.173   6.661
 1527.0    0.087   6.581
 1528.0    0.005   6.500
 1529.0   -0.072   6.417
 1530.0   -0.145   6.333
 1531.0   -0.215   6.249
 1532.0   -0.280   6.164
 1533.0   -0.342   6.079
 1534.0   -0.400   5.993
 1535.0   -0.455   5.908
 1536.0   -0.506   5.823
 1537.0   -0.553   5.738
 1538.0   -0.597   5.653
 1539.0   -0.638   5.569
 1540.0   -0.676   5.486
 1541.0   -0.710   5.404
 1542.0   -0.741   5.323
 1543.0   -0.769   5.243
 1544.0   -0.795   5.164
 1545.0   -0.818   5.086
 1546.0   -0.838   5.010
 1547.0   -0.857   4.935
 1548.0   -0.872   4.862
 1549.0   -0.886   4.790
 1550.0   -0.898   4.719
 1551.0   -0.908   4.651
 1552.0   -0.916   4.584
 1553.0   -0.922   4.519
 1554.0   -0.927   4.455
 1555.0   -0.931   4.393
 1556.0   -0.933   4.333
 1557.0   -0.934   4.274
 1558.0   -0.934   4.217
 1559.0   -0.933   4.162
 1560.0   -0.931   4.108
 1561.0   -0.928   4.056
 1562.0   -0.924   4.005
 1563.0   -0.919   3.956
 1564.0   -0.914   3.909
 1565.0   -0.908   3.863
 1566.0   -0.901   3.819
 1567.0   -0.894   3.776
 1568.0   -0.887   3.735
 1569.0   -0.879   3.695
 1570.0   -0.871   3.656
 1571.0   -0.863   3.619
 1572.0   -0.854   3.583
 1573.0   -0.846   3.549
 1574.0   -0.837   3.516
 1575.0   -0.828   3.484
 1576.0   -0.819   3.453
 1577.0   -0.810   3.424
 1578.0   -0.801   3.395
 1579.0   -0.793   3.368
 1580.0   -0.784   3.342
 1581.0   -0.775   3.317
 1582.0   -0.767   3.293
 1583.0   -0.759   3.270
 1584.0   -0.751   3.248
 1585.0   -0.743   3.227
 1586.0   -0.736   3.207
 1587.0   -0.729   3.188
 1588.0   -0.722   3.169
 1589.0   -0.715   3.152
 1590.0   -0.709   3.135
 1591.0   -0.703   3.119
 1592.0   -0.697   3.104
 1593.0   -0.692   3.089
 1594.0   -0.687   3.075
 1595.0   -0.683   3.062
 1596.0   -0.679   3.049
 1597.0   -0.675   3.037
 1598.0   -0.671   3.026
 1599.0   -0.669   3.015
 1600.0   -0.666   3.004
 1601.0   -0.664   2.995
 1602.0   -0.663   2.985
 1603.0   -0.662   2.976
 1604.0   -0.662   2.967
 1605.0   -0.662   2.959
 1606.0   -0.662   2.951
 1607.0   -0.663   2.944
 1608.0   -0.664   2.937
 1609.0   -0.666   2.930
 1610.0   -0.668   2.923
 1611.0   -0.671   2.917
 1612.0   -0.674   2.910
 1613.0   -0.677   2.904
 1614.0   -0.681   2.899
 1615.0   -0.685   2.893
 1616.0   -0.690   2.888
 1617.0   -0.695   2.882
 1618.0   -0.701   2.877
 1619.0   -0.707   2.872
 1620.0   -0.713   2.867
 1621.0   -0.720   2.862
 1622.0   -0.727   2.857
 1623.0   -0.735   2.852
 1624.0   -0.743   2.847
 1625.0   -0.752   2.842
 1626.0   -0.761   2.837
 1627.0   -0.770   2.832
 1628.0   -0.780   2.827
 1629.0   -0.790   2.822
 1630.0   -0.801   2.816
 1631.0   -0.811   2.811
 1632.0   -0.822   2.805
 1633.0   -0.834   2.800
 1634.0   -0.846   2.794
 1635.0   -0.858   2.788
 1636.0   -0.870   2.782
 1637.0   -0.882   2.776
 1638.0   -0.895   2.769
 1639.0   -0.908   2.763
 1640.0   -0.921   2.756
 1641.0   -0.935   2.749
 1642.0   -0.948   2.742
 1643.0   -0.962   2.734
 1644.0   -0.976   2.726
 1645.0   -0.990   2.718
 1646.0   -1.004   2.710
 1647.0   -1.018   2.702
 1648.0   -1.033   2.693
 1649.0   -1.047   2.684
 1650.0   -1.062   2.675
 1651.0   -1.077   2.665
 1652.0   -1.092   2.656
 1653.0   -1.106   2.646
 1654.0   -1.121   2.635
 1655.0   -1.136   2.625
 1656.0   -1.151   2.614
 1657.0   -1.166   2.603
 1658.0   -1.181   2.592
 1659.0   -1.196   2.580
 1660.0   -1.211   2.568
 1661.0   -1.226   2.556
 1662.0   -1.241   2.544
 1663.0   -1.256   2.531
 1664.0   -1.271   2.519
 1665.0   -1.286   2.506
 1666.0   -1.301   2.492
 1667.0   -1.315   2.479
 1668.0   -1.330   2.465
 1669.0   -1.344   2.451
 1670.0   -1.358   2.436
 1671.0   -1.372   2.422
 1672.0   -1.386   2.407
 1673.0   -1.400   2.392
 1674.0   -1.413   2.377
 1675.0   -1.426   2.362
 1676.0   -1.440   2.347
 1677.0   -1.453   2.331
 1678.0   -1.465   2.315
 1679.0   -1.478   2.299
 1680.0   -1.490   2.283
 1681.0   -1.503   2.267
 1682.0   -1.515   2.250
 1683.0   -1.527   2.234
 1684.0   -1.538   2.217
 1685.0   -1.550   2.201
 1686.0   -1.561   2.184
 1687.0   -1.572   2.167
 1688.0   -1.583   2.150
 1689.0   -1.594   2.132
 1690.0   -1.604   2.115
 1691.0   -1.614   2.098
 1692.0   -1.624   2.081
 1693.0   -1.634   2.063
 1694.0   -1.643   2.046
 1695.0   -1.652   2.028
 1696.0   -1.661   2.011
 1697.0   -1.670   1.993
 1698.0   -1.678   1.975
 1699.0   -1.687   1.958
 1700.0   -1.695   1.940
 1701.0   -1.702   1.922
 1702.0   -1.710   1.905
 1703.0   -1.717   1.887
 1704.0   -1.724   1.869
 1705.0   -1.731   1.852
 1706.0   -1.738   1.834
 1707.0   -1.744   1.816
 1708.0   -1.750   1.799
 1709.0   -1.756   1.781
 1710.0   -1.762   1.764
 1711.0   -1.768   1.746
 1712.0   -1.773   1.729
 1713.0   -1.778   1.712
 1714.0   -1.783   1.694
 1715.0   -1.788   1.677
 1716.0   -1.793   1.660
 1717.0   -1.797   1.643
 1718.0   -1.801   1.626
 1719.0   -1.805   1.609
 1720.0   -1.809   1.592
 1721.0   -1.813   1.576
 1722.0   -1.816   1.559
 1723.0   -1.819   1.542
 1724.0   -1.823   1.526
 1725.0   -1.825   1.510
 1726.0   -1.828   1.494
 1727.0   -1.831   1.477
 1728.0   -1.833   1.461
 1729.0   -1.836   1.446
 1730.0   -1.838   1.430
 1731.0   -1.840   1.414
 1732.0   -1.842   1.398
 1733.0   -1.843   1.383
 1734.0   -1.845   1.367
 1735.0   -1.846   1.352
 1736.0   -1.848   1.337
 1737.0   -1.849   1.322
 1738.0   -1.850   1.307
 1739.0   -1.851   1.292
 1740.0   -1.852   1.278
 1741.0   -1.853   1.263
 1742.0   -1.853   1.249
 1743.0   -1.854   1.234
 1744.0   -1.854   1.220
 1745.0   -1.855   1.206
 1746.0   -1.855   1.192
 1747.0   -1.855   1.178
 1748.0   -1.855   1.165
 1749.0   -1.855   1.151
 1750.0   -1.855   1.138
 1751.0   -1.855   1.125
 1752.0   -1.855   1.112
 1753.0   -1.855   1.099
 1754.0   -1.854   1.086
 1755.0   -1.854   1.073
 1756.0   -1.853   1.060
 1757.0   -1.853   1.048
 1758.0   -1.852   1.036
 1759.0   -1.851   1.023
 1760.0   -1.850   1.011
 1761.0   -1.849   0.999
 1762.0   -1.848   0.987
 1763.0   -1.847   0.975
 1764.0   -1.846   0.964
 1765.0   -1.845   0.952
 1766.0   -1.843   0.941
 1767.0   -1.842   0.929
 1768.0   -1.841   0.918
 1769.0   -1.840   0.907
 1770.0   -1.838   0.896
 1771.0   -1.837   0.885
 1772.0   -1.835   0.875
 1773.0   -1.834   0.864
 1774.0   -1.833   0.853
 1775.0   -1.831   0.843
 1776.0   -1.830   0.833
 1777.0   -1.828   0.823
 1778.0   -1.827   0.813
 1779.0   -1.825   0.803
 1780.0   -1.823   0.793
 1781.0   -1.822   0.783
 1782.0   -1.820   0.773
 1783.0   -1.818   0.764
 1784.0   -1.817   0.754
 1785.0   -1.815   0.745
 1786.0   -1.813   0.736
 1787.0   -1.811   0.727
 1788.0   -1.810   0.718
 1789.0   -1.808   0.709
 1790.0   -1.806   0.700
 1791.0   -1.804   0.691
 1792.0   -1.802   0.682
 1793.0   -1.800   0.674
 1794.0   -1.799   0.665
 1795.0   -1.797   0.657
 1796.0   -1.795   0.649
 1797.0   -1.793   0.640
 1798.0   -1.791   0.632
 1799.0   -1.789   0.624
 1800.0   -1.787   0.616
 1801.0   -1.786   0.609
 1802.0   -1.784   0.601
 1803.0   -1.782   0.593
 1804.0   -1.780   0.586
 1805.0   -1.778   0.578
 1806.0   -1.777   0.571
 1807.0   -1.775   0.563
 1808.0   -1.773   0.556
 1809.0   -1.771   0.549
 1810.0   -1.770   0.542
 1811.0   -1.768   0.535
 1812.0   -1.766   0.528
 1813.0   -1.764   0.521
 1814.0   -1.763   0.514
 1815.0   -1.761   0.508
 1816.0   -1.759   0.501
 1817.0   -1.758   0.495
 1818.0   -1.756   0.488
 1819.0   -1.754   0.482
 1820.0   -1.752   0.475
 1821.0   -1.751   0.469
 1822.0   -1.749   0.463
 1823.0   -1.747   0.457
 1824.0   -1.746   0.450
 1825.0   -1.744   0.444
 1826.0   -1.742   0.438
 1827.0   -1.741   0.433
 1828.0   -1.739   0.427
 1829.0   -1.737   0.421
 1830.0   -1.736   0.415
 1831.0   -1.734   0.410
 1832.0   -1.733   0.404
 1833.0   -1.731   0.398
 1834.0   -1.730   0.393
 1835.0   -1.728   0.388
 1836.0   -1.727   0.382
 1837.0   -1.726   0.377
 1838.0   -1.724   0.372
 1839.0   -1.723   0.366
 1840.0   -1.721   0.361
 1841.0   -1.720   0.356
 1842.0   -1.719   0.351
 1843.0   -1.717   0.346
 1844.0   -1.716   0.341
 1845.0   -1.714   0.336
 1846.0   -1.713   0.331
 1847.0   -1.712   0.326
 1848.0   -1.710   0.321
 1849.0   -1.709   0.317
 1850.0   -1.708   0.312
 1851.0   -1.707   0.307
 1852.0   -1.705   0.303
 1853.0   -1.704   0.298
 1854.0   -1.703   0.294
 1855.0   -1.702   0.289
 1856.0   -1.700   0.285
 1857.0   -1.699   0.280
 1858.0   -1.698   0.276
 1859.0   -1.697   0.272
 1860.0   -1.696   0.268
 1861.0   -1.695   0.263
 1862.0   -1.694   0.259
 1863.0   -1.693   0.255
 1864.0   -1.692   0.251
 1865.0   -1.691   0.247
 1866.0   -1.691   0.243
 1867.0   -1.690   0.239
 1868.0   -1.689   0.235
 1869.0   -1.688   0.231
 1870.0   -1.687   0.227
 1871.0   -1.687   0.224
 1872.0   -1.686   0.220
 1873.0   -1.685   0.216
 1874.0   -1.684   0.212
 1875.0   -1.683   0.208
 1876.0   -1.682   0.205
 1877.0   -1.682   0.201
 1878.0   -1.681   0.197
 1879.0   -1.680   0.194
 1880.0   -1.679   0.190
 1881.0   -1.679   0.187
 1882.0   -1.678   0.183
 1883.0   -1.677   0.180
 1884.0   -1.677   0.176
 1885.0   -1.676   0.173
 1886.0   -1.675   0.170
 1887.0   -1.675   0.166
 1888.0   -1.674   0.163
 1889.0   -1.674   0.160
 1890.0   -1.673   0.157
 1891.0   -1.673   0.153
 1892.0   -1.672   0.150
 1893.0   -1.671   0.147
 1894.0   -1.671   0.144
 1895.0   -1.670   0.141
 1896.0   -1.670   0.137
 1897.0   -1.669   0.134
 1898.0   -1.669   0.131
 1899.0   -1.669   0.128
 1900.0   -1.668   0.125
 1901.0   -1.668   0.122
 1902.0   -1.668   0.119
 1903.0   -1.668   0.116
 1904.0   -1.667   0.113
 1905.0   -1.667   0.111
 1906.0   -1.667   0.108
 1907.0   -1.667   0.105
 1908.0   -1.667   0.102
 1909.0   -1.667   0.099
 1910.0   -1.667   0.096
 1911.0   -1.667   0.094
 1912.0   -1.666   0.091
 1913.0   -1.666   0.088
 1914.0   -1.666   0.085
 1915.0   -1.666   0.083
 1916.0   -1.666   0.080
 1917.0   -1.666   0.077
 1918.0   -1.666   0.075
 1919.0   -1.666   0.072
 1920.0   -1.666   0.069
 1921.0   -1.666   0.067
 1922.0   -1.665   0.064
 1923.0   -1.665   0.062
 1924.0   -1.665   0.059
 1925.0   -1.666   0.057
 1926.0   -1.666   0.054
 1927.0   -1.666   0.052
 1928.0   -1.666   0.049
 1929.0   -1.666   0.047
 1930.0   -1.666   0.045
 1931.0   -1.666   0.042
 1932.0   -1.666   0.040
 1933.0   -1.666   0.037
 1934.0   -1.666   0.035
 1935.0   -1.666   0.033
 1936.0   -1.666   0.030
 1937.0   -1.666   0.028
 1938.0   -1.666   0.026
 1939.0   -1.666   0.023
 1940.0   -1.667   0.021
 1941.0   -1.667   0.019
 1942.0   -1.667   0.017
 1943.0   -1.667   0.014
 1944.0   -1.668   0.012
 1945.0   -1.668   0.010
 1946.0   -1.669   0.008
 1947.0   -1.669   0.006
 1948.0   -1.669   0.003
 1949.0   -1.670   0.001
 1950.0   -1.670  -0.001
 1951.0   -1.671  -0.003
 1952.0   -1.671  -0.005
 1953.0   -1.672  -0.008
 1954.0   -1.672  -0.010
 1955.0   -1.673  -0.012
 1956.0   -1.673  -0.014
 1957.0   -1.673  -0.016
 1958.0   -1.674  -0.018
 1959.0   -1.674  -0.020
 1960.0   -1.675  -0.022
 1961.0   -1.675  -0.024
 1962.0   -1.676  -0.026
 1963.0   -1.676  -0.028
 1964.0   -1.677  -0.030
 1965.0   -1.678  -0.032
 1966.0   -1.678  -0.034
 1967.0   -1.679  -0.036
 1968.0   -1.679  -0.038
 1969.0   -1.680  -0.040
 1970.0   -1.680  -0.042
 1971.0   -1.681  -0.044
