   W         E2+(pi0_p)
 (MeV)      Re         Im
 1074.0    0.00000    0.00000
 1075.0    0.00000    0.00000
 1076.0    0.00047    0.00000
 1077.0    0.00024    0.00000
 1078.0    0.00047    0.00000
 1079.0    0.00071    0.00000
 1080.0    0.00024    0.00000
 1081.0    0.00094    0.00000
 1082.0    0.00094    0.00000
 1083.0    0.00024    0.00000
 1084.0    0.00024    0.00000
 1085.0    0.00000    0.00000
 1086.0    0.00047    0.00000
 1087.0    0.00071    0.00000
 1088.0   -0.00024    0.00000
 1089.0    0.00000    0.00000
 1090.0    0.00024    0.00000
 1091.0    0.00024    0.00000
 1092.0   -0.00024    0.00000
 1093.0   -0.00024    0.00000
 1094.0   -0.00024    0.00000
 1095.0   -0.00047    0.00000
 1096.0   -0.00047    0.00000
 1097.0   -0.00071    0.00000
 1098.0   -0.00094    0.00000
 1099.0   -0.00118    0.00000
 1100.0   -0.00141    0.00000
 1101.0   -0.00189    0.00000
 1102.0   -0.00165    0.00000
 1103.0   -0.00212    0.00000
 1104.0   -0.00189    0.00000
 1105.0   -0.00236    0.00000
 1106.0   -0.00236    0.00000
 1107.0   -0.00283    0.00000
 1108.0   -0.00354    0.00000
 1109.0   -0.00354    0.00000
 1110.0   -0.00354    0.00000
 1111.0   -0.00377    0.00000
 1112.0   -0.00448    0.00000
 1113.0   -0.00472    0.00000
 1114.0   -0.00495    0.00000
 1115.0   -0.00519    0.00000
 1116.0   -0.00542    0.00000
 1117.0   -0.00566    0.00000
 1118.0   -0.00589    0.00000
 1119.0   -0.00637    0.00000
 1120.0   -0.00660    0.00000
 1121.0   -0.00707    0.00000
 1122.0   -0.00684    0.00000
 1123.0   -0.00731    0.00000
 1124.0   -0.00778    0.00000
 1125.0   -0.00825    0.00071
 1126.0   -0.00825    0.00071
 1127.0   -0.00872    0.00071
 1128.0   -0.00872    0.00071
 1129.0   -0.00919    0.00071
 1130.0   -0.00990    0.00071
 1131.0   -0.00990    0.00118
 1132.0   -0.01061    0.00118
 1133.0   -0.01061    0.00118
 1134.0   -0.01132    0.00118
 1135.0   -0.01132    0.00118
 1136.0   -0.01155    0.00118
 1137.0   -0.01226    0.00118
 1138.0   -0.01250    0.00118
 1139.0   -0.01273    0.00118
 1140.0   -0.01344    0.00118
 1141.0   -0.01367    0.00118
 1142.0   -0.01391    0.00118
 1143.0   -0.01415    0.00118
 1144.0   -0.01438    0.00118
 1145.0   -0.01532    0.00118
 1146.0   -0.01509    0.00118
 1147.0   -0.01532    0.00118
 1148.0   -0.01627    0.00118
 1149.0   -0.01603    0.00189
 1150.0   -0.01698    0.00189
 1151.0   -0.01674    0.00189
 1152.0   -0.01721    0.00189
 1153.0   -0.01815    0.00189
 1154.0   -0.01792    0.00189
 1155.0   -0.01839    0.00189
 1156.0   -0.01886    0.00189
 1157.0   -0.01933    0.00189
 1158.0   -0.01980    0.00236
 1159.0   -0.02028    0.00236
 1160.0   -0.02075    0.00236
 1161.0   -0.02075    0.00236
 1162.0   -0.02122    0.00236
 1163.0   -0.02169    0.00236
 1164.0   -0.02169    0.00236
 1165.0   -0.02216    0.00236
 1166.0   -0.02216    0.00306
 1167.0   -0.02334    0.00306
 1168.0   -0.02334    0.00306
 1169.0   -0.02334    0.00306
 1170.0   -0.02405    0.00306
 1171.0   -0.02452    0.00306
 1172.0   -0.02523    0.00306
 1173.0   -0.02523    0.00306
 1174.0   -0.02523    0.00306
 1175.0   -0.02593    0.00306
 1176.0   -0.02664    0.00354
 1177.0   -0.02664    0.00354
 1178.0   -0.02735    0.00354
 1179.0   -0.02688    0.00424
