   W         E2-(pi0_p)
 (MeV)      Re         Im
 1074.0   -0.02028    0.00000
 1075.0   -0.04833    0.00000
 1076.0   -0.07545    0.00000
 1077.0   -0.10232    0.00000
 1078.0   -0.12897    0.00000
 1079.0   -0.15419    0.00000
 1080.0   -0.17966    0.00000
 1081.0   -0.20370    0.00000
 1082.0   -0.22799    0.00000
 1083.0   -0.25133    0.00000
 1084.0   -0.27373    0.00000
 1085.0   -0.29589    0.00000
 1086.0   -0.31711    0.00000
 1087.0   -0.33856    0.00000
 1088.0   -0.35907    0.00000
 1089.0   -0.37912    0.00000
 1090.0   -0.39821    0.00000
 1091.0   -0.41707    0.00000
 1092.0   -0.43546    0.00000
 1093.0   -0.45291    0.00000
 1094.0   -0.47012    0.00000
 1095.0   -0.48615    0.00000
 1096.0   -0.50242    0.00000
 1097.0   -0.51822    0.00000
 1098.0   -0.53378    0.00000
 1099.0   -0.54816    0.00000
 1100.0   -0.56278    0.00000
 1101.0   -0.57645    0.00000
 1102.0   -0.58966    0.00000
 1103.0   -0.60168    0.00000
 1104.0   -0.61347    0.00000
 1105.0   -0.62479    0.00000
 1106.0   -0.63587    0.00000
 1107.0   -0.64624    0.00000
 1108.0   -0.65614    0.00000
 1109.0   -0.66581   -0.00047
 1110.0   -0.67548   -0.00047
 1111.0   -0.68396   -0.00047
 1112.0   -0.69222    0.00024
 1113.0   -0.69976    0.00024
 1114.0   -0.70801    0.00024
 1115.0   -0.71461    0.00024
 1116.0   -0.72145    0.00024
 1117.0   -0.72734    0.00024
 1118.0   -0.73324    0.00024
 1119.0   -0.73819    0.00024
 1120.0   -0.74314    0.00024
 1121.0   -0.74833    0.00024
 1122.0   -0.75186    0.00024
 1123.0   -0.75587    0.00024
 1124.0   -0.75965   -0.00024
 1125.0   -0.76224    0.00047
 1126.0   -0.76530    0.00047
 1127.0   -0.76813    0.00047
 1128.0   -0.77025    0.00047
 1129.0   -0.77190    0.00047
 1130.0   -0.77426    0.00047
 1131.0   -0.77568    0.00047
 1132.0   -0.77709    0.00118
 1133.0   -0.77756    0.00071
 1134.0   -0.77803    0.00071
 1135.0   -0.77827    0.00071
 1136.0   -0.77898    0.00071
 1137.0   -0.77851    0.00071
 1138.0   -0.77827    0.00141
 1139.0   -0.77827    0.00141
 1140.0   -0.77756    0.00094
 1141.0   -0.77686    0.00094
 1142.0   -0.77638    0.00094
 1143.0   -0.77591    0.00165
 1144.0   -0.77497    0.00165
 1145.0   -0.77473    0.00165
 1146.0   -0.77332    0.00189
 1147.0   -0.77214    0.00189
 1148.0   -0.76978    0.00189
 1149.0   -0.76766    0.00189
 1150.0   -0.76625    0.00259
 1151.0   -0.76365    0.00259
 1152.0   -0.76177    0.00212
 1153.0   -0.76012    0.00283
 1154.0   -0.75847    0.00283
 1155.0   -0.75682    0.00283
 1156.0   -0.75469    0.00354
 1157.0   -0.75210    0.00306
 1158.0   -0.75021    0.00377
 1159.0   -0.74833    0.00377
 1160.0   -0.74597    0.00377
 1161.0   -0.74314    0.00448
 1162.0   -0.74102    0.00401
 1163.0   -0.73960    0.00472
 1164.0   -0.73772    0.00472
 1165.0   -0.73583    0.00542
 1166.0   -0.73347    0.00495
 1167.0   -0.73112    0.00566
 1168.0   -0.72876    0.00566
 1169.0   -0.72593    0.00637
 1170.0   -0.72334    0.00637
 1171.0   -0.72121    0.00660
 1172.0   -0.71862    0.00660
 1173.0   -0.71626    0.00731
 1174.0   -0.71391    0.00731
 1175.0   -0.71226    0.00754
 1176.0   -0.71061    0.00825
 1177.0   -0.70848    0.00825
 1178.0   -0.70589    0.00896
 1179.0   -0.70377    0.00919
 1180.0   -0.70188    0.00919
 1181.0   -0.69952    0.00990
 1182.0   -0.69764    0.01061
 1183.0   -0.69457    0.01014
 1184.0   -0.69174    0.01085
 1185.0   -0.69009    0.01155
 1186.0   -0.68726    0.01226
 1187.0   -0.68467    0.01250
 1188.0   -0.68255    0.01250
 1189.0   -0.67996    0.01320
 1190.0   -0.67736    0.01391
 1191.0   -0.67430    0.01415
 1192.0   -0.67194    0.01485
 1193.0   -0.66958    0.01556
 1194.0   -0.66652    0.01627
 1195.0   -0.66369    0.01580
 1196.0   -0.66086    0.01650
 1197.0   -0.65803    0.01721
 1198.0   -0.65473    0.01792
 1199.0   -0.65190    0.01815
 1200.0   -0.64860    0.01886
 1201.0   -0.64483    0.01957
 1202.0   -0.64129    0.02051
 1203.0   -0.63775    0.02122
 1204.0   -0.63422    0.02193
 1205.0   -0.63021    0.02263
 1206.0   -0.62620    0.02287
 1207.0   -0.62266    0.02358
 1208.0   -0.61913    0.02428
 1209.0   -0.61488    0.02570
 1210.0   -0.61135    0.02593
 1211.0   -0.60781    0.02664
 1212.0   -0.60380    0.02735
 1213.0   -0.59932    0.02876
 1214.0   -0.59602    0.02900
 1215.0   -0.59154    0.02971
 1216.0   -0.58706    0.03041
 1217.0   -0.58211    0.03041
 1218.0   -0.57740    0.02994
 1219.0   -0.57197    0.02994
