   W         M1-(pi0_p)
 (MeV)      Re         Im
 1074.0   -0.30909    0.00000
 1075.0   -0.48710    0.00000
 1076.0   -0.61842    0.00000
 1077.0   -0.72734    0.00000
 1078.0   -0.82330    0.00000
 1079.0   -0.90912    0.00000
 1080.0   -0.98787    0.00000
 1081.0   -1.06096    0.00047
 1082.0   -1.12957    0.00047
 1083.0   -1.19369    0.00094
 1084.0   -1.25429    0.00071
 1085.0   -1.31205    0.00118
 1086.0   -1.36722    0.00165
 1087.0   -1.41909    0.00212
 1088.0   -1.46954    0.00259
 1089.0   -1.51835    0.00236
 1090.0   -1.56479    0.00330
 1091.0   -1.60959    0.00377
 1092.0   -1.65273    0.00401
 1093.0   -1.69447    0.00495
 1094.0   -1.73502    0.00589
 1095.0   -1.77368    0.00566
 1096.0   -1.81141    0.00660
 1097.0   -1.84795    0.00802
 1098.0   -1.88379    0.00825
 1099.0   -1.91821    0.00919
 1100.0   -1.95169    0.01014
 1101.0   -1.98375    0.01085
 1102.0   -2.01558    0.01179
 1103.0   -2.04600    0.01250
 1104.0   -2.07547    0.01391
 1105.0   -2.10470    0.01532
 1106.0   -2.13299    0.01603
 1107.0   -2.16034    0.01698
 1108.0   -2.18675    0.01815
 1109.0   -2.21221    0.01957
 1110.0   -2.23744    0.02028
 1111.0   -2.26220    0.02169
 1112.0   -2.28601    0.02358
 1113.0   -2.30888    0.02428
 1114.0   -2.33128    0.02570
 1115.0   -2.35273    0.02688
 1116.0   -2.37395    0.02876
 1117.0   -2.39446    0.02947
 1118.0   -2.41474    0.03136
 1119.0   -2.43407    0.03254
 1120.0   -2.45293    0.03442
 1121.0   -2.47132    0.03631
 1122.0   -2.48877    0.03749
 1123.0   -2.50645    0.03937
 1124.0   -2.52296    0.04055
 1125.0   -2.53969    0.04244
 1126.0   -2.55478    0.04480
 1127.0   -2.57058    0.04597
 1128.0   -2.58473    0.04786
 1129.0   -2.59958    0.04951
 1130.0   -2.61349    0.05140
 1131.0   -2.62622    0.05376
 1132.0   -2.63919    0.05493
 1133.0   -2.65216    0.05729
 1134.0   -2.66418    0.05965
 1135.0   -2.67573    0.06083
 1136.0   -2.68681    0.06319
 1137.0   -2.69742    0.06554
 1138.0   -2.70803    0.06719
 1139.0   -2.71770    0.06955
 1140.0   -2.72737    0.07191
 1141.0   -2.73727    0.07356
 1142.0   -2.74552    0.07592
 1143.0   -2.75377    0.07828
 1144.0   -2.76155    0.08063
 1145.0   -2.76886    0.08299
 1146.0   -2.77688    0.08464
 1147.0   -2.78324    0.08747
 1148.0   -2.78961    0.08983
 1149.0   -2.79597    0.09219
 1150.0   -2.80210    0.09454
 1151.0   -2.80753    0.09737
 1152.0   -2.81248    0.09902
 1153.0   -2.81696    0.10185
 1154.0   -2.82144    0.10421
 1155.0   -2.82497    0.10657
 1156.0   -2.82969    0.10940
 1157.0   -2.83275    0.11223
 1158.0   -2.83582    0.11458
 1159.0   -2.83841    0.11741
 1160.0   -2.84053    0.11977
 1161.0   -2.84266    0.12260
 1162.0   -2.84431    0.12614
 1163.0   -2.84596    0.12849
 1164.0   -2.84714    0.13132
 1165.0   -2.84784    0.13415
 1166.0   -2.84855    0.13651
 1167.0   -2.84879    0.13934
 1168.0   -2.84902    0.14288
 1169.0   -2.84879    0.14570
 1170.0   -2.84808    0.14806
 1171.0   -2.84666    0.15160
 1172.0   -2.84549    0.15443
 1173.0   -2.84431    0.15726
 1174.0   -2.84266    0.16079
 1175.0   -2.84030    0.16315
 1176.0   -2.83818    0.16669
 1177.0   -2.83488    0.16952
 1178.0   -2.83275    0.17305
 1179.0   -2.82898    0.17588
 1180.0   -2.82592    0.17942
 1181.0   -2.82214    0.18225
 1182.0   -2.81790    0.18531
 1183.0   -2.81436    0.18885
 1184.0   -2.80965    0.19239
 1185.0   -2.80493    0.19522
 1186.0   -2.79975    0.19875
 1187.0   -2.79409    0.20229
 1188.0   -2.78890    0.20583
 1189.0   -2.78277    0.20936
 1190.0   -2.77711    0.21243
 1191.0   -2.77098    0.21596
 1192.0   -2.76367    0.21950
 1193.0   -2.75707    0.22304
 1194.0   -2.75047    0.22657
 1195.0   -2.74269    0.23082
 1196.0   -2.73562    0.23435
 1197.0   -2.72737    0.23742
 1198.0   -2.71911    0.24166
 1199.0   -2.71157    0.24520
 1200.0   -2.70285    0.24874
 1201.0   -2.69412    0.25251
 1202.0   -2.68540    0.25675
 1203.0   -2.67620    0.26029
 1204.0   -2.66654    0.26453
 1205.0   -2.65734    0.26878
 1206.0   -2.64768    0.27184
 1207.0   -2.63754    0.27608
 1208.0   -2.62740    0.28033
 1209.0   -2.61656    0.28410
 1210.0   -2.60642    0.28834
 1211.0   -2.59510    0.29259
 1212.0   -2.58449    0.29707
 1213.0   -2.57270    0.30131
 1214.0   -2.56209    0.30508
 1215.0   -2.55030    0.31004
 1216.0   -2.53804    0.31428
 1217.0   -2.52626    0.31923
 1218.0   -2.51352    0.32347
 1219.0   -2.50126    0.32843
 1220.0   -2.48853    0.33338
 1221.0   -2.47509    0.33880
 1222.0   -2.46189    0.34422
 1223.0   -2.44845    0.34964
 1224.0   -2.43454    0.35507
 1225.0   -2.42016    0.36049
 1226.0   -2.40649    0.36662
 1227.0   -2.39210    0.37204
 1228.0   -2.37772    0.37817
 1229.0   -2.36287    0.38312
 1230.0   -2.34802    0.38925
 1231.0   -2.33316    0.39538
 1232.0   -2.31831    0.40151
 1233.0   -2.30298    0.40764
 1234.0   -2.28766    0.41377
 1235.0   -2.27233    0.41990
 1236.0   -2.25630    0.42674
 1237.0   -2.24050    0.43287
 1238.0   -2.22400    0.43971
 1239.0   -2.20750    0.44607
 1240.0   -2.19099    0.45291
 1241.0   -2.17402    0.45975
 1242.0   -2.15704    0.46659
 1243.0   -2.14007    0.47342
 1244.0   -2.12238    0.48097
 1245.0   -2.10541    0.48780
 1246.0   -2.08726    0.49535
 1247.0   -2.06981    0.50242
 1248.0   -2.05165    0.50997
 1249.0   -2.03303    0.51751
 1250.0   -2.01511    0.52576
 1251.0   -1.99648    0.53331
 1252.0   -1.97786    0.54156
 1253.0   -1.95923    0.54934
 1254.0   -1.94014    0.55759
 1255.0   -1.92175    0.56584
 1256.0   -1.90312    0.57410
 1257.0   -1.88284    0.58305
 1258.0   -1.86375    0.59154
 1259.0   -1.84465    0.60050
 1260.0   -1.82508    0.60946
 1261.0   -1.80481    0.61913
 1262.0   -1.78524    0.62761
 1263.0   -1.76496    0.63728
 1264.0   -1.74468    0.64695
 1265.0   -1.72394    0.65661
 1266.0   -1.70319    0.66652
 1267.0   -1.68244    0.67618
 1268.0   -1.66240    0.68656
 1269.0   -1.64165    0.69646
 1270.0   -1.62091    0.70754
 1271.0   -1.60087    0.71791
 1272.0   -1.57965    0.72900
 1273.0   -1.55843    0.74031
 1274.0   -1.53721    0.75139
 1275.0   -1.51599    0.76271
 1276.0   -1.49359    0.77450
 1277.0   -1.47237    0.78629
 1278.0   -1.45115    0.79760
 1279.0   -1.42946    0.81010
 1280.0   -1.40706    0.82260
 1281.0   -1.38585    0.83462
 1282.0   -1.36298    0.84782
 1283.0   -1.34129    0.86055
 1284.0   -1.31889    0.87376
 1285.0   -1.29602    0.88767
 1286.0   -1.27433    0.90111
 1287.0   -1.25216    0.91502
 1288.0   -1.23000    0.92963
 1289.0   -1.20784    0.94378
 1290.0   -1.18639    0.95840
 1291.0   -1.16375    0.97325
 1292.0   -1.14159    0.98858
 1293.0   -1.11896    1.00390
 1294.0   -1.09679    1.01946
 1295.0   -1.07416    1.03549
 1296.0   -1.05223    1.05105
 1297.0   -1.02960    1.06779
 1298.0   -1.00767    1.08453
 1299.0   -0.98504    1.10151
 1300.0   -0.96241    1.11825
 1301.0   -0.94048    1.13640
 1302.0   -0.91855    1.15338
 1303.0   -0.89615    1.17224
 1304.0   -0.87423    1.18992
 1305.0   -0.85301    1.20878
 1306.0   -0.83061    1.22764
 1307.0   -0.80939    1.24674
 1308.0   -0.78841    1.26631
 1309.0   -0.76672    1.28659
 1310.0   -0.74573    1.30639
 1311.0   -0.72522    1.32667
 1312.0   -0.70424    1.34765
 1313.0   -0.68349    1.36863
 1314.0   -0.66251    1.38985
 1315.0   -0.64223    1.41154
 1316.0   -0.62266    1.43323
 1317.0   -0.60262    1.45563
 1318.0   -0.58305    1.47803
 1319.0   -0.56419    1.50066
 1320.0   -0.54486    1.52377
 1321.0   -0.52600    1.54758
 1322.0   -0.50737    1.57069
 1323.0   -0.48875    1.59521
 1324.0   -0.47130    1.61902
 1325.0   -0.45338    1.64354
 1326.0   -0.43664    1.66877
 1327.0   -0.41943    1.69329
 1328.0   -0.40293    1.71851
 1329.0   -0.38690    1.74445
 1330.0   -0.37110    1.77038
 1331.0   -0.35577    1.79632
 1332.0   -0.34068    1.82272
 1333.0   -0.32677    1.84937
 1334.0   -0.31169    1.87601
 1335.0   -0.29801    1.90265
 1336.0   -0.28552    1.92976
 1337.0   -0.27255    1.95711
 1338.0   -0.26029    1.98446
 1339.0   -0.24921    2.01228
 1340.0   -0.23836    2.03963
 1341.0   -0.22752    2.06745
 1342.0   -0.21785    2.09551
 1343.0   -0.20771    2.12333
 1344.0   -0.19875    2.15186
 1345.0   -0.19050    2.17991
 1346.0   -0.18178    2.20773
 1347.0   -0.17494    2.23626
 1348.0   -0.16810    2.26432
 1349.0   -0.16221    2.29214
 1350.0   -0.15679    2.32019
 1351.0   -0.15207    2.34872
 1352.0   -0.14806    2.37654
 1353.0   -0.14476    2.40436
 1354.0   -0.14217    2.43218
 1355.0   -0.14075    2.46048
 1356.0   -0.13816    2.48830
 1357.0   -0.13698    2.51494
 1358.0   -0.13627    2.54205
 1359.0   -0.13510    2.56917
 1360.0   -0.13510    2.59557
 1361.0   -0.13651    2.62198
 1362.0   -0.13792    2.64838
 1363.0   -0.14005    2.67408
 1364.0   -0.14288    2.69978
 1365.0   -0.14641    2.72477
 1366.0   -0.14995    2.75024
 1367.0   -0.15466    2.77452
 1368.0   -0.16009    2.79810
 1369.0   -0.16551    2.82167
 1370.0   -0.17164    2.84525
 1371.0   -0.17777    2.86812
 1372.0   -0.18461    2.89075
 1373.0   -0.19144    2.91292
 1374.0   -0.19899    2.93390
 1375.0   -0.20724    2.95535
 1376.0   -0.21596    2.97657
 1377.0   -0.22469    2.99591
 1378.0   -0.23412    3.01595
 1379.0   -0.24355    3.03457
 1380.0   -0.25416    3.05320
 1381.0   -0.26430    3.07112
 1382.0   -0.27491    3.08833
 1383.0   -0.28622    3.10554
 1384.0   -0.29754    3.12086
 1385.0   -0.30886    3.13666
 1386.0   -0.32017    3.15246
 1387.0   -0.33149    3.16755
 1388.0   -0.34328    3.18146
 1389.0   -0.35530    3.19584
 1390.0   -0.36709    3.21022
 1391.0   -0.37959    3.22271
