   W         E3+(pi0_p)
 (MeV)      Re         Im
 1074.0    0.00000    0.00000
 1075.0    0.00024    0.00000
 1076.0    0.00000    0.00000
 1077.0    0.00024    0.00000
 1078.0    0.00000    0.00000
 1079.0   -0.00024    0.00000
 1080.0   -0.00047    0.00000
 1081.0    0.00000    0.00000
 1082.0   -0.00024    0.00000
 1083.0    0.00024    0.00000
 1084.0   -0.00047    0.00000
 1085.0    0.00000    0.00000
 1086.0    0.00000    0.00000
 1087.0   -0.00024    0.00000
 1088.0   -0.00024    0.00000
 1089.0    0.00024    0.00000
 1090.0   -0.00047    0.00000
 1091.0   -0.00047    0.00000
 1092.0    0.00000    0.00000
 1093.0   -0.00071    0.00000
 1094.0   -0.00071    0.00000
 1095.0   -0.00071    0.00000
 1096.0   -0.00024    0.00000
 1097.0   -0.00024    0.00000
 1098.0   -0.00094    0.00000
 1099.0   -0.00094    0.00000
 1100.0   -0.00047    0.00000
 1101.0   -0.00047    0.00000
 1102.0   -0.00118    0.00000
 1103.0   -0.00118    0.00000
 1104.0   -0.00071    0.00000
 1105.0   -0.00071    0.00000
 1106.0   -0.00141    0.00000
 1107.0   -0.00094    0.00000
 1108.0   -0.00094    0.00000
 1109.0   -0.00094    0.00000
 1110.0   -0.00118    0.00000
 1111.0   -0.00118    0.00000
 1112.0   -0.00118    0.00000
 1113.0   -0.00141    0.00000
 1114.0   -0.00141    0.00000
 1115.0   -0.00094    0.00000
 1116.0   -0.00165    0.00000
 1117.0   -0.00118    0.00000
 1118.0   -0.00189    0.00000
 1119.0   -0.00141    0.00000
 1120.0   -0.00141    0.00000
 1121.0   -0.00165    0.00000
 1122.0   -0.00165    0.00000
 1123.0   -0.00189    0.00000
 1124.0   -0.00189    0.00000
 1125.0   -0.00212    0.00000
 1126.0   -0.00165    0.00000
 1127.0   -0.00236    0.00000
 1128.0   -0.00189    0.00000
 1129.0   -0.00212    0.00000
 1130.0   -0.00165    0.00000
 1131.0   -0.00236    0.00000
 1132.0   -0.00189    0.00000
 1133.0   -0.00212    0.00000
 1134.0   -0.00236    0.00000
 1135.0   -0.00189    0.00000
 1136.0   -0.00259    0.00000
 1137.0   -0.00283    0.00000
 1138.0   -0.00236    0.00000
 1139.0   -0.00259    0.00000
 1140.0   -0.00283    0.00000
 1141.0   -0.00236    0.00000
 1142.0   -0.00259    0.00000
 1143.0   -0.00283    0.00000
 1144.0   -0.00236    0.00000
 1145.0   -0.00259    0.00000
 1146.0   -0.00283    0.00000
 1147.0   -0.00306    0.00000
 1148.0   -0.00283    0.00000
 1149.0   -0.00236    0.00000
 1150.0   -0.00259    0.00000
 1151.0   -0.00283    0.00000
 1152.0   -0.00306    0.00000
 1153.0   -0.00283    0.00000
 1154.0   -0.00306    0.00000
 1155.0   -0.00330    0.00000
 1156.0   -0.00354    0.00000
 1157.0   -0.00259    0.00000
 1158.0   -0.00283    0.00000
 1159.0   -0.00306    0.00000
 1160.0   -0.00283    0.00000
 1161.0   -0.00306    0.00000
 1162.0   -0.00283    0.00000
 1163.0   -0.00306    0.00000
 1164.0   -0.00330    0.00000
 1165.0   -0.00306    0.00000
 1166.0   -0.00330    0.00000
 1167.0   -0.00306    0.00000
 1168.0   -0.00330    0.00000
 1169.0   -0.00306    0.00000
 1170.0   -0.00330    0.00000
 1171.0   -0.00377    0.00000
 1172.0   -0.00354    0.00000
 1173.0   -0.00377    0.00000
 1174.0   -0.00354    0.00000
 1175.0   -0.00377    0.00000
 1176.0   -0.00354    0.00000
 1177.0   -0.00330    0.00000
 1178.0   -0.00354    0.00000
