   W         M1+(pi0_p)
 (MeV)      Re         Im
 1074.0    0.49771    0.00000
 1075.0    0.81882    0.00000
 1076.0    1.07463    0.00000
 1077.0    1.30026    0.00047
 1078.0    1.50962    0.00047
 1079.0    1.70720    0.00141
 1080.0    1.89841    0.00236
 1081.0    2.08348    0.00377
 1082.0    2.26550    0.00613
 1083.0    2.44350    0.00943
 1084.0    2.61938    0.01391
 1085.0    2.79291    0.01957
 1086.0    2.96620    0.02617
 1087.0    3.13006    0.03371
 1088.0    3.27930    0.04126
 1089.0    3.42500    0.04998
 1090.0    3.56835    0.05941
 1091.0    3.70934    0.06932
 1092.0    3.84774    0.08063
 1093.0    3.98495    0.09313
 1094.0    4.12005    0.10586
 1095.0    4.25444    0.11953
 1096.0    4.38717    0.13533
 1097.0    4.51968    0.15136
 1098.0    4.65147    0.16834
 1099.0    4.78256    0.18696
 1100.0    4.91388    0.20630
 1101.0    5.04497    0.22728
 1102.0    5.17511    0.24897
 1103.0    5.30549    0.27208
 1104.0    5.43540    0.29683
 1105.0    5.56672    0.32230
 1106.0    5.69687    0.34988
 1107.0    5.82842    0.37817
 1108.0    5.95951    0.40906
 1109.0    6.09107    0.44018
 1110.0    6.22286    0.47389
 1111.0    6.35584    0.50832
 1112.0    6.48928    0.54486
 1113.0    6.62296    0.58329
 1114.0    6.75759    0.62290
 1115.0    6.89221    0.66510
 1116.0    7.02801    0.70801
 1117.0    7.16429    0.75399
 1118.0    7.30174    0.80185
 1119.0    7.43966    0.85136
 1120.0    7.57877    0.90346
 1121.0    7.71811    0.95675
 1122.0    7.85933    1.01357
 1123.0    8.00032    1.07227
 1124.0    8.14249    1.13310
 1125.0    8.28560    1.19699
 1126.0    8.42989    1.26325
 1127.0    8.57512    1.33209
 1128.0    8.72130    1.40400
 1129.0    8.86748    1.47874
 1130.0    9.01577    1.55631
 1131.0    9.16454    1.63647
 1132.0    9.31379    1.72016
 1133.0    9.46468    1.80763
 1134.0    9.61604    1.89770
 1135.0    9.76835    1.99130
 1136.0    9.92183    2.08914
 1137.0   10.07508    2.19076
 1138.0   10.22998    2.29497
 1139.0   10.38535    2.40413
 1140.0   10.54190    2.51753
 1141.0   10.69822    2.63471
 1142.0   10.85571    2.75589
 1143.0   11.01367    2.88203
 1144.0   11.17164    3.01288
 1145.0   11.33078    3.14892
 1146.0   11.48922    3.28849
 1147.0   11.64836    3.43443
 1148.0   11.80751    3.58509
 1149.0   11.96736    3.74140
 1150.0   12.12603    3.90338
 1151.0   12.28494    4.06983
 1152.0   12.44337    4.24312
 1153.0   12.60087    4.42254
 1154.0   12.75789    4.60809
 1155.0   12.91467    4.79977
 1156.0   13.06886    4.99734
 1157.0   13.22282    5.20270
 1158.0   13.37536    5.41418
 1159.0   13.52555    5.63321
 1160.0   13.67385    5.85931
 1161.0   13.81979    6.09178
 1162.0   13.96361    6.33250
 1163.0   14.10459    6.58076
 1164.0   14.24181    6.83657
 1165.0   14.37620    7.10087
 1166.0   14.50587    7.37200
 1167.0   14.63177    7.65186
 1168.0   14.75319    7.93973
 1169.0   14.86872    8.23609
 1170.0   14.97977    8.54047
 1171.0   15.08468    8.85262
 1172.0   15.18300    9.17397
 1173.0   15.27424    9.50334
 1174.0   15.35794    9.84167
 1175.0   15.43433   10.18754
 1176.0   15.50105   10.54190
 1177.0   15.55952   10.90357
 1178.0   15.60856   11.27396
 1179.0   15.64723   11.65190
 1180.0   15.67457   12.03738
 1181.0   15.69108   12.42993
 1182.0   15.69485   12.82838
 1183.0   15.68707   13.23461
 1184.0   15.66491   13.64650
 1185.0   15.62931   14.06404
 1186.0   15.57885   14.48677
 1187.0   15.51402   14.91304
 1188.0   15.43362   15.34426
 1189.0   15.33672   15.77831
 1190.0   15.22331   16.21519
 1191.0   15.09246   16.65278
 1192.0   14.94534   17.09154
 1193.0   14.77913   17.53078
 1194.0   14.59570   17.96860
 1195.0   14.39317   18.40406
 1196.0   14.17250   18.83599
 1197.0   13.93296   19.26485
 1198.0   13.67455   19.68806
 1199.0   13.39776   20.10466
 1200.0   13.10211   20.51348
 1201.0   12.78806   20.91405
 1202.0   12.45563   21.30519
 1203.0   12.10575   21.68501
 1204.0   11.73960   22.05234
 1205.0   11.35577   22.40717
 1206.0   10.95662   22.74738
 1207.0   10.54237   23.07298
 1208.0   10.11328   23.38184
 1209.0    9.67121   23.67395
 1210.0    9.21641   23.94815
 1211.0    8.75077   24.20372
 1212.0    8.27476   24.44020
 1213.0    7.78931   24.65687
 1214.0    7.29585   24.85326
 1215.0    6.79696   25.02868
 1216.0    6.29124   25.18358
 1217.0    5.77986   25.31820
 1218.0    5.27013   25.42948
 1219.0    4.75544   25.51978
 1220.0    4.24147   25.58886
 1221.0    3.72797   25.63696
 1222.0    3.21682   25.66454
 1223.0    2.70780   25.67232
 1224.0    2.20420   25.66030
 1225.0    1.70531   25.62894
 1226.0    1.21303   25.57919
 1227.0    0.72782   25.51082
 1228.0    0.25062   25.42618
 1229.0   -0.21738   25.32457
 1230.0   -0.67665   25.20739
 1231.0   -1.12603   25.07559
 1232.0   -1.56456   24.92847
 1233.0   -1.99106   24.76933
 1234.0   -2.40743   24.59746
 1235.0   -2.81083   24.41426
 1236.0   -3.20315   24.22023
 1237.0   -3.58250   24.01558
 1238.0   -3.94912   23.80268
 1239.0   -4.30371   23.58130
 1240.0   -4.64534   23.35236
 1241.0   -4.97424   23.11612
 1242.0   -5.29087   22.87446
 1243.0   -5.59478   22.62761
 1244.0   -5.88595   22.37605
 1245.0   -6.16534   22.12071
 1246.0   -6.43246   21.86090
 1247.0   -6.68780   21.59896
 1248.0   -6.93135   21.33466
 1249.0   -7.16358   21.06895
 1250.0   -7.38497   20.80065
 1251.0   -7.59433   20.53258
 1252.0   -7.79402   20.26404
 1253.0   -7.98335   19.99479
 1254.0   -8.16206   19.72672
 1255.0   -8.33158   19.45865
 1256.0   -8.49143   19.19200
 1257.0   -8.64255   18.92605
 1258.0   -8.78401   18.66176
 1259.0   -8.91817   18.39935
 1260.0   -9.04312   18.13859
 1261.0   -9.16054   17.87995
 1262.0   -9.27064   17.62414
 1263.0   -9.37296   17.37069
 1264.0   -9.46821   17.11889
 1265.0   -9.55757   16.87063
 1266.0   -9.64009   16.62519
 1267.0   -9.71601   16.38188
 1268.0   -9.78579   16.14210
 1269.0   -9.85039   15.90445
 1270.0   -9.90934   15.67127
 1271.0   -9.96309   15.44093
 1272.0  -10.01166   15.21270
 1273.0  -10.05551   14.98896
 1274.0  -10.09512   14.76805
 1275.0  -10.13001   14.54972
 1276.0  -10.16114   14.33541
 1277.0  -10.18801   14.12440
 1278.0  -10.21088   13.91598
 1279.0  -10.23022   13.71110
 1280.0  -10.24625   13.50928
 1281.0  -10.25945   13.31100
 1282.0  -10.26935   13.11531
 1283.0  -10.27525   12.92316
 1284.0  -10.27949   12.73478
 1285.0  -10.28043   12.54805
 1286.0  -10.27878   12.36533
 1287.0  -10.27501   12.18521
 1288.0  -10.26888   12.00862
 1289.0  -10.26016   11.83415
 1290.0  -10.24978   11.66322
 1291.0  -10.23682   11.49441
 1292.0  -10.22267   11.32960
 1293.0  -10.20711   11.16645
