   W         M1+(pi0_p)
 (MeV)      Re         Im
 1074.0    1.129942  -0.084975
 1075.0    1.284098  -0.089165
 1076.0    1.438254  -0.093356
 1077.0    1.592411  -0.097546
 1078.0    1.746567  -0.101737
 1079.0    1.900723  -0.105928
 1080.0    2.054879  -0.110118
 1081.0    2.209036  -0.114309
 1082.0    2.363192  -0.118500
 1083.0    2.517348  -0.122690
 1084.0    2.671505  -0.126881
 1085.0    2.825661  -0.131072
 1086.0    2.963808  -0.131148
 1087.0    3.101956  -0.131224
 1088.0    3.240103  -0.131301
 1089.0    3.378250  -0.131377
 1090.0    3.516398  -0.131454
 1091.0    3.648528  -0.127424
 1092.0    3.780659  -0.123394
 1093.0    3.912790  -0.119365
 1094.0    4.044921  -0.115335
 1095.0    4.177051  -0.111306
 1096.0    4.307608  -0.102727
 1097.0    4.438164  -0.094148
 1098.0    4.568721  -0.085570
 1099.0    4.699277  -0.076991
 1100.0    4.829834  -0.068412
 1101.0    4.961347  -0.054593
 1102.0    5.092860  -0.040773
 1103.0    5.224373  -0.026953
 1104.0    5.355886  -0.013133
 1105.0    5.487400   0.000687
 1106.0    5.621533   0.020649
 1107.0    5.755666   0.040612
 1108.0    5.889800   0.060574
 1109.0    6.023933   0.080536
 1110.0    6.158066   0.100499
 1111.0    6.296027   0.127724
 1112.0    6.433987   0.154948
 1113.0    6.571947   0.182173
 1114.0    6.709908   0.209398
 1115.0    6.847868   0.236622
 1116.0    6.990554   0.272467
 1117.0    7.133240   0.308312
 1118.0    7.275926   0.344157
 1119.0    7.418612   0.380002
 1120.0    7.561298   0.415847
 1121.0    7.709381   0.461956
 1122.0    7.857464   0.508064
 1123.0    8.005548   0.554173
 1124.0    8.153631   0.600282
 1125.0    8.301714   0.646390
 1126.0    8.455620   0.704728
 1127.0    8.609525   0.763065
 1128.0    8.763431   0.821403
 1129.0    8.917337   0.879740
 1130.0    9.071242   0.938078
 1131.0    9.231120   1.010991
 1132.0    9.390998   1.083904
 1133.0    9.550876   1.156817
 1134.0    9.710754   1.229731
 1135.0    9.870632   1.302644
 1136.0   10.036260   1.392912
 1137.0   10.201888   1.483180
 1138.0   10.367517   1.573448
 1139.0   10.533145   1.663716
 1140.0   10.698773   1.753985
 1141.0   10.869405   1.864854
 1142.0   11.040037   1.975724
 1143.0   11.210669   2.086593
 1144.0   11.381302   2.197463
 1145.0   11.551934   2.308333
 1146.0   11.726120   2.443557
 1147.0   11.900306   2.578781
 1148.0   12.074492   2.714005
 1149.0   12.248678   2.849229
 1150.0   12.422865   2.984453
 1151.0   12.598157   3.148243
 1152.0   12.773450   3.312033
 1153.0   12.948742   3.475823
 1154.0   13.124035   3.639614
 1155.0   13.299327   3.803404
 1156.0   13.471932   4.000318
 1157.0   13.644537   4.197232
 1158.0   13.817141   4.394147
 1159.0   13.989746   4.591061
 1160.0   14.162350   4.787976
 1161.0   14.326717   5.022649
