   W         M2-(pi0_p)
 (MeV)      Re         Im
 1074.0   -0.000002   0.000053
 1075.0    0.000408   0.000246
 1076.0    0.000819   0.000439
 1077.0    0.001230   0.000633
 1078.0    0.001641   0.000826
 1079.0    0.002052   0.001019
 1080.0    0.002462   0.001212
 1081.0    0.002873   0.001405
 1082.0    0.003284   0.001598
 1083.0    0.003695   0.001791
 1084.0    0.004106   0.001984
 1085.0    0.004517   0.002177
 1086.0    0.004969   0.002381
 1087.0    0.005422   0.002585
 1088.0    0.005875   0.002789
 1089.0    0.006327   0.002993
 1090.0    0.006780   0.003197
 1091.0    0.007277   0.003411
 1092.0    0.007774   0.003625
 1093.0    0.008271   0.003839
 1094.0    0.008769   0.004053
 1095.0    0.009266   0.004267
 1096.0    0.009810   0.004490
 1097.0    0.010354   0.004713
 1098.0    0.010898   0.004937
 1099.0    0.011442   0.005160
 1100.0    0.011986   0.005384
 1101.0    0.012580   0.005616
 1102.0    0.013174   0.005848
 1103.0    0.013767   0.006081
 1104.0    0.014361   0.006313
 1105.0    0.014955   0.006545
 1106.0    0.015601   0.006786
 1107.0    0.016247   0.007026
 1108.0    0.016892   0.007267
 1109.0    0.017538   0.007508
 1110.0    0.018184   0.007748
 1111.0    0.018885   0.007996
 1112.0    0.019586   0.008245
 1113.0    0.020286   0.008493
 1114.0    0.020987   0.008741
 1115.0    0.021688   0.008990
 1116.0    0.022446   0.009245
 1117.0    0.023204   0.009501
 1118.0    0.023963   0.009757
 1119.0    0.024721   0.010012
 1120.0    0.025479   0.010268
 1121.0    0.026297   0.010530
 1122.0    0.027116   0.010793
 1123.0    0.027934   0.011055
 1124.0    0.028752   0.011317
 1125.0    0.029571   0.011580
 1126.0    0.030452   0.011849
 1127.0    0.031333   0.012118
 1128.0    0.032214   0.012386
 1129.0    0.033095   0.012655
 1130.0    0.033976   0.012924
 1131.0    0.034922   0.013199
 1132.0    0.035869   0.013474
 1133.0    0.036815   0.013749
 1134.0    0.037762   0.014024
 1135.0    0.038708   0.014299
 1136.0    0.039723   0.014580
 1137.0    0.040738   0.014861
 1138.0    0.041752   0.015142
 1139.0    0.042767   0.015423
 1140.0    0.043781   0.015704
 1141.0    0.044866   0.015991
 1142.0    0.045952   0.016278
 1143.0    0.047037   0.016565
 1144.0    0.048122   0.016851
 1145.0    0.049207   0.017138
 1146.0    0.050366   0.017431
 1147.0    0.051525   0.017723
 1148.0    0.052683   0.018016
 1149.0    0.053842   0.018308
 1150.0    0.055000   0.018601
 1151.0    0.056235   0.018899
 1152.0    0.057469   0.019197
 1153.0    0.058704   0.019495
 1154.0    0.059938   0.019794
 1155.0    0.061173   0.020092
 1156.0    0.062486   0.020396
 1157.0    0.063799   0.020700
 1158.0    0.065112   0.021004
 1159.0    0.066425   0.021308
 1160.0    0.067739   0.021612
 1161.0    0.069133   0.021923
 1162.0    0.070527   0.022233
 1163.0    0.071921   0.022543
 1164.0    0.073316   0.022853
 1165.0    0.074710   0.023163
 1166.0    0.076188   0.023480
 1167.0    0.077666   0.023797
 1168.0    0.079144   0.024113
 1169.0    0.080622   0.024430
 1170.0    0.082100   0.024746
 1171.0    0.083665   0.025070
 1172.0    0.085229   0.025393
 1173.0    0.086794   0.025717
 1174.0    0.088358   0.026040
 1175.0    0.089922   0.026363
 1176.0    0.091576   0.026694
 1177.0    0.093229   0.027025
 1178.0    0.094882   0.027356
 1179.0    0.096536   0.027686
 1180.0    0.098189   0.028017
 1181.0    0.099934   0.028356
 1182.0    0.101679   0.028694
 1183.0    0.103424   0.029033
