   W         E1+(pi0_p)
 (MeV)      Re         Im
 1074.0   -0.020556  -0.005866
 1075.0   -0.023449  -0.007256
 1076.0   -0.026342  -0.008645
 1077.0   -0.029236  -0.010035
 1078.0   -0.032129  -0.011424
 1079.0   -0.035022  -0.012814
 1080.0   -0.037915  -0.014203
 1081.0   -0.040809  -0.015592
 1082.0   -0.043702  -0.016982
 1083.0   -0.046595  -0.018371
 1084.0   -0.049489  -0.019761
 1085.0   -0.052382  -0.021150
 1086.0   -0.054971  -0.022678
 1087.0   -0.057560  -0.024205
 1088.0   -0.060149  -0.025732
 1089.0   -0.062738  -0.027260
 1090.0   -0.065327  -0.028787
 1091.0   -0.067772  -0.030547
 1092.0   -0.070218  -0.032306
 1093.0   -0.072663  -0.034066
 1094.0   -0.075109  -0.035825
 1095.0   -0.077554  -0.037585
 1096.0   -0.079914  -0.039639
 1097.0   -0.082273  -0.041693
 1098.0   -0.084633  -0.043747
 1099.0   -0.086993  -0.045800
 1100.0   -0.089352  -0.047854
 1101.0   -0.091645  -0.050256
 1102.0   -0.093938  -0.052657
 1103.0   -0.096230  -0.055059
 1104.0   -0.098523  -0.057460
 1105.0   -0.100815  -0.059862
 1106.0   -0.103038  -0.062662
 1107.0   -0.105261  -0.065463
 1108.0   -0.107485  -0.068263
 1109.0   -0.109708  -0.071063
 1110.0   -0.111931  -0.073864
 1111.0   -0.114067  -0.077116
 1112.0   -0.116203  -0.080368
 1113.0   -0.118339  -0.083619
 1114.0   -0.120475  -0.086871
 1115.0   -0.122611  -0.090123
 1116.0   -0.124629  -0.093881
 1117.0   -0.126646  -0.097638
 1118.0   -0.128664  -0.101396
 1119.0   -0.130682  -0.105154
 1120.0   -0.132699  -0.108911
 1121.0   -0.134552  -0.113232
 1122.0   -0.136405  -0.117553
 1123.0   -0.138258  -0.121874
 1124.0   -0.140112  -0.126194
 1125.0   -0.141965  -0.130515
 1126.0   -0.143590  -0.135458
 1127.0   -0.145216  -0.140402
 1128.0   -0.146842  -0.145345
 1129.0   -0.148468  -0.150288
 1130.0   -0.150094  -0.155231
 1131.0   -0.151409  -0.160857
 1132.0   -0.152725  -0.166483
 1133.0   -0.154041  -0.172109
 1134.0   -0.155357  -0.177735
 1135.0   -0.156672  -0.183361
 1136.0   -0.157571  -0.189730
 1137.0   -0.158469  -0.196098
 1138.0   -0.159368  -0.202466
 1139.0   -0.160266  -0.208834
 1140.0   -0.161165  -0.215202
 1141.0   -0.161509  -0.222365
 1142.0   -0.161854  -0.229528
 1143.0   -0.162199  -0.236691
 1144.0   -0.162543  -0.243855
 1145.0   -0.162888  -0.251018
 1146.0   -0.162507  -0.259017
 1147.0   -0.162125  -0.267016
 1148.0   -0.161744  -0.275015
 1149.0   -0.161363  -0.283014
 1150.0   -0.160981  -0.291013
 1151.0   -0.159661  -0.299866
 1152.0   -0.158341  -0.308718
 1153.0   -0.157020  -0.317571
 1154.0   -0.155700  -0.326423
 1155.0   -0.154380  -0.335276
 1156.0   -0.151861  -0.344960
 1157.0   -0.149343  -0.354644
 1158.0   -0.146824  -0.364328
 1159.0   -0.144306  -0.374013
 1160.0   -0.141788  -0.383697
 1161.0   -0.137766  -0.394132
 1162.0   -0.133744  -0.404566
 1163.0   -0.129722  -0.415000
 1164.0   -0.125700  -0.425435
 1165.0   -0.121678  -0.435869
 1166.0   -0.115806  -0.446883
 1167.0   -0.109935  -0.457897
 1168.0   -0.104064  -0.468911
 1169.0   -0.098192  -0.479924
 1170.0   -0.092321  -0.490938
 1171.0   -0.084234  -0.502237
 1172.0   -0.076148  -0.513536
 1173.0   -0.068061  -0.524835
 1174.0   -0.059974  -0.536133
 1175.0   -0.051888  -0.547432
 1176.0   -0.041238  -0.558565
 1177.0   -0.030589  -0.569697
 1178.0   -0.019939  -0.580830
 1179.0   -0.009289  -0.591962
 1180.0    0.001360  -0.603095
 1181.0    0.014836  -0.613426
 1182.0    0.028311  -0.623757
 1183.0    0.041786  -0.634088
 1184.0    0.055262  -0.644419
 1185.0    0.068737  -0.654750
 1186.0    0.085124  -0.663464
 1187.0    0.101510  -0.672179
 1188.0    0.117897  -0.680893
 1189.0    0.134284  -0.689608
 1190.0    0.150670  -0.698322
 1191.0    0.169769  -0.704478
 1192.0    0.188868  -0.710634
 1193.0    0.207967  -0.716790
 1194.0    0.227066  -0.722946
 1195.0    0.246165  -0.729101
 1196.0    0.267401  -0.731751
 1197.0    0.288638  -0.734401
 1198.0    0.309874  -0.737051
 1199.0    0.331111  -0.739701
 1200.0    0.352347  -0.742351
 1201.0    0.374745  -0.740728
 1202.0    0.397142  -0.739104
 1203.0    0.419539  -0.737481
 1204.0    0.441937  -0.735857
 1205.0    0.464334  -0.734234
 1206.0    0.486599  -0.727952
 1207.0    0.508863  -0.721670
 1208.0    0.531127  -0.715388
 1209.0    0.553392  -0.709106
 1210.0    0.575656  -0.702824
 1211.0    0.596378  -0.692026
 1212.0    0.617101  -0.681227
 1213.0    0.637823  -0.670428
 1214.0    0.658546  -0.659630
 1215.0    0.679268  -0.648831
 1216.0    0.697188  -0.634197
 1217.0    0.715108  -0.619564
 1218.0    0.733028  -0.604930
