   W         E2+(pi0_p)
 (MeV)      Re         Im
 1074.0    0.000004  -0.000007
 1075.0    0.000017   0.000027
 1076.0    0.000031   0.000060
 1077.0    0.000044   0.000094
 1078.0    0.000058   0.000128
 1079.0    0.000072   0.000161
 1080.0    0.000085   0.000195
 1081.0    0.000099   0.000229
 1082.0    0.000113   0.000263
 1083.0    0.000126   0.000296
 1084.0    0.000140   0.000330
 1085.0    0.000154   0.000364
 1086.0    0.000168   0.000402
 1087.0    0.000182   0.000440
 1088.0    0.000197   0.000478
 1089.0    0.000211   0.000516
 1090.0    0.000226   0.000554
 1091.0    0.000241   0.000596
 1092.0    0.000255   0.000639
 1093.0    0.000270   0.000681
 1094.0    0.000285   0.000724
 1095.0    0.000300   0.000766
 1096.0    0.000316   0.000813
 1097.0    0.000331   0.000860
 1098.0    0.000347   0.000907
 1099.0    0.000362   0.000954
 1100.0    0.000378   0.001001
 1101.0    0.000393   0.001053
 1102.0    0.000409   0.001104
 1103.0    0.000425   0.001156
 1104.0    0.000441   0.001208
 1105.0    0.000456   0.001259
 1106.0    0.000472   0.001316
 1107.0    0.000488   0.001372
 1108.0    0.000504   0.001429
 1109.0    0.000520   0.001485
 1110.0    0.000536   0.001542
 1111.0    0.000552   0.001603
 1112.0    0.000568   0.001664
 1113.0    0.000584   0.001726
 1114.0    0.000600   0.001787
 1115.0    0.000616   0.001848
 1116.0    0.000632   0.001915
 1117.0    0.000648   0.001981
 1118.0    0.000663   0.002047
 1119.0    0.000679   0.002113
 1120.0    0.000695   0.002180
 1121.0    0.000711   0.002251
 1122.0    0.000726   0.002322
 1123.0    0.000742   0.002393
 1124.0    0.000757   0.002465
 1125.0    0.000773   0.002536
 1126.0    0.000788   0.002612
 1127.0    0.000803   0.002688
 1128.0    0.000818   0.002765
 1129.0    0.000833   0.002841
 1130.0    0.000848   0.002917
 1131.0    0.000862   0.002998
 1132.0    0.000876   0.003080
 1133.0    0.000890   0.003161
 1134.0    0.000905   0.003242
 1135.0    0.000919   0.003323
 1136.0    0.000933   0.003410
 1137.0    0.000946   0.003496
 1138.0    0.000959   0.003582
 1139.0    0.000973   0.003668
 1140.0    0.000986   0.003755
 1141.0    0.000999   0.003846
 1142.0    0.001011   0.003937
 1143.0    0.001024   0.004028
 1144.0    0.001036   0.004119
 1145.0    0.001048   0.004210
 1146.0    0.001060   0.004306
 1147.0    0.001071   0.004402
 1148.0    0.001082   0.004499
 1149.0    0.001093   0.004595
 1150.0    0.001104   0.004691
 1151.0    0.001114   0.004791
 1152.0    0.001124   0.004892
 1153.0    0.001133   0.004993
 1154.0    0.001143   0.005094
 1155.0    0.001153   0.005195
 1156.0    0.001161   0.005300
 1157.0    0.001169   0.005406
 1158.0    0.001177   0.005511
 1159.0    0.001185   0.005616
 1160.0    0.001193   0.005722
 1161.0    0.001200   0.005832
 1162.0    0.001206   0.005942
 1163.0    0.001212   0.006052
 1164.0    0.001218   0.006162
 1165.0    0.001225   0.006272
 1166.0    0.001229   0.006386
 1167.0    0.001233   0.006500
 1168.0    0.001238   0.006615
 1169.0    0.001242   0.006729
 1170.0    0.001246   0.006843
 1171.0    0.001248   0.006962
 1172.0    0.001250   0.007080
 1173.0    0.001253   0.007199
 1174.0    0.001255   0.007317
 1175.0    0.001257   0.007436
 1176.0    0.001257   0.007558
 1177.0    0.001256   0.007680
 1178.0    0.001256   0.007803
 1179.0    0.001256   0.007925
 1180.0    0.001256   0.008048
 1181.0    0.001253   0.008174
 1182.0    0.001250   0.008300
 1183.0    0.001247   0.008426
 1184.0    0.001245   0.008552
 1185.0    0.001242   0.008678
 1186.0    0.001237   0.008808
 1187.0    0.001231   0.008937
 1188.0    0.001226   0.009067
 1189.0    0.001220   0.009196
 1190.0    0.001215   0.009326
 1191.0    0.001207   0.009459
 1192.0    0.001198   0.009591
 1193.0    0.001190   0.009724
 1194.0    0.001182   0.009857
 1195.0    0.001174   0.009990
 1196.0    0.001163   0.010125
 1197.0    0.001151   0.010261
 1198.0    0.001140   0.010396
 1199.0    0.001129   0.010532
 1200.0    0.001118   0.010667
 1201.0    0.001103   0.010805
 1202.0    0.001089   0.010944
 1203.0    0.001075   0.011082
 1204.0    0.001061   0.011220
 1205.0    0.001046   0.011358
 1206.0    0.001029   0.011498
 1207.0    0.001011   0.011639
 1208.0    0.000994   0.011779
 1209.0    0.000976   0.011919
 1210.0    0.000959   0.012059
 1211.0    0.000938   0.012201
 1212.0    0.000917   0.012344
 1213.0    0.000896   0.012486
 1214.0    0.000875   0.012628
 1215.0    0.000854   0.012770
 1216.0    0.000830   0.012913
 1217.0    0.000806   0.013057
 1218.0    0.000782   0.013200
 1219.0    0.000757   0.013344
 1220.0    0.000733   0.013487
 1221.0    0.000705   0.013632
 1222.0    0.000678   0.013776
 1223.0    0.000650   0.013921
 1224.0    0.000622   0.014065
 1225.0    0.000594   0.014210
 1226.0    0.000563   0.014355
 1227.0    0.000531   0.014500
 1228.0    0.000500   0.014645
 1229.0    0.000469   0.014790
 1230.0    0.000437   0.014935
 1231.0    0.000402   0.015080
 1232.0    0.000367   0.015225
 1233.0    0.000332   0.015370
 1234.0    0.000298   0.015516
 1235.0    0.000263   0.015661
 1236.0    0.000224   0.015806
 1237.0    0.000185   0.015951
 1238.0    0.000147   0.016095
 1239.0    0.000108   0.016240
 1240.0    0.000069   0.016385
 1241.0    0.000027   0.016529
 1242.0   -0.000015   0.016673
 1243.0   -0.000057   0.016817
 1244.0   -0.000100   0.016962
 1245.0   -0.000142   0.017106
 1246.0   -0.000188   0.017248
 1247.0   -0.000234   0.017391
 1248.0   -0.000280   0.017534
 1249.0   -0.000326   0.017677
 1250.0   -0.000372   0.017820
 1251.0   -0.000422   0.017961
 1252.0   -0.000471   0.018102
 1253.0   -0.000521   0.018243
 1254.0   -0.000570   0.018384
