   W         E2-(pi0_p)
 (MeV)      Re         Im
 1074.0    0.001130  -0.002632
 1075.0    0.002676  -0.003983
 1076.0    0.004222  -0.005335
 1077.0    0.005768  -0.006686
 1078.0    0.007314  -0.008037
 1079.0    0.008859  -0.009388
 1080.0    0.010405  -0.010739
 1081.0    0.011951  -0.012090
 1082.0    0.013497  -0.013442
 1083.0    0.015043  -0.014793
 1084.0    0.016588  -0.016144
 1085.0    0.018134  -0.017495
 1086.0    0.019682  -0.018657
 1087.0    0.021230  -0.019818
 1088.0    0.022778  -0.020980
 1089.0    0.024326  -0.022142
 1090.0    0.025874  -0.023303
 1091.0    0.027423  -0.024288
 1092.0    0.028972  -0.025272
 1093.0    0.030521  -0.026256
 1094.0    0.032071  -0.027241
 1095.0    0.033620  -0.028225
 1096.0    0.035169  -0.029043
 1097.0    0.036717  -0.029860
 1098.0    0.038266  -0.030678
 1099.0    0.039815  -0.031496
 1100.0    0.041364  -0.032313
 1101.0    0.042912  -0.032974
 1102.0    0.044459  -0.033635
 1103.0    0.046007  -0.034296
 1104.0    0.047554  -0.034957
 1105.0    0.049101  -0.035618
 1106.0    0.050646  -0.036131
 1107.0    0.052190  -0.036644
 1108.0    0.053735  -0.037156
 1109.0    0.055279  -0.037669
 1110.0    0.056824  -0.038182
 1111.0    0.058364  -0.038555
 1112.0    0.059904  -0.038928
 1113.0    0.061444  -0.039301
 1114.0    0.062985  -0.039674
 1115.0    0.064525  -0.040047
 1116.0    0.066059  -0.040288
 1117.0    0.067593  -0.040528
 1118.0    0.069127  -0.040768
 1119.0    0.070662  -0.041009
 1120.0    0.072196  -0.041249
 1121.0    0.073723  -0.041363
 1122.0    0.075249  -0.041477
 1123.0    0.076776  -0.041592
 1124.0    0.078303  -0.041706
 1125.0    0.079830  -0.041820
 1126.0    0.081348  -0.041814
 1127.0    0.082865  -0.041808
 1128.0    0.084383  -0.041803
 1129.0    0.085901  -0.041797
 1130.0    0.087419  -0.041791
 1131.0    0.088926  -0.041671
 1132.0    0.090433  -0.041550
 1133.0    0.091940  -0.041430
 1134.0    0.093447  -0.041309
 1135.0    0.094955  -0.041189
 1136.0    0.096450  -0.040959
 1137.0    0.097945  -0.040729
 1138.0    0.099440  -0.040499
 1139.0    0.100935  -0.040269
 1140.0    0.102430  -0.040039
 1141.0    0.103912  -0.039704
 1142.0    0.105394  -0.039369
 1143.0    0.106875  -0.039034
 1144.0    0.108357  -0.038699
 1145.0    0.109839  -0.038364
 1146.0    0.111305  -0.037928
 1147.0    0.112772  -0.037493
 1148.0    0.114238  -0.037057
 1149.0    0.115705  -0.036621
 1150.0    0.117172  -0.036185
 1151.0    0.118622  -0.035653
 1152.0    0.120072  -0.035120
 1153.0    0.121523  -0.034588
 1154.0    0.122973  -0.034055
 1155.0    0.124423  -0.033522
 1156.0    0.125856  -0.032897
 1157.0    0.127289  -0.032271
 1158.0    0.128721  -0.031645
 1159.0    0.130154  -0.031019
 1160.0    0.131587  -0.030393
 1161.0    0.133000  -0.029677
 1162.0    0.134414  -0.028962
 1163.0    0.135828  -0.028246
 1164.0    0.137242  -0.027530
 1165.0    0.138656  -0.026815
 1166.0    0.140050  -0.026012
 1167.0    0.141444  -0.025210
 1168.0    0.142838  -0.024407
 1169.0    0.144232  -0.023605
 1170.0    0.145626  -0.022802
 1171.0    0.146999  -0.021916
 1172.0    0.148372  -0.021030
 1173.0    0.149745  -0.020144
 1174.0    0.151119  -0.019258
 1175.0    0.152492  -0.018371
 1176.0    0.153843  -0.017404
 1177.0    0.155195  -0.016437
 1178.0    0.156546  -0.015470
 1179.0    0.157897  -0.014503
 1180.0    0.159249  -0.013536
 1181.0    0.160578  -0.012491
 1182.0    0.161907  -0.011445
 1183.0    0.163236  -0.010400
 1184.0    0.164565  -0.009354
 1185.0    0.165894  -0.008309
 1186.0    0.167201  -0.007188
 1187.0    0.168507  -0.006067
 1188.0    0.169813  -0.004946
 1189.0    0.171119  -0.003825
 1190.0    0.172425  -0.002704
 1191.0    0.173708  -0.001510
 1192.0    0.174991  -0.000315
 1193.0    0.176274   0.000879
 1194.0    0.177557   0.002073
 1195.0    0.178840   0.003267
 1196.0    0.180099   0.004532
 1197.0    0.181359   0.005797
 1198.0    0.182618   0.007063
 1199.0    0.183878   0.008328
 1200.0    0.185137   0.009593
 1201.0    0.186373   0.010926
 1202.0    0.187609   0.012260
 1203.0    0.188845   0.013593
 1204.0    0.190082   0.014927
 1205.0    0.191318   0.016261
 1206.0    0.192531   0.017660
 1207.0    0.193744   0.019060
 1208.0    0.194957   0.020459
 1209.0    0.196170   0.021859
 1210.0    0.197383   0.023259
 1211.0    0.198576   0.024719
 1212.0    0.199769   0.026180
 1213.0    0.200962   0.027641
 1214.0    0.202155   0.029102
 1215.0    0.203347   0.030563
 1216.0    0.204521   0.032083
 1217.0    0.205694   0.033604
 1218.0    0.206867   0.035125
 1219.0    0.208041   0.036646
 1220.0    0.209214   0.038166
 1221.0    0.210368   0.039748
 1222.0    0.211522   0.041329
 1223.0    0.212676   0.042910
 1224.0    0.213829   0.044491
 1225.0    0.214983   0.046072
 1226.0    0.216117   0.047715
 1227.0    0.217252   0.049357
 1228.0    0.218386   0.051000
 1229.0    0.219520   0.052643
 1230.0    0.220655   0.054285
 1231.0    0.221769   0.055992
 1232.0    0.222884   0.057698
 1233.0    0.223999   0.059404
 1234.0    0.225113   0.061111
 1235.0    0.226228   0.062817
 1236.0    0.227323   0.064590
 1237.0    0.228417   0.066363
 1238.0    0.229512   0.068136
 1239.0    0.230607   0.069909
 1240.0    0.231701   0.071682
 1241.0    0.232776   0.073527
 1242.0    0.233850   0.075371
 1243.0    0.234924   0.077215
 1244.0    0.235999   0.079060
 1245.0    0.237073   0.080904
 1246.0    0.238126   0.082825
 1247.0    0.239179   0.084746
 1248.0    0.240232   0.086668
 1249.0    0.241285   0.088589
 1250.0    0.242338   0.090510
 1251.0    0.243369   0.092516
 1252.0    0.244400   0.094522
 1253.0    0.245430   0.096528
 1254.0    0.246461   0.098534
 1255.0    0.247492   0.100539
 1256.0    0.248498   0.102639
 1257.0    0.249504   0.104739
 1258.0    0.250511   0.106838
 1259.0    0.251517   0.108938
 1260.0    0.252524   0.111037
 1261.0    0.253503   0.113244
 1262.0    0.254483   0.115450
 1263.0    0.255463   0.117656
 1264.0    0.256443   0.119862
 1265.0    0.257422   0.122068
