   W         M3-(pi0_p)
 (MeV)      Re         Im
 1074.0    0.000002   0.000002
 1075.0    0.000000   0.000002
 1076.0   -0.000001   0.000001
 1077.0   -0.000002  -0.000000
 1078.0   -0.000003  -0.000001
 1079.0   -0.000004  -0.000002
 1080.0   -0.000005  -0.000003
 1081.0   -0.000006  -0.000004
 1082.0   -0.000007  -0.000004
 1083.0   -0.000008  -0.000005
 1084.0   -0.000009  -0.000006
 1085.0   -0.000011  -0.000007
 1086.0   -0.000012  -0.000008
 1087.0   -0.000013  -0.000009
 1088.0   -0.000014  -0.000011
 1089.0   -0.000015  -0.000012
 1090.0   -0.000016  -0.000013
 1091.0   -0.000017  -0.000015
 1092.0   -0.000018  -0.000017
 1093.0   -0.000018  -0.000018
 1094.0   -0.000019  -0.000020
 1095.0   -0.000020  -0.000022
 1096.0   -0.000021  -0.000024
 1097.0   -0.000021  -0.000026
 1098.0   -0.000022  -0.000028
 1099.0   -0.000022  -0.000030
 1100.0   -0.000022  -0.000033
 1101.0   -0.000022  -0.000035
 1102.0   -0.000022  -0.000038
 1103.0   -0.000022  -0.000041
 1104.0   -0.000022  -0.000043
 1105.0   -0.000022  -0.000046
 1106.0   -0.000021  -0.000050
 1107.0   -0.000020  -0.000053
 1108.0   -0.000019  -0.000056
 1109.0   -0.000018  -0.000060
 1110.0   -0.000017  -0.000063
 1111.0   -0.000015  -0.000067
 1112.0   -0.000013  -0.000071
 1113.0   -0.000012  -0.000075
 1114.0   -0.000010  -0.000079
 1115.0   -0.000008  -0.000083
 1116.0   -0.000005  -0.000088
 1117.0   -0.000001  -0.000093
 1118.0    0.000002  -0.000098
 1119.0    0.000005  -0.000103
 1120.0    0.000008  -0.000107
 1121.0    0.000012  -0.000113
 1122.0    0.000017  -0.000119
 1123.0    0.000022  -0.000124
 1124.0    0.000026  -0.000130
 1125.0    0.000031  -0.000136
 1126.0    0.000037  -0.000142
 1127.0    0.000043  -0.000149
 1128.0    0.000050  -0.000156
 1129.0    0.000056  -0.000162
 1130.0    0.000062  -0.000169
 1131.0    0.000070  -0.000177
 1132.0    0.000079  -0.000184
 1133.0    0.000087  -0.000192
 1134.0    0.000095  -0.000200
 1135.0    0.000103  -0.000207
 1136.0    0.000114  -0.000216
 1137.0    0.000125  -0.000225
 1138.0    0.000135  -0.000233
 1139.0    0.000146  -0.000242
 1140.0    0.000156  -0.000251
 1141.0    0.000169  -0.000261
 1142.0    0.000182  -0.000271
 1143.0    0.000195  -0.000281
 1144.0    0.000208  -0.000291
 1145.0    0.000221  -0.000301
 1146.0    0.000237  -0.000312
 1147.0    0.000253  -0.000323
 1148.0    0.000269  -0.000335
 1149.0    0.000285  -0.000346
 1150.0    0.000301  -0.000357
 1151.0    0.000320  -0.000370
 1152.0    0.000339  -0.000383
 1153.0    0.000359  -0.000395
 1154.0    0.000378  -0.000408
 1155.0    0.000397  -0.000421
 1156.0    0.000420  -0.000435
 1157.0    0.000442  -0.000449
 1158.0    0.000465  -0.000464
 1159.0    0.000488  -0.000478
 1160.0    0.000511  -0.000492
 1161.0    0.000537  -0.000508
 1162.0    0.000564  -0.000524
 1163.0    0.000591  -0.000540
 1164.0    0.000617  -0.000555
 1165.0    0.000644  -0.000571
 1166.0    0.000675  -0.000589
 1167.0    0.000706  -0.000606
 1168.0    0.000737  -0.000624
 1169.0    0.000768  -0.000642
 1170.0    0.000799  -0.000659
 1171.0    0.000835  -0.000679
 1172.0    0.000871  -0.000698
 1173.0    0.000906  -0.000718
 1174.0    0.000942  -0.000737
 1175.0    0.000978  -0.000756
 1176.0    0.001019  -0.000778
 1177.0    0.001060  -0.000799
 1178.0    0.001101  -0.000821
 1179.0    0.001142  -0.000842
 1180.0    0.001182  -0.000863
 1181.0    0.001229  -0.000887
 1182.0    0.001276  -0.000910
 1183.0    0.001322  -0.000934
 1184.0    0.001369  -0.000957
 1185.0    0.001415  -0.000981
 1186.0    0.001468  -0.001006
 1187.0    0.001521  -0.001032
 1188.0    0.001573  -0.001057
 1189.0    0.001626  -0.001083
 1190.0    0.001679  -0.001109
 1191.0    0.001738  -0.001137
 1192.0    0.001797  -0.001164
 1193.0    0.001856  -0.001192
 1194.0    0.001915  -0.001220
 1195.0    0.001975  -0.001248
 1196.0    0.002041  -0.001278
 1197.0    0.002107  -0.001309
 1198.0    0.002174  -0.001339
 1199.0    0.002240  -0.001369
 1200.0    0.002306  -0.001400
 1201.0    0.002380  -0.001432
 1202.0    0.002454  -0.001465
 1203.0    0.002528  -0.001498
 1204.0    0.002602  -0.001531
 1205.0    0.002676  -0.001563
 1206.0    0.002758  -0.001599
 1207.0    0.002840  -0.001634
 1208.0    0.002922  -0.001670
 1209.0    0.003004  -0.001705
 1210.0    0.003086  -0.001740
 1211.0    0.003177  -0.001778
 1212.0    0.003268  -0.001817
 1213.0    0.003359  -0.001855
 1214.0    0.003449  -0.001893
 1215.0    0.003540  -0.001931
 1216.0    0.003640  -0.001972
 1217.0    0.003741  -0.002012
 1218.0    0.003841  -0.002053
 1219.0    0.003941  -0.002094
 1220.0    0.004041  -0.002135
 1221.0    0.004151  -0.002179
 1222.0    0.004261  -0.002223
 1223.0    0.004371  -0.002266
 1224.0    0.004481  -0.002310
 1225.0    0.004591  -0.002354
 1226.0    0.004712  -0.002400
 1227.0    0.004832  -0.002447
 1228.0    0.004953  -0.002494
 1229.0    0.005073  -0.002541
 1230.0    0.005194  -0.002587
 1231.0    0.005326  -0.002637
 1232.0    0.005457  -0.002687
 1233.0    0.005589  -0.002736
 1234.0    0.005721  -0.002786
 1235.0    0.005853  -0.002836
 1236.0    0.005996  -0.002889
 1237.0    0.006140  -0.002942
 1238.0    0.006284  -0.002994
 1239.0    0.006427  -0.003047
 1240.0    0.006571  -0.003100
 1241.0    0.006727  -0.003156
 1242.0    0.006883  -0.003212
 1243.0    0.007039  -0.003268
 1244.0    0.007195  -0.003324
 1245.0    0.007352  -0.003380
 1246.0    0.007521  -0.003439
 1247.0    0.007690  -0.003499
 1248.0    0.007860  -0.003558
 1249.0    0.008029  -0.003617
 1250.0    0.008199  -0.003676
 1251.0    0.008382  -0.003739
 1252.0    0.008565  -0.003801
 1253.0    0.008749  -0.003864
 1254.0    0.008932  -0.003926
 1255.0    0.009116  -0.003989
 1256.0    0.009314  -0.004054
 1257.0    0.009512  -0.004120
 1258.0    0.009710  -0.004186
 1259.0    0.009908  -0.004251
 1260.0    0.010106  -0.004317
 1261.0    0.010320  -0.004386
 1262.0    0.010534  -0.004454
 1263.0    0.010748  -0.004522
 1264.0    0.010961  -0.004591
 1265.0    0.011175  -0.004659
 1266.0    0.011405  -0.004733
 1267.0    0.011634  -0.004806
 1268.0    0.011864  -0.004880
 1269.0    0.012093  -0.004954
 1270.0    0.012323  -0.005028
 1271.0    0.012570  -0.005103
 1272.0    0.012817  -0.005178
 1273.0    0.013064  -0.005253
 1274.0    0.013311  -0.005328
 1275.0    0.013559  -0.005403
 1276.0    0.013823  -0.005482
 1277.0    0.014088  -0.005561
 1278.0    0.014353  -0.005641
 1279.0    0.014618  -0.005720
 1280.0    0.014883  -0.005799
 1281.0    0.015167  -0.005881
 1282.0    0.015450  -0.005963
 1283.0    0.015734  -0.006046
 1284.0    0.016018  -0.006128
 1285.0    0.016302  -0.006210
 1286.0    0.016605  -0.006295
 1287.0    0.016909  -0.006380
 1288.0    0.017212  -0.006466
 1289.0    0.017515  -0.006551
 1290.0    0.017819  -0.006636
 1291.0    0.018143  -0.006724
 1292.0    0.018467  -0.006813
 1293.0    0.018791  -0.006901
 1294.0    0.019115  -0.006990
 1295.0    0.019439  -0.007078
 1296.0    0.019784  -0.007170
 1297.0    0.020130  -0.007261
 1298.0    0.020475  -0.007353
 1299.0    0.020821  -0.007445
 1300.0    0.021166  -0.007536
 1301.0    0.021534  -0.007630
 1302.0    0.021902  -0.007724
 1303.0    0.022271  -0.007817
 1304.0    0.022639  -0.007911
 1305.0    0.023007  -0.008005
 1306.0    0.023398  -0.008102
 1307.0    0.023790  -0.008199
 1308.0    0.024181  -0.008296
 1309.0    0.024572  -0.008393
 1310.0    0.024964  -0.008490
 1311.0    0.025380  -0.008589
 1312.0    0.025796  -0.008688
 1313.0    0.026211  -0.008788
 1314.0    0.026627  -0.008887
 1315.0    0.027043  -0.008987
 1316.0    0.027484  -0.009089
 1317.0    0.027926  -0.009190
 1318.0    0.028367  -0.009292
 1319.0    0.028808  -0.009394
 1320.0    0.029250  -0.009496
 1321.0    0.029718  -0.009599
 1322.0    0.030186  -0.009702
 1323.0    0.030654  -0.009805
 1324.0    0.031122  -0.009907
 1325.0    0.031590  -0.010010
 1326.0    0.032086  -0.010116
 1327.0    0.032582  -0.010221
 1328.0    0.033077  -0.010327
 1329.0    0.033573  -0.010432
 1330.0    0.034068  -0.010538
 1331.0    0.034592  -0.010645
 1332.0    0.035117  -0.010751
 1333.0    0.035641  -0.010858
 1334.0    0.036165  -0.010965
 1335.0    0.036690  -0.011071
 1336.0    0.037244  -0.011179
 1337.0    0.037798  -0.011287
 1338.0    0.038353  -0.011395
 1339.0    0.038907  -0.011502
 1340.0    0.039461  -0.011610
 1341.0    0.040046  -0.011718
 1342.0    0.040632  -0.011827
 1343.0    0.041217  -0.011935
 1344.0    0.041803  -0.012043
 1345.0    0.042388  -0.012151
 1346.0    0.043006  -0.012258
 1347.0    0.043624  -0.012364
 1348.0    0.044242  -0.012470
 1349.0    0.044860  -0.012576
 1350.0    0.045478  -0.012682
 1351.0    0.046129  -0.012792
 1352.0    0.046780  -0.012901
 1353.0    0.047431  -0.013011
 1354.0    0.048082  -0.013121
 1355.0    0.048733  -0.013230
 1356.0    0.049419  -0.013337
 1357.0    0.050105  -0.013444
 1358.0    0.050792  -0.013551
 1359.0    0.051478  -0.013658
 1360.0    0.052164  -0.013765
 1361.0    0.052886  -0.013870
 1362.0    0.053609  -0.013975
 1363.0    0.054331  -0.014080
 1364.0    0.055053  -0.014185
 1365.0    0.055776  -0.014291
 1366.0    0.056536  -0.014393
 1367.0    0.057296  -0.014496
 1368.0    0.058056  -0.014599
 1369.0    0.058816  -0.014702
 1370.0    0.059576  -0.014805
 1371.0    0.060375  -0.014904
 1372.0    0.061174  -0.015004
 1373.0    0.061973  -0.015103
 1374.0    0.062772  -0.015203
 1375.0    0.063571  -0.015303
 1376.0    0.064410  -0.015398
 1377.0    0.065250  -0.015494
 1378.0    0.066089  -0.015590
 1379.0    0.066929  -0.015685
 1380.0    0.067768  -0.015781
 1381.0    0.068650  -0.015872
 1382.0    0.069531  -0.015963
 1383.0    0.070413  -0.016054
 1384.0    0.071294  -0.016145
 1385.0    0.072176  -0.016236
 1386.0    0.073101  -0.016320
 1387.0    0.074026  -0.016405
 1388.0    0.074951  -0.016489
 1389.0    0.075876  -0.016574
 1390.0    0.076801  -0.016658
 1391.0    0.077771  -0.016736
 1392.0    0.078742  -0.016814
 1393.0    0.079712  -0.016892
 1394.0    0.080683  -0.016970
 1395.0    0.081653  -0.017048
 1396.0    0.082670  -0.017118
 1397.0    0.083688  -0.017187
 1398.0    0.084705  -0.017257
 1399.0    0.085722  -0.017327
 1400.0    0.086740  -0.017397
 1401.0    0.087806  -0.017457
 1402.0    0.088872  -0.017517
 1403.0    0.089938  -0.017578
 1404.0    0.091004  -0.017638
 1405.0    0.092070  -0.017698
 1406.0    0.093186  -0.017748
 1407.0    0.094303  -0.017797
 1408.0    0.095419  -0.017847
 1409.0    0.096536  -0.017896
 1410.0    0.097653  -0.017946
 1411.0    0.098822  -0.017983
 1412.0    0.099991  -0.018020
 1413.0    0.101160  -0.018057
 1414.0    0.102329  -0.018095
 1415.0    0.103498  -0.018132
 1416.0    0.104722  -0.018155
 1417.0    0.105945  -0.018178
 1418.0    0.107169  -0.018202
 1419.0    0.108393  -0.018225
 1420.0    0.109616  -0.018248
 1421.0    0.110896  -0.018255
 1422.0    0.112177  -0.018263
 1423.0    0.113457  -0.018270
 1424.0    0.114737  -0.018278
 1425.0    0.116017  -0.018285
 1426.0    0.117356  -0.018275
 1427.0    0.118695  -0.018265
 1428.0    0.120034  -0.018254
 1429.0    0.121373  -0.018244
 1430.0    0.122712  -0.018234
 1431.0    0.124113  -0.018203
 1432.0    0.125513  -0.018172
 1433.0    0.126914  -0.018140
 1434.0    0.128315  -0.018109
 1435.0    0.129716  -0.018078
 1436.0    0.131178  -0.018027
 1437.0    0.132641  -0.017976
 1438.0    0.134104  -0.017925
 1439.0    0.135566  -0.017875
 1440.0    0.137029  -0.017824
 1441.0    0.138559  -0.017747
 1442.0    0.140088  -0.017670
 1443.0    0.141618  -0.017593
 1444.0    0.143147  -0.017516
 1445.0    0.144677  -0.017439
 1446.0    0.146275  -0.017335
 1447.0    0.147873  -0.017230
 1448.0    0.149471  -0.017126
 1449.0    0.151069  -0.017022
 1450.0    0.152667  -0.016917
 1451.0    0.154337  -0.016782
 1452.0    0.156006  -0.016647
 1453.0    0.157676  -0.016512
 1454.0    0.159345  -0.016378
 1455.0    0.161015  -0.016243
 1456.0    0.162759  -0.016074
 1457.0    0.164502  -0.015905
 1458.0    0.166246  -0.015736
 1459.0    0.167990  -0.015568
 1460.0    0.169734  -0.015399
 1461.0    0.171555  -0.015193
 1462.0    0.173376  -0.014986
 1463.0    0.175197  -0.014780
 1464.0    0.177018  -0.014574
 1465.0    0.178840  -0.014367
 1466.0    0.180741  -0.014119
 1467.0    0.182643  -0.013871
 1468.0    0.184545  -0.013623
 1469.0    0.186446  -0.013375
 1470.0    0.188348  -0.013127
 1471.0    0.190334  -0.012833
 1472.0    0.192320  -0.012539
