   W         M2+(pi0_p)
 (MeV)      Re         Im
 1074.0   -0.000366   0.000015
 1075.0   -0.000858   0.000225
 1076.0   -0.001350   0.000435
 1077.0   -0.001842   0.000645
 1078.0   -0.002334   0.000855
 1079.0   -0.002826   0.001065
 1080.0   -0.003318   0.001275
 1081.0   -0.003810   0.001485
 1082.0   -0.004302   0.001695
 1083.0   -0.004794   0.001905
 1084.0   -0.005286   0.002115
 1085.0   -0.005778   0.002325
 1086.0   -0.006270   0.002554
 1087.0   -0.006762   0.002782
 1088.0   -0.007254   0.003011
 1089.0   -0.007746   0.003240
 1090.0   -0.008238   0.003468
 1091.0   -0.008729   0.003716
 1092.0   -0.009221   0.003965
 1093.0   -0.009713   0.004213
 1094.0   -0.010205   0.004461
 1095.0   -0.010697   0.004709
 1096.0   -0.011189   0.004977
 1097.0   -0.011680   0.005245
 1098.0   -0.012172   0.005513
 1099.0   -0.012663   0.005782
 1100.0   -0.013155   0.006050
 1101.0   -0.013646   0.006339
 1102.0   -0.014138   0.006628
 1103.0   -0.014629   0.006916
 1104.0   -0.015120   0.007205
 1105.0   -0.015612   0.007494
 1106.0   -0.016103   0.007804
 1107.0   -0.016594   0.008114
 1108.0   -0.017085   0.008424
 1109.0   -0.017576   0.008734
 1110.0   -0.018067   0.009044
 1111.0   -0.018557   0.009376
 1112.0   -0.019048   0.009708
 1113.0   -0.019539   0.010040
 1114.0   -0.020030   0.010371
 1115.0   -0.020520   0.010703
 1116.0   -0.021011   0.011057
 1117.0   -0.021502   0.011411
 1118.0   -0.021992   0.011764
 1119.0   -0.022483   0.012118
 1120.0   -0.022974   0.012472
 1121.0   -0.023464   0.012848
 1122.0   -0.023955   0.013224
 1123.0   -0.024446   0.013600
 1124.0   -0.024936   0.013977
 1125.0   -0.025427   0.014353
 1126.0   -0.025918   0.014752
 1127.0   -0.026409   0.015150
 1128.0   -0.026900   0.015549
 1129.0   -0.027391   0.015948
 1130.0   -0.027882   0.016347
 1131.0   -0.028373   0.016768
 1132.0   -0.028864   0.017190
 1133.0   -0.029356   0.017611
 1134.0   -0.029847   0.018033
 1135.0   -0.030339   0.018455
 1136.0   -0.030831   0.018899
 1137.0   -0.031323   0.019344
 1138.0   -0.031815   0.019788
 1139.0   -0.032307   0.020233
 1140.0   -0.032800   0.020677
 1141.0   -0.033293   0.021145
 1142.0   -0.033786   0.021612
 1143.0   -0.034279   0.022079
 1144.0   -0.034773   0.022547
 1145.0   -0.035266   0.023014
 1146.0   -0.035761   0.023504
 1147.0   -0.036255   0.023995
 1148.0   -0.036750   0.024485
 1149.0   -0.037245   0.024975
 1150.0   -0.037740   0.025465
 1151.0   -0.038236   0.025978
 1152.0   -0.038733   0.026491
 1153.0   -0.039229   0.027004
 1154.0   -0.039726   0.027517
 1155.0   -0.040222   0.028030
 1156.0   -0.040721   0.028565
 1157.0   -0.041220   0.029101
 1158.0   -0.041719   0.029636
 1159.0   -0.042217   0.030172
 1160.0   -0.042716   0.030707
 1161.0   -0.043217   0.031264
 1162.0   -0.043719   0.031822
 1163.0   -0.044220   0.032379
 1164.0   -0.044721   0.032937
 1165.0   -0.045223   0.033494
 1166.0   -0.045727   0.034074
 1167.0   -0.046232   0.034653
 1168.0   -0.046736   0.035232
 1169.0   -0.047240   0.035811
 1170.0   -0.047745   0.036390
 1171.0   -0.048253   0.036991
 1172.0   -0.048761   0.037591
 1173.0   -0.049268   0.038191
 1174.0   -0.049776   0.038792
 1175.0   -0.050284   0.039392
 1176.0   -0.050796   0.040013
 1177.0   -0.051308   0.040634
 1178.0   -0.051819   0.041255
 1179.0   -0.052331   0.041876
 1180.0   -0.052843   0.042497
 1181.0   -0.053359   0.043138
 1182.0   -0.053875   0.043779
 1183.0   -0.054392   0.044420
 1184.0   -0.054908   0.045061
 1185.0   -0.055424   0.045702
 1186.0   -0.055945   0.046363
 1187.0   -0.056466   0.047023
 1188.0   -0.056987   0.047683
 1189.0   -0.057508   0.048343
 1190.0   -0.058029   0.049003
 1191.0   -0.058555   0.049682
 1192.0   -0.059081   0.050361
 1193.0   -0.059607   0.051039
 1194.0   -0.060133   0.051718
 1195.0   -0.060659   0.052396
 1196.0   -0.061191   0.053093
 1197.0   -0.061723   0.053789
 1198.0   -0.062255   0.054485
 1199.0   -0.062787   0.055181
 1200.0   -0.063318   0.055877
 1201.0   -0.063856   0.056590
 1202.0   -0.064394   0.057302
 1203.0   -0.064932   0.058015
 1204.0   -0.065470   0.058727
 1205.0   -0.066007   0.059440
 1206.0   -0.066552   0.060168
 1207.0   -0.067096   0.060896
 1208.0   -0.067640   0.061624
 1209.0   -0.068184   0.062352
 1210.0   -0.068729   0.063080
 1211.0   -0.069280   0.063823
 1212.0   -0.069831   0.064565
 1213.0   -0.070382   0.065308
 1214.0   -0.070933   0.066050
 1215.0   -0.071484   0.066792
 1216.0   -0.072042   0.067548
 1217.0   -0.072600   0.068303
 1218.0   -0.073158   0.069059
 1219.0   -0.073716   0.069814
 1220.0   -0.074274   0.070570
 1221.0   -0.074840   0.071337
 1222.0   -0.075405   0.072104
 1223.0   -0.075971   0.072871
 1224.0   -0.076536   0.073639
 1225.0   -0.077102   0.074406
 1226.0   -0.077675   0.075184
 1227.0   -0.078248   0.075962
 1228.0   -0.078822   0.076739
 1229.0   -0.079395   0.077517
 1230.0   -0.079968   0.078295
 1231.0   -0.080549   0.079082
 1232.0   -0.081130   0.079869
 1233.0   -0.081711   0.080655
 1234.0   -0.082292   0.081442
 1235.0   -0.082873   0.082229
 1236.0   -0.083462   0.083024
 1237.0   -0.084052   0.083818
 1238.0   -0.084641   0.084613
 1239.0   -0.085230   0.085408
 1240.0   -0.085819   0.086202
 1241.0   -0.086416   0.087003
 1242.0   -0.087014   0.087804
 1243.0   -0.087611   0.088605
 1244.0   -0.088208   0.089405
 1245.0   -0.088806   0.090206
 1246.0   -0.089411   0.091012
 1247.0   -0.090017   0.091817
 1248.0   -0.090622   0.092623
 1249.0   -0.091228   0.093428
 1250.0   -0.091834   0.094234
 1251.0   -0.092448   0.095042
 1252.0   -0.093061   0.095851
 1253.0   -0.093675   0.096660
 1254.0   -0.094289   0.097468
 1255.0   -0.094903   0.098277
 1256.0   -0.095525   0.099087
 1257.0   -0.096148   0.099897
 1258.0   -0.096770   0.100708
 1259.0   -0.097392   0.101518
 1260.0   -0.098014   0.102328
 1261.0   -0.098644   0.103139
 1262.0   -0.099274   0.103950
 1263.0   -0.099905   0.104761
 1264.0   -0.100535   0.105572
 1265.0   -0.101165   0.106383
 1266.0   -0.101804   0.107190
 1267.0   -0.102443   0.107997
 1268.0   -0.103082   0.108804
 1269.0   -0.103721   0.109610
 1270.0   -0.104360   0.110417
 1271.0   -0.105006   0.111223
 1272.0   -0.105652   0.112030
 1273.0   -0.106298   0.112836
 1274.0   -0.106944   0.113642
 1275.0   -0.107590   0.114449
 1276.0   -0.108244   0.115248
 1277.0   -0.108898   0.116047
 1278.0   -0.109552   0.116847
 1279.0   -0.110206   0.117646
 1280.0   -0.110861   0.118446
