   W         M1-(pi0_p)
 (MeV)      Re         Im
 1074.0   -0.482957  -0.082972
 1075.0   -0.528945  -0.091296
 1076.0   -0.574933  -0.099620
 1077.0   -0.620920  -0.107944
 1078.0   -0.666908  -0.116268
 1079.0   -0.712895  -0.124592
 1080.0   -0.758883  -0.132916
 1081.0   -0.804871  -0.141239
 1082.0   -0.850858  -0.149563
 1083.0   -0.896846  -0.157887
 1084.0   -0.942834  -0.166211
 1085.0   -0.988821  -0.174535
 1086.0   -1.023938  -0.180918
 1087.0   -1.059055  -0.187301
 1088.0   -1.094172  -0.193685
 1089.0   -1.129289  -0.200068
 1090.0   -1.164406  -0.206451
 1091.0   -1.192940  -0.211597
 1092.0   -1.221474  -0.216742
 1093.0   -1.250009  -0.221888
 1094.0   -1.278543  -0.227034
 1095.0   -1.307077  -0.232180
 1096.0   -1.330924  -0.236400
 1097.0   -1.354771  -0.240619
 1098.0   -1.378618  -0.244839
 1099.0   -1.402465  -0.249059
 1100.0   -1.426312  -0.253279
 1101.0   -1.446519  -0.256747
 1102.0   -1.466725  -0.260216
 1103.0   -1.486932  -0.263684
 1104.0   -1.507138  -0.267153
 1105.0   -1.527345  -0.270621
 1106.0   -1.544567  -0.273452
 1107.0   -1.561788  -0.276282
 1108.0   -1.579009  -0.279113
 1109.0   -1.596231  -0.281944
 1110.0   -1.613452  -0.284775
 1111.0   -1.628137  -0.287049
 1112.0   -1.642822  -0.289323
 1113.0   -1.657507  -0.291598
 1114.0   -1.672192  -0.293872
 1115.0   -1.686877  -0.296146
 1116.0   -1.699352  -0.297927
 1117.0   -1.711828  -0.299708
 1118.0   -1.724303  -0.301489
 1119.0   -1.736779  -0.303270
 1120.0   -1.749254  -0.305051
 1121.0   -1.759769  -0.306389
 1122.0   -1.770284  -0.307727
 1123.0   -1.780800  -0.309066
 1124.0   -1.791315  -0.310404
 1125.0   -1.801830  -0.311742
 1126.0   -1.810584  -0.312681
 1127.0   -1.819338  -0.313620
 1128.0   -1.828092  -0.314558
 1129.0   -1.836846  -0.315497
 1130.0   -1.845600  -0.316436
 1131.0   -1.852755  -0.317012
 1132.0   -1.859910  -0.317589
 1133.0   -1.867066  -0.318165
 1134.0   -1.874221  -0.318741
 1135.0   -1.881377  -0.319318
 1136.0   -1.887070  -0.319565
 1137.0   -1.892764  -0.319811
 1138.0   -1.898458  -0.320058
 1139.0   -1.904152  -0.320305
