   W         M1-(K+_L)
 (MeV)      Re         Im
1614.0	-0.107468	-0.453536
1615.0	-0.116016	-0.499239
1616.0	-0.123211	-0.540824
1617.0	-0.129310	-0.579175
1618.0	-0.134487	-0.614891
1619.0	-0.138873	-0.648404
1620.0	-0.142564	-0.680034
1621.0	-0.145638	-0.710030
1622.0	-0.148157	-0.738587
1623.0	-0.150172	-0.765870
1624.0	-0.151724	-0.791984
1625.0	-0.152851	-0.817060
1626.0	-0.153583	-0.841180
1627.0	-0.153946	-0.864422
1628.0	-0.153965	-0.886852
1629.0	-0.153660	-0.908527
1630.0	-0.153050	-0.929497
1631.0	-0.152152	-0.949806
1632.0	-0.150981	-0.969493
1633.0	-0.149550	-0.988594
1634.0	-0.147872	-1.007138
1635.0	-0.145959	-1.025155
1636.0	-0.143820	-1.042669
1637.0	-0.141467	-1.059703
1638.0	-0.138908	-1.076278
1639.0	-0.136152	-1.092413
1640.0	-0.133206	-1.108126
1641.0	-0.130078	-1.123433
1642.0	-0.126776	-1.138347
1643.0	-0.123305	-1.152883
1644.0	-0.119672	-1.167054
1645.0	-0.115884	-1.180871
1646.0	-0.111945	-1.194345
1647.0	-0.107862	-1.207486
1648.0	-0.103639	-1.220304
1649.0	-0.099281	-1.232807
1650.0	-0.094794	-1.245004
1651.0	-0.090180	-1.256903
1652.0	-0.085446	-1.268511
1653.0	-0.080595	-1.279835
1654.0	-0.075631	-1.290881
1655.0	-0.070558	-1.301656
1656.0	-0.065380	-1.312165
1657.0	-0.060100	-1.322415
1658.0	-0.054723	-1.332410
1659.0	-0.049250	-1.342155
1660.0	-0.043687	-1.351656
1661.0	-0.038035	-1.360917
1662.0	-0.032298	-1.369941
1663.0	-0.026480	-1.378734
1664.0	-0.020582	-1.387299
1665.0	-0.014609	-1.395641
1666.0	-0.008562	-1.403762
1667.0	-0.002444	-1.411667
1668.0	0.003741	-1.419358
1669.0	0.009992	-1.426839
1670.0	0.016306	-1.434113
1671.0	0.022680	-1.441184
1672.0	0.029111	-1.448053
1673.0	0.035598	-1.454725
1674.0	0.042139	-1.461201
1675.0	0.048730	-1.467484
1676.0	0.055370	-1.473577
1677.0	0.062056	-1.479483
1678.0	0.068787	-1.485203
1679.0	0.075559	-1.490740
1680.0	0.082373	-1.496096
1681.0	0.089224	-1.501274
1682.0	0.096111	-1.506276
1683.0	0.103033	-1.511104
1684.0	0.109987	-1.515759
1685.0	0.116971	-1.520244
1686.0	0.123985	-1.524561
1687.0	0.131024	-1.528711
1688.0	0.138089	-1.532697
1689.0	0.145178	-1.536520
1690.0	0.152288	-1.540183
1691.0	0.159417	-1.543686
1692.0	0.166565	-1.547031
1693.0	0.173730	-1.550221
1694.0	0.180909	-1.553211
1695.0	0.188102	-1.556140
1696.0	0.195307	-1.558871
1697.0	0.202521	-1.561454
1698.0	0.209745	-1.563888
1699.0	0.216976	-1.566176
1700.0	0.224212	-1.568318
1701.0	0.231453	-1.570318
1702.0	0.238696	-1.572174
1703.0	0.245941	-1.573890
1704.0	0.253186	-1.575467
1705.0	0.260430	-1.576905
1706.0	0.267670	-1.578207
1707.0	0.274907	-1.579373
1708.0	0.282138	-1.580405
1709.0	0.289362	-1.581304
1710.0	0.296579	-1.582072
1711.0	0.303785	-1.582709
1712.0	0.310981	-1.583217
1713.0	0.318166	-1.583598
1714.0	0.325336	-1.583851
1715.0	0.332493	-1.583979
1716.0	0.339634	-1.583983
1717.0	0.346758	-1.583864
1718.0	0.353864	-1.583623
1719.0	0.360950	-1.583261
1720.0	0.368016	-1.582779
1721.0	0.375061	-1.582179
1722.0	0.382082	-1.581462
1723.0	0.389080	-1.580628
1724.0	0.396053	-1.579679
1725.0	0.403000	-1.578616
1726.0	0.409919	-1.577441
1727.0	0.416810	-1.576153
1728.0	0.423672	-1.574755
1729.0	0.430503	-1.573248
1730.0	0.437302	-1.571631
1731.0	0.444069	-1.569908
1732.0	0.450802	-1.568078
1733.0	0.457500	-1.566143
1734.0	0.464162	-1.564103
1735.0	0.470788	-1.561961
1736.0	0.477375	-1.559716
1737.0	0.483924	-1.557370
1738.0	0.490433	-1.554925
1739.0	0.496901	-1.552380
1740.0	0.503328	-1.549738
1741.0	0.509711	-1.546999
1742.0	0.516051	-1.544164
1743.0	0.522346	-1.541235
1744.0	0.528595	-1.538212
1745.0	0.534798	-1.535097
1746.0	0.540953	-1.531890
1747.0	0.547060	-1.528593
1748.0	0.553117	-1.525206
1749.0	0.559124	-1.521731
1750.0	0.565080	-1.518169
1751.0	0.570984	-1.514521
1752.0	0.576835	-1.510788
1753.0	0.582632	-1.506970
1754.0	0.588374	-1.503070
1755.0	0.594060	-1.499089
1756.0	0.599690	-1.495026
1757.0	0.605263	-1.490884
1758.0	0.610778	-1.486663
1759.0	0.616233	-1.482365
