 #     Egamma =         725 MeV
   -0.9914  172.5000   -0.0329    0.0645    0.1052    0.0892
   -0.9239  157.5000    0.0335    0.0324    0.0065    0.0443
   -0.7934  142.5000    0.0283    0.0246   -0.0066    0.0336
   -0.6088  127.5000    0.0177    0.0186   -0.0178    0.0251
   -0.3827  112.5000    0.0555    0.0176   -0.0017    0.0236
   -0.1305   97.5000    0.0574    0.0171    0.0340    0.0232
    0.1305   82.5000    0.0511    0.0170    0.0153    0.0231
    0.3827   67.5000    0.0212    0.0180   -0.0537    0.0245
    0.6088   52.5000    0.0044    0.0199   -0.0486    0.0269
    0.7934   37.5000    0.0450    0.0253   -0.0541    0.0342
    0.9239   22.5000   -0.0443    0.0437    0.0048    0.0589
    0.9914    7.5000   -0.0776    0.0834    0.1089    0.1093
 #=====================================
 #     Egamma =         755 MeV
   -0.9914  172.5000   -0.0136    0.0543   -0.0281    0.0713
   -0.9239  157.5000    0.0352    0.0304    0.0576    0.0386
   -0.7934  142.5000    0.0141    0.0198    0.0452    0.0247
   -0.6088  127.5000    0.0835    0.0161    0.0726    0.0203
   -0.3827  112.5000    0.1117    0.0154    0.0314    0.0197
   -0.1305   97.5000    0.1400    0.0179   -0.0217    0.0226
    0.1305   82.5000    0.0824    0.0159   -0.0085    0.0205
    0.3827   67.5000    0.0754    0.0175    0.0337    0.0229
    0.6088   52.5000    0.0876    0.0183    0.0131    0.0239
    0.7934   37.5000    0.0468    0.0247   -0.0634    0.0324
    0.9239   22.5000    0.0292    0.0367   -0.0563    0.0479
    0.9914    7.5000    0.1177    0.0853   -0.1472    0.1099
 #=====================================
 #     Egamma =         785 MeV
   -0.9914  172.5000    0.0555    0.0623    0.0235    0.0768
   -0.9239  157.5000    0.0983    0.0326    0.0132    0.0394
   -0.7934  142.5000    0.0828    0.0203    0.1164    0.0246
   -0.6088  127.5000    0.1344    0.0176    0.0652    0.0217
   -0.3827  112.5000    0.2007    0.0203    0.0948    0.0250
   -0.1305   97.5000    0.1716    0.0242    0.0365    0.0299
    0.1305   82.5000    0.1354    0.0235    0.0499    0.0295
    0.3827   67.5000    0.1089    0.0253    0.0194    0.0318
    0.6088   52.5000    0.0792    0.0295    0.0264    0.0368
    0.7934   37.5000    0.0825    0.0234   -0.0503    0.0298
    0.9239   22.5000   -0.0507    0.0342    0.0184    0.0434
    0.9914    7.5000   -0.0362    0.0735    0.0334    0.0949
 #=====================================
 #     Egamma =         825 MeV
   -0.9914  172.5000    0.0734    0.0522    0.0875    0.0620
   -0.9239  157.5000    0.0664    0.0258    0.1454    0.0303
   -0.7934  142.5000    0.1318    0.0168    0.1676    0.0198
   -0.6088  127.5000    0.1961    0.0151    0.1118    0.0181
   -0.3827  112.5000    0.1674    0.0167    0.1285    0.0205
   -0.1305   97.5000    0.0861    0.0168    0.0973    0.0213
    0.1305   82.5000    0.0830    0.0156    0.0661    0.0195
    0.3827   67.5000    0.0661    0.0171   -0.0178    0.0208
    0.6088   52.5000    0.0571    0.0202    0.0337    0.0245
    0.7934   37.5000    0.0632    0.0193    0.0150    0.0237
    0.9239   22.5000    0.0419    0.0317    0.0053    0.0385
    0.9914    7.5000   -0.0433    0.0718    0.1737    0.0868
 #=====================================
 #     Egamma =         875 MeV
   -0.9914  172.5000    0.2082    0.0788    0.1967    0.0882
   -0.9239  157.5000    0.1216    0.0285    0.1663    0.0330
   -0.7934  142.5000    0.1836    0.0202    0.1976    0.0235
   -0.6088  127.5000    0.2169    0.0186    0.1775    0.0222
   -0.3827  112.5000    0.2051    0.0194    0.1892    0.0237
   -0.1305   97.5000    0.1960    0.0179    0.1237    0.0221
    0.1305   82.5000    0.1900    0.0175    0.0914    0.0214
    0.3827   67.5000    0.1391    0.0195    0.0654    0.0232
    0.6088   52.5000    0.1410    0.0277   -0.0176    0.0325
    0.7934   37.5000    0.1219    0.0282    0.0337    0.0338
    0.9239   22.5000    0.0741    0.0438   -0.0477    0.0511
    0.9914    7.5000    0.1035    0.0905    0.0452    0.1107
 #=====================================
 #     Egamma =         925 MeV
   -0.9914  172.5000    0.0271    0.0874    0.1452    0.1103
   -0.9239  157.5000    0.1437    0.0338    0.1510    0.0387
   -0.7934  142.5000    0.1917    0.0255    0.2849    0.0299
   -0.6088  127.5000    0.2663    0.0247    0.3202    0.0295
   -0.3827  112.5000    0.2399    0.0251    0.2410    0.0310
   -0.1305   97.5000    0.1547    0.0217    0.1789    0.0267
    0.1305   82.5000    0.1576    0.0233    0.1946    0.0277
    0.3827   67.5000    0.1015    0.0257    0.0845    0.0299
    0.6088   52.5000    0.1644    0.0344    0.1245    0.0396
    0.7934   37.5000    0.1151    0.0764    0.2153    0.0865
    0.9239   22.5000    0.1904    0.0570    0.1673    0.0701
    0.9914    7.5000    0.0186    0.1558    0.2469    0.1905
 #=====================================
 #     Egamma =         975 MeV
   -0.9914  172.5000   -0.0033    0.1141    0.0882    0.1376
   -0.9239  157.5000    0.1700    0.0466    0.3168    0.0536
   -0.7934  142.5000    0.2326    0.0359    0.3210    0.0422
   -0.6088  127.5000    0.3086    0.0351    0.3974    0.0433
   -0.3827  112.5000    0.2145    0.0370    0.3790    0.0459
   -0.1305   97.5000    0.2770    0.0334    0.3143    0.0414
    0.1305   82.5000    0.1593    0.0342    0.3312    0.0409
    0.3827   67.5000    0.2041    0.0354    0.1872    0.0418
    0.6088   52.5000    0.1628    0.0450    0.2513    0.0518
    0.7934   37.5000    0.0748    0.1023    0.1674    0.1113
    0.9239   22.5000    0.2052    0.1608   -0.0262    0.1709
    0.9914    7.5000   -0.1233    0.2566    0.1842    0.3229
 #=====================================
 #     Egamma =        1025 MeV
   -0.9914  172.5000    0.2850    0.1170    0.1480    0.1433
   -0.9239  157.5000    0.2310    0.0599    0.4172    0.0703
   -0.7934  142.5000    0.3399    0.0511    0.3468    0.0604
   -0.6088  127.5000    0.3105    0.0526    0.4710    0.0648
   -0.3827  112.5000    0.2328    0.0392    0.3848    0.0502
   -0.1305   97.5000    0.3382    0.0500    0.3997    0.0610
    0.1305   82.5000    0.2522    0.0477    0.3799    0.0576
    0.3827   67.5000    0.2349    0.0385    0.3337    0.0464
