 #     Egamma =         725 MeV
    0.6088   52.5000    0.2471    0.0481    0.2401    0.0592
    0.7934   37.5000    0.0824    0.1282   -0.0566    0.1250
    0.9239   22.5000    0.1714    0.1777    0.3300    0.2132
    0.9914    7.5000    0.3930    0.4366    0.6992    0.8906
 #=====================================
 #     Egamma =        1075 MeV
   -0.9914  172.5000    0.1908    0.1979    0.0417    0.2595
   -0.9239  157.5000    0.3192    0.0804    0.1049    0.0929
   -0.7934  142.5000    0.3190    0.0588    0.3609    0.0728
   -0.6088  127.5000    0.3015    0.0626    0.4044    0.0784
   -0.3827  112.5000    0.2443    0.0568    0.4451    0.0755
   -0.1305   97.5000    0.3891    0.0541    0.4533    0.0667
    0.1305   82.5000    0.3355    0.0499    0.4507    0.0613
    0.3827   67.5000    0.4402    0.0454    0.1815    0.0567
    0.6088   52.5000    0.4862    0.0545    0.1636    0.0658
    0.7934   37.5000    0.2057    0.0964    0.0982    0.1066
    0.9239   22.5000    0.0285    0.1244    0.0037    0.1588
    0.9914    7.5000    0.4702    0.3249    0.3493    0.7135
 #=====================================
 #     Egamma =        1150 MeV
   -0.9914  172.5000    0.0352    0.1918    0.5195    0.2349
   -0.9239  157.5000    0.1140    0.0723    0.1958    0.0927
   -0.7934  142.5000    0.2747    0.0587    0.1435    0.0711
   -0.6088  127.5000    0.4412    0.0621    0.4919    0.0858
   -0.3827  112.5000    0.4100    0.0405    0.3885    0.0553
   -0.1305   97.5000    0.3959    0.0376    0.4645    0.0486
    0.1305   82.5000    0.4657    0.0400    0.4223    0.0510
    0.3827   67.5000    0.4422    0.0369    0.2748    0.0474
    0.6088   52.5000    0.4198    0.0366    0.0561    0.0467
    0.7934   37.5000    0.2523    0.0683   -0.0081    0.0794
    0.9239   22.5000    0.2582    0.1035    0.0322    0.1372
    0.9914    7.5000   -0.2553    5.3809   -0.5388    1.1550
 #=====================================
 #     Egamma =        1250 MeV
   -0.9914  172.5000    0.0658    0.2036   -0.0775    0.2704
   -0.9239  157.5000    0.1450    0.0929    0.2806    0.1202
   -0.7934  142.5000    0.3409    0.0923    0.4769    0.1130
   -0.6088  127.5000    0.2921    0.0786    0.3749    0.1076
   -0.3827  112.5000    0.5544    0.0621    0.3950    0.0855
   -0.1305   97.5000    0.4634    0.0470    0.5207    0.0658
    0.1305   82.5000    0.4107    0.0439    0.4368    0.0598
    0.3827   67.5000    0.3605    0.0536    0.1608    0.0720
    0.6088   52.5000    0.3057    0.0424    0.0206    0.0565
    0.7934   37.5000    0.3054    0.0886   -0.1207    0.1105
    0.9239   22.5000    0.1508    0.2044    0.2541    0.1885
    0.9914    7.5000    0.6296    0.3796    0.2036    0.4620
 #=====================================
 #     Egamma =        1350 MeV
   -0.9914  172.5000    0.1166    0.2992    0.2695    0.3854
   -0.9239  157.5000   -0.0911    0.1107    0.1336    0.1577
   -0.7934  142.5000    0.5500    0.1134    0.1888    0.1511
   -0.6088  127.5000    0.1502    0.0984    0.3657    0.1470
   -0.3827  112.5000    0.3663    0.0706    0.4773    0.1043
   -0.1305   97.5000    0.2314    0.0623    0.5972    0.0925
    0.1305   82.5000    0.2172    0.0542    0.4741    0.0759
    0.3827   67.5000    0.2674    0.0661    0.2355    0.0904
    0.6088   52.5000    0.2862    0.0586    0.1432    0.0792
    0.7934   37.5000    0.2894    0.0886   -0.0757    0.1168
    0.9239   22.5000   -0.2372    0.1533   -0.1965    0.2006
    0.9914    7.5000    0.2651    0.3674   -0.3096    0.4832
 #=====================================
