E =  220.000 MeV, E_lo =  210.000 MeV, E_hi =  230.000 MeV
 85.000    22.660000     0.740000     0.000000
 90.000    22.940000     0.720000     0.000000
 95.000    22.710000     0.520000     0.000000
100.000    24.040000     0.780000     0.000000
105.000    23.190000     0.740000     0.000000
110.000    24.200000     0.780000     0.000000
115.000    22.230000     0.510000     0.000000
120.000    22.840000     0.760000     0.000000
125.000    22.370000     0.710000     0.000000
130.000    20.640000     0.680000     0.000000
135.000    19.320000     0.450000     0.000000
140.000    19.680000     0.660000     0.000000
150.000    19.090000     0.630000     0.000000
150.000    18.600000     0.640000     0.000000
155.000    17.000000     0.610000     0.000000
160.000    17.250000     0.580000     0.000000
170.000    16.080000     0.600000     0.000000
180.000    16.520000     0.850000     0.000000
------------------------------------------------------------------
E =  310.000 MeV, E_lo =  305.000 MeV, E_hi =  315.000 MeV
Systematic = 0.050000, Preliminary = 0, BONN_1972_Fischer_ZP253-38
 15.000     9.570000     0.330000     0.000000
 20.000     9.470000     0.300000     0.000000
 25.000     9.290000     0.300000     0.000000
 30.000    10.400000     0.330000     0.000000
 35.000    11.030000     0.360000     0.000000
 40.000    12.720000     0.420000     0.000000
 45.000    13.710000     0.420000     0.000000
 50.000    14.950000     0.500000     0.000000
 60.000    17.050000     0.550000     0.000000
 70.000    19.640000     0.610000     0.000000
100.000    23.460000     0.750000     0.000000
120.000    21.390000     0.720000     0.000000
------------------------------------------------------------------
E =  320.000 MeV, E_lo =  310.000 MeV, E_hi =  330.000 MeV
Systematic = 0.050000, Preliminary = 0, BONN_1972_Fischer_ZP253-38
 15.000    11.640000     0.400000     0.000000
 20.000    11.370000     0.370000     0.000000
 25.000    10.680000     0.250000     0.000000
 30.000    11.850000     0.370000     0.000000
 35.000    12.470000     0.400000     0.000000
 40.000    13.620000     0.430000     0.000000
 45.000    14.430000     0.480000     0.000000
 50.000    15.250000     0.340000     0.000000
 55.000    17.250000     0.550000     0.000000
 60.000    17.480000     0.550000     0.000000
 65.000    19.700000     0.610000     0.000000
 70.000    19.810000     0.440000     0.000000
 75.000    21.550000     0.660000     0.000000
 80.000    21.360000     0.680000     0.000000
 85.000    21.560000     0.650000     0.000000
 90.000    21.630000     0.710000     0.000000
 95.000    22.170000     0.690000     0.000000
100.000    22.170000     0.710000     0.000000
105.000    21.640000     0.690000     0.000000
110.000    22.020000     0.710000     0.000000
115.000    20.430000     0.670000     0.000000
120.000    20.690000     0.690000     0.000000
125.000    20.340000     0.650000     0.000000
130.000    20.490000     0.480000     0.000000
135.000    18.170000     0.600000     0.000000
140.000    18.000000     0.600000     0.000000
145.000    17.290000     0.570000     0.000000
150.000    17.460000     0.600000     0.000000
155.000    16.720000     0.570000     0.000000
160.000    15.720000     0.530000     0.000000
170.000    14.210000     0.530000     0.000000
180.000    15.070000     0.750000     0.000000
------------------------------------------------------------------
E =  325.000 MeV, E_lo =  320.000 MeV, E_hi =  330.000 MeV
Systematic = 0.050000, Preliminary = 0, BONN_1972_Fischer_ZP253-38
 15.000    11.940000     0.400000     0.000000
 20.000    12.320000     0.370000     0.000000
 25.000    12.000000     0.380000     0.000000
 30.000    12.350000     0.390000     0.000000
 35.000    13.020000     0.410000     0.000000
 40.000    13.160000     0.290000     0.000000
 45.000    13.910000     0.720000     0.000000
 50.000    15.630000     0.490000     0.000000
 60.000    17.610000     0.540000     0.000000
 70.000    18.640000     0.580000     0.000000
100.000    21.020000     0.680000     0.000000
110.000    20.380000     0.640000     0.000000
120.000    20.090000     0.640000     0.000000
------------------------------------------------------------------
E =  340.000 MeV, E_lo =  330.500 MeV, E_hi =  350.500 MeV
Systematic = 0.050000, Preliminary = 0, BONN_1972_Fischer_ZP253-38
 15.000    13.790000     0.280000     0.000000
 20.000    14.180000     0.450000     0.000000
 25.000    13.630000     0.400000     0.000000
 30.000    13.050000     0.300000     0.000000
 35.000    13.650000     0.440000     0.000000
 40.000    13.660000     0.280000     0.000000
 45.000    14.910000     0.480000     0.000000
 50.000    15.830000     0.510000     0.000000
 55.000    16.370000     0.520000     0.000000
 60.000    17.240000     0.550000     0.000000
 65.000    18.510000     0.570000     0.000000
 70.000    17.420000     0.420000     0.000000
 75.000    19.010000     0.600000     0.000000
 80.000    19.110000     0.620000     0.000000
 85.000    17.790000     0.570000     0.000000
 90.000    18.950000     0.600000     0.000000
 95.000    19.550000     0.630000     0.000000
100.000    18.560000     0.600000     0.000000
105.000    19.490000     0.630000     0.000000
110.000    17.920000     0.660000     0.000000
115.000    16.920000     0.560000     0.000000
120.000    16.880000     0.550000     0.000000
125.000    17.550000     0.560000     0.000000
130.000    16.990000     0.540000     0.000000
135.000    15.640000     0.520000     0.000000
140.000    15.460000     0.510000     0.000000
