   W          E2-(pi+_n)
 (MeV)       Re        Im
 1849.00   -1.32076   0.90765
 1850.00   -1.32063   0.90128
 1851.00   -1.32051   0.89496
 1852.00   -1.32039   0.88869
 1853.00   -1.32028   0.88245
 1854.00   -1.32017   0.87625
 1855.00   -1.32006   0.87009
 1856.00   -1.31996   0.86397
 1857.00   -1.31987   0.85789
 1858.00   -1.31978   0.85185
 1859.00   -1.31970   0.84585
 1860.00   -1.31963   0.83989
 1861.00   -1.31956   0.83396
 1862.00   -1.31949   0.82808
 1863.00   -1.31944   0.82223
 1864.00   -1.31939   0.81641
 1865.00   -1.31934   0.81064
 1866.00   -1.31930   0.80490
 1867.00   -1.31927   0.79919
 1868.00   -1.31925   0.79352
 1869.00   -1.31923   0.78789
 1870.00   -1.31923   0.78229
 1871.00   -1.31922   0.77672
 1872.00   -1.31923   0.77119
 1873.00   -1.31924   0.76569
 1874.00   -1.31926   0.76023
 1875.00   -1.31929   0.75480
 1876.00   -1.31933   0.74940
 1877.00   -1.31937   0.74404
 1878.00   -1.31942   0.73871
 1879.00   -1.31948   0.73341
 1880.00   -1.31955   0.72814
 1881.00   -1.31962   0.72290
 1882.00   -1.31970   0.71770
 1883.00   -1.31980   0.71252
 1884.00   -1.31990   0.70738
 1885.00   -1.32000   0.70227
 1886.00   -1.32012   0.69718
 1887.00   -1.32024   0.69213
 1888.00   -1.32038   0.68710
 1889.00   -1.32052   0.68211
 1890.00   -1.32067   0.67714
 1891.00   -1.32083   0.67220
 1892.00   -1.32099   0.66729
 1893.00   -1.32117   0.66241
 1894.00   -1.32135   0.65756
 1895.00   -1.32155   0.65273
 1896.00   -1.32175   0.64794
 1897.00   -1.32196   0.64316
 1898.00   -1.32218   0.63842
 1899.00   -1.32241   0.63370
 1900.00   -1.32265   0.62901
 1901.00   -1.32289   0.62435
 1902.00   -1.32315   0.61971
 1903.00   -1.32341   0.61509
 1904.00   -1.32368   0.61050
 1905.00   -1.32396   0.60594
 1906.00   -1.32426   0.60140
 1907.00   -1.32456   0.59689
 1908.00   -1.32486   0.59240
 1909.00   -1.32518   0.58793
 1910.00   -1.32551   0.58349
 1911.00   -1.32584   0.57907
 1912.00   -1.32619   0.57468
 1913.00   -1.32654   0.57031
 1914.00   -1.32690   0.56596
 1915.00   -1.32728   0.56163
 1916.00   -1.32766   0.55733
 1917.00   -1.32805   0.55305
 1918.00   -1.32845   0.54880
