   W          M3+(pi+_n)
 (MeV)       Re        Im
 1080.00   -0.00357   0.00000
 1081.00   -0.00436   0.00000
 1082.00   -0.00520   0.00000
 1083.00   -0.00607   0.00000
 1084.00   -0.00697   0.00000
 1085.00   -0.00791   0.00000
 1086.00   -0.00888   0.00000
 1087.00   -0.00988   0.00000
 1088.00   -0.01090   0.00000
 1089.00   -0.01194   0.00000
 1090.00   -0.01301   0.00000
 1091.00   -0.01410   0.00000
 1092.00   -0.01520   0.00000
 1093.00   -0.01632   0.00000
 1094.00   -0.01746   0.00000
 1095.00   -0.01861   0.00000
 1096.00   -0.01978   0.00000
 1097.00   -0.02096   0.00000
 1098.00   -0.02215   0.00000
 1099.00   -0.02335   0.00000
 1100.00   -0.02456   0.00000
 1101.00   -0.02579   0.00000
 1102.00   -0.02702   0.00000
 1103.00   -0.02825   0.00000
 1104.00   -0.02950   0.00000
 1105.00   -0.03075   0.00000
 1106.00   -0.03201   0.00000
 1107.00   -0.03328   0.00000
 1108.00   -0.03455   0.00000
 1109.00   -0.03582   0.00000
 1110.00   -0.03710   0.00000
 1111.00   -0.03838   0.00000
 1112.00   -0.03967   0.00000
 1113.00   -0.04096   0.00000
 1114.00   -0.04225   0.00000
 1115.00   -0.04355   0.00000
 1116.00   -0.04484   0.00000
 1117.00   -0.04614   0.00000
 1118.00   -0.04744   0.00000
 1119.00   -0.04874   0.00000
 1120.00   -0.05004   0.00000
 1121.00   -0.05135   0.00000
 1122.00   -0.05265   0.00000
 1123.00   -0.05395   0.00000
 1124.00   -0.05526   0.00000
 1125.00   -0.05656   0.00000
 1126.00   -0.05786   0.00000
 1127.00   -0.05916   0.00000
 1128.00   -0.06046   0.00000
 1129.00   -0.06176   0.00000
 1130.00   -0.06306   0.00000
 1131.00   -0.06436   0.00000
 1132.00   -0.06565   0.00000
 1133.00   -0.06695   0.00000
 1134.00   -0.06824   0.00000
 1135.00   -0.06953   0.00000
 1136.00   -0.07082   0.00000
 1137.00   -0.07210   0.00000
 1138.00   -0.07339   0.00000
 1139.00   -0.07467   0.00000
 1140.00   -0.07595   0.00000
 1141.00   -0.07722  -0.00001
 1142.00   -0.07850  -0.00001
 1143.00   -0.07977  -0.00001
 1144.00   -0.08103  -0.00001
 1145.00   -0.08230  -0.00001
 1146.00   -0.08356  -0.00001
 1147.00   -0.08482  -0.00001
 1148.00   -0.08607  -0.00001
 1149.00   -0.08732  -0.00001
 1150.00   -0.08857  -0.00001
 1151.00   -0.08982  -0.00001
 1152.00   -0.09106  -0.00001
 1153.00   -0.09230  -0.00001
 1154.00   -0.09353  -0.00001
 1155.00   -0.09476  -0.00001
 1156.00   -0.09599  -0.00002
 1157.00   -0.09721  -0.00002
 1158.00   -0.09843  -0.00002
 1159.00   -0.09965  -0.00002
 1160.00   -0.10086  -0.00002
 1161.00   -0.10207  -0.00002
 1162.00   -0.10327  -0.00002
 1163.00   -0.10447  -0.00002
 1164.00   -0.10567  -0.00002
 1165.00   -0.10686  -0.00002
 1166.00   -0.10805  -0.00003
 1167.00   -0.10924  -0.00003
 1168.00   -0.11042  -0.00003
 1169.00   -0.11160  -0.00003
 1170.00   -0.11277  -0.00003
 1171.00   -0.11394  -0.00003
 1172.00   -0.11510  -0.00003
 1173.00   -0.11626  -0.00003
 1174.00   -0.11742  -0.00003
 1175.00   -0.11857  -0.00003
 1176.00   -0.11972  -0.00003
 1177.00   -0.12086  -0.00003
 1178.00   -0.12200  -0.00003
 1179.00   -0.12314  -0.00003
 1180.00   -0.12427  -0.00003
 1181.00   -0.12540  -0.00003
 1182.00   -0.12652  -0.00003
 1183.00   -0.12764  -0.00003
 1184.00   -0.12876  -0.00003
 1185.00   -0.12987  -0.00003
 1186.00   -0.13097  -0.00003
 1187.00   -0.13208  -0.00003
 1188.00   -0.13317  -0.00003
 1189.00   -0.13427  -0.00004
 1190.00   -0.13536  -0.00004
 1191.00   -0.13645  -0.00004
 1192.00   -0.13753  -0.00004
 1193.00   -0.13860  -0.00004
 1194.00   -0.13968  -0.00005
 1195.00   -0.14075  -0.00005
 1196.00   -0.14181  -0.00005
 1197.00   -0.14288  -0.00005
 1198.00   -0.14393  -0.00006
 1199.00   -0.14499  -0.00006
 1200.00   -0.14604  -0.00006
 1201.00   -0.14708  -0.00006
 1202.00   -0.14812  -0.00007
 1203.00   -0.14916  -0.00007
 1204.00   -0.15019  -0.00007
 1205.00   -0.15122  -0.00007
 1206.00   -0.15225  -0.00007
 1207.00   -0.15327  -0.00008
 1208.00   -0.15429  -0.00008
 1209.00   -0.15530  -0.00008
 1210.00   -0.15631  -0.00009
 1211.00   -0.15732  -0.00009
 1212.00   -0.15832  -0.00009
 1213.00   -0.15932  -0.00010
 1214.00   -0.16031  -0.00010
 1215.00   -0.16130  -0.00011
 1216.00   -0.16229  -0.00011
 1217.00   -0.16327  -0.00012
 1218.00   -0.16425  -0.00012
 1219.00   -0.16522  -0.00012
 1220.00   -0.16619  -0.00013
 1221.00   -0.16716  -0.00013
 1222.00   -0.16813  -0.00013
 1223.00   -0.16909  -0.00014
 1224.00   -0.17004  -0.00014
 1225.00   -0.17100  -0.00014
 1226.00   -0.17195  -0.00014
 1227.00   -0.17289  -0.00014
 1228.00   -0.17383  -0.00015
 1229.00   -0.17477  -0.00015
 1230.00   -0.17571  -0.00015
 1231.00   -0.17664  -0.00016
 1232.00   -0.17757  -0.00016
 1233.00   -0.17849  -0.00016
 1234.00   -0.17941  -0.00017
 1235.00   -0.18033  -0.00017
 1236.00   -0.18124  -0.00018
 1237.00   -0.18215  -0.00018
 1238.00   -0.18306  -0.00019
 1239.00   -0.18396  -0.00020
 1240.00   -0.18486  -0.00020
 1241.00   -0.18576  -0.00021
 1242.00   -0.18665  -0.00021
 1243.00   -0.18754  -0.00022
 1244.00   -0.18843  -0.00022
 1245.00   -0.18931  -0.00023
 1246.00   -0.19019  -0.00023
 1247.00   -0.19107  -0.00024
 1248.00   -0.19194  -0.00024
 1249.00   -0.19281  -0.00025
 1250.00   -0.19368  -0.00025
 1251.00   -0.19455  -0.00026
 1252.00   -0.19541  -0.00026
 1253.00   -0.19626  -0.00027
 1254.00   -0.19712  -0.00027
 1255.00   -0.19797  -0.00028
 1256.00   -0.19882  -0.00028
 1257.00   -0.19967  -0.00029
 1258.00   -0.20051  -0.00029
 1259.00   -0.20135  -0.00030
 1260.00   -0.20218  -0.00030
 1261.00   -0.20302  -0.00031
 1262.00   -0.20385  -0.00032
 1263.00   -0.20468  -0.00032
 1264.00   -0.20550  -0.00033
 1265.00   -0.20632  -0.00034
 1266.00   -0.20714  -0.00035
 1267.00   -0.20796  -0.00035
 1268.00   -0.20877  -0.00036
 1269.00   -0.20958  -0.00037
 1270.00   -0.21039  -0.00038
 1271.00   -0.21119  -0.00039
 1272.00   -0.21199  -0.00040
 1273.00   -0.21279  -0.00041
 1274.00   -0.21359  -0.00042
 1275.00   -0.21438  -0.00043
 1276.00   -0.21517  -0.00044
 1277.00   -0.21596  -0.00045
 1278.00   -0.21675  -0.00046
 1279.00   -0.21753  -0.00047
 1280.00   -0.21831  -0.00048
 1281.00   -0.21909  -0.00049
 1282.00   -0.21987  -0.00050
 1283.00   -0.22064  -0.00051
 1284.00   -0.22141  -0.00051
 1285.00   -0.22218  -0.00052
 1286.00   -0.22294  -0.00053
 1287.00   -0.22370  -0.00054
 1288.00   -0.22446  -0.00055
 1289.00   -0.22522  -0.00055
 1290.00   -0.22598  -0.00056
 1291.00   -0.22673  -0.00057
 1292.00   -0.22748  -0.00058
 1293.00   -0.22823  -0.00059
 1294.00   -0.22897  -0.00060
 1295.00   -0.22972  -0.00061
 1296.00   -0.23046  -0.00063
 1297.00   -0.23120  -0.00064
 1298.00   -0.23193  -0.00065
 1299.00   -0.23267  -0.00066
 1300.00   -0.23340  -0.00068
 1301.00   -0.23413  -0.00069
 1302.00   -0.23485  -0.00070
 1303.00   -0.23558  -0.00072
 1304.00   -0.23630  -0.00073
 1305.00   -0.23702  -0.00075
 1306.00   -0.23774  -0.00076
 1307.00   -0.23846  -0.00078
 1308.00   -0.23917  -0.00079
 1309.00   -0.23988  -0.00080
 1310.00   -0.24059  -0.00082
 1311.00   -0.24130  -0.00083
 1312.00   -0.24201  -0.00084
 1313.00   -0.24271  -0.00085
 1314.00   -0.24341  -0.00086
 1315.00   -0.24411  -0.00088
 1316.00   -0.24481  -0.00089
 1317.00   -0.24550  -0.00090
 1318.00   -0.24620  -0.00091
 1319.00   -0.24689  -0.00093
 1320.00   -0.24758  -0.00094
 1321.00   -0.24826  -0.00095
 1322.00   -0.24895  -0.00097
 1323.00   -0.24963  -0.00099
 1324.00   -0.25031  -0.00100
 1325.00   -0.25099  -0.00102
 1326.00   -0.25167  -0.00104
 1327.00   -0.25235  -0.00106
 1328.00   -0.25302  -0.00108
 1329.00   -0.25369  -0.00110
 1330.00   -0.25436  -0.00112
 1331.00   -0.25503  -0.00114
 1332.00   -0.25570  -0.00116
 1333.00   -0.25637  -0.00117
 1334.00   -0.25703  -0.00119
 1335.00   -0.25769  -0.00121
 1336.00   -0.25835  -0.00123
 1337.00   -0.25901  -0.00125
 1338.00   -0.25967  -0.00127
 1339.00   -0.26032  -0.00129
 1340.00   -0.26097  -0.00131
 1341.00   -0.26162  -0.00132
 1342.00   -0.26227  -0.00134
 1343.00   -0.26291  -0.00136
 1344.00   -0.26355  -0.00138
 1345.00   -0.26419  -0.00140
 1346.00   -0.26483  -0.00142
 1347.00   -0.26547  -0.00144
 1348.00   -0.26611  -0.00146
 1349.00   -0.26674  -0.00148
 1350.00   -0.26737  -0.00150
 1351.00   -0.26801  -0.00152
 1352.00   -0.26864  -0.00155
 1353.00   -0.26927  -0.00157
 1354.00   -0.26990  -0.00160
 1355.00   -0.27053  -0.00163
 1356.00   -0.27116  -0.00165
 1357.00   -0.27178  -0.00168
 1358.00   -0.27241  -0.00171
 1359.00   -0.27304  -0.00173
 1360.00   -0.27366  -0.00176
 1361.00   -0.27428  -0.00178
 1362.00   -0.27490  -0.00180
 1363.00   -0.27552  -0.00182
 1364.00   -0.27614  -0.00185
 1365.00   -0.27675  -0.00187
 1366.00   -0.27737  -0.00189
 1367.00   -0.27798  -0.00191
 1368.00   -0.27859  -0.00193
 1369.00   -0.27920  -0.00195
 1370.00   -0.27980  -0.00198
 1371.00   -0.28040  -0.00200
 1372.00   -0.28100  -0.00203
 1373.00   -0.28160  -0.00205
 1374.00   -0.28219  -0.00208
 1375.00   -0.28278  -0.00211
 1376.00   -0.28338  -0.00214
 1377.00   -0.28397  -0.00217
 1378.00   -0.28456  -0.00220
 1379.00   -0.28515  -0.00223
 1380.00   -0.28574  -0.00226
 1381.00   -0.28633  -0.00229
 1382.00   -0.28692  -0.00232
 1383.00   -0.28751  -0.00235
 1384.00   -0.28810  -0.00238
 1385.00   -0.28869  -0.00242
 1386.00   -0.28927  -0.00245
 1387.00   -0.28986  -0.00248
 1388.00   -0.29045  -0.00252
 1389.00   -0.29104  -0.00255
 1390.00   -0.29162  -0.00258
 1391.00   -0.29220  -0.00261
 1392.00   -0.29278  -0.00265
 1393.00   -0.29336  -0.00268
 1394.00   -0.29394  -0.00272
 1395.00   -0.29452  -0.00275
 1396.00   -0.29510  -0.00278
 1397.00   -0.29567  -0.00282
 1398.00   -0.29625  -0.00285
 1399.00   -0.29682  -0.00289
 1400.00   -0.29739  -0.00292
 1401.00   -0.29796  -0.00296
 1402.00   -0.29853  -0.00299
 1403.00   -0.29910  -0.00303
 1404.00   -0.29967  -0.00306
 1405.00   -0.30024  -0.00310
 1406.00   -0.30081  -0.00313
 1407.00   -0.30137  -0.00317
 1408.00   -0.30194  -0.00321
 1409.00   -0.30250  -0.00324
 1410.00   -0.30306  -0.00328
 1411.00   -0.30362  -0.00332
 1412.00   -0.30418  -0.00336
 1413.00   -0.30473  -0.00339
 1414.00   -0.30529  -0.00343
 1415.00   -0.30584  -0.00347
 1416.00   -0.30639  -0.00351
 1417.00   -0.30694  -0.00356
 1418.00   -0.30749  -0.00360
 1419.00   -0.30804  -0.00364
 1420.00   -0.30859  -0.00368
 1421.00   -0.30914  -0.00373
 1422.00   -0.30968  -0.00377
 1423.00   -0.31023  -0.00382
 1424.00   -0.31077  -0.00386
 1425.00   -0.31132  -0.00391
 1426.00   -0.31186  -0.00395
 1427.00   -0.31241  -0.00400
 1428.00   -0.31295  -0.00405
 1429.00   -0.31349  -0.00409
 1430.00   -0.31403  -0.00413
 1431.00   -0.31457  -0.00418
 1432.00   -0.31512  -0.00422
 1433.00   -0.31566  -0.00426
 1434.00   -0.31620  -0.00431
 1435.00   -0.31674  -0.00435
 1436.00   -0.31728  -0.00440
 1437.00   -0.31782  -0.00444
 1438.00   -0.31835  -0.00449
 1439.00   -0.31889  -0.00453
 1440.00   -0.31943  -0.00458
 1441.00   -0.31997  -0.00463
 1442.00   -0.32051  -0.00469
 1443.00   -0.32104  -0.00474
 1444.00   -0.32158  -0.00480
 1445.00   -0.32211  -0.00485
 1446.00   -0.32264  -0.00491
 1447.00   -0.32317  -0.00497
 1448.00   -0.32370  -0.00502
 1449.00   -0.32423  -0.00508
 1450.00   -0.32475  -0.00514
 1451.00   -0.32527  -0.00520
 1452.00   -0.32579  -0.00526
 1453.00   -0.32631  -0.00531
 1454.00   -0.32683  -0.00537
 1455.00   -0.32734  -0.00543
 1456.00   -0.32786  -0.00549
 1457.00   -0.32837  -0.00554
 1458.00   -0.32889  -0.00560
 1459.00   -0.32940  -0.00566
 1460.00   -0.32992  -0.00572
 1461.00   -0.33044  -0.00578
 1462.00   -0.33096  -0.00584
 1463.00   -0.33148  -0.00591
 1464.00   -0.33200  -0.00597
 1465.00   -0.33252  -0.00603
 1466.00   -0.33304  -0.00610
 1467.00   -0.33356  -0.00617
 1468.00   -0.33407  -0.00623
 1469.00   -0.33459  -0.00630
 1470.00   -0.33511  -0.00636
