   W          E2+(pi+_n)
 (MeV)       Re        Im
 1080.00    0.10692   0.00000
 1081.00    0.12139   0.00000
 1082.00    0.13554   0.00000
 1083.00    0.14939   0.00000
 1084.00    0.16293   0.00000
 1085.00    0.17617   0.00000
 1086.00    0.18913   0.00000
 1087.00    0.20180   0.00000
 1088.00    0.21421   0.00000
 1089.00    0.22634   0.00000
 1090.00    0.23822   0.00000
 1091.00    0.24984   0.00000
 1092.00    0.26121   0.00000
 1093.00    0.27234   0.00001
 1094.00    0.28324   0.00001
 1095.00    0.29390   0.00001
 1096.00    0.30434   0.00002
 1097.00    0.31456   0.00002
 1098.00    0.32456   0.00003
 1099.00    0.33435   0.00003
 1100.00    0.34394   0.00004
 1101.00    0.35333   0.00005
 1102.00    0.36252   0.00005
 1103.00    0.37152   0.00006
 1104.00    0.38034   0.00007
 1105.00    0.38897   0.00008
 1106.00    0.39743   0.00009
 1107.00    0.40571   0.00010
 1108.00    0.41382   0.00011
 1109.00    0.42176   0.00012
 1110.00    0.42954   0.00012
 1111.00    0.43716   0.00013
 1112.00    0.44462   0.00014
 1113.00    0.45194   0.00015
 1114.00    0.45910   0.00016
 1115.00    0.46612   0.00017
 1116.00    0.47299   0.00018
 1117.00    0.47973   0.00019
 1118.00    0.48633   0.00021
 1119.00    0.49279   0.00022
 1120.00    0.49913   0.00023
 1121.00    0.50533   0.00025
 1122.00    0.51141   0.00026
 1123.00    0.51737   0.00028
 1124.00    0.52321   0.00029
 1125.00    0.52893   0.00031
 1126.00    0.53454   0.00033
 1127.00    0.54003   0.00035
 1128.00    0.54542   0.00037
 1129.00    0.55069   0.00040
 1130.00    0.55586   0.00042
 1131.00    0.56092   0.00044
 1132.00    0.56589   0.00047
 1133.00    0.57075   0.00050
 1134.00    0.57552   0.00053
 1135.00    0.58019   0.00056
 1136.00    0.58477   0.00058
 1137.00    0.58925   0.00061
 1138.00    0.59365   0.00064
 1139.00    0.59796   0.00067
 1140.00    0.60218   0.00070
 1141.00    0.60632   0.00073
 1142.00    0.61037   0.00075
 1143.00    0.61434   0.00078
 1144.00    0.61824   0.00080
 1145.00    0.62205   0.00083
 1146.00    0.62579   0.00085
 1147.00    0.62945   0.00088
 1148.00    0.63304   0.00091
 1149.00    0.63656   0.00093
 1150.00    0.64000   0.00096
 1151.00    0.64338   0.00100
 1152.00    0.64669   0.00103
 1153.00    0.64993   0.00106
 1154.00    0.65310   0.00110
 1155.00    0.65621   0.00113
 1156.00    0.65926   0.00117
 1157.00    0.66224   0.00121
 1158.00    0.66517   0.00124
 1159.00    0.66803   0.00128
 1160.00    0.67084   0.00132
 1161.00    0.67359   0.00136
 1162.00    0.67628   0.00140
 1163.00    0.67892   0.00144
 1164.00    0.68150   0.00148
 1165.00    0.68403   0.00152
 1166.00    0.68651   0.00156
 1167.00    0.68893   0.00160
 1168.00    0.69131   0.00164
 1169.00    0.69363   0.00169
 1170.00    0.69591   0.00173
 1171.00    0.69813   0.00178
 1172.00    0.70032   0.00183
 1173.00    0.70245   0.00188
 1174.00    0.70454   0.00193
 1175.00    0.70659   0.00198
 1176.00    0.70859   0.00203
 1177.00    0.71055   0.00208
 1178.00    0.71246   0.00213
 1179.00    0.71434   0.00218
 1180.00    0.71617   0.00224
 1181.00    0.71797   0.00229
 1182.00    0.71972   0.00234
 1183.00    0.72144   0.00239
 1184.00    0.72312   0.00244
 1185.00    0.72476   0.00250
 1186.00    0.72636   0.00255
 1187.00    0.72793   0.00260
 1188.00    0.72947   0.00265
 1189.00    0.73097   0.00270
 1190.00    0.73243   0.00275
 1191.00    0.73386   0.00280
 1192.00    0.73526   0.00285
 1193.00    0.73663   0.00290
 1194.00    0.73796   0.00296
 1195.00    0.73926   0.00301
 1196.00    0.74053   0.00306
 1197.00    0.74178   0.00311
 1198.00    0.74299   0.00316
 1199.00    0.74417   0.00322
 1200.00    0.74532   0.00327
 1201.00    0.74645   0.00333
 1202.00    0.74755   0.00338
 1203.00    0.74862   0.00344
 1204.00    0.74966   0.00349
 1205.00    0.75068   0.00355
 1206.00    0.75167   0.00361
 1207.00    0.75263   0.00367
 1208.00    0.75357   0.00372
 1209.00    0.75449   0.00378
 1210.00    0.75538   0.00384
 1211.00    0.75625   0.00389
 1212.00    0.75709   0.00395
 1213.00    0.75791   0.00400
 1214.00    0.75871   0.00406
 1215.00    0.75949   0.00412
 1216.00    0.76024   0.00417
 1217.00    0.76097   0.00423
 1218.00    0.76168   0.00429
 1219.00    0.76237   0.00434
 1220.00    0.76304   0.00440
 1221.00    0.76369   0.00446
 1222.00    0.76432   0.00452
 1223.00    0.76493   0.00458
 1224.00    0.76552   0.00464
 1225.00    0.76609   0.00470
 1226.00    0.76664   0.00476
 1227.00    0.76718   0.00482
 1228.00    0.76769   0.00488
 1229.00    0.76819   0.00494
 1230.00    0.76867   0.00500
 1231.00    0.76914   0.00507
 1232.00    0.76958   0.00513
 1233.00    0.77001   0.00519
 1234.00    0.77042   0.00526
