   W          E3+(pi+_n)
 (MeV)       Re        Im
 1080.00    0.01003   0.00000
 1081.00    0.01217   0.00000
 1082.00    0.01441   0.00000
 1083.00    0.01673   0.00000
 1084.00    0.01911   0.00000
 1085.00    0.02156   0.00000
 1086.00    0.02406   0.00000
 1087.00    0.02660   0.00000
 1088.00    0.02918   0.00000
 1089.00    0.03180   0.00000
 1090.00    0.03444   0.00000
 1091.00    0.03711   0.00000
 1092.00    0.03979   0.00000
 1093.00    0.04249   0.00000
 1094.00    0.04520   0.00000
 1095.00    0.04792   0.00000
 1096.00    0.05065   0.00000
 1097.00    0.05338   0.00000
 1098.00    0.05611   0.00000
 1099.00    0.05884   0.00000
 1100.00    0.06156   0.00000
 1101.00    0.06429   0.00000
 1102.00    0.06700   0.00000
 1103.00    0.06971   0.00000
 1104.00    0.07241   0.00000
 1105.00    0.07510   0.00000
 1106.00    0.07778   0.00000
 1107.00    0.08044   0.00000
 1108.00    0.08309   0.00000
 1109.00    0.08573   0.00000
 1110.00    0.08835   0.00000
 1111.00    0.09096   0.00000
 1112.00    0.09355   0.00000
 1113.00    0.09612   0.00000
 1114.00    0.09867   0.00000
 1115.00    0.10121   0.00000
 1116.00    0.10373   0.00000
 1117.00    0.10623   0.00000
 1118.00    0.10870   0.00000
 1119.00    0.11116   0.00000
 1120.00    0.11360   0.00000
 1121.00    0.11602   0.00000
 1122.00    0.11842   0.00000
 1123.00    0.12079   0.00000
 1124.00    0.12315   0.00000
 1125.00    0.12548   0.00000
 1126.00    0.12779   0.00000
 1127.00    0.13008   0.00001
 1128.00    0.13235   0.00001
 1129.00    0.13460   0.00001
 1130.00    0.13683   0.00001
 1131.00    0.13903   0.00001
 1132.00    0.14121   0.00001
 1133.00    0.14337   0.00001
 1134.00    0.14551   0.00001
 1135.00    0.14763   0.00001
 1136.00    0.14973   0.00001
 1137.00    0.15180   0.00001
 1138.00    0.15385   0.00001
 1139.00    0.15588   0.00001
 1140.00    0.15789   0.00001
 1141.00    0.15988   0.00001
 1142.00    0.16185   0.00001
 1143.00    0.16379   0.00001
 1144.00    0.16572   0.00001
 1145.00    0.16762   0.00001
 1146.00    0.16950   0.00002
 1147.00    0.17136   0.00002
 1148.00    0.17320   0.00002
 1149.00    0.17502   0.00002
 1150.00    0.17682   0.00002
 1151.00    0.17860   0.00002
 1152.00    0.18036   0.00002
 1153.00    0.18210   0.00002
 1154.00    0.18382   0.00003
 1155.00    0.18552   0.00003
 1156.00    0.18720   0.00003
 1157.00    0.18886   0.00003
 1158.00    0.19051   0.00003
 1159.00    0.19213   0.00003
 1160.00    0.19373   0.00003
 1161.00    0.19532   0.00004
