   W          E4+(pi+_n)
 (MeV)       Re        Im
 1080.00    0.00104   0.00000
 1081.00    0.00135   0.00000
 1082.00    0.00170   0.00000
 1083.00    0.00207   0.00000
 1084.00    0.00248   0.00000
 1085.00    0.00292   0.00000
 1086.00    0.00339   0.00000
 1087.00    0.00389   0.00000
 1088.00    0.00441   0.00000
 1089.00    0.00495   0.00000
 1090.00    0.00552   0.00000
 1091.00    0.00611   0.00000
 1092.00    0.00672   0.00000
 1093.00    0.00735   0.00000
 1094.00    0.00800   0.00000
 1095.00    0.00867   0.00000
 1096.00    0.00935   0.00000
 1097.00    0.01005   0.00000
 1098.00    0.01076   0.00000
 1099.00    0.01149   0.00000
 1100.00    0.01223   0.00000
 1101.00    0.01298   0.00000
 1102.00    0.01375   0.00000
 1103.00    0.01452   0.00000
 1104.00    0.01531   0.00000
 1105.00    0.01610   0.00000
 1106.00    0.01690   0.00000
 1107.00    0.01771   0.00000
 1108.00    0.01853   0.00000
 1109.00    0.01936   0.00000
 1110.00    0.02019   0.00000
 1111.00    0.02103   0.00000
 1112.00    0.02187   0.00000
 1113.00    0.02272   0.00000
 1114.00    0.02357   0.00000
 1115.00    0.02443   0.00000
 1116.00    0.02529   0.00000
 1117.00    0.02615   0.00000
 1118.00    0.02702   0.00000
 1119.00    0.02789   0.00000
 1120.00    0.02876   0.00000
 1121.00    0.02963   0.00000
 1122.00    0.03050   0.00000
 1123.00    0.03138   0.00000
 1124.00    0.03225   0.00000
 1125.00    0.03313   0.00000
 1126.00    0.03400   0.00000
 1127.00    0.03488   0.00000
 1128.00    0.03575   0.00000
 1129.00    0.03663   0.00000
 1130.00    0.03750   0.00000
 1131.00    0.03837   0.00000
 1132.00    0.03924   0.00000
 1133.00    0.04011   0.00000
 1134.00    0.04098   0.00000
 1135.00    0.04185   0.00000
 1136.00    0.04271   0.00000
 1137.00    0.04357   0.00000
 1138.00    0.04443   0.00000
 1139.00    0.04529   0.00000
 1140.00    0.04614   0.00000
 1141.00    0.04699   0.00000
 1142.00    0.04784   0.00000
 1143.00    0.04869   0.00000
 1144.00    0.04953   0.00000
 1145.00    0.05037   0.00000
 1146.00    0.05120   0.00000
 1147.00    0.05203   0.00000
 1148.00    0.05286   0.00000
 1149.00    0.05368   0.00000
 1150.00    0.05450   0.00000
 1151.00    0.05532   0.00000
 1152.00    0.05613   0.00000
 1153.00    0.05694   0.00000
 1154.00    0.05774   0.00000
 1155.00    0.05854   0.00000
 1156.00    0.05934   0.00000
 1157.00    0.06013   0.00000
 1158.00    0.06092   0.00000
 1159.00    0.06170   0.00000
 1160.00    0.06248   0.00000
 1161.00    0.06325   0.00000
 1162.00    0.06402   0.00000
 1163.00    0.06478   0.00000
 1164.00    0.06554   0.00000
 1165.00    0.06630   0.00000
 1166.00    0.06705   0.00000
 1167.00    0.06779   0.00000
 1168.00    0.06853   0.00000
 1169.00    0.06927   0.00000
 1170.00    0.07000   0.00000
 1171.00    0.07072   0.00000
 1172.00    0.07144   0.00000
 1173.00    0.07216   0.00000
 1174.00    0.07287   0.00000
 1175.00    0.07358   0.00000
 1176.00    0.07428   0.00000
 1177.00    0.07498   0.00000
 1178.00    0.07567   0.00000
 1179.00    0.07635   0.00000
 1180.00    0.07704   0.00000
 1181.00    0.07771   0.00000
 1182.00    0.07838   0.00000
 1183.00    0.07905   0.00000
 1184.00    0.07971   0.00000
 1185.00    0.08037   0.00000
 1186.00    0.08102   0.00000
 1187.00    0.08167   0.00000
 1188.00    0.08231   0.00000
 1189.00    0.08295   0.00000
 1190.00    0.08358   0.00000
 1191.00    0.08421   0.00000
 1192.00    0.08483   0.00000
 1193.00    0.08545   0.00000
 1194.00    0.08606   0.00000
 1195.00    0.08667   0.00000
 1196.00    0.08727   0.00000
 1197.00    0.08787   0.00000
 1198.00    0.08847   0.00000
 1199.00    0.08906   0.00000
 1200.00    0.08964   0.00000
 1201.00    0.09022   0.00000
 1202.00    0.09079   0.00000
 1203.00    0.09136   0.00000
 1204.00    0.09193   0.00000
 1205.00    0.09249   0.00000
 1206.00    0.09305   0.00000
 1207.00    0.09360   0.00000
 1208.00    0.09415   0.00000
 1209.00    0.09469   0.00000
 1210.00    0.09523   0.00000
 1211.00    0.09576   0.00000
 1212.00    0.09629   0.00000
 1213.00    0.09681   0.00000
 1214.00    0.09733   0.00000
 1215.00    0.09785   0.00000
 1216.00    0.09836   0.00000
 1217.00    0.09886   0.00000
 1218.00    0.09937   0.00000
 1219.00    0.09986   0.00000
 1220.00    0.10036   0.00000
 1221.00    0.10085   0.00000
 1222.00    0.10133   0.00000
 1223.00    0.10181   0.00000
 1224.00    0.10229   0.00000
 1225.00    0.10276   0.00000
 1226.00    0.10323   0.00000
 1227.00    0.10369   0.00000
 1228.00    0.10415   0.00000
 1229.00    0.10461   0.00000
 1230.00    0.10506   0.00000
 1231.00    0.10551   0.00000
 1232.00    0.10595   0.00000
 1233.00    0.10639   0.00000
 1234.00    0.10683   0.00000
 1235.00    0.10726   0.00000
 1236.00    0.10768   0.00000
 1237.00    0.10811   0.00000
 1238.00    0.10853   0.00000
 1239.00    0.10894   0.00000
 1240.00    0.10936   0.00000
 1241.00    0.10976   0.00000
 1242.00    0.11017   0.00000
 1243.00    0.11057   0.00000
 1244.00    0.11097   0.00000
 1245.00    0.11136   0.00000
 1246.00    0.11175   0.00000
 1247.00    0.11214   0.00000
 1248.00    0.11252   0.00000
 1249.00    0.11290   0.00000
 1250.00    0.11327   0.00000
 1251.00    0.11364   0.00000
 1252.00    0.11401   0.00000
 1253.00    0.11438   0.00000
 1254.00    0.11474   0.00000
 1255.00    0.11510   0.00000
 1256.00    0.11545   0.00000
 1257.00    0.11580   0.00000
 1258.00    0.11615   0.00000
 1259.00    0.11649   0.00000
 1260.00    0.11683   0.00000
 1261.00    0.11717   0.00000
 1262.00    0.11751   0.00000
 1263.00    0.11784   0.00000
 1264.00    0.11817   0.00000
 1265.00    0.11849   0.00000
 1266.00    0.11881   0.00000
 1267.00    0.11913   0.00000
 1268.00    0.11945   0.00000
 1269.00    0.11976   0.00000
 1270.00    0.12007   0.00000
 1271.00    0.12037   0.00000
 1272.00    0.12068   0.00000
 1273.00    0.12098   0.00000
 1274.00    0.12127   0.00000
 1275.00    0.12157   0.00000
 1276.00    0.12186   0.00000
 1277.00    0.12215   0.00000
 1278.00    0.12243   0.00000
 1279.00    0.12271   0.00000
 1280.00    0.12299   0.00000
 1281.00    0.12327   0.00000
 1282.00    0.12354   0.00000
 1283.00    0.12382   0.00000
 1284.00    0.12408   0.00000
 1285.00    0.12435   0.00000
 1286.00    0.12461   0.00000
 1287.00    0.12487   0.00000
 1288.00    0.12513   0.00000
 1289.00    0.12538   0.00000
 1290.00    0.12564   0.00000
 1291.00    0.12589   0.00000
 1292.00    0.12613   0.00000
 1293.00    0.12638   0.00000
 1294.00    0.12662   0.00000
 1295.00    0.12686   0.00000
 1296.00    0.12710   0.00000
 1297.00    0.12733   0.00000
 1298.00    0.12756   0.00000
 1299.00    0.12779   0.00000
 1300.00    0.12802   0.00000
 1301.00    0.12824   0.00000
 1302.00    0.12846   0.00000
 1303.00    0.12868   0.00000
 1304.00    0.12890   0.00000
 1305.00    0.12912   0.00000
 1306.00    0.12933   0.00000
 1307.00    0.12954   0.00000
 1308.00    0.12975   0.00000
 1309.00    0.12995   0.00000
 1310.00    0.13016   0.00000
 1311.00    0.13036   0.00000
 1312.00    0.13056   0.00000
 1313.00    0.13075   0.00000
 1314.00    0.13095   0.00000
 1315.00    0.13114   0.00000
 1316.00    0.13133   0.00000
 1317.00    0.13152   0.00000
 1318.00    0.13171   0.00000
 1319.00    0.13189   0.00000
 1320.00    0.13207   0.00000
 1321.00    0.13225   0.00000
 1322.00    0.13243   0.00000
 1323.00    0.13260   0.00000
 1324.00    0.13278   0.00000
 1325.00    0.13295   0.00000
 1326.00    0.13312   0.00000
 1327.00    0.13329   0.00000
 1328.00    0.13345   0.00000
