   W          M4+(pi+_n)
 (MeV)       Re        Im
 1080.00   -0.00027   0.00000
 1081.00   -0.00035   0.00000
 1082.00   -0.00044   0.00000
 1083.00   -0.00055   0.00000
 1084.00   -0.00066   0.00000
 1085.00   -0.00078   0.00000
 1086.00   -0.00091   0.00000
 1087.00   -0.00105   0.00000
 1088.00   -0.00120   0.00000
 1089.00   -0.00135   0.00000
 1090.00   -0.00151   0.00000
 1091.00   -0.00169   0.00000
 1092.00   -0.00186   0.00000
 1093.00   -0.00205   0.00000
 1094.00   -0.00224   0.00000
 1095.00   -0.00244   0.00000
 1096.00   -0.00265   0.00000
 1097.00   -0.00286   0.00000
 1098.00   -0.00308   0.00000
 1099.00   -0.00331   0.00000
 1100.00   -0.00354   0.00000
 1101.00   -0.00377   0.00000
 1102.00   -0.00401   0.00000
 1103.00   -0.00426   0.00000
 1104.00   -0.00451   0.00000
 1105.00   -0.00477   0.00000
 1106.00   -0.00503   0.00000
 1107.00   -0.00530   0.00000
 1108.00   -0.00557   0.00000
 1109.00   -0.00585   0.00000
 1110.00   -0.00613   0.00000
 1111.00   -0.00641   0.00000
 1112.00   -0.00670   0.00000
 1113.00   -0.00699   0.00000
 1114.00   -0.00729   0.00000
 1115.00   -0.00759   0.00000
 1116.00   -0.00789   0.00000
 1117.00   -0.00819   0.00000
 1118.00   -0.00850   0.00000
 1119.00   -0.00881   0.00000
 1120.00   -0.00913   0.00000
 1121.00   -0.00945   0.00000
 1122.00   -0.00977   0.00000
 1123.00   -0.01009   0.00000
 1124.00   -0.01042   0.00000
 1125.00   -0.01074   0.00000
 1126.00   -0.01107   0.00000
 1127.00   -0.01141   0.00000
 1128.00   -0.01174   0.00000
 1129.00   -0.01208   0.00000
 1130.00   -0.01242   0.00000
 1131.00   -0.01276   0.00000
 1132.00   -0.01310   0.00000
 1133.00   -0.01344   0.00000
 1134.00   -0.01379   0.00000
 1135.00   -0.01413   0.00000
 1136.00   -0.01448   0.00000
 1137.00   -0.01483   0.00000
 1138.00   -0.01518   0.00000
 1139.00   -0.01554   0.00000
 1140.00   -0.01589   0.00000
 1141.00   -0.01624   0.00000
 1142.00   -0.01660   0.00000
 1143.00   -0.01696   0.00000
 1144.00   -0.01731   0.00000
 1145.00   -0.01767   0.00000
 1146.00   -0.01803   0.00000
 1147.00   -0.01839   0.00000
 1148.00   -0.01875   0.00000
 1149.00   -0.01911   0.00000
 1150.00   -0.01947   0.00000
 1151.00   -0.01983   0.00000
 1152.00   -0.02020   0.00000
 1153.00   -0.02056   0.00000
 1154.00   -0.02092   0.00000
 1155.00   -0.02129   0.00000
 1156.00   -0.02165   0.00000
 1157.00   -0.02201   0.00000
 1158.00   -0.02238   0.00000
 1159.00   -0.02274   0.00000
 1160.00   -0.02311   0.00000
 1161.00   -0.02347   0.00000
 1162.00   -0.02383   0.00000
 1163.00   -0.02420   0.00000
 1164.00   -0.02456   0.00000
 1165.00   -0.02493   0.00000
 1166.00   -0.02529   0.00000
 1167.00   -0.02565   0.00000
 1168.00   -0.02602   0.00000
 1169.00   -0.02638   0.00000
 1170.00   -0.02674   0.00000
 1171.00   -0.02710   0.00000
 1172.00   -0.02747   0.00000
 1173.00   -0.02783   0.00000
 1174.00   -0.02819   0.00000
 1175.00   -0.02855   0.00000
 1176.00   -0.02891   0.00000
 1177.00   -0.02927   0.00000
 1178.00   -0.02963   0.00000
 1179.00   -0.02999   0.00000
 1180.00   -0.03035   0.00000
 1181.00   -0.03070   0.00000
 1182.00   -0.03106   0.00000
 1183.00   -0.03142   0.00000
 1184.00   -0.03177   0.00000
 1185.00   -0.03213   0.00000
 1186.00   -0.03248   0.00000
 1187.00   -0.03284   0.00000
 1188.00   -0.03319   0.00000
 1189.00   -0.03354   0.00000
 1190.00   -0.03389   0.00000
 1191.00   -0.03424   0.00000
 1192.00   -0.03459   0.00000
 1193.00   -0.03494   0.00000
 1194.00   -0.03529   0.00000
 1195.00   -0.03563   0.00000
 1196.00   -0.03598   0.00000
 1197.00   -0.03633   0.00000
 1198.00   -0.03667   0.00000
 1199.00   -0.03701   0.00000
 1200.00   -0.03736   0.00000
 1201.00   -0.03770   0.00000
 1202.00   -0.03804   0.00000
 1203.00   -0.03838   0.00000
 1204.00   -0.03871   0.00000
 1205.00   -0.03905   0.00000
 1206.00   -0.03939   0.00000
 1207.00   -0.03972   0.00000
 1208.00   -0.04006   0.00000
 1209.00   -0.04039   0.00000
 1210.00   -0.04072   0.00000
 1211.00   -0.04105   0.00000
 1212.00   -0.04138   0.00000
 1213.00   -0.04171   0.00000
 1214.00   -0.04204   0.00000
 1215.00   -0.04236   0.00000
 1216.00   -0.04269   0.00000
 1217.00   -0.04301   0.00000
 1218.00   -0.04334   0.00000
 1219.00   -0.04366   0.00000
 1220.00   -0.04398   0.00000
 1221.00   -0.04430   0.00000
 1222.00   -0.04462   0.00000
 1223.00   -0.04493   0.00000
 1224.00   -0.04525   0.00000
 1225.00   -0.04556   0.00000
 1226.00   -0.04588   0.00000
 1227.00   -0.04619   0.00000
 1228.00   -0.04650   0.00000
 1229.00   -0.04681   0.00000
 1230.00   -0.04712   0.00000
 1231.00   -0.04743   0.00000
 1232.00   -0.04773   0.00000
 1233.00   -0.04804   0.00000
 1234.00   -0.04834   0.00000
 1235.00   -0.04864   0.00000
 1236.00   -0.04894   0.00000
 1237.00   -0.04924   0.00000
 1238.00   -0.04954   0.00000
 1239.00   -0.04984   0.00000
 1240.00   -0.05013   0.00000
 1241.00   -0.05043   0.00000
 1242.00   -0.05072   0.00000
 1243.00   -0.05101   0.00000
 1244.00   -0.05131   0.00000
 1245.00   -0.05160   0.00000
 1246.00   -0.05188   0.00000
 1247.00   -0.05217   0.00000
 1248.00   -0.05246   0.00000
 1249.00   -0.05274   0.00000
 1250.00   -0.05302   0.00000
 1251.00   -0.05331   0.00000
 1252.00   -0.05359   0.00000
 1253.00   -0.05387   0.00000
 1254.00   -0.05414   0.00000
 1255.00   -0.05442   0.00000
 1256.00   -0.05470   0.00000
 1257.00   -0.05497   0.00000
 1258.00   -0.05524   0.00000
 1259.00   -0.05551   0.00000
 1260.00   -0.05578   0.00000
 1261.00   -0.05605   0.00000
 1262.00   -0.05632   0.00000
 1263.00   -0.05659   0.00000
 1264.00   -0.05685   0.00000
 1265.00   -0.05711   0.00000
 1266.00   -0.05738   0.00000
 1267.00   -0.05764   0.00000
 1268.00   -0.05790   0.00000
 1269.00   -0.05816   0.00000
 1270.00   -0.05841   0.00000
 1271.00   -0.05867   0.00000
 1272.00   -0.05892   0.00000
 1273.00   -0.05918   0.00000
 1274.00   -0.05943   0.00000
 1275.00   -0.05968   0.00000
 1276.00   -0.05993   0.00000
 1277.00   -0.06018   0.00000
 1278.00   -0.06042   0.00000
 1279.00   -0.06067   0.00000
 1280.00   -0.06091   0.00000
 1281.00   -0.06116   0.00000
 1282.00   -0.06140   0.00000
 1283.00   -0.06164   0.00000
 1284.00   -0.06188   0.00000
 1285.00   -0.06212   0.00000
 1286.00   -0.06235   0.00000
 1287.00   -0.06259   0.00000
 1288.00   -0.06282   0.00000
 1289.00   -0.06305   0.00000
 1290.00   -0.06329   0.00000
 1291.00   -0.06352   0.00000
 1292.00   -0.06374   0.00000
 1293.00   -0.06397   0.00000
 1294.00   -0.06420   0.00000
 1295.00   -0.06442   0.00000
 1296.00   -0.06465   0.00000
 1297.00   -0.06487   0.00000
 1298.00   -0.06509   0.00000
 1299.00   -0.06531   0.00000
 1300.00   -0.06553   0.00000
 1301.00   -0.06575   0.00000
 1302.00   -0.06596   0.00000
 1303.00   -0.06618   0.00000
 1304.00   -0.06639   0.00000
 1305.00   -0.06661   0.00000
 1306.00   -0.06682   0.00000
 1307.00   -0.06703   0.00000
 1308.00   -0.06724   0.00000
 1309.00   -0.06744   0.00000
 1310.00   -0.06765   0.00000
 1311.00   -0.06786   0.00000
 1312.00   -0.06806   0.00000
 1313.00   -0.06826   0.00000
 1314.00   -0.06846   0.00000
 1315.00   -0.06867   0.00000
 1316.00   -0.06886   0.00000
 1317.00   -0.06906   0.00000
 1318.00   -0.06926   0.00000
 1319.00   -0.06945   0.00000
 1320.00   -0.06965   0.00000
 1321.00   -0.06984   0.00000
 1322.00   -0.07003   0.00000
 1323.00   -0.07023   0.00000
 1324.00   -0.07042   0.00000
 1325.00   -0.07060   0.00000
 1326.00   -0.07079   0.00000
 1327.00   -0.07098   0.00000
 1328.00   -0.07116   0.00000
 1329.00   -0.07135   0.00000
 1330.00   -0.07153   0.00000
 1331.00   -0.07171   0.00000
 1332.00   -0.07189   0.00000
 1333.00   -0.07207   0.00000
 1334.00   -0.07225   0.00000
 1335.00   -0.07242   0.00000
 1336.00   -0.07260   0.00000
 1337.00   -0.07277   0.00000
 1338.00   -0.07295   0.00000
 1339.00   -0.07312   0.00000
 1340.00   -0.07329   0.00000
 1341.00   -0.07346   0.00000
 1342.00   -0.07363   0.00000
 1343.00   -0.07380   0.00000
 1344.00   -0.07397   0.00000
 1345.00   -0.07413   0.00000
 1346.00   -0.07430   0.00000
 1347.00   -0.07446   0.00000
 1348.00   -0.07462   0.00000
 1349.00   -0.07478   0.00000
 1350.00   -0.07494   0.00000
 1351.00   -0.07510   0.00000
 1352.00   -0.07526   0.00000
 1353.00   -0.07542   0.00000
 1354.00   -0.07557   0.00000
 1355.00   -0.07573   0.00000
 1356.00   -0.07588   0.00000
 1357.00   -0.07603   0.00000
 1358.00   -0.07618   0.00000
 1359.00   -0.07633   0.00000
 1360.00   -0.07648   0.00000
 1361.00   -0.07663   0.00000
 1362.00   -0.07678   0.00000
 1363.00   -0.07692   0.00000
 1364.00   -0.07707   0.00000
 1365.00   -0.07721   0.00000
 1366.00   -0.07736   0.00000
 1367.00   -0.07750   0.00000
 1368.00   -0.07764   0.00000
 1369.00   -0.07778   0.00000
 1370.00   -0.07792   0.00000
 1371.00   -0.07805   0.00000
 1372.00   -0.07819   0.00000
 1373.00   -0.07833   0.00000
 1374.00   -0.07846   0.00000
 1375.00   -0.07859   0.00000
 1376.00   -0.07873   0.00000
 1377.00   -0.07886   0.00000
 1378.00   -0.07899   0.00000
 1379.00   -0.07912   0.00000
 1380.00   -0.07925   0.00000
 1381.00   -0.07938   0.00000
 1382.00   -0.07950   0.00000
 1383.00   -0.07963   0.00000
 1384.00   -0.07975   0.00000
 1385.00   -0.07988   0.00000
 1386.00   -0.08000   0.00000
 1387.00   -0.08012   0.00000
 1388.00   -0.08024   0.00000
 1389.00   -0.08036   0.00000
 1390.00   -0.08048   0.00000
 1391.00   -0.08060   0.00000
 1392.00   -0.08071   0.00000
 1393.00   -0.08083   0.00000
 1394.00   -0.08094   0.00000
 1395.00   -0.08106   0.00000
 1396.00   -0.08117   0.00000
 1397.00   -0.08128   0.00000
 1398.00   -0.08140   0.00000
 1399.00   -0.08151   0.00000
 1400.00   -0.08161   0.00000
 1401.00   -0.08172   0.00000
 1402.00   -0.08183   0.00000
 1403.00   -0.08194   0.00000
 1404.00   -0.08204   0.00000
 1405.00   -0.08215   0.00000
 1406.00   -0.08225   0.00000
 1407.00   -0.08235   0.00000
 1408.00   -0.08246   0.00000
 1409.00   -0.08256   0.00000
 1410.00   -0.08266   0.00000
 1411.00   -0.08276   0.00000
 1412.00   -0.08285   0.00000
 1413.00   -0.08295   0.00000
 1414.00   -0.08305   0.00000
 1415.00   -0.08314   0.00000
 1416.00   -0.08324   0.00000
 1417.00   -0.08333   0.00000
 1418.00   -0.08343   0.00000
 1419.00   -0.08352   0.00000
 1420.00   -0.08361   0.00000
 1421.00   -0.08370   0.00000
 1422.00   -0.08379   0.00000
 1423.00   -0.08388   0.00000
 1424.00   -0.08397   0.00000
 1425.00   -0.08405   0.00000
 1426.00   -0.08414   0.00000
 1427.00   -0.08422   0.00000
 1428.00   -0.08431   0.00000
 1429.00   -0.08439   0.00000
 1430.00   -0.08447   0.00000
 1431.00   -0.08456   0.00000
 1432.00   -0.08464   0.00000
 1433.00   -0.08472   0.00000
 1434.00   -0.08480   0.00000
 1435.00   -0.08488   0.00000
 1436.00   -0.08495   0.00000
 1437.00   -0.08503   0.00000
 1438.00   -0.08511   0.00000
 1439.00   -0.08518   0.00000
 1440.00   -0.08526   0.00000
 1441.00   -0.08533   0.00000
 1442.00   -0.08540   0.00000
 1443.00   -0.08548   0.00000
 1444.00   -0.08555   0.00000
 1445.00   -0.08562   0.00000
 1446.00   -0.08569   0.00000
 1447.00   -0.08576   0.00000
 1448.00   -0.08582   0.00000
 1449.00   -0.08589   0.00000
 1450.00   -0.08596   0.00000
 1451.00   -0.08602   0.00000
 1452.00   -0.08609   0.00000
 1453.00   -0.08615   0.00000
 1454.00   -0.08622   0.00000
 1455.00   -0.08628   0.00000
 1456.00   -0.08634   0.00000
 1457.00   -0.08640   0.00000
 1458.00   -0.08646   0.00000
 1459.00   -0.08652   0.00000
 1460.00   -0.08658   0.00000
 1461.00   -0.08664   0.00000
 1462.00   -0.08670   0.00000
 1463.00   -0.08675   0.00000
 1464.00   -0.08681   0.00000
 1465.00   -0.08686   0.00000
 1466.00   -0.08692   0.00000
 1467.00   -0.08697   0.00000
 1468.00   -0.08702   0.00000
 1469.00   -0.08708   0.00000
 1470.00   -0.08713   0.00000
 1471.00   -0.08718   0.00000
 1472.00   -0.08723   0.00000
 1473.00   -0.08728   0.00000
 1474.00   -0.08733   0.00000
 1475.00   -0.08737   0.00000
 1476.00   -0.08742   0.00000
 1477.00   -0.08747   0.00000
 1478.00   -0.08751   0.00000
 1479.00   -0.08756   0.00000
 1480.00   -0.08760   0.00000
 1481.00   -0.08765   0.00000
 1482.00   -0.08769   0.00000
 1483.00   -0.08773   0.00000
 1484.00   -0.08777   0.00000
 1485.00   -0.08782   0.00000
 1486.00   -0.08786   0.00000
 1487.00   -0.08789   0.00000
 1488.00   -0.08793   0.00000
 1489.00   -0.08797   0.00000
 1490.00   -0.08801   0.00000
 1491.00   -0.08805   0.00000
 1492.00   -0.08808   0.00000
 1493.00   -0.08812   0.00000
 1494.00   -0.08815   0.00000
 1495.00   -0.08819   0.00000
 1496.00   -0.08822   0.00000
 1497.00   -0.08825   0.00000
 1498.00   -0.08829   0.00000
 1499.00   -0.08832   0.00000
 1500.00   -0.08835   0.00000
 1501.00   -0.08838   0.00000
 1502.00   -0.08841   0.00000
 1503.00   -0.08844   0.00000
 1504.00   -0.08846   0.00000
 1505.00   -0.08849   0.00000
 1506.00   -0.08852   0.00000
 1507.00   -0.08855   0.00000
 1508.00   -0.08857   0.00000
 1509.00   -0.08860   0.00000
 1510.00   -0.08862   0.00000
 1511.00   -0.08864   0.00000
 1512.00   -0.08867   0.00000
 1513.00   -0.08869   0.00000
 1514.00   -0.08871   0.00000
 1515.00   -0.08873   0.00000
 1516.00   -0.08875   0.00000
 1517.00   -0.08877   0.00000
 1518.00   -0.08879   0.00000
 1519.00   -0.08881   0.00000
 1520.00   -0.08883   0.00000
 1521.00   -0.08885   0.00000
 1522.00   -0.08887   0.00000
 1523.00   -0.08888   0.00000
 1524.00   -0.08890   0.00000
 1525.00   -0.08891   0.00000
 1526.00   -0.08893   0.00000
 1527.00   -0.08894   0.00000
 1528.00   -0.08896   0.00000
 1529.00   -0.08897   0.00000
