   W          M2-(pi+_n)
 (MeV)       Re        Im
 1080.00    0.08194   0.00001
 1081.00    0.09355   0.00001
 1082.00    0.10503   0.00001
 1083.00    0.11638   0.00001
 1084.00    0.12762   0.00001
 1085.00    0.13873   0.00001
 1086.00    0.14973   0.00001
 1087.00    0.16060   0.00002
 1088.00    0.17136   0.00002
 1089.00    0.18201   0.00002
 1090.00    0.19254   0.00002
 1091.00    0.20296   0.00002
 1092.00    0.21327   0.00003
 1093.00    0.22348   0.00003
 1094.00    0.23357   0.00003
 1095.00    0.24356   0.00004
 1096.00    0.25345   0.00004
 1097.00    0.26323   0.00004
 1098.00    0.27291   0.00005
 1099.00    0.28249   0.00005
 1100.00    0.29197   0.00005
 1101.00    0.30135   0.00006
 1102.00    0.31064   0.00006
 1103.00    0.31983   0.00007
 1104.00    0.32892   0.00007
 1105.00    0.33793   0.00008
 1106.00    0.34684   0.00008
 1107.00    0.35566   0.00009
 1108.00    0.36439   0.00009
 1109.00    0.37304   0.00010
 1110.00    0.38159   0.00011
 1111.00    0.39006   0.00011
 1112.00    0.39845   0.00012
 1113.00    0.40675   0.00013
 1114.00    0.41497   0.00013
 1115.00    0.42310   0.00014
 1116.00    0.43116   0.00015
 1117.00    0.43914   0.00016
 1118.00    0.44703   0.00017
 1119.00    0.45485   0.00018
 1120.00    0.46260   0.00019
 1121.00    0.47027   0.00020
 1122.00    0.47786   0.00021
 1123.00    0.48538   0.00022
 1124.00    0.49282   0.00023
 1125.00    0.50020   0.00024
 1126.00    0.50750   0.00026
 1127.00    0.51473   0.00027
 1128.00    0.52189   0.00028
 1129.00    0.52899   0.00030
 1130.00    0.53601   0.00031
 1131.00    0.54297   0.00033
 1132.00    0.54986   0.00035
 1133.00    0.55669   0.00036
 1134.00    0.56346   0.00038
 1135.00    0.57016   0.00040
 1136.00    0.57679   0.00042
 1137.00    0.58337   0.00044
 1138.00    0.58988   0.00046
 1139.00    0.59633   0.00048
 1140.00    0.60273   0.00050
 1141.00    0.60906   0.00052
 1142.00    0.61534   0.00054
 1143.00    0.62156   0.00057
 1144.00    0.62772   0.00059
 1145.00    0.63382   0.00062
 1146.00    0.63987   0.00064
 1147.00    0.64587   0.00067
 1148.00    0.65181   0.00070
 1149.00    0.65770   0.00073
 1150.00    0.66353   0.00076
 1151.00    0.66932   0.00079
 1152.00    0.67505   0.00082
 1153.00    0.68073   0.00086
 1154.00    0.68636   0.00089
 1155.00    0.69194   0.00093
 1156.00    0.69747   0.00097
 1157.00    0.70296   0.00100
 1158.00    0.70839   0.00104
 1159.00    0.71378   0.00108
 1160.00    0.71912   0.00112
 1161.00    0.72442   0.00117
 1162.00    0.72967   0.00121
 1163.00    0.73488   0.00126
 1164.00    0.74004   0.00131
 1165.00    0.74516   0.00135
 1166.00    0.75024   0.00140
 1167.00    0.75527   0.00146
 1168.00    0.76026   0.00151
 1169.00    0.76521   0.00156
 1170.00    0.77012   0.00162
 1171.00    0.77499   0.00168
 1172.00    0.77982   0.00174
 1173.00    0.78461   0.00180
 1174.00    0.78936   0.00186
 1175.00    0.79407   0.00193
 1176.00    0.79875   0.00200
 1177.00    0.80338   0.00207
 1178.00    0.80799   0.00214
 1179.00    0.81255   0.00221
 1180.00    0.81708   0.00228
 1181.00    0.82157   0.00236
 1182.00    0.82603   0.00244
 1183.00    0.83046   0.00252
 1184.00    0.83485   0.00261
 1185.00    0.83921   0.00269
 1186.00    0.84353   0.00278
 1187.00    0.84782   0.00287
 1188.00    0.85208   0.00297
 1189.00    0.85631   0.00306
 1190.00    0.86051   0.00316
 1191.00    0.86468   0.00326
 1192.00    0.86881   0.00336
 1193.00    0.87292   0.00347
 1194.00    0.87700   0.00358
 1195.00    0.88105   0.00369
 1196.00    0.88507   0.00381
 1197.00    0.88906   0.00393
 1198.00    0.89303   0.00405
 1199.00    0.89697   0.00417
 1200.00    0.90088   0.00430
 1201.00    0.90476   0.00443
 1202.00    0.90862   0.00456
 1203.00    0.91246   0.00470
 1204.00    0.91627   0.00484
 1205.00    0.92005   0.00498
 1206.00    0.92381   0.00513
 1207.00    0.92755   0.00528
 1208.00    0.93126   0.00544
 1209.00    0.93495   0.00560
 1210.00    0.93862   0.00576
 1211.00    0.94226   0.00593
 1212.00    0.94588   0.00610
 1213.00    0.94949   0.00628
 1214.00    0.95307   0.00646
 1215.00    0.95663   0.00664
 1216.00    0.96017   0.00683
 1217.00    0.96369   0.00702
 1218.00    0.96719   0.00722
 1219.00    0.97067   0.00742
 1220.00    0.97413   0.00763
 1221.00    0.97757   0.00784
 1222.00    0.98100   0.00806
 1223.00    0.98441   0.00828
 1224.00    0.98780   0.00850
 1225.00    0.99117   0.00874
 1226.00    0.99453   0.00898
 1227.00    0.99787   0.00922
 1228.00    1.00120   0.00947
 1229.00    1.00451   0.00972
 1230.00    1.00781   0.00998
 1231.00    1.01109   0.01025
 1232.00    1.01436   0.01052
 1233.00    1.01761   0.01080
 1234.00    1.02085   0.01109
 1235.00    1.02408   0.01138
 1236.00    1.02729   0.01168
 1237.00    1.03049   0.01198
 1238.00    1.03368   0.01229
 1239.00    1.03686   0.01261
 1240.00    1.04003   0.01294
 1241.00    1.04319   0.01327
 1242.00    1.04633   0.01361
 1243.00    1.04947   0.01396
 1244.00    1.05259   0.01431
 1245.00    1.05571   0.01468
 1246.00    1.05882   0.01505
 1247.00    1.06191   0.01543
 1248.00    1.06500   0.01582
 1249.00    1.06809   0.01621
 1250.00    1.07116   0.01662
 1251.00    1.07423   0.01703
 1252.00    1.07729   0.01745
 1253.00    1.08035   0.01789
 1254.00    1.08339   0.01833
 1255.00    1.08644   0.01878
 1256.00    1.08947   0.01924
 1257.00    1.09251   0.01971
 1258.00    1.09554   0.02019
 1259.00    1.09856   0.02068
 1260.00    1.10158   0.02118
 1261.00    1.10460   0.02169
 1262.00    1.10761   0.02222
 1263.00    1.11062   0.02275
 1264.00    1.11363   0.02330
 1265.00    1.11664   0.02385
 1266.00    1.11964   0.02442
 1267.00    1.12265   0.02500
 1268.00    1.12565   0.02560
 1269.00    1.12866   0.02620
 1270.00    1.13166   0.02682
 1271.00    1.13466   0.02745
 1272.00    1.13767   0.02809
 1273.00    1.14068   0.02875
 1274.00    1.14369   0.02942
 1275.00    1.14670   0.03011
 1276.00    1.14971   0.03081
 1277.00    1.15272   0.03152
 1278.00    1.15574   0.03225
 1279.00    1.15877   0.03300
 1280.00    1.16179   0.03376
 1281.00    1.16483   0.03453
 1282.00    1.16786   0.03533
 1283.00    1.17091   0.03613
 1284.00    1.17395   0.03696
 1285.00    1.17701   0.03780
 1286.00    1.18007   0.03866
 1287.00    1.18314   0.03954
 1288.00    1.18621   0.04044
 1289.00    1.18930   0.04135
 1290.00    1.19239   0.04228
 1291.00    1.19549   0.04323
 1292.00    1.19860   0.04421
 1293.00    1.20172   0.04520
 1294.00    1.20485   0.04621
 1295.00    1.20800   0.04724
 1296.00    1.21115   0.04830
 1297.00    1.21431   0.04938
 1298.00    1.21749   0.05047
 1299.00    1.22068   0.05160
 1300.00    1.22388   0.05274
 1301.00    1.22710   0.05391
 1302.00    1.23033   0.05510
 1303.00    1.23357   0.05632
 1304.00    1.23683   0.05756
 1305.00    1.24011   0.05882
 1306.00    1.24340   0.06012
 1307.00    1.24671   0.06144
 1308.00    1.25004   0.06279
 1309.00    1.25338   0.06416
 1310.00    1.25674   0.06556
 1311.00    1.26012   0.06700
 1312.00    1.26352   0.06846
 1313.00    1.26693   0.06995
 1314.00    1.27037   0.07147
 1315.00    1.27383   0.07303
 1316.00    1.27731   0.07461
 1317.00    1.28081   0.07623
 1318.00    1.28434   0.07789
 1319.00    1.28789   0.07957
 1320.00    1.29146   0.08130
 1321.00    1.29505   0.08305
 1322.00    1.29867   0.08485
 1323.00    1.30232   0.08668
 1324.00    1.30599   0.08855
 1325.00    1.30968   0.09046
 1326.00    1.31341   0.09241
 1327.00    1.31716   0.09440
 1328.00    1.32094   0.09643
 1329.00    1.32474   0.09851
 1330.00    1.32858   0.10063
 1331.00    1.33245   0.10279
 1332.00    1.33634   0.10500
 1333.00    1.34027   0.10725
 1334.00    1.34423   0.10955
 1335.00    1.34822   0.11190
 1336.00    1.35225   0.11430
 1337.00    1.35631   0.11675
 1338.00    1.36040   0.11926
 1339.00    1.36453   0.12181
 1340.00    1.36869   0.12443
 1341.00    1.37289   0.12709
 1342.00    1.37712   0.12982
 1343.00    1.38140   0.13260
 1344.00    1.38571   0.13544
 1345.00    1.39006   0.13834
 1346.00    1.39445   0.14131
 1347.00    1.39887   0.14433
 1348.00    1.40334   0.14743
 1349.00    1.40785   0.15059
 1350.00    1.41240   0.15382
 1351.00    1.41700   0.15712
 1352.00    1.42163   0.16049
 1353.00    1.42631   0.16394
 1354.00    1.43104   0.16746
 1355.00    1.43581   0.17105
 1356.00    1.44062   0.17473
 1357.00    1.44548   0.17849
 1358.00    1.45039   0.18233
 1359.00    1.45535   0.18625
 1360.00    1.46035   0.19026
 1361.00    1.46540   0.19436
 1362.00    1.47050   0.19856
 1363.00    1.47565   0.20284
 1364.00    1.48085   0.20722
 1365.00    1.48610   0.21170
 1366.00    1.49141   0.21628
 1367.00    1.49676   0.22097
 1368.00    1.50217   0.22575
 1369.00    1.50763   0.23065
 1370.00    1.51314   0.23566
 1371.00    1.51871   0.24078
 1372.00    1.52433   0.24602
 1373.00    1.53001   0.25138
 1374.00    1.53574   0.25686
 1375.00    1.54152   0.26246
 1376.00    1.54736   0.26820
 1377.00    1.55326   0.27407
 1378.00    1.55922   0.28007
 1379.00    1.56523   0.28621
 1380.00    1.57129   0.29250
 1381.00    1.57742   0.29893
