   W          E5-(pi+_n)
 (MeV)       Re        Im
 1080.00    0.00024   0.00000
 1081.00    0.00034   0.00000
 1082.00    0.00045   0.00000
 1083.00    0.00058   0.00000
 1084.00    0.00072   0.00000
 1085.00    0.00089   0.00000
 1086.00    0.00107   0.00000
 1087.00    0.00127   0.00000
 1088.00    0.00149   0.00000
 1089.00    0.00173   0.00000
 1090.00    0.00199   0.00000
 1091.00    0.00226   0.00000
 1092.00    0.00255   0.00000
 1093.00    0.00286   0.00000
 1094.00    0.00318   0.00000
 1095.00    0.00352   0.00000
 1096.00    0.00388   0.00000
 1097.00    0.00425   0.00000
 1098.00    0.00464   0.00000
 1099.00    0.00505   0.00000
 1100.00    0.00547   0.00000
 1101.00    0.00590   0.00000
 1102.00    0.00635   0.00000
 1103.00    0.00681   0.00000
 1104.00    0.00729   0.00000
 1105.00    0.00778   0.00000
 1106.00    0.00828   0.00000
 1107.00    0.00880   0.00000
 1108.00    0.00933   0.00000
 1109.00    0.00986   0.00000
 1110.00    0.01042   0.00000
 1111.00    0.01098   0.00000
 1112.00    0.01155   0.00000
 1113.00    0.01213   0.00000
 1114.00    0.01272   0.00000
 1115.00    0.01333   0.00000
 1116.00    0.01394   0.00000
 1117.00    0.01456   0.00000
 1118.00    0.01519   0.00000
 1119.00    0.01583   0.00000
 1120.00    0.01648   0.00000
 1121.00    0.01713   0.00000
 1122.00    0.01779   0.00000
 1123.00    0.01846   0.00000
 1124.00    0.01914   0.00000
 1125.00    0.01982   0.00000
 1126.00    0.02051   0.00000
 1127.00    0.02120   0.00000
 1128.00    0.02190   0.00000
 1129.00    0.02261   0.00000
 1130.00    0.02332   0.00000
 1131.00    0.02404   0.00000
 1132.00    0.02476   0.00000
 1133.00    0.02548   0.00000
 1134.00    0.02621   0.00000
 1135.00    0.02695   0.00000
 1136.00    0.02769   0.00000
 1137.00    0.02843   0.00000
 1138.00    0.02917   0.00000
 1139.00    0.02992   0.00000
 1140.00    0.03067   0.00000
 1141.00    0.03143   0.00000
 1142.00    0.03218   0.00000
 1143.00    0.03294   0.00000
 1144.00    0.03371   0.00000
 1145.00    0.03447   0.00000
 1146.00    0.03523   0.00000
 1147.00    0.03600   0.00000
 1148.00    0.03677   0.00000
 1149.00    0.03754   0.00000
 1150.00    0.03831   0.00000
 1151.00    0.03908   0.00000
 1152.00    0.03986   0.00000
 1153.00    0.04063   0.00000
 1154.00    0.04140   0.00000
 1155.00    0.04218   0.00000
 1156.00    0.04295   0.00000
 1157.00    0.04373   0.00000
 1158.00    0.04450   0.00000
 1159.00    0.04528   0.00000
 1160.00    0.04606   0.00000
 1161.00    0.04683   0.00000
 1162.00    0.04760   0.00000
 1163.00    0.04838   0.00000
 1164.00    0.04915   0.00000
 1165.00    0.04993   0.00000
 1166.00    0.05070   0.00000
 1167.00    0.05147   0.00000
 1168.00    0.05224   0.00000
 1169.00    0.05301   0.00000
 1170.00    0.05377   0.00000
 1171.00    0.05454   0.00000
 1172.00    0.05531   0.00000
 1173.00    0.05607   0.00000
 1174.00    0.05683   0.00000
 1175.00    0.05759   0.00000
 1176.00    0.05835   0.00000
 1177.00    0.05911   0.00000
 1178.00    0.05986   0.00000
 1179.00    0.06062   0.00000
 1180.00    0.06137   0.00000
 1181.00    0.06212   0.00000
 1182.00    0.06286   0.00000
 1183.00    0.06361   0.00000
 1184.00    0.06435   0.00000
 1185.00    0.06509   0.00000
 1186.00    0.06583   0.00000
 1187.00    0.06657   0.00000
 1188.00    0.06730   0.00000
 1189.00    0.06803   0.00000
 1190.00    0.06876   0.00000
 1191.00    0.06949   0.00000
 1192.00    0.07021   0.00000
 1193.00    0.07093   0.00000
 1194.00    0.07165   0.00000
 1195.00    0.07237   0.00000
 1196.00    0.07308   0.00000
 1197.00    0.07379   0.00000
 1198.00    0.07450   0.00000
 1199.00    0.07520   0.00000
 1200.00    0.07590   0.00000
 1201.00    0.07660   0.00000
 1202.00    0.07730   0.00000
 1203.00    0.07799   0.00000
 1204.00    0.07868   0.00000
 1205.00    0.07937   0.00000
 1206.00    0.08005   0.00000
 1207.00    0.08073   0.00000
 1208.00    0.08141   0.00000
 1209.00    0.08209   0.00000
 1210.00    0.08276   0.00000
 1211.00    0.08343   0.00000
 1212.00    0.08409   0.00000
 1213.00    0.08476   0.00000
 1214.00    0.08542   0.00000
 1215.00    0.08607   0.00000
 1216.00    0.08673   0.00000
 1217.00    0.08738   0.00000
 1218.00    0.08802   0.00000
 1219.00    0.08867   0.00000
 1220.00    0.08931   0.00000
 1221.00    0.08994   0.00000
 1222.00    0.09058   0.00000
 1223.00    0.09121   0.00000
 1224.00    0.09184   0.00000
 1225.00    0.09246   0.00000
 1226.00    0.09308   0.00000
 1227.00    0.09370   0.00000
 1228.00    0.09431   0.00000
 1229.00    0.09492   0.00000
 1230.00    0.09553   0.00000
 1231.00    0.09614   0.00000
 1232.00    0.09674   0.00000
 1233.00    0.09733   0.00000
 1234.00    0.09793   0.00000
 1235.00    0.09852   0.00000
 1236.00    0.09911   0.00000
 1237.00    0.09969   0.00000
 1238.00    0.10027   0.00000
 1239.00    0.10085   0.00000
 1240.00    0.10143   0.00000
 1241.00    0.10200   0.00000
 1242.00    0.10257   0.00000
 1243.00    0.10313   0.00000
 1244.00    0.10370   0.00000
 1245.00    0.10425   0.00000
 1246.00    0.10481   0.00000
 1247.00    0.10536   0.00000
 1248.00    0.10591   0.00000
 1249.00    0.10646   0.00000
 1250.00    0.10700   0.00000
 1251.00    0.10754   0.00000
 1252.00    0.10807   0.00000
 1253.00    0.10861   0.00000
 1254.00    0.10914   0.00000
 1255.00    0.10966   0.00000
 1256.00    0.11019   0.00000
 1257.00    0.11071   0.00000
 1258.00    0.11122   0.00000
 1259.00    0.11174   0.00000
 1260.00    0.11225   0.00000
 1261.00    0.11275   0.00000
 1262.00    0.11326   0.00000
 1263.00    0.11376   0.00000
 1264.00    0.11426   0.00000
 1265.00    0.11475   0.00000
 1266.00    0.11525   0.00000
 1267.00    0.11573   0.00000
 1268.00    0.11622   0.00000
 1269.00    0.11670   0.00000
 1270.00    0.11718   0.00000
 1271.00    0.11766   0.00000
 1272.00    0.11813   0.00000
 1273.00    0.11860   0.00000
 1274.00    0.11907   0.00000
 1275.00    0.11953   0.00000
 1276.00    0.12000   0.00000
 1277.00    0.12045   0.00000
 1278.00    0.12091   0.00000
 1279.00    0.12136   0.00000
 1280.00    0.12181   0.00000
 1281.00    0.12226   0.00000
 1282.00    0.12270   0.00000
 1283.00    0.12314   0.00000
 1284.00    0.12358   0.00000
 1285.00    0.12402   0.00000
 1286.00    0.12445   0.00000
 1287.00    0.12488   0.00000
 1288.00    0.12530   0.00000
 1289.00    0.12573   0.00000
 1290.00    0.12615   0.00000
 1291.00    0.12657   0.00000
 1292.00    0.12698   0.00000
 1293.00    0.12739   0.00000
 1294.00    0.12780   0.00000
 1295.00    0.12821   0.00000
 1296.00    0.12862   0.00000
 1297.00    0.12902   0.00000
 1298.00    0.12942   0.00000
 1299.00    0.12981   0.00000
 1300.00    0.13020   0.00000
 1301.00    0.13060   0.00000
 1302.00    0.13098   0.00000
 1303.00    0.13137   0.00000
 1304.00    0.13175   0.00000
 1305.00    0.13213   0.00000
 1306.00    0.13251   0.00000
 1307.00    0.13288   0.00000
 1308.00    0.13326   0.00000
 1309.00    0.13363   0.00000
 1310.00    0.13399   0.00000
 1311.00    0.13436   0.00000
 1312.00    0.13472   0.00000
 1313.00    0.13508   0.00000
 1314.00    0.13544   0.00000
 1315.00    0.13579   0.00000
 1316.00    0.13614   0.00000
 1317.00    0.13649   0.00000
 1318.00    0.13684   0.00000
 1319.00    0.13718   0.00000
 1320.00    0.13753   0.00000
 1321.00    0.13787   0.00000
 1322.00    0.13820   0.00000
 1323.00    0.13854   0.00000
 1324.00    0.13887   0.00000
 1325.00    0.13920   0.00000
 1326.00    0.13953   0.00000
 1327.00    0.13985   0.00000
 1328.00    0.14018   0.00000
 1329.00    0.14050   0.00000
 1330.00    0.14082   0.00000
 1331.00    0.14113   0.00000
 1332.00    0.14145   0.00000
 1333.00    0.14176   0.00000
 1334.00    0.14207   0.00000
 1335.00    0.14238   0.00000
 1336.00    0.14268   0.00000
 1337.00    0.14298   0.00000
 1338.00    0.14328   0.00000
 1339.00    0.14358   0.00000
 1340.00    0.14388   0.00000
 1341.00    0.14417   0.00000
 1342.00    0.14446   0.00000
 1343.00    0.14475   0.00000
 1344.00    0.14504   0.00000
 1345.00    0.14533   0.00000
 1346.00    0.14561   0.00000
 1347.00    0.14589   0.00000
 1348.00    0.14617   0.00000
 1349.00    0.14645   0.00000
 1350.00    0.14672   0.00000
 1351.00    0.14700   0.00000
 1352.00    0.14727   0.00000
 1353.00    0.14754   0.00000
 1354.00    0.14780   0.00000
 1355.00    0.14807   0.00000
 1356.00    0.14833   0.00000
 1357.00    0.14859   0.00000
 1358.00    0.14885   0.00000
 1359.00    0.14911   0.00000
 1360.00    0.14937   0.00000
 1361.00    0.14962   0.00000
 1362.00    0.14987   0.00000
 1363.00    0.15012   0.00000
 1364.00    0.15037   0.00000
 1365.00    0.15061   0.00000
 1366.00    0.15086   0.00000
 1367.00    0.15110   0.00000
 1368.00    0.15134   0.00000
 1369.00    0.15158   0.00000
 1370.00    0.15182   0.00000
 1371.00    0.15205   0.00000
 1372.00    0.15228   0.00000
 1373.00    0.15251   0.00000
 1374.00    0.15274   0.00000
 1375.00    0.15297   0.00000
 1376.00    0.15320   0.00000
 1377.00    0.15342   0.00000
 1378.00    0.15364   0.00000
 1379.00    0.15387   0.00000
 1380.00    0.15408   0.00000
 1381.00    0.15430   0.00000
 1382.00    0.15452   0.00000
 1383.00    0.15473   0.00000
 1384.00    0.15494   0.00000
 1385.00    0.15515   0.00000
 1386.00    0.15536   0.00000
 1387.00    0.15557   0.00000
 1388.00    0.15578   0.00000
 1389.00    0.15598   0.00000
 1390.00    0.15618   0.00000
 1391.00    0.15638   0.00000
 1392.00    0.15658   0.00000
 1393.00    0.15678   0.00000
 1394.00    0.15698   0.00000
 1395.00    0.15717   0.00000
 1396.00    0.15736   0.00000
 1397.00    0.15756   0.00000
 1398.00    0.15775   0.00000
 1399.00    0.15793   0.00000
 1400.00    0.15812   0.00000
 1401.00    0.15831   0.00000
 1402.00    0.15849   0.00000
 1403.00    0.15867   0.00000
 1404.00    0.15885   0.00000
 1405.00    0.15903   0.00000
 1406.00    0.15921   0.00000
 1407.00    0.15939   0.00000
 1408.00    0.15956   0.00000
 1409.00    0.15974   0.00000
 1410.00    0.15991   0.00000
 1411.00    0.16008   0.00000
 1412.00    0.16025   0.00000
 1413.00    0.16042   0.00000
 1414.00    0.16059   0.00000
 1415.00    0.16075   0.00000
 1416.00    0.16092   0.00000
 1417.00    0.16108   0.00000
 1418.00    0.16124   0.00000
 1419.00    0.16140   0.00000
 1420.00    0.16156   0.00000
 1421.00    0.16172   0.00000
 1422.00    0.16187   0.00000
 1423.00    0.16203   0.00000
 1424.00    0.16218   0.00000
 1425.00    0.16233   0.00000
 1426.00    0.16248   0.00000
 1427.00    0.16263   0.00000
 1428.00    0.16278   0.00000
 1429.00    0.16293   0.00000
 1430.00    0.16307   0.00000
 1431.00    0.16322   0.00000
 1432.00    0.16336   0.00000
 1433.00    0.16351   0.00000
 1434.00    0.16365   0.00000
 1435.00    0.16379   0.00000
 1436.00    0.16392   0.00000
 1437.00    0.16406   0.00000
 1438.00    0.16420   0.00000
 1439.00    0.16433   0.00000
 1440.00    0.16447   0.00000
 1441.00    0.16460   0.00000
 1442.00    0.16473   0.00000
 1443.00    0.16486   0.00000
 1444.00    0.16499   0.00000
 1445.00    0.16512   0.00000
 1446.00    0.16525   0.00000
 1447.00    0.16537   0.00000
 1448.00    0.16550   0.00000
 1449.00    0.16562   0.00000
 1450.00    0.16574   0.00000
 1451.00    0.16587   0.00000
 1452.00    0.16599   0.00000
 1453.00    0.16611   0.00000
 1454.00    0.16622   0.00000
 1455.00    0.16634   0.00000
 1456.00    0.16646   0.00000
 1457.00    0.16657   0.00000
 1458.00    0.16669   0.00000
 1459.00    0.16680   0.00000
 1460.00    0.16691   0.00000
 1461.00    0.16702   0.00000
 1462.00    0.16714   0.00000
 1463.00    0.16724   0.00000
 1464.00    0.16735   0.00000
 1465.00    0.16746   0.00000
 1466.00    0.16757   0.00000
 1467.00    0.16767   0.00000
 1468.00    0.16778   0.00000
 1469.00    0.16788   0.00000
 1470.00    0.16798   0.00000
 1471.00    0.16808   0.00000
 1472.00    0.16818   0.00000
 1473.00    0.16828   0.00000
 1474.00    0.16838   0.00000
 1475.00    0.16848   0.00000
 1476.00    0.16858   0.00000
 1477.00    0.16867   0.00000
 1478.00    0.16877   0.00000
 1479.00    0.16886   0.00000
 1480.00    0.16895   0.00000
 1481.00    0.16905   0.00000
 1482.00    0.16914   0.00000
 1483.00    0.16923   0.00000
 1484.00    0.16932   0.00000
 1485.00    0.16941   0.00000
 1486.00    0.16950   0.00000
 1487.00    0.16958   0.00000
 1488.00    0.16967   0.00000
 1489.00    0.16975   0.00000
