   W          E4-(pi+_n)
 (MeV)       Re        Im
 1080.00    0.00256   0.00000
 1081.00    0.00333   0.00000
 1082.00    0.00418   0.00000
 1083.00    0.00511   0.00000
 1084.00    0.00612   0.00000
 1085.00    0.00721   0.00000
 1086.00    0.00837   0.00000
 1087.00    0.00959   0.00000
 1088.00    0.01088   0.00000
 1089.00    0.01223   0.00000
 1090.00    0.01364   0.00000
 1091.00    0.01510   0.00000
 1092.00    0.01661   0.00000
 1093.00    0.01818   0.00000
 1094.00    0.01979   0.00000
 1095.00    0.02145   0.00000
 1096.00    0.02315   0.00000
 1097.00    0.02488   0.00000
 1098.00    0.02666   0.00000
 1099.00    0.02847   0.00000
 1100.00    0.03032   0.00000
 1101.00    0.03219   0.00000
 1102.00    0.03410   0.00000
 1103.00    0.03603   0.00000
 1104.00    0.03799   0.00000
 1105.00    0.03998   0.00000
 1106.00    0.04199   0.00000
 1107.00    0.04401   0.00000
 1108.00    0.04606   0.00000
 1109.00    0.04813   0.00000
 1110.00    0.05022   0.00000
 1111.00    0.05232   0.00000
 1112.00    0.05443   0.00000
 1113.00    0.05656   0.00000
 1114.00    0.05870   0.00000
 1115.00    0.06085   0.00000
 1116.00    0.06301   0.00000
 1117.00    0.06519   0.00000
 1118.00    0.06736   0.00000
 1119.00    0.06955   0.00000
 1120.00    0.07174   0.00000
 1121.00    0.07394   0.00000
 1122.00    0.07614   0.00000
 1123.00    0.07835   0.00000
 1124.00    0.08056   0.00000
 1125.00    0.08277   0.00000
 1126.00    0.08498   0.00000
 1127.00    0.08720   0.00000
 1128.00    0.08941   0.00000
 1129.00    0.09163   0.00000
 1130.00    0.09384   0.00000
 1131.00    0.09605   0.00000
 1132.00    0.09826   0.00000
 1133.00    0.10047   0.00000
 1134.00    0.10267   0.00000
 1135.00    0.10487   0.00000
 1136.00    0.10707   0.00000
 1137.00    0.10926   0.00000
 1138.00    0.11145   0.00000
 1139.00    0.11363   0.00000
 1140.00    0.11580   0.00000
 1141.00    0.11797   0.00000
 1142.00    0.12014   0.00000
 1143.00    0.12230   0.00000
 1144.00    0.12445   0.00000
 1145.00    0.12659   0.00000
 1146.00    0.12872   0.00000
 1147.00    0.13085   0.00000
 1148.00    0.13297   0.00000
 1149.00    0.13508   0.00000
 1150.00    0.13718   0.00000
 1151.00    0.13928   0.00000
 1152.00    0.14136   0.00000
 1153.00    0.14344   0.00000
 1154.00    0.14550   0.00000
 1155.00    0.14756   0.00000
 1156.00    0.14960   0.00000
 1157.00    0.15164   0.00000
 1158.00    0.15367   0.00000
 1159.00    0.15568   0.00000
 1160.00    0.15769   0.00000
 1161.00    0.15968   0.00000
 1162.00    0.16167   0.00000
 1163.00    0.16364   0.00000
 1164.00    0.16560   0.00000
 1165.00    0.16756   0.00000
 1166.00    0.16950   0.00000
 1167.00    0.17143   0.00000
 1168.00    0.17335   0.00000
 1169.00    0.17525   0.00000
 1170.00    0.17715   0.00000
 1171.00    0.17904   0.00000
 1172.00    0.18091   0.00000
 1173.00    0.18277   0.00000
 1174.00    0.18462   0.00000
 1175.00    0.18646   0.00000
 1176.00    0.18829   0.00000
