   W          E5+(pi+_n)
 (MeV)       Re        Im
 1080.00    0.00012   0.00000
 1081.00    0.00016   0.00000
 1082.00    0.00021   0.00000
 1083.00    0.00027   0.00000
 1084.00    0.00034   0.00000
 1085.00    0.00042   0.00000
 1086.00    0.00051   0.00000
 1087.00    0.00061   0.00000
 1088.00    0.00071   0.00000
 1089.00    0.00082   0.00000
 1090.00    0.00094   0.00000
 1091.00    0.00107   0.00000
 1092.00    0.00121   0.00000
 1093.00    0.00136   0.00000
 1094.00    0.00151   0.00000
 1095.00    0.00167   0.00000
 1096.00    0.00184   0.00000
 1097.00    0.00202   0.00000
 1098.00    0.00220   0.00000
 1099.00    0.00239   0.00000
 1100.00    0.00259   0.00000
 1101.00    0.00280   0.00000
 1102.00    0.00301   0.00000
 1103.00    0.00323   0.00000
 1104.00    0.00345   0.00000
 1105.00    0.00369   0.00000
 1106.00    0.00392   0.00000
 1107.00    0.00417   0.00000
 1108.00    0.00441   0.00000
 1109.00    0.00467   0.00000
 1110.00    0.00493   0.00000
 1111.00    0.00519   0.00000
 1112.00    0.00546   0.00000
 1113.00    0.00574   0.00000
 1114.00    0.00602   0.00000
 1115.00    0.00630   0.00000
 1116.00    0.00659   0.00000
 1117.00    0.00688   0.00000
 1118.00    0.00718   0.00000
 1119.00    0.00748   0.00000
 1120.00    0.00778   0.00000
 1121.00    0.00809   0.00000
 1122.00    0.00840   0.00000
 1123.00    0.00871   0.00000
 1124.00    0.00903   0.00000
 1125.00    0.00935   0.00000
 1126.00    0.00967   0.00000
 1127.00    0.01000   0.00000
 1128.00    0.01033   0.00000
 1129.00    0.01066   0.00000
 1130.00    0.01099   0.00000
 1131.00    0.01133   0.00000
 1132.00    0.01167   0.00000
 1133.00    0.01201   0.00000
 1134.00    0.01235   0.00000
 1135.00    0.01269   0.00000
 1136.00    0.01304   0.00000
 1137.00    0.01338   0.00000
 1138.00    0.01373   0.00000
 1139.00    0.01408   0.00000
 1140.00    0.01443   0.00000
 1141.00    0.01478   0.00000
 1142.00    0.01514   0.00000
 1143.00    0.01549   0.00000
 1144.00    0.01585   0.00000
 1145.00    0.01620   0.00000
 1146.00    0.01656   0.00000
 1147.00    0.01692   0.00000
 1148.00    0.01727   0.00000
 1149.00    0.01763   0.00000
 1150.00    0.01799   0.00000
 1151.00    0.01835   0.00000
 1152.00    0.01871   0.00000
 1153.00    0.01907   0.00000
 1154.00    0.01943   0.00000
 1155.00    0.01979   0.00000
 1156.00    0.02015   0.00000
 1157.00    0.02051   0.00000
 1158.00    0.02087   0.00000
 1159.00    0.02123   0.00000
 1160.00    0.02159   0.00000
 1161.00    0.02195   0.00000
 1162.00    0.02231   0.00000
 1163.00    0.02267   0.00000
 1164.00    0.02303   0.00000
 1165.00    0.02338   0.00000
 1166.00    0.02374   0.00000
 1167.00    0.02410   0.00000
 1168.00    0.02445   0.00000
 1169.00    0.02481   0.00000
 1170.00    0.02516   0.00000
 1171.00    0.02552   0.00000
 1172.00    0.02587   0.00000
 1173.00    0.02623   0.00000
 1174.00    0.02658   0.00000
 1175.00    0.02693   0.00000
 1176.00    0.02728   0.00000
 1177.00    0.02763   0.00000
 1178.00    0.02798   0.00000
 1179.00    0.02832   0.00000
 1180.00    0.02867   0.00000
 1181.00    0.02901   0.00000
 1182.00    0.02936   0.00000
 1183.00    0.02970   0.00000
 1184.00    0.03004   0.00000
 1185.00    0.03038   0.00000
 1186.00    0.03072   0.00000
 1187.00    0.03106   0.00000
 1188.00    0.03140   0.00000
 1189.00    0.03173   0.00000
 1190.00    0.03207   0.00000
 1191.00    0.03240   0.00000
 1192.00    0.03273   0.00000
 1193.00    0.03306   0.00000
 1194.00    0.03339   0.00000
 1195.00    0.03372   0.00000
 1196.00    0.03405   0.00000
 1197.00    0.03437   0.00000
 1198.00    0.03470   0.00000
 1199.00    0.03502   0.00000
 1200.00    0.03534   0.00000
 1201.00    0.03566   0.00000
 1202.00    0.03598   0.00000
 1203.00    0.03630   0.00000
 1204.00    0.03661   0.00000
 1205.00    0.03693   0.00000
 1206.00    0.03724   0.00000
 1207.00    0.03755   0.00000
 1208.00    0.03786   0.00000
 1209.00    0.03817   0.00000
 1210.00    0.03847   0.00000
 1211.00    0.03878   0.00000
 1212.00    0.03908   0.00000
 1213.00    0.03938   0.00000
 1214.00    0.03968   0.00000
 1215.00    0.03998   0.00000
 1216.00    0.04028   0.00000
 1217.00    0.04057   0.00000
 1218.00    0.04087   0.00000
 1219.00    0.04116   0.00000
 1220.00    0.04145   0.00000
 1221.00    0.04174   0.00000
 1222.00    0.04202   0.00000
 1223.00    0.04231   0.00000
 1224.00    0.04259   0.00000
 1225.00    0.04288   0.00000
 1226.00    0.04316   0.00000
 1227.00    0.04344   0.00000
 1228.00    0.04372   0.00000
 1229.00    0.04399   0.00000
 1230.00    0.04427   0.00000
 1231.00    0.04454   0.00000
 1232.00    0.04481   0.00000
 1233.00    0.04508   0.00000
 1234.00    0.04535   0.00000
 1235.00    0.04562   0.00000
 1236.00    0.04588   0.00000
 1237.00    0.04615   0.00000
 1238.00    0.04641   0.00000
 1239.00    0.04667   0.00000
 1240.00    0.04693   0.00000
 1241.00    0.04718   0.00000
 1242.00    0.04744   0.00000
 1243.00    0.04769   0.00000
 1244.00    0.04795   0.00000
 1245.00    0.04820   0.00000
 1246.00    0.04845   0.00000
 1247.00    0.04870   0.00000
 1248.00    0.04894   0.00000
 1249.00    0.04919   0.00000
 1250.00    0.04943   0.00000
 1251.00    0.04967   0.00000
 1252.00    0.04991   0.00000
 1253.00    0.05015   0.00000
 1254.00    0.05039   0.00000
 1255.00    0.05062   0.00000
 1256.00    0.05086   0.00000
 1257.00    0.05109   0.00000
 1258.00    0.05132   0.00000
 1259.00    0.05155   0.00000
 1260.00    0.05178   0.00000
 1261.00    0.05200   0.00000
 1262.00    0.05223   0.00000
 1263.00    0.05245   0.00000
 1264.00    0.05267   0.00000
 1265.00    0.05289   0.00000
 1266.00    0.05311   0.00000
 1267.00    0.05333   0.00000
 1268.00    0.05354   0.00000
 1269.00    0.05376   0.00000
 1270.00    0.05397   0.00000
 1271.00    0.05418   0.00000
 1272.00    0.05439   0.00000
 1273.00    0.05460   0.00000
 1274.00    0.05481   0.00000
 1275.00    0.05501   0.00000
 1276.00    0.05522   0.00000
 1277.00    0.05542   0.00000
 1278.00    0.05562   0.00000
 1279.00    0.05582   0.00000
 1280.00    0.05602   0.00000
 1281.00    0.05622   0.00000
 1282.00    0.05641   0.00000
 1283.00    0.05661   0.00000
 1284.00    0.05680   0.00000
 1285.00    0.05699   0.00000
 1286.00    0.05718   0.00000
 1287.00    0.05737   0.00000
 1288.00    0.05756   0.00000
 1289.00    0.05775   0.00000
 1290.00    0.05793   0.00000
 1291.00    0.05811   0.00000
 1292.00    0.05830   0.00000
 1293.00    0.05848   0.00000
 1294.00    0.05866   0.00000
 1295.00    0.05884   0.00000
 1296.00    0.05901   0.00000
 1297.00    0.05919   0.00000
 1298.00    0.05936   0.00000
 1299.00    0.05954   0.00000
 1300.00    0.05971   0.00000
 1301.00    0.05988   0.00000
 1302.00    0.06005   0.00000
 1303.00    0.06021   0.00000
 1304.00    0.06038   0.00000
 1305.00    0.06055   0.00000
 1306.00    0.06071   0.00000
 1307.00    0.06087   0.00000
 1308.00    0.06104   0.00000
 1309.00    0.06120   0.00000
 1310.00    0.06136   0.00000
 1311.00    0.06151   0.00000
 1312.00    0.06167   0.00000
 1313.00    0.06183   0.00000
 1314.00    0.06198   0.00000
 1315.00    0.06213   0.00000
 1316.00    0.06229   0.00000
 1317.00    0.06244   0.00000
 1318.00    0.06259   0.00000
 1319.00    0.06274   0.00000
 1320.00    0.06288   0.00000
 1321.00    0.06303   0.00000
 1322.00    0.06318   0.00000
 1323.00    0.06332   0.00000
 1324.00    0.06346   0.00000
 1325.00    0.06360   0.00000
 1326.00    0.06374   0.00000
 1327.00    0.06388   0.00000
 1328.00    0.06402   0.00000
 1329.00    0.06416   0.00000
 1330.00    0.06430   0.00000
 1331.00    0.06443   0.00000
 1332.00    0.06457   0.00000
 1333.00    0.06470   0.00000
 1334.00    0.06483   0.00000
 1335.00    0.06496   0.00000
 1336.00    0.06509   0.00000
 1337.00    0.06522   0.00000
 1338.00    0.06535   0.00000
 1339.00    0.06548   0.00000
 1340.00    0.06560   0.00000
 1341.00    0.06573   0.00000
 1342.00    0.06585   0.00000
 1343.00    0.06597   0.00000
 1344.00    0.06610   0.00000
 1345.00    0.06622   0.00000
 1346.00    0.06634   0.00000
 1347.00    0.06645   0.00000
 1348.00    0.06657   0.00000
 1349.00    0.06669   0.00000
 1350.00    0.06681   0.00000
 1351.00    0.06692   0.00000
 1352.00    0.06703   0.00000
 1353.00    0.06715   0.00000
 1354.00    0.06726   0.00000
 1355.00    0.06737   0.00000
 1356.00    0.06748   0.00000
 1357.00    0.06759   0.00000
 1358.00    0.06770   0.00000
 1359.00    0.06781   0.00000
 1360.00    0.06791   0.00000
 1361.00    0.06802   0.00000
 1362.00    0.06812   0.00000
 1363.00    0.06823   0.00000
 1364.00    0.06833   0.00000
 1365.00    0.06843   0.00000
 1366.00    0.06853   0.00000
 1367.00    0.06863   0.00000
 1368.00    0.06873   0.00000
 1369.00    0.06883   0.00000
 1370.00    0.06893   0.00000
 1371.00    0.06903   0.00000
 1372.00    0.06912   0.00000
 1373.00    0.06922   0.00000
 1374.00    0.06931   0.00000
 1375.00    0.06940   0.00000
 1376.00    0.06950   0.00000
 1377.00    0.06959   0.00000
 1378.00    0.06968   0.00000
 1379.00    0.06977   0.00000
 1380.00    0.06986   0.00000
 1381.00    0.06995   0.00000
 1382.00    0.07004   0.00000
 1383.00    0.07012   0.00000
 1384.00    0.07021   0.00000
 1385.00    0.07029   0.00000
 1386.00    0.07038   0.00000
 1387.00    0.07046   0.00000
 1388.00    0.07055   0.00000
 1389.00    0.07063   0.00000
 1390.00    0.07071   0.00000
 1391.00    0.07079   0.00000
 1392.00    0.07087   0.00000
 1393.00    0.07095   0.00000
 1394.00    0.07103   0.00000
 1395.00    0.07111   0.00000
 1396.00    0.07119   0.00000
 1397.00    0.07126   0.00000
 1398.00    0.07134   0.00000
 1399.00    0.07141   0.00000
 1400.00    0.07149   0.00000
