   W          M4-(pi+_n)
 (MeV)       Re        Im
 1080.00    0.00034   0.00000
 1081.00    0.00044   0.00000
 1082.00    0.00056   0.00000
 1083.00    0.00069   0.00000
 1084.00    0.00083   0.00000
 1085.00    0.00098   0.00000
 1086.00    0.00114   0.00000
 1087.00    0.00132   0.00000
 1088.00    0.00150   0.00000
 1089.00    0.00170   0.00000
 1090.00    0.00190   0.00000
 1091.00    0.00212   0.00000
 1092.00    0.00234   0.00000
 1093.00    0.00258   0.00000
 1094.00    0.00282   0.00000
 1095.00    0.00307   0.00000
 1096.00    0.00333   0.00000
 1097.00    0.00360   0.00000
 1098.00    0.00387   0.00000
 1099.00    0.00415   0.00000
 1100.00    0.00445   0.00000
 1101.00    0.00474   0.00000
 1102.00    0.00505   0.00000
 1103.00    0.00536   0.00000
 1104.00    0.00568   0.00000
 1105.00    0.00600   0.00000
 1106.00    0.00633   0.00000
 1107.00    0.00667   0.00000
 1108.00    0.00701   0.00000
 1109.00    0.00736   0.00000
 1110.00    0.00771   0.00000
 1111.00    0.00807   0.00000
 1112.00    0.00843   0.00000
 1113.00    0.00880   0.00000
 1114.00    0.00917   0.00000
 1115.00    0.00955   0.00000
 1116.00    0.00993   0.00000
 1117.00    0.01032   0.00000
 1118.00    0.01071   0.00000
 1119.00    0.01110   0.00000
 1120.00    0.01150   0.00000
 1121.00    0.01190   0.00000
 1122.00    0.01230   0.00000
 1123.00    0.01271   0.00000
 1124.00    0.01312   0.00000
 1125.00    0.01354   0.00000
 1126.00    0.01395   0.00000
 1127.00    0.01437   0.00000
 1128.00    0.01480   0.00000
 1129.00    0.01522   0.00000
 1130.00    0.01565   0.00000
 1131.00    0.01608   0.00000
 1132.00    0.01651   0.00000
 1133.00    0.01695   0.00000
 1134.00    0.01739   0.00000
 1135.00    0.01783   0.00000
 1136.00    0.01827   0.00000
 1137.00    0.01871   0.00000
 1138.00    0.01915   0.00000
 1139.00    0.01960   0.00000
 1140.00    0.02005   0.00000
 1141.00    0.02050   0.00000
 1142.00    0.02095   0.00000
 1143.00    0.02140   0.00000
 1144.00    0.02186   0.00000
 1145.00    0.02231   0.00000
 1146.00    0.02277   0.00000
 1147.00    0.02322   0.00000
 1148.00    0.02368   0.00000
 1149.00    0.02414   0.00000
 1150.00    0.02460   0.00000
 1151.00    0.02506   0.00000
 1152.00    0.02552   0.00000
 1153.00    0.02598   0.00000
 1154.00    0.02644   0.00000
 1155.00    0.02691   0.00000
 1156.00    0.02737   0.00000
 1157.00    0.02783   0.00000
 1158.00    0.02830   0.00000
 1159.00    0.02876   0.00000
 1160.00    0.02922   0.00000
 1161.00    0.02969   0.00000
 1162.00    0.03015   0.00000
 1163.00    0.03062   0.00000
 1164.00    0.03108   0.00000
 1165.00    0.03155   0.00000
 1166.00    0.03201   0.00000
 1167.00    0.03248   0.00000
 1168.00    0.03294   0.00000
 1169.00    0.03341   0.00000
 1170.00    0.03387   0.00000
 1171.00    0.03433   0.00000
 1172.00    0.03480   0.00000
 1173.00    0.03526   0.00000
 1174.00    0.03572   0.00000
 1175.00    0.03619   0.00000
 1176.00    0.03665   0.00000
 1177.00    0.03711   0.00000
 1178.00    0.03757   0.00000
 1179.00    0.03803   0.00000
 1180.00    0.03849   0.00000
 1181.00    0.03895   0.00000
 1182.00    0.03941   0.00000
 1183.00    0.03987   0.00000
 1184.00    0.04032   0.00000
 1185.00    0.04078   0.00000
