   W         E1+(pi+_n)
 (MeV)      Re         Im
 1080.0    0.547835  -0.014893
 1081.0    0.711091  -0.018475
 1082.0    0.874348  -0.022057
 1083.0    1.037604  -0.025639
 1084.0    1.200860  -0.029220
 1085.0    1.364116  -0.032802
 1086.0    1.446837  -0.033533
 1087.0    1.529558  -0.034264
 1088.0    1.612279  -0.034995
 1089.0    1.695000  -0.035726
 1090.0    1.777721  -0.036457
 1091.0    1.834082  -0.035979
 1092.0    1.890442  -0.035500
 1093.0    1.946803  -0.035022
 1094.0    2.003164  -0.034543
 1095.0    2.059525  -0.034065
 1096.0    2.101054  -0.032741
 1097.0    2.142583  -0.031416
 1098.0    2.184111  -0.030092
 1099.0    2.225640  -0.028768
 1100.0    2.267169  -0.027443
 1101.0    2.298891  -0.025426
 1102.0    2.330614  -0.023408
 1103.0    2.362336  -0.021390
 1104.0    2.394058  -0.019372
 1105.0    2.425780  -0.017355
 1106.0    2.450464  -0.014717
 1107.0    2.475148  -0.012080
 1108.0    2.499831  -0.009442
 1109.0    2.524515  -0.006805
 1110.0    2.549199  -0.004167
 1111.0    2.568567  -0.000944
 1112.0    2.587935   0.002280
 1113.0    2.607303   0.005503
 1114.0    2.626671   0.008726
 1115.0    2.646039   0.011949
 1116.0    2.661244   0.015749
 1117.0    2.676449   0.019548
 1118.0    2.691654   0.023347
 1119.0    2.706859   0.027146
 1120.0    2.722063   0.030945
 1121.0    2.733912   0.035326
 1122.0    2.745760   0.039707
 1123.0    2.757608   0.044088
 1124.0    2.769456   0.048468
 1125.0    2.781304   0.052849
 1126.0    2.790372   0.057829
 1127.0    2.799439   0.062809
 1128.0    2.808507   0.067789
 1129.0    2.817574   0.072769
 1130.0    2.826642   0.077749
 1131.0    2.833342   0.083353
 1132.0    2.840042   0.088957
 1133.0    2.846742   0.094561
 1134.0    2.853442   0.100165
 1135.0    2.860141   0.105770
 1136.0    2.864762   0.112027
 1137.0    2.869384   0.118284
 1138.0    2.874005   0.124542
 1139.0    2.878626   0.130799
 1140.0    2.883247   0.137056
 1141.0    2.885977   0.143996
 1142.0    2.888708   0.150935
 1143.0    2.891438   0.157874
 1144.0    2.894169   0.164813
 1145.0    2.896899   0.171753
 1146.0    2.897841   0.179396
 1147.0    2.898783   0.187039
 1148.0    2.899725   0.194682
 1149.0    2.900667   0.202325
