   W         E3-(pi+_n)
 (MeV)      Re         Im
 1080.0    0.001627  -0.000090
 1081.0    0.006694  -0.000371
 1082.0    0.011762  -0.000653
 1083.0    0.016830  -0.000934
 1084.0    0.021898  -0.001216
 1085.0    0.026965  -0.001497
 1086.0    0.034357  -0.001909
 1087.0    0.041749  -0.002322
 1088.0    0.049141  -0.002734
 1089.0    0.056533  -0.003146
 1090.0    0.063925  -0.003558
 1091.0    0.072384  -0.004032
 1092.0    0.080844  -0.004507
 1093.0    0.089303  -0.004981
 1094.0    0.097763  -0.005455
 1095.0    0.106223  -0.005929
 1096.0    0.115200  -0.006435
 1097.0    0.124177  -0.006941
 1098.0    0.133154  -0.007447
 1099.0    0.142131  -0.007953
 1100.0    0.151108  -0.008459
 1101.0    0.160287  -0.008979
 1102.0    0.169467  -0.009500
 1103.0    0.178646  -0.010020
 1104.0    0.187825  -0.010541
 1105.0    0.197004  -0.011061
 1106.0    0.206187  -0.011585
 1107.0    0.215371  -0.012109
 1108.0    0.224554  -0.012633
 1109.0    0.233738  -0.013157
 1110.0    0.242921  -0.013681
 1111.0    0.251980  -0.014202
 1112.0    0.261038  -0.014722
 1113.0    0.270097  -0.015243
 1114.0    0.279156  -0.015763
 1115.0    0.288215  -0.016284
 1116.0    0.297064  -0.016796
 1117.0    0.305913  -0.017308
 1118.0    0.314762  -0.017820
 1119.0    0.323611  -0.018332
 1120.0    0.332460  -0.018844
 1121.0    0.341044  -0.019345
 1122.0    0.349628  -0.019845
 1123.0    0.358212  -0.020346
 1124.0    0.366796  -0.020846
 1125.0    0.375380  -0.021347
 1126.0    0.383664  -0.021833
 1127.0    0.391948  -0.022320
 1128.0    0.400232  -0.022807
 1129.0    0.408516  -0.023293
 1130.0    0.416800  -0.023780
 1131.0    0.424764  -0.024251
 1132.0    0.432727  -0.024723
 1133.0    0.440691  -0.025194
 1134.0    0.448655  -0.025666
 1135.0    0.456618  -0.026137
 1136.0    0.464251  -0.026592
 1137.0    0.471884  -0.027047
 1138.0    0.479516  -0.027502
 1139.0    0.487149  -0.027957
 1140.0    0.494781  -0.028413
 1141.0    0.502080  -0.028851
 1142.0    0.509379  -0.029289
 1143.0    0.516678  -0.029728
 1144.0    0.523977  -0.030166
 1145.0    0.531275  -0.030604
 1146.0    0.538243  -0.031025
 1147.0    0.545210  -0.031446
 1148.0    0.552177  -0.031868
 1149.0    0.559144  -0.032289
 1150.0    0.566112  -0.032710
 1151.0    0.572753  -0.033114
 1152.0    0.579395  -0.033517
 1153.0    0.586037  -0.033921
 1154.0    0.592679  -0.034325
 1155.0    0.599320  -0.034728
 1156.0    0.605645  -0.035115
 1157.0    0.611971  -0.035501
 1158.0    0.618296  -0.035887
 1159.0    0.624621  -0.036273
 1160.0    0.630946  -0.036659
 1161.0    0.636965  -0.037028
 1162.0    0.642984  -0.037397
 1163.0    0.649003  -0.037765
 1164.0    0.655023  -0.038134
 1165.0    0.661042  -0.038503
 1166.0    0.666767  -0.038854
 1167.0    0.672492  -0.039205
 1168.0    0.678218  -0.039556
 1169.0    0.683943  -0.039907
 1170.0    0.689668  -0.040258
 1171.0    0.695112  -0.040591
 1172.0    0.700556  -0.040925
 1173.0    0.706000  -0.041258
 1174.0    0.711443  -0.041591
 1175.0    0.716887  -0.041925
 1176.0    0.722063  -0.042240
 1177.0    0.727239  -0.042556
 1178.0    0.732415  -0.042872
 1179.0    0.737591  -0.043188
 1180.0    0.742766  -0.043503
 1181.0    0.747687  -0.043801
 1182.0    0.752608  -0.044099
 1183.0    0.757529  -0.044397
 1184.0    0.762450  -0.044695
