   W         E2-(pi+_n)
 (MeV)      Re         Im
 1080.0    0.086863  -0.011769
 1081.0    0.181598  -0.024832
 1082.0    0.276333  -0.037896
 1083.0    0.371068  -0.050959
 1084.0    0.465803  -0.064023
 1085.0    0.560537  -0.077087
 1086.0    0.646344  -0.089271
 1087.0    0.732150  -0.101456
 1088.0    0.817956  -0.113640
 1089.0    0.903763  -0.125825
 1090.0    0.989569  -0.138009
 1091.0    1.067454  -0.149379
 1092.0    1.145339  -0.160749
 1093.0    1.223224  -0.172119
 1094.0    1.301110  -0.183489
 1095.0    1.378995  -0.194859
 1096.0    1.449829  -0.205470
 1097.0    1.520664  -0.216081
 1098.0    1.591499  -0.226692
 1099.0    1.662333  -0.237302
 1100.0    1.733168  -0.247913
 1101.0    1.797710  -0.257813
 1102.0    1.862252  -0.267713
 1103.0    1.926794  -0.277612
 1104.0    1.991336  -0.287512
 1105.0    2.055878  -0.297412
 1106.0    2.114789  -0.306642
 1107.0    2.173701  -0.315873
 1108.0    2.232612  -0.325104
 1109.0    2.291524  -0.334334
 1110.0    2.350435  -0.343565
 1111.0    2.404297  -0.352163
 1112.0    2.458158  -0.360761
 1113.0    2.512019  -0.369359
 1114.0    2.565881  -0.377957
 1115.0    2.619742  -0.386555
 1116.0    2.669061  -0.394552
 1117.0    2.718380  -0.402549
 1118.0    2.767698  -0.410546
 1119.0    2.817017  -0.418543
 1120.0    2.866336  -0.426541
 1121.0    2.911563  -0.433965
 1122.0    2.956789  -0.441390
 1123.0    3.002016  -0.448814
 1124.0    3.047242  -0.456239
 1125.0    3.092469  -0.463663
 1126.0    3.134001  -0.470540
 1127.0    3.175533  -0.477417
 1128.0    3.217065  -0.484294
 1129.0    3.258598  -0.491171
 1130.0    3.300130  -0.498047
 1131.0    3.338320  -0.504398
 1132.0    3.376511  -0.510749
 1133.0    3.414701  -0.517100
 1134.0    3.452891  -0.523451
 1135.0    3.491082  -0.529802
 1136.0    3.526244  -0.535647
 1137.0    3.561405  -0.541492
 1138.0    3.596567  -0.547336
 1139.0    3.631729  -0.553181
 1140.0    3.666891  -0.559025
 1141.0    3.699304  -0.564381
 1142.0    3.731717  -0.569736
 1143.0    3.764130  -0.575092
 1144.0    3.796543  -0.580447
 1145.0    3.828956  -0.585803
 1146.0    3.858871  -0.590685
 1147.0    3.888786  -0.595567
 1148.0    3.918701  -0.600449
 1149.0    3.948617  -0.605332
 1150.0    3.978532  -0.610214
 1151.0    4.006172  -0.614636
 1152.0    4.033812  -0.619059
 1153.0    4.061452  -0.623482
 1154.0    4.089092  -0.627904
 1155.0    4.116731  -0.632327
 1156.0    4.142299  -0.636302
 1157.0    4.167866  -0.640278
 1158.0    4.193433  -0.644254
 1159.0    4.219000  -0.648230
 1160.0    4.244567  -0.652205
 1161.0    4.268244  -0.655746
