   W         M7-(pi+_n)
 (MeV)      Re         Im
 1080.0    0.000000   0.000000
 1081.0    0.000000  -0.000000
 1082.0    0.000000  -0.000000
 1083.0    0.000000  -0.000000
 1084.0    0.000000  -0.000000
 1085.0    0.000000  -0.000000
 1086.0    0.000000  -0.000000
 1087.0    0.000001  -0.000000
 1088.0    0.000001  -0.000000
 1089.0    0.000001  -0.000000
 1090.0    0.000001  -0.000000
 1091.0    0.000002  -0.000000
 1092.0    0.000003  -0.000000
 1093.0    0.000003  -0.000000
 1094.0    0.000004  -0.000000
 1095.0    0.000005  -0.000000
 1096.0    0.000006  -0.000000
 1097.0    0.000007  -0.000000
 1098.0    0.000008  -0.000000
 1099.0    0.000010  -0.000001
 1100.0    0.000011  -0.000001
 1101.0    0.000013  -0.000001
 1102.0    0.000015  -0.000001
 1103.0    0.000017  -0.000001
 1104.0    0.000020  -0.000001
 1105.0    0.000022  -0.000001
 1106.0    0.000025  -0.000001
 1107.0    0.000028  -0.000002
 1108.0    0.000031  -0.000002
 1109.0    0.000034  -0.000002
 1110.0    0.000038  -0.000002
 1111.0    0.000042  -0.000002
 1112.0    0.000046  -0.000003
 1113.0    0.000051  -0.000003
 1114.0    0.000055  -0.000003
 1115.0    0.000059  -0.000003
 1116.0    0.000065  -0.000004
 1117.0    0.000071  -0.000004
 1118.0    0.000077  -0.000004
 1119.0    0.000082  -0.000004
 1120.0    0.000088  -0.000005
 1121.0    0.000095  -0.000005
 1122.0    0.000102  -0.000006
 1123.0    0.000109  -0.000006
 1124.0    0.000116  -0.000006
 1125.0    0.000123  -0.000007
 1126.0    0.000132  -0.000007
 1127.0    0.000141  -0.000008
 1128.0    0.000149  -0.000008
 1129.0    0.000158  -0.000009
 1130.0    0.000166  -0.000009
 1131.0    0.000176  -0.000010
 1132.0    0.000186  -0.000010
 1133.0    0.000196  -0.000011
 1134.0    0.000207  -0.000011
 1135.0    0.000217  -0.000012
 1136.0    0.000228  -0.000012
 1137.0    0.000240  -0.000013
 1138.0    0.000252  -0.000014
 1139.0    0.000263  -0.000014
 1140.0    0.000275  -0.000015
 1141.0    0.000288  -0.000016
 1142.0    0.000301  -0.000016
 1143.0    0.000314  -0.000017
 1144.0    0.000327  -0.000018
 1145.0    0.000341  -0.000019
 1146.0    0.000355  -0.000019
 1147.0    0.000370  -0.000020
 1148.0    0.000385  -0.000021
 1149.0    0.000399  -0.000022
 1150.0    0.000414  -0.000023
 1151.0    0.000430  -0.000023
 1152.0    0.000447  -0.000024
 1153.0    0.000463  -0.000025
 1154.0    0.000479  -0.000026
 1155.0    0.000495  -0.000027
 1156.0    0.000513  -0.000028
 1157.0    0.000531  -0.000029
 1158.0    0.000548  -0.000030
 1159.0    0.000566  -0.000031
 1160.0    0.000584  -0.000032
 1161.0    0.000603  -0.000033
 1162.0    0.000622  -0.000034
 1163.0    0.000641  -0.000035
 1164.0    0.000660  -0.000036
 1165.0    0.000679  -0.000037
 1166.0    0.000700  -0.000038
 1167.0    0.000720  -0.000039
 1168.0    0.000741  -0.000040
 1169.0    0.000762  -0.000041
 1170.0    0.000782  -0.000042
 1171.0    0.000804  -0.000044
 1172.0    0.000826  -0.000045
 1173.0    0.000848  -0.000046
 1174.0    0.000869  -0.000047
 1175.0    0.000891  -0.000048
 1176.0    0.000914  -0.000050
 1177.0    0.000937  -0.000051
 1178.0    0.000961  -0.000052
 1179.0    0.000984  -0.000053
 1180.0    0.001007  -0.000055
 1181.0    0.001031  -0.000056
 1182.0    0.001055  -0.000057
 1183.0    0.001080  -0.000059
 1184.0    0.001104  -0.000060
 1185.0    0.001128  -0.000061
 1186.0    0.001154  -0.000063
 1187.0    0.001179  -0.000064
 1188.0    0.001205  -0.000065
 1189.0    0.001230  -0.000067
 1190.0    0.001256  -0.000068
 1191.0    0.001282  -0.000070
 1192.0    0.001309  -0.000071
 1193.0    0.001335  -0.000073
 1194.0    0.001362  -0.000074
 1195.0    0.001388  -0.000075
 1196.0    0.001416  -0.000077
 1197.0    0.001443  -0.000078
 1198.0    0.001471  -0.000080
 1199.0    0.001498  -0.000081
 1200.0    0.001526  -0.000083
 1201.0    0.001554  -0.000084
 1202.0    0.001583  -0.000086
 1203.0    0.001611  -0.000088
 1204.0    0.001640  -0.000089
 1205.0    0.001668  -0.000091
 1206.0    0.001698  -0.000092
 1207.0    0.001727  -0.000094
 1208.0    0.001756  -0.000095
 1209.0    0.001785  -0.000097
 1210.0    0.001815  -0.000099
 1211.0    0.001845  -0.000100
 1212.0    0.001875  -0.000102
 1213.0    0.001905  -0.000104
 1214.0    0.001935  -0.000105
 1215.0    0.001965  -0.000107
 1216.0    0.001996  -0.000108
 1217.0    0.002027  -0.000110
 1218.0    0.002058  -0.000112
 1219.0    0.002089  -0.000113
 1220.0    0.002120  -0.000115
 1221.0    0.002151  -0.000117
 1222.0    0.002183  -0.000119
 1223.0    0.002214  -0.000120
 1224.0    0.002246  -0.000122
 1225.0    0.002277  -0.000124
 1226.0    0.002309  -0.000125
 1227.0    0.002341  -0.000127
 1228.0    0.002374  -0.000129
 1229.0    0.002406  -0.000131
 1230.0    0.002438  -0.000132
 1231.0    0.002470  -0.000134
 1232.0    0.002503  -0.000136
 1233.0    0.002536  -0.000138
 1234.0    0.002568  -0.000140
 1235.0    0.002601  -0.000141
 1236.0    0.002634  -0.000143
 1237.0    0.002667  -0.000145
 1238.0    0.002701  -0.000147
 1239.0    0.002734  -0.000148
 1240.0    0.002767  -0.000150
 1241.0    0.002800  -0.000152
 1242.0    0.002834  -0.000154
 1243.0    0.002868  -0.000156
 1244.0    0.002901  -0.000158
 1245.0    0.002935  -0.000159
 1246.0    0.002969  -0.000161
 1247.0    0.003003  -0.000163
 1248.0    0.003037  -0.000165
 1249.0    0.003071  -0.000167
 1250.0    0.003105  -0.000169
 1251.0    0.003139  -0.000170
 1252.0    0.003173  -0.000172
 1253.0    0.003207  -0.000174
 1254.0    0.003242  -0.000176
 1255.0    0.003276  -0.000178
 1256.0    0.003310  -0.000180
 1257.0    0.003345  -0.000182
 1258.0    0.003380  -0.000184
 1259.0    0.003414  -0.000185
 1260.0    0.003449  -0.000187
 1261.0    0.003483  -0.000189
 1262.0    0.003518  -0.000191
 1263.0    0.003553  -0.000193
 1264.0    0.003588  -0.000195
 1265.0    0.003623  -0.000197
 1266.0    0.003657  -0.000199
 1267.0    0.003692  -0.000200
 1268.0    0.003727  -0.000202
 1269.0    0.003762  -0.000204
 1270.0    0.003797  -0.000206
 1271.0    0.003832  -0.000208
 1272.0    0.003867  -0.000210
 1273.0    0.003902  -0.000212
 1274.0    0.003937  -0.000214
 1275.0    0.003972  -0.000216
 1276.0    0.004008  -0.000218
 1277.0    0.004043  -0.000220
 1278.0    0.004078  -0.000222
 1279.0    0.004114  -0.000224
 1280.0    0.004149  -0.000226
 1281.0    0.004184  -0.000228
 1282.0    0.004219  -0.000229
 1283.0    0.004254  -0.000231
 1284.0    0.004290  -0.000233
 1285.0    0.004325  -0.000235
 1286.0    0.004360  -0.000237
 1287.0    0.004395  -0.000239
 1288.0    0.004430  -0.000240
 1289.0    0.004466  -0.000242
 1290.0    0.004501  -0.000244
 1291.0    0.004536  -0.000246
 1292.0    0.004571  -0.000248
 1293.0    0.004607  -0.000250
 1294.0    0.004642  -0.000252
 1295.0    0.004677  -0.000254
 1296.0    0.004712  -0.000256
 1297.0    0.004748  -0.000258
 1298.0    0.004783  -0.000260
 1299.0    0.004818  -0.000262
 1300.0    0.004853  -0.000264
 1301.0    0.004888  -0.000265
 1302.0    0.004923  -0.000267
 1303.0    0.004958  -0.000269
 1304.0    0.004993  -0.000270
 1305.0    0.005028  -0.000272
 1306.0    0.005063  -0.000274
 1307.0    0.005098  -0.000276
 1308.0    0.005133  -0.000278
 1309.0    0.005168  -0.000280
 1310.0    0.005203  -0.000282
 1311.0    0.005238  -0.000284
 1312.0    0.005273  -0.000286
 1313.0    0.005308  -0.000288
 1314.0    0.005343  -0.000290
 1315.0    0.005378  -0.000292
 1316.0    0.005412  -0.000293
 1317.0    0.005447  -0.000295
 1318.0    0.005482  -0.000297
 1319.0    0.005516  -0.000299
 1320.0    0.005551  -0.000301
 1321.0    0.005586  -0.000303
 1322.0    0.005620  -0.000305
 1323.0    0.005654  -0.000307
 1324.0    0.005689  -0.000309
 1325.0    0.005723  -0.000311
 1326.0    0.005758  -0.000313
 1327.0    0.005792  -0.000314
 1328.0    0.005826  -0.000316
 1329.0    0.005861  -0.000318
 1330.0    0.005895  -0.000320
 1331.0    0.005929  -0.000322
 1332.0    0.005963  -0.000323
 1333.0    0.005997  -0.000325
 1334.0    0.006031  -0.000327
 1335.0    0.006065  -0.000329
 1336.0    0.006099  -0.000331
 1337.0    0.006133  -0.000332
 1338.0    0.006167  -0.000334
 1339.0    0.006201  -0.000336
 1340.0    0.006235  -0.000338
 1341.0    0.006268  -0.000340
 1342.0    0.006302  -0.000341
 1343.0    0.006335  -0.000343
 1344.0    0.006369  -0.000345
 1345.0    0.006402  -0.000347
 1346.0    0.006435  -0.000348
 1347.0    0.006468  -0.000350
 1348.0    0.006501  -0.000351
 1349.0    0.006535  -0.000353
 1350.0    0.006568  -0.000355
 1351.0    0.006601  -0.000357
 1352.0    0.006634  -0.000359
 1353.0    0.006668  -0.000361
 1354.0    0.006701  -0.000363
 1355.0    0.006734  -0.000365
 1356.0    0.006767  -0.000367
 1357.0    0.006799  -0.000369
 1358.0    0.006832  -0.000371
 1359.0    0.006865  -0.000372
 1360.0    0.006897  -0.000374
 1361.0    0.006930  -0.000376
 1362.0    0.006962  -0.000377
 1363.0    0.006994  -0.000379
 1364.0    0.007027  -0.000381
 1365.0    0.007059  -0.000383
 1366.0    0.007091  -0.000384
 1367.0    0.007123  -0.000386
 1368.0    0.007155  -0.000388
 1369.0    0.007187  -0.000389
 1370.0    0.007219  -0.000391
 1371.0    0.007251  -0.000393
 1372.0    0.007282  -0.000395
 1373.0    0.007314  -0.000396
 1374.0    0.007345  -0.000398
 1375.0    0.007377  -0.000400
 1376.0    0.007408  -0.000401
 1377.0    0.007440  -0.000403
 1378.0    0.007471  -0.000405
 1379.0    0.007502  -0.000406
 1380.0    0.007534  -0.000408
 1381.0    0.007564  -0.000410
 1382.0    0.007595  -0.000411
 1383.0    0.007626  -0.000413
 1384.0    0.007657  -0.000415
 1385.0    0.007688  -0.000417
 1386.0    0.007719  -0.000418
 1387.0    0.007749  -0.000420
 1388.0    0.007780  -0.000421
 1389.0    0.007810  -0.000423
 1390.0    0.007841  -0.000424
 1391.0    0.007871  -0.000426
 1392.0    0.007901  -0.000428
 1393.0    0.007931  -0.000429
 1394.0    0.007962  -0.000431
 1395.0    0.007992  -0.000433
 1396.0    0.008021  -0.000434
 1397.0    0.008051  -0.000436
 1398.0    0.008081  -0.000437
 1399.0    0.008111  -0.000439
 1400.0    0.008140  -0.000441
 1401.0    0.008170  -0.000442
 1402.0    0.008199  -0.000444
 1403.0    0.008228  -0.000445
 1404.0    0.008258  -0.000447
 1405.0    0.008287  -0.000449
 1406.0    0.008316  -0.000450
 1407.0    0.008345  -0.000452
 1408.0    0.008374  -0.000453
 1409.0    0.008403  -0.000455
 1410.0    0.008432  -0.000457
 1411.0    0.008460  -0.000458
 1412.0    0.008489  -0.000460
 1413.0    0.008518  -0.000461
 1414.0    0.008546  -0.000463
 1415.0    0.008575  -0.000464
 1416.0    0.008603  -0.000466
 1417.0    0.008631  -0.000467
 1418.0    0.008659  -0.000469
 1419.0    0.008687  -0.000470
 1420.0    0.008715  -0.000472
 1421.0    0.008743  -0.000473
 1422.0    0.008771  -0.000475
 1423.0    0.008798  -0.000477
 1424.0    0.008826  -0.000478
 1425.0    0.008854  -0.000480
 1426.0    0.008881  -0.000481
 1427.0    0.008908  -0.000483
 1428.0    0.008936  -0.000484
 1429.0    0.008963  -0.000486
 1430.0    0.008990  -0.000487
 1431.0    0.009017  -0.000489
 1432.0    0.009044  -0.000491
 1433.0    0.009071  -0.000492
 1434.0    0.009098  -0.000494
 1435.0    0.009125  -0.000496
 1436.0    0.009151  -0.000497
 1437.0    0.009177  -0.000498
 1438.0    0.009203  -0.000499
 1439.0    0.009230  -0.000500
 1440.0    0.009256  -0.000501
 1441.0    0.009282  -0.000502
 1442.0    0.009308  -0.000504
 1443.0    0.009334  -0.000506
 1444.0    0.009360  -0.000507
 1445.0    0.009386  -0.000509
 1446.0    0.009411  -0.000510
 1447.0    0.009437  -0.000512
 1448.0    0.009462  -0.000513
